fid,COD_SEC,Densidad,Edad_Prome,area_m2,renta_med_,renta_me_1,pob_sec_to,per_hog_me,area_troci,porcentaje,hog_sec,%una_mujer,%un_hombre,%una_muj_1,%un_homb_1,%una_muje_,%un_hombr_,%dos_adult,%dos_adul_,%dos_adu_1,%dos_adu_2,%dos_adu_3,%dos_adu_4,%dos_adu_5,%dos_adu_6,%tres_adul,%dos_adu_7,%dos_adu_8,%dos_adu_9,%cuatro_ad,%cinco_o_m,%hogar_15_,%hogar_con,%troc_sec,hog_troc,pob_troc,%pob_15,%pob_65,%pob_ext
1,"01001",18.249785700000000,47.326229509999997,668975.221000000019558,"26032","55934","1165",2.110507246000000,219019.194,0.279,"589",0.138,0.182,0.097,0.044,0.005,0.005,0.154,0.119,0.029,0.025,0.002,0.037,8.000,0.002,0.063,0.008,0.002,0.002,0.027,0.042,0.000,0.003,0.327,"193","381",0.072,0.230,0.256
1,"01001",18.249785700000000,47.326229509999997,668975.221000000019558,"26032","55934","1165",2.110507246000000,28959.473,0.037,"589",0.138,0.182,0.097,0.044,0.005,0.005,0.154,0.119,0.029,0.025,0.002,0.037,8.000,0.002,0.063,0.008,0.002,0.002,0.027,0.042,0.000,0.003,0.043,"25","50",0.072,0.230,0.256
1,"01001",18.249785700000000,47.326229509999997,668975.221000000019558,"26032","55934","1165",2.110507246000000,196625.316,0.250,"589",0.138,0.182,0.097,0.044,0.005,0.005,0.154,0.119,0.029,0.025,0.002,0.037,8.000,0.002,0.063,0.008,0.002,0.002,0.027,0.042,0.000,0.003,0.294,"173","343",0.072,0.230,0.256
1,"01001",18.249785700000000,47.326229509999997,668975.221000000019558,"26032","55934","1165",2.110507246000000,78752.092,0.100,"589",0.138,0.182,0.097,0.044,0.005,0.005,0.154,0.119,0.029,0.025,0.002,0.037,8.000,0.002,0.063,0.008,0.002,0.002,0.027,0.042,0.000,0.003,0.118,"70","137",0.072,0.230,0.256
1,"01001",18.249785700000000,47.326229509999997,668975.221000000019558,"26032","55934","1165",2.110507246000000,79206.390,0.101,"589",0.138,0.182,0.097,0.044,0.005,0.005,0.154,0.119,0.029,0.025,0.002,0.037,8.000,0.002,0.063,0.008,0.002,0.002,0.027,0.042,0.000,0.003,0.118,"70","137",0.072,0.230,0.256
1,"01001",18.249785700000000,47.326229509999997,668975.221000000019558,"26032","55934","1165",2.110507246000000,78752.092,0.100,"589",0.138,0.182,0.097,0.044,0.005,0.005,0.154,0.119,0.029,0.025,0.002,0.037,8.000,0.002,0.063,0.008,0.002,0.002,0.027,0.042,0.000,0.003,0.118,"70","137",0.072,0.230,0.256
1,"01001",18.249785700000000,47.326229509999997,668975.221000000019558,"26032","55934","1165",2.110507246000000,9320.577,0.012,"589",0.138,0.182,0.097,0.044,0.005,0.005,0.154,0.119,0.029,0.025,0.002,0.037,8.000,0.002,0.063,0.008,0.002,0.002,0.027,0.042,0.000,0.003,0.014,"8","16",0.072,0.230,0.256
2,"01002",353.383525609999992,42.341889119999998,27581.716000000000349,"18878","38385","983",1.931237721000000,19479.584,0.025,"514",0.216,0.226,0.070,0.031,0.008,0.000,0.195,0.054,0.019,0.008,0.000,0.021,2.000,0.000,0.066,0.019,0.004,0.002,0.031,0.023,0.002,0.000,0.706,"363","694",0.057,0.139,0.328
2,"01002",353.383525609999992,42.341889119999998,27581.716000000000349,"18878","38385","983",1.931237721000000,22722.247,0.029,"514",0.216,0.226,0.070,0.031,0.008,0.000,0.195,0.054,0.019,0.008,0.000,0.021,2.000,0.000,0.066,0.019,0.004,0.002,0.031,0.023,0.002,0.000,0.824,"424","810",0.057,0.139,0.328
2,"01002",353.383525609999992,42.341889119999998,27581.716000000000349,"18878","38385","983",1.931237721000000,27581.716,0.035,"514",0.216,0.226,0.070,0.031,0.008,0.000,0.195,0.054,0.019,0.008,0.000,0.021,2.000,0.000,0.066,0.019,0.004,0.002,0.031,0.023,0.002,0.000,1.000,"514","983",0.057,0.139,0.328
2,"01002",353.383525609999992,42.341889119999998,27581.716000000000349,"18878","38385","983",1.931237721000000,27581.716,0.035,"514",0.216,0.226,0.070,0.031,0.008,0.000,0.195,0.054,0.019,0.008,0.000,0.021,2.000,0.000,0.066,0.019,0.004,0.002,0.031,0.023,0.002,0.000,1.000,"514","983",0.057,0.139,0.328
2,"01002",353.383525609999992,42.341889119999998,27581.716000000000349,"18878","38385","983",1.931237721000000,27581.716,0.035,"514",0.216,0.226,0.070,0.031,0.008,0.000,0.195,0.054,0.019,0.008,0.000,0.021,2.000,0.000,0.066,0.019,0.004,0.002,0.031,0.023,0.002,0.000,1.000,"514","983",0.057,0.139,0.328
2,"01002",353.383525609999992,42.341889119999998,27581.716000000000349,"18878","38385","983",1.931237721000000,23942.937,0.030,"514",0.216,0.226,0.070,0.031,0.008,0.000,0.195,0.054,0.019,0.008,0.000,0.021,2.000,0.000,0.066,0.019,0.004,0.002,0.031,0.023,0.002,0.000,0.868,"446","853",0.057,0.139,0.328
3,"01003",270.054202379999992,43.795709909999999,72555.539999999993597,"19309","40644","1870",2.034820457000000,72555.540,0.092,"964",0.170,0.209,0.086,0.047,0.004,0.004,0.166,0.081,0.020,0.013,0.004,0.030,1.000,0.002,0.054,0.024,0.001,0.000,0.032,0.051,0.001,0.000,1.000,"964","1870",0.058,0.166,0.359
3,"01003",270.054202379999992,43.795709909999999,72555.539999999993597,"19309","40644","1870",2.034820457000000,71217.001,0.091,"964",0.170,0.209,0.086,0.047,0.004,0.004,0.166,0.081,0.020,0.013,0.004,0.030,1.000,0.002,0.054,0.024,0.001,0.000,0.032,0.051,0.001,0.000,0.982,"947","1836",0.058,0.166,0.359
3,"01003",270.054202379999992,43.795709909999999,72555.539999999993597,"19309","40644","1870",2.034820457000000,53288.479,0.068,"964",0.170,0.209,0.086,0.047,0.004,0.004,0.166,0.081,0.020,0.013,0.004,0.030,1.000,0.002,0.054,0.024,0.001,0.000,0.032,0.051,0.001,0.000,0.734,"708","1373",0.058,0.166,0.359
3,"01003",270.054202379999992,43.795709909999999,72555.539999999993597,"19309","40644","1870",2.034820457000000,72555.540,0.092,"964",0.170,0.209,0.086,0.047,0.004,0.004,0.166,0.081,0.020,0.013,0.004,0.030,1.000,0.002,0.054,0.024,0.001,0.000,0.032,0.051,0.001,0.000,1.000,"964","1870",0.058,0.166,0.359
3,"01003",270.054202379999992,43.795709909999999,72555.539999999993597,"19309","40644","1870",2.034820457000000,53288.479,0.068,"964",0.170,0.209,0.086,0.047,0.004,0.004,0.166,0.081,0.020,0.013,0.004,0.030,1.000,0.002,0.054,0.024,0.001,0.000,0.032,0.051,0.001,0.000,0.734,"708","1373",0.058,0.166,0.359
3,"01003",270.054202379999992,43.795709909999999,72555.539999999993597,"19309","40644","1870",2.034820457000000,45455.890,0.058,"964",0.170,0.209,0.086,0.047,0.004,0.004,0.166,0.081,0.020,0.013,0.004,0.030,1.000,0.002,0.054,0.024,0.001,0.000,0.032,0.051,0.001,0.000,0.626,"603","1171",0.058,0.166,0.359
4,"01004",261.733956480000018,46.888888889999997,52992.184000000001106,"32105","65863","1297",2.071884984000000,49584.432,0.063,"663",0.167,0.154,0.098,0.056,0.011,0.002,0.167,0.103,0.029,0.009,0.011,0.035,3.000,0.000,0.068,0.026,0.003,0.000,0.024,0.029,0.005,0.002,0.936,"621","1214",0.072,0.227,0.236
4,"01004",261.733956480000018,46.888888889999997,52992.184000000001106,"32105","65863","1297",2.071884984000000,52992.184,0.067,"663",0.167,0.154,0.098,0.056,0.011,0.002,0.167,0.103,0.029,0.009,0.011,0.035,3.000,0.000,0.068,0.026,0.003,0.000,0.024,0.029,0.005,0.002,1.000,"663","1297",0.072,0.227,0.236
4,"01004",261.733956480000018,46.888888889999997,52992.184000000001106,"32105","65863","1297",2.071884984000000,22240.447,0.028,"663",0.167,0.154,0.098,0.056,0.011,0.002,0.167,0.103,0.029,0.009,0.011,0.035,3.000,0.000,0.068,0.026,0.003,0.000,0.024,0.029,0.005,0.002,0.420,"278","545",0.072,0.227,0.236
4,"01004",261.733956480000018,46.888888889999997,52992.184000000001106,"32105","65863","1297",2.071884984000000,52992.184,0.067,"663",0.167,0.154,0.098,0.056,0.011,0.002,0.167,0.103,0.029,0.009,0.011,0.035,3.000,0.000,0.068,0.026,0.003,0.000,0.024,0.029,0.005,0.002,1.000,"663","1297",0.072,0.227,0.236
4,"01004",261.733956480000018,46.888888889999997,52992.184000000001106,"32105","65863","1297",2.071884984000000,22240.447,0.028,"663",0.167,0.154,0.098,0.056,0.011,0.002,0.167,0.103,0.029,0.009,0.011,0.035,3.000,0.000,0.068,0.026,0.003,0.000,0.024,0.029,0.005,0.002,0.420,"278","545",0.072,0.227,0.236
5,"01006",359.096542380000017,47.025183929999997,49241.811999999998079,"26540","51400","1718",1.917410714000000,23698.547,0.030,"938",0.157,0.203,0.094,0.058,0.010,0.000,0.179,0.091,0.020,0.021,0.002,0.026,6.000,0.000,0.057,0.027,0.000,0.001,0.025,0.026,0.000,0.000,0.481,"451","826",0.060,0.205,0.230
5,"01006",359.096542380000017,47.025183929999997,49241.811999999998079,"26540","51400","1718",1.917410714000000,49241.812,0.063,"938",0.157,0.203,0.094,0.058,0.010,0.000,0.179,0.091,0.020,0.021,0.002,0.026,6.000,0.000,0.057,0.027,0.000,0.001,0.025,0.026,0.000,0.000,1.000,"938","1718",0.060,0.205,0.230
5,"01006",359.096542380000017,47.025183929999997,49241.811999999998079,"26540","51400","1718",1.917410714000000,21510.293,0.027,"938",0.157,0.203,0.094,0.058,0.010,0.000,0.179,0.091,0.020,0.021,0.002,0.026,6.000,0.000,0.057,0.027,0.000,0.001,0.025,0.026,0.000,0.000,0.437,"410","751",0.060,0.205,0.230
5,"01006",359.096542380000017,47.025183929999997,49241.811999999998079,"26540","51400","1718",1.917410714000000,14850.975,0.019,"938",0.157,0.203,0.094,0.058,0.010,0.000,0.179,0.091,0.020,0.021,0.002,0.026,6.000,0.000,0.057,0.027,0.000,0.001,0.025,0.026,0.000,0.000,0.302,"283","519",0.060,0.205,0.230
6,"01007",396.273845170000016,46.488518939999999,21995.376000000000204,"22671","44200","832",1.908256881000000,21995.376,0.028,"467",0.143,0.195,0.113,0.045,0.015,0.002,0.186,0.092,0.030,0.009,0.006,0.024,3.000,0.004,0.071,0.013,0.002,0.000,0.026,0.017,0.000,0.000,1.000,"467","832",0.073,0.210,0.214
7,"01008",292.190844529999993,48.022533500000002,28118.060000000001310,"23970","48841","800",1.995012469000000,28114.785,0.036,"438",0.162,0.205,0.087,0.053,0.011,0.005,0.160,0.107,0.032,0.016,0.002,0.030,2.000,0.000,0.066,0.011,0.002,0.000,0.025,0.021,0.000,0.000,1.000,"438","800",0.067,0.231,0.241
7,"01008",292.190844529999993,48.022533500000002,28118.060000000001310,"23970","48841","800",1.995012469000000,15691.041,0.020,"438",0.162,0.205,0.087,0.053,0.011,0.005,0.160,0.107,0.032,0.016,0.002,0.030,2.000,0.000,0.066,0.011,0.002,0.000,0.025,0.021,0.000,0.000,0.558,"244","446",0.067,0.231,0.241
7,"01008",292.190844529999993,48.022533500000002,28118.060000000001310,"23970","48841","800",1.995012469000000,26323.896,0.034,"438",0.162,0.205,0.087,0.053,0.011,0.005,0.160,0.107,0.032,0.016,0.002,0.030,2.000,0.000,0.066,0.011,0.002,0.000,0.025,0.021,0.000,0.000,0.936,"410","749",0.067,0.231,0.241
8,"01009",205.244958270000012,45.663004960000002,68795.986999999993714,"23012","44414","1367",1.895977809000000,44429.799,0.057,"741",0.165,0.192,0.076,0.042,0.020,0.004,0.178,0.094,0.040,0.024,0.004,0.032,2.000,0.001,0.072,0.012,0.003,0.000,0.026,0.012,0.000,0.000,0.646,"479","883",0.090,0.199,0.217
8,"01009",205.244958270000012,45.663004960000002,68795.986999999993714,"23012","44414","1367",1.895977809000000,14466.831,0.018,"741",0.165,0.192,0.076,0.042,0.020,0.004,0.178,0.094,0.040,0.024,0.004,0.032,2.000,0.001,0.072,0.012,0.003,0.000,0.026,0.012,0.000,0.000,0.210,"156","287",0.090,0.199,0.217
8,"01009",205.244958270000012,45.663004960000002,68795.986999999993714,"23012","44414","1367",1.895977809000000,53024.179,0.068,"741",0.165,0.192,0.076,0.042,0.020,0.004,0.178,0.094,0.040,0.024,0.004,0.032,2.000,0.001,0.072,0.012,0.003,0.000,0.026,0.012,0.000,0.000,0.771,"571","1054",0.090,0.199,0.217
9,"01011",242.338835640000013,45.505267779999997,47033.722000000001572,"21367","41591","1104",1.920000000000000,16495.460,0.021,"599",0.177,0.180,0.077,0.052,0.018,0.002,0.202,0.075,0.028,0.013,0.002,0.037,3.000,0.005,0.058,0.008,0.005,0.000,0.022,0.032,0.000,0.002,0.351,"210","388",0.068,0.183,0.234
9,"01011",242.338835640000013,45.505267779999997,47033.722000000001572,"21367","41591","1104",1.920000000000000,47033.722,0.060,"599",0.177,0.180,0.077,0.052,0.018,0.002,0.202,0.075,0.028,0.013,0.002,0.037,3.000,0.005,0.058,0.008,0.005,0.000,0.022,0.032,0.000,0.002,1.000,"599","1104",0.068,0.183,0.234
10,"01012",319.550599770000019,43.692874689999996,25491.395000000000437,"18611","38913","761",2.084931507000000,24582.869,0.031,"390",0.182,0.205,0.062,0.028,0.015,0.003,0.190,0.069,0.026,0.010,0.003,0.021,1.000,0.000,0.072,0.010,0.003,0.000,0.036,0.062,0.000,0.003,0.964,"376","734",0.057,0.162,0.290
10,"01012",319.550599770000019,43.692874689999996,25491.395000000000437,"18611","38913","761",2.084931507000000,25491.395,0.032,"390",0.182,0.205,0.062,0.028,0.015,0.003,0.190,0.069,0.026,0.010,0.003,0.021,1.000,0.000,0.072,0.010,0.003,0.000,0.036,0.062,0.000,0.003,1.000,"390","761",0.057,0.162,0.290
11,"01013",390.449402500000019,42.696642689999997,32062.784999999999854,"16796","32052","1215",1.869230769000000,10248.692,0.013,"691",0.216,0.243,0.078,0.026,0.006,0.001,0.192,0.051,0.027,0.019,0.003,0.023,2.000,0.000,0.048,0.007,0.001,0.000,0.029,0.026,0.000,0.000,0.320,"221","389",0.071,0.135,0.280
11,"01013",390.449402500000019,42.696642689999997,32062.784999999999854,"16796","32052","1215",1.869230769000000,32062.785,0.041,"691",0.216,0.243,0.078,0.026,0.006,0.001,0.192,0.051,0.027,0.019,0.003,0.023,2.000,0.000,0.048,0.007,0.001,0.000,0.029,0.026,0.000,0.000,1.000,"691","1215",0.071,0.135,0.280
11,"01013",390.449402500000019,42.696642689999997,32062.784999999999854,"16796","32052","1215",1.869230769000000,30832.993,0.039,"691",0.216,0.243,0.078,0.026,0.006,0.001,0.192,0.051,0.027,0.019,0.003,0.023,2.000,0.000,0.048,0.007,0.001,0.000,0.029,0.026,0.000,0.000,0.962,"665","1169",0.071,0.135,0.280
12,"01014",511.153303900000026,44.509103639999999,27956.677999999999884,"19964","40316","1393",1.981507824000000,27956.678,0.036,"750",0.181,0.195,0.069,0.036,0.023,0.005,0.183,0.083,0.027,0.023,0.004,0.035,8.000,0.001,0.069,0.017,0.000,0.000,0.024,0.013,0.000,0.001,1.000,"750","1393",0.085,0.172,0.194
12,"01014",511.153303900000026,44.509103639999999,27956.677999999999884,"19964","40316","1393",1.981507824000000,27931.242,0.036,"750",0.181,0.195,0.069,0.036,0.023,0.005,0.183,0.083,0.027,0.023,0.004,0.035,8.000,0.001,0.069,0.017,0.000,0.000,0.024,0.013,0.000,0.001,0.999,"749","1392",0.085,0.172,0.194
13,"01015",453.336857430000009,46.984619539999997,40903.716000000000349,"21853","42673","1721",2.347885402000000,40903.716,0.052,"778",0.170,0.170,0.087,0.040,0.012,0.003,0.216,0.090,0.030,0.023,0.001,0.031,4.000,0.003,0.055,0.017,0.000,0.001,0.027,0.018,0.001,0.001,1.000,"778","1721",0.057,0.180,0.282
13,"01015",453.336857430000009,46.984619539999997,40903.716000000000349,"21853","42673","1721",2.347885402000000,14094.354,0.018,"778",0.170,0.170,0.087,0.040,0.012,0.003,0.216,0.090,0.030,0.023,0.001,0.031,4.000,0.003,0.055,0.017,0.000,0.001,0.027,0.018,0.001,0.001,0.345,"268","594",0.057,0.180,0.282
14,"01016",447.932543210000006,44.877408060000000,25513.022000000000844,"21643","43084","1104",1.967914439000000,24227.761,0.031,"591",0.157,0.201,0.069,0.027,0.007,0.005,0.218,0.091,0.044,0.015,0.002,0.025,7.000,0.000,0.049,0.034,0.002,0.002,0.019,0.019,0.000,0.002,0.950,"561","1049",0.068,0.163,0.227
15,"01018",119.458435800000004,48.243647660000001,148357.605000000010477,"22143","42049","1759",1.891397849000000,10864.800,0.014,"985",0.156,0.194,0.123,0.055,0.015,0.005,0.166,0.091,0.037,0.019,0.003,0.037,4.000,0.001,0.047,0.011,0.001,0.000,0.017,0.017,0.000,0.000,0.073,"72","128",0.073,0.235,0.159
15,"01018",119.458435800000004,48.243647660000001,148357.605000000010477,"22143","42049","1759",1.891397849000000,21872.592,0.028,"985",0.156,0.194,0.123,0.055,0.015,0.005,0.166,0.091,0.037,0.019,0.003,0.037,4.000,0.001,0.047,0.011,0.001,0.000,0.017,0.017,0.000,0.000,0.147,"145","259",0.073,0.235,0.159
16,"01019",315.858156989999998,46.706325300000003,42074.021000000000640,"22143","42110","1298",1.900439239000000,19658.446,0.025,"726",0.207,0.149,0.092,0.026,0.019,0.004,0.223,0.095,0.032,0.010,0.001,0.026,2.000,0.004,0.055,0.018,0.001,0.001,0.021,0.012,0.000,0.000,0.467,"339","606",0.062,0.200,0.166
17,"01020",336.479286500000001,45.526750589999999,37800.324999999997090,"18677","36183","1242",1.925581395000000,21974.421,0.028,"677",0.164,0.225,0.077,0.041,0.015,0.006,0.157,0.087,0.032,0.016,0.003,0.037,4.000,0.003,0.065,0.015,0.001,0.001,0.025,0.021,0.000,0.003,0.581,"393","722",0.079,0.192,0.196
17,"01020",336.479286500000001,45.526750589999999,37800.324999999997090,"18677","36183","1242",1.925581395000000,37800.325,0.048,"677",0.164,0.225,0.077,0.041,0.015,0.006,0.157,0.087,0.032,0.016,0.003,0.037,4.000,0.003,0.065,0.015,0.001,0.001,0.025,0.021,0.000,0.003,1.000,"677","1242",0.079,0.192,0.196
18,"01021",360.439889629999982,47.032433830000002,53500.436000000001513,"21218","43603","1872",2.169177289000000,33159.364,0.042,"914",0.168,0.181,0.090,0.043,0.012,0.003,0.182,0.088,0.022,0.010,0.001,0.046,6.000,0.003,0.057,0.028,0.003,0.001,0.023,0.031,0.001,0.001,0.620,"567","1161",0.066,0.205,0.187
18,"01021",360.439889629999982,47.032433830000002,53500.436000000001513,"21218","43603","1872",2.169177289000000,53500.436,0.068,"914",0.168,0.181,0.090,0.043,0.012,0.003,0.182,0.088,0.022,0.010,0.001,0.046,6.000,0.003,0.057,0.028,0.003,0.001,0.023,0.031,0.001,0.001,1.000,"914","1872",0.066,0.205,0.187
19,"01022",280.987997179999979,44.489088070000001,45692.779000000002270,"18645","36992","1276",1.972179289000000,33067.605,0.042,"676",0.209,0.195,0.080,0.033,0.019,0.003,0.169,0.081,0.024,0.021,0.006,0.030,4.000,0.003,0.050,0.025,0.001,0.001,0.019,0.025,0.000,0.000,0.724,"489","924",0.082,0.170,0.242
19,"01022",280.987997179999979,44.489088070000001,45692.779000000002270,"18645","36992","1276",1.972179289000000,45692.779,0.058,"676",0.209,0.195,0.080,0.033,0.019,0.003,0.169,0.081,0.024,0.021,0.006,0.030,4.000,0.003,0.050,0.025,0.001,0.001,0.019,0.025,0.000,0.000,1.000,"676","1276",0.082,0.170,0.242
19,"01022",280.987997179999979,44.489088070000001,45692.779000000002270,"18645","36992","1276",1.972179289000000,25383.795,0.032,"676",0.209,0.195,0.080,0.033,0.019,0.003,0.169,0.081,0.024,0.021,0.006,0.030,4.000,0.003,0.050,0.025,0.001,0.001,0.019,0.025,0.000,0.000,0.556,"376","709",0.082,0.170,0.242
20,"01023",674.980395649999991,42.378032789999999,22609.317999999999302,"16937","33875","1433",1.971114168000000,22609.318,0.029,"796",0.211,0.217,0.054,0.028,0.015,0.003,0.216,0.062,0.025,0.016,0.005,0.018,2.000,0.000,0.057,0.010,0.003,0.001,0.030,0.026,0.001,0.000,1.000,"796","1433",0.079,0.129,0.323
20,"01023",674.980395649999991,42.378032789999999,22609.317999999999302,"16937","33875","1433",1.971114168000000,22609.318,0.029,"796",0.211,0.217,0.054,0.028,0.015,0.003,0.216,0.062,0.025,0.016,0.005,0.018,2.000,0.000,0.057,0.010,0.003,0.001,0.030,0.026,0.001,0.000,1.000,"796","1433",0.079,0.129,0.323
21,"01024",630.662586310000052,42.767515920000001,19929.731999999999971,"19666","36018","1229",1.812684366000000,19929.732,0.025,"708",0.220,0.236,0.052,0.035,0.008,0.001,0.216,0.052,0.021,0.018,0.000,0.028,6.000,0.001,0.049,0.010,0.001,0.000,0.021,0.018,0.000,0.000,1.000,"708","1229",0.056,0.129,0.290
21,"01024",630.662586310000052,42.767515920000001,19929.731999999999971,"19666","36018","1229",1.812684366000000,19929.732,0.025,"708",0.220,0.236,0.052,0.035,0.008,0.001,0.216,0.052,0.021,0.018,0.000,0.028,6.000,0.001,0.049,0.010,0.001,0.000,0.021,0.018,0.000,0.000,1.000,"708","1229",0.056,0.129,0.290
21,"01024",630.662586310000052,42.767515920000001,19929.731999999999971,"19666","36018","1229",1.812684366000000,17900.392,0.023,"708",0.220,0.236,0.052,0.035,0.008,0.001,0.216,0.052,0.021,0.018,0.000,0.028,6.000,0.001,0.049,0.010,0.001,0.000,0.021,0.018,0.000,0.000,0.898,"636","1104",0.056,0.129,0.290
22,"01025",270.289810219999993,42.984903930000002,40466.864000000001397,"21902","49280","1067",2.236897275000000,40466.864,0.052,"507",0.170,0.170,0.059,0.041,0.014,0.002,0.201,0.071,0.034,0.026,0.002,0.020,5.000,0.004,0.075,0.010,0.004,0.000,0.037,0.051,0.000,0.000,1.000,"507","1067",0.081,0.138,0.295
22,"01025",270.289810219999993,42.984903930000002,40466.864000000001397,"21902","49280","1067",2.236897275000000,40466.864,0.052,"507",0.170,0.170,0.059,0.041,0.014,0.002,0.201,0.071,0.034,0.026,0.002,0.020,5.000,0.004,0.075,0.010,0.004,0.000,0.037,0.051,0.000,0.000,1.000,"507","1067",0.081,0.138,0.295
23,"01026",310.935738619999995,43.159669209999997,50593.082999999998719,"21030","42594","1462",1.981029810000000,49642.361,0.063,"802",0.175,0.221,0.057,0.026,0.012,0.005,0.196,0.087,0.025,0.012,0.001,0.029,6.000,0.000,0.074,0.010,0.001,0.001,0.027,0.032,0.000,0.000,0.981,"787","1434",0.073,0.156,0.339
23,"01026",310.935738619999995,43.159669209999997,50593.082999999998719,"21030","42594","1462",1.981029810000000,50593.083,0.064,"802",0.175,0.221,0.057,0.026,0.012,0.005,0.196,0.087,0.025,0.012,0.001,0.029,6.000,0.000,0.074,0.010,0.001,0.001,0.027,0.032,0.000,0.000,1.000,"802","1462",0.073,0.156,0.339
23,"01026",310.935738619999995,43.159669209999997,50593.082999999998719,"21030","42594","1462",1.981029810000000,31939.169,0.041,"802",0.175,0.221,0.057,0.026,0.012,0.005,0.196,0.087,0.025,0.012,0.001,0.029,6.000,0.000,0.074,0.010,0.001,0.001,0.027,0.032,0.000,0.000,0.631,"506","923",0.073,0.156,0.339
23,"01026",310.935738619999995,43.159669209999997,50593.082999999998719,"21030","42594","1462",1.981029810000000,45881.265,0.058,"802",0.175,0.221,0.057,0.026,0.012,0.005,0.196,0.087,0.025,0.012,0.001,0.029,6.000,0.000,0.074,0.010,0.001,0.001,0.027,0.032,0.000,0.000,0.907,"727","1326",0.073,0.156,0.339
24,"01027",361.677335400000004,43.719611020000002,34143.139999999999418,"22776","43544","1166",1.936877076000000,16055.049,0.020,"662",0.202,0.233,0.059,0.029,0.009,0.002,0.208,0.051,0.038,0.017,0.000,0.027,5.000,0.000,0.045,0.018,0.005,0.000,0.026,0.023,0.002,0.000,0.470,"311","548",0.064,0.139,0.294
24,"01027",361.677335400000004,43.719611020000002,34143.139999999999418,"22776","43544","1166",1.936877076000000,23652.876,0.030,"662",0.202,0.233,0.059,0.029,0.009,0.002,0.208,0.051,0.038,0.017,0.000,0.027,5.000,0.000,0.045,0.018,0.005,0.000,0.026,0.023,0.002,0.000,0.693,"459","808",0.064,0.139,0.294
24,"01027",361.677335400000004,43.719611020000002,34143.139999999999418,"22776","43544","1166",1.936877076000000,34143.140,0.043,"662",0.202,0.233,0.059,0.029,0.009,0.002,0.208,0.051,0.038,0.017,0.000,0.027,5.000,0.000,0.045,0.018,0.005,0.000,0.026,0.023,0.002,0.000,1.000,"662","1166",0.064,0.139,0.294
24,"01027",361.677335400000004,43.719611020000002,34143.139999999999418,"22776","43544","1166",1.936877076000000,34143.140,0.043,"662",0.202,0.233,0.059,0.029,0.009,0.002,0.208,0.051,0.038,0.017,0.000,0.027,5.000,0.000,0.045,0.018,0.005,0.000,0.026,0.023,0.002,0.000,1.000,"662","1166",0.064,0.139,0.294
25,"01028",471.170874939999976,42.332129960000003,35298.953999999997905,"18637","38599","1585",2.408814590000000,18375.103,0.023,"697",0.168,0.214,0.050,0.039,0.010,0.003,0.234,0.062,0.027,0.030,0.000,0.027,4.000,0.001,0.046,0.022,0.000,0.000,0.024,0.036,0.001,0.000,0.521,"363","826",0.059,0.108,0.431
25,"01028",471.170874939999976,42.332129960000003,35298.953999999997905,"18637","38599","1585",2.408814590000000,35298.954,0.045,"697",0.168,0.214,0.050,0.039,0.010,0.003,0.234,0.062,0.027,0.030,0.000,0.027,4.000,0.001,0.046,0.022,0.000,0.000,0.024,0.036,0.001,0.000,1.000,"697","1585",0.059,0.108,0.431
25,"01028",471.170874939999976,42.332129960000003,35298.953999999997905,"18637","38599","1585",2.408814590000000,22324.075,0.028,"697",0.168,0.214,0.050,0.039,0.010,0.003,0.234,0.062,0.027,0.030,0.000,0.027,4.000,0.001,0.046,0.022,0.000,0.000,0.024,0.036,0.001,0.000,0.632,"441","1002",0.059,0.108,0.431
25,"01028",471.170874939999976,42.332129960000003,35298.953999999997905,"18637","38599","1585",2.408814590000000,35298.954,0.045,"697",0.168,0.214,0.050,0.039,0.010,0.003,0.234,0.062,0.027,0.030,0.000,0.027,4.000,0.001,0.046,0.022,0.000,0.000,0.024,0.036,0.001,0.000,1.000,"697","1585",0.059,0.108,0.431
26,"01029",638.572524100000010,42.646788989999997,22205.919999999998254,"18032","38225","1370",2.104454685000000,11828.726,0.015,"688",0.182,0.196,0.052,0.036,0.012,0.001,0.199,0.078,0.025,0.022,0.001,0.032,8.000,0.001,0.061,0.016,0.001,0.000,0.026,0.044,0.001,0.000,0.533,"367","730",0.080,0.140,0.301
26,"01029",638.572524100000010,42.646788989999997,22205.919999999998254,"18032","38225","1370",2.104454685000000,22205.920,0.028,"688",0.182,0.196,0.052,0.036,0.012,0.001,0.199,0.078,0.025,0.022,0.001,0.032,8.000,0.001,0.061,0.016,0.001,0.000,0.026,0.044,0.001,0.000,1.000,"688","1370",0.080,0.140,0.301
26,"01029",638.572524100000010,42.646788989999997,22205.919999999998254,"18032","38225","1370",2.104454685000000,22205.920,0.028,"688",0.182,0.196,0.052,0.036,0.012,0.001,0.199,0.078,0.025,0.022,0.001,0.032,8.000,0.001,0.061,0.016,0.001,0.000,0.026,0.044,0.001,0.000,1.000,"688","1370",0.080,0.140,0.301
27,"01030",616.354542769999966,42.314207650000000,17827.106999999999971,"13931","30475","1107",2.214000000000000,13275.909,0.017,"511",0.184,0.213,0.067,0.031,0.023,0.002,0.178,0.061,0.018,0.016,0.006,0.029,2.000,0.002,0.055,0.014,0.000,0.002,0.031,0.063,0.002,0.000,0.745,"381","825",0.098,0.127,0.321
