fid,COD_SEC,Densidad,Edad_Prome,area_m2,renta_med_,renta_me_1,pob_sec_to,per_hog_me,area_troci,porcentaje,hog_sec,%una_mujer,%un_hombre,%una_muj_1,%un_homb_1,%una_muje_,%un_hombr_,%dos_adult,%dos_adul_,%dos_adu_1,%dos_adu_2,%dos_adu_3,%dos_adu_4,%dos_adu_5,%dos_adu_6,%tres_adul,%dos_adu_7,%dos_adu_8,%dos_adu_9,%cuatro_ad,%cinco_o_m,%hogar_15_,%hogar_con,%troc_sec,hog_troc,pob_troc,%pob_15,%pob_65,%pob_ext
142,"02032",449.769240099999990,48.500000000000000,14039.429000000000087,"21195","47572","617",2.219424460000000,10937.039,0.014,"291",0.107,0.100,0.117,0.027,0.017,0.003,0.131,0.206,0.034,0.048,0.017,0.021,1.000,0.000,0.089,0.038,0.003,0.000,0.017,0.021,0.000,0.000,0.779,"227","481",0.111,0.300,0.078
143,"02033",755.778308740000057,45.898724080000001,16604.008000000001630,"20063","45260","1252",2.243727599000000,8426.046,0.011,"573",0.120,0.099,0.134,0.030,0.012,0.000,0.150,0.129,0.058,0.072,0.007,0.031,3.000,0.003,0.075,0.014,0.005,0.000,0.031,0.023,0.000,0.000,0.507,"291","635",0.132,0.251,0.090
144,"02034",703.783585560000006,46.998881429999997,12711.835999999999331,"18609","44519","885",2.391891892000000,8031.212,0.010,"388",0.090,0.082,0.137,0.036,0.010,0.000,0.144,0.129,0.052,0.046,0.010,0.064,8.000,0.000,0.080,0.023,0.000,0.000,0.046,0.026,0.000,0.003,0.632,"245","559",0.115,0.246,0.091
151,"02041",698.521564480000052,44.965841580000003,28938.869999999998981,"17362","36427","1965",2.088204038000000,10888.585,0.014,"982",0.172,0.145,0.092,0.031,0.015,0.003,0.179,0.098,0.041,0.026,0.002,0.043,5.000,0.003,0.067,0.020,0.006,0.000,0.027,0.024,0.000,0.000,0.376,"369","739",0.097,0.173,0.200
154,"02044",632.428672359999950,44.985965880000002,28751.030999999999040,"15920","40858","1771",2.600587372000000,28608.227,0.036,"704",0.101,0.077,0.105,0.028,0.018,0.003,0.148,0.139,0.053,0.036,0.001,0.051,8.000,0.006,0.074,0.045,0.003,0.003,0.033,0.064,0.001,0.000,0.995,"700","1762",0.116,0.198,0.196
155,"02045",616.877232860000049,42.987719300000002,18493.380000000001019,"15396","39658","1105",2.540229885000000,17210.856,0.022,"455",0.119,0.099,0.101,0.035,0.024,0.004,0.174,0.103,0.035,0.024,0.009,0.037,2.000,0.002,0.048,0.044,0.007,0.004,0.059,0.062,0.002,0.002,0.931,"424","1029",0.113,0.179,0.257
156,"02046",613.044600149999951,43.363023949999999,21808.438999999998487,"14235","31051","1283",2.181972789000000,21808.439,0.028,"627",0.198,0.153,0.094,0.029,0.014,0.003,0.171,0.093,0.033,0.018,0.003,0.026,3.000,0.008,0.054,0.008,0.005,0.000,0.027,0.059,0.000,0.000,1.000,"627","1283",0.100,0.161,0.237
157,"02047",62.308439000000000,42.870370370000003,268855.180999999982305,"13299","30909","1551",2.294378698000000,170891.427,0.218,"720",0.172,0.139,0.079,0.025,0.014,0.001,0.169,0.079,0.033,0.017,0.001,0.047,10.000,0.006,0.083,0.019,0.000,0.001,0.033,0.065,0.000,0.000,0.636,"458","986",0.096,0.156,0.285
158,"02048",508.986662990000013,44.558870970000001,24379.555000000000291,"16032","38657","1216",2.403162055000000,24379.555,0.031,"522",0.117,0.119,0.090,0.019,0.015,0.000,0.176,0.123,0.033,0.033,0.004,0.033,10.000,0.008,0.086,0.029,0.011,0.000,0.046,0.040,0.000,0.000,1.000,"522","1216",0.107,0.180,0.216
159,"02049",220.779362399999997,44.519503550000003,76692.513999999995576,"22243","60931","1677",2.726829268000000,73699.252,0.094,"625",0.058,0.062,0.072,0.037,0.019,0.003,0.115,0.131,0.029,0.074,0.019,0.078,14.000,0.003,0.104,0.115,0.005,0.002,0.019,0.032,0.000,0.000,0.961,"601","1612",0.129,0.193,0.049
160,"02050",614.168335970000044,43.916309009999999,26575.223000000001775,"15702","35020","1553",2.209103841000000,26575.223,0.034,"729",0.139,0.123,0.100,0.034,0.022,0.004,0.163,0.117,0.038,0.034,0.010,0.047,4.000,0.004,0.062,0.019,0.003,0.000,0.033,0.043,0.000,0.000,1.000,"729","1553",0.115,0.202,0.273
161,"02051",160.604169289999987,44.950149549999999,124992.714000000007218,"21727","54106","1928",2.478149100000000,101827.824,0.130,"805",0.089,0.084,0.097,0.025,0.010,0.005,0.144,0.127,0.050,0.082,0.012,0.050,13.000,0.002,0.094,0.039,0.005,0.001,0.029,0.037,0.000,0.001,0.815,"656","1571",0.139,0.216,0.095
161,"02051",160.604169289999987,44.950149549999999,124992.714000000007218,"21727","54106","1928",2.478149100000000,65621.151,0.084,"805",0.089,0.084,0.097,0.025,0.010,0.005,0.144,0.127,0.050,0.082,0.012,0.050,13.000,0.002,0.094,0.039,0.005,0.001,0.029,0.037,0.000,0.001,0.525,"423","1012",0.139,0.216,0.095
161,"02051",160.604169289999987,44.950149549999999,124992.714000000007218,"21727","54106","1928",2.478149100000000,10589.251,0.013,"805",0.089,0.084,0.097,0.025,0.010,0.005,0.144,0.127,0.050,0.082,0.012,0.050,13.000,0.002,0.094,0.039,0.005,0.001,0.029,0.037,0.000,0.001,0.085,"68","164",0.139,0.216,0.095
162,"02052",364.977806989999976,41.868421050000002,47406.669999999998254,"24205","62888","1666",2.586956522000000,44200.879,0.056,"670",0.094,0.088,0.051,0.013,0.016,0.003,0.161,0.084,0.101,0.061,0.006,0.081,19.000,0.006,0.064,0.093,0.000,0.003,0.016,0.030,0.000,0.000,0.932,"624","1553",0.136,0.119,0.051
163,"02053",298.018820080000012,48.597238900000001,55942.493000000002212,"22242","49775","1638",2.265560166000000,55942.493,0.071,"753",0.105,0.081,0.096,0.041,0.019,0.001,0.153,0.175,0.058,0.036,0.003,0.050,4.000,0.003,0.084,0.032,0.005,0.000,0.027,0.027,0.000,0.000,1.000,"753","1638",0.088,0.283,0.100
163,"02053",298.018820080000012,48.597238900000001,55942.493000000002212,"22242","49775","1638",2.265560166000000,21107.942,0.027,"753",0.105,0.081,0.096,0.041,0.019,0.001,0.153,0.175,0.058,0.036,0.003,0.050,4.000,0.003,0.084,0.032,0.005,0.000,0.027,0.027,0.000,0.000,0.377,"284","618",0.088,0.283,0.100
164,"02054",630.990833390000034,44.937017990000001,18507.947000000000116,"19088","42279","1144",2.187380497000000,17270.761,0.022,"544",0.158,0.136,0.118,0.029,0.015,0.002,0.156,0.108,0.046,0.033,0.004,0.029,1.000,0.006,0.063,0.022,0.002,0.002,0.033,0.037,0.000,0.000,0.933,"508","1067",0.111,0.202,0.188
166,"02056",648.469547519999992,46.933302670000003,16774.526000000001659,"18870","41523","1082",2.203665988000000,8013.860,0.010,"500",0.130,0.120,0.118,0.036,0.012,0.008,0.146,0.132,0.036,0.030,0.004,0.048,5.000,0.000,0.074,0.028,0.008,0.000,0.024,0.036,0.000,0.000,0.478,"239","517",0.090,0.231,0.157
167,"02057",660.377259299999992,45.046943919999997,24048.890999999999622,"16187","40132","1526",2.461290323000000,22250.073,0.028,"644",0.116,0.107,0.095,0.034,0.011,0.003,0.160,0.115,0.037,0.025,0.005,0.037,7.000,0.005,0.096,0.022,0.003,0.002,0.050,0.067,0.000,0.000,0.925,"596","1412",0.101,0.205,0.234
168,"02058",767.998862779999968,45.617122469999998,21916.725999999998749,"17221","36542","1626",2.170894526000000,21916.726,0.028,"796",0.156,0.134,0.104,0.033,0.018,0.003,0.167,0.124,0.040,0.019,0.001,0.041,9.000,0.004,0.059,0.016,0.000,0.001,0.030,0.036,0.001,0.000,1.000,"796","1626",0.085,0.213,0.238
169,"02059",610.880039679999982,47.602981030000002,12089.560999999999694,"18447","41652","720",2.278481013000000,12089.561,0.015,"338",0.121,0.107,0.124,0.027,0.012,0.009,0.172,0.151,0.044,0.018,0.003,0.033,3.000,0.009,0.065,0.012,0.006,0.003,0.041,0.036,0.000,0.000,1.000,"338","720",0.088,0.256,0.171
170,"02060",537.986523489999968,47.085365850000002,25167.297999999998865,"20173","45355","1327",2.256802721000000,25167.298,0.032,"610",0.118,0.118,0.133,0.031,0.007,0.005,0.148,0.143,0.039,0.036,0.007,0.038,3.000,0.005,0.067,0.030,0.002,0.002,0.033,0.034,0.002,0.000,1.000,"610","1327",0.101,0.256,0.164
170,"02060",537.986523489999968,47.085365850000002,25167.297999999998865,"20173","45355","1327",2.256802721000000,14301.785,0.018,"610",0.118,0.118,0.133,0.031,0.007,0.005,0.148,0.143,0.039,0.036,0.007,0.038,3.000,0.005,0.067,0.030,0.002,0.002,0.033,0.034,0.002,0.000,0.568,"346","754",0.101,0.256,0.164
171,"02061",565.525566890000050,43.793526790000001,15854.993000000000393,"19276","39390","853",2.035799523000000,15854.993,0.020,"453",0.196,0.181,0.099,0.018,0.018,0.000,0.172,0.066,0.031,0.026,0.013,0.040,4.000,0.000,0.053,0.013,0.004,0.000,0.029,0.031,0.000,0.000,1.000,"453","853",0.097,0.153,0.180
171,"02061",565.525566890000050,43.793526790000001,15854.993000000000393,"19276","39390","853",2.035799523000000,15854.993,0.020,"453",0.196,0.181,0.099,0.018,0.018,0.000,0.172,0.066,0.031,0.026,0.013,0.040,4.000,0.000,0.053,0.013,0.004,0.000,0.029,0.031,0.000,0.000,1.000,"453","853",0.097,0.153,0.180
172,"02062",599.500390039999957,43.876394050000002,17961.106999999999971,"16738","36845","1042",2.157349896000000,17961.107,0.023,"504",0.155,0.141,0.099,0.038,0.022,0.004,0.151,0.095,0.046,0.030,0.004,0.042,7.000,0.002,0.062,0.018,0.006,0.000,0.032,0.040,0.000,0.002,1.000,"504","1042",0.104,0.188,0.217
172,"02062",599.500390039999957,43.876394050000002,17961.106999999999971,"16738","36845","1042",2.157349896000000,17961.107,0.023,"504",0.155,0.141,0.099,0.038,0.022,0.004,0.151,0.095,0.046,0.030,0.004,0.042,7.000,0.002,0.062,0.018,0.006,0.000,0.032,0.040,0.000,0.002,1.000,"504","1042",0.104,0.188,0.217
173,"02063",449.452482299999986,44.839644290000003,38808.211999999999534,"18630","37535","1661",2.008464329000000,38808.212,0.049,"865",0.162,0.151,0.108,0.030,0.016,0.003,0.184,0.088,0.047,0.021,0.007,0.039,2.000,0.007,0.064,0.023,0.003,0.001,0.023,0.020,0.000,0.000,1.000,"865","1661",0.097,0.187,0.194
173,"02063",449.452482299999986,44.839644290000003,38808.211999999999534,"18630","37535","1661",2.008464329000000,33292.660,0.042,"865",0.162,0.151,0.108,0.030,0.016,0.003,0.184,0.088,0.047,0.021,0.007,0.039,2.000,0.007,0.064,0.023,0.003,0.001,0.023,0.020,0.000,0.000,0.858,"742","1425",0.097,0.187,0.194
174,"02064",611.441896950000000,46.979748999999998,28690.411000000000058,"19429","40956","1672",2.095238095000000,28690.411,0.037,"837",0.130,0.124,0.129,0.033,0.020,0.004,0.166,0.112,0.033,0.031,0.001,0.037,6.000,0.000,0.086,0.025,0.001,0.001,0.030,0.027,0.000,0.000,1.000,"837","1672",0.086,0.246,0.156
174,"02064",611.441896950000000,46.979748999999998,28690.411000000000058,"19429","40956","1672",2.095238095000000,28654.797,0.036,"837",0.130,0.124,0.129,0.033,0.020,0.004,0.166,0.112,0.033,0.031,0.001,0.037,6.000,0.000,0.086,0.025,0.001,0.001,0.030,0.027,0.000,0.000,0.999,"836","1670",0.086,0.246,0.156
175,"02065",506.854300430000023,46.258407689999999,28766.486000000000786,"20964","40622","1414",1.918588874000000,28766.486,0.037,"784",0.186,0.193,0.099,0.033,0.010,0.000,0.173,0.094,0.048,0.014,0.003,0.036,4.000,0.004,0.045,0.015,0.000,0.000,0.017,0.023,0.000,0.001,1.000,"784","1414",0.078,0.200,0.183
175,"02065",506.854300430000023,46.258407689999999,28766.486000000000786,"20964","40622","1414",1.918588874000000,28766.486,0.037,"784",0.186,0.193,0.099,0.033,0.010,0.000,0.173,0.094,0.048,0.014,0.003,0.036,4.000,0.004,0.045,0.015,0.000,0.000,0.017,0.023,0.000,0.001,1.000,"784","1414",0.078,0.200,0.183
176,"02066",400.018094799999972,45.288703779999999,61566.277999999998428,"22387","50448","2440",2.244710212000000,42285.276,0.054,"1136",0.127,0.158,0.084,0.031,0.015,0.004,0.158,0.118,0.036,0.031,0.004,0.049,19.000,0.004,0.060,0.048,0.006,0.003,0.026,0.022,0.000,0.000,0.687,"780","1676",0.100,0.188,0.145
176,"02066",400.018094799999972,45.288703779999999,61566.277999999998428,"22387","50448","2440",2.244710212000000,36773.118,0.047,"1136",0.127,0.158,0.084,0.031,0.015,0.004,0.158,0.118,0.036,0.031,0.004,0.049,19.000,0.004,0.060,0.048,0.006,0.003,0.026,0.022,0.000,0.000,0.597,"678","1457",0.100,0.188,0.145
177,"02067",235.933143940000008,44.241230969999997,64089.419000000001688,"15274","33618","1478",2.259938838000000,45369.851,0.058,"700",0.187,0.191,0.073,0.027,0.013,0.003,0.180,0.070,0.041,0.036,0.009,0.031,4.000,0.006,0.046,0.019,0.010,0.000,0.017,0.034,0.001,0.000,0.708,"496","1046",0.107,0.169,0.199
177,"02067",235.933143940000008,44.241230969999997,64089.419000000001688,"15274","33618","1478",2.259938838000000,55659.018,0.071,"700",0.187,0.191,0.073,0.027,0.013,0.003,0.180,0.070,0.041,0.036,0.009,0.031,4.000,0.006,0.046,0.019,0.010,0.000,0.017,0.034,0.001,0.000,0.868,"608","1283",0.107,0.169,0.199
177,"02067",235.933143940000008,44.241230969999997,64089.419000000001688,"15274","33618","1478",2.259938838000000,34669.675,0.044,"700",0.187,0.191,0.073,0.027,0.013,0.003,0.180,0.070,0.041,0.036,0.009,0.031,4.000,0.006,0.046,0.019,0.010,0.000,0.017,0.034,0.001,0.000,0.541,"379","800",0.107,0.169,0.199
178,"02068",728.587934470000050,44.589238850000001,15699.105999999999767,"15821","31888","1088",1.996330275000000,15699.106,0.020,"570",0.168,0.191,0.082,0.026,0.011,0.002,0.196,0.091,0.025,0.021,0.000,0.035,3.000,0.004,0.056,0.014,0.005,0.000,0.030,0.037,0.000,0.000,1.000,"570","1088",0.067,0.167,0.277
178,"02068",728.587934470000050,44.589238850000001,15699.105999999999767,"15821","31888","1088",1.996330275000000,15699.106,0.020,"570",0.168,0.191,0.082,0.026,0.011,0.002,0.196,0.091,0.025,0.021,0.000,0.035,3.000,0.004,0.056,0.014,0.005,0.000,0.030,0.037,0.000,0.000,1.000,"570","1088",0.067,0.167,0.277
179,"02069",583.493912209999962,46.879844960000000,15486.808999999999287,"19759","44706","870",2.259740260000000,15486.809,0.020,"397",0.126,0.086,0.111,0.025,0.018,0.003,0.156,0.139,0.045,0.035,0.005,0.040,6.000,0.010,0.086,0.040,0.003,0.000,0.033,0.025,0.000,0.000,1.000,"397","870",0.110,0.233,0.161
179,"02069",583.493912209999962,46.879844960000000,15486.808999999999287,"19759","44706","870",2.259740260000000,15486.809,0.020,"397",0.126,0.086,0.111,0.025,0.018,0.003,0.156,0.139,0.045,0.035,0.005,0.040,6.000,0.010,0.086,0.040,0.003,0.000,0.033,0.025,0.000,0.000,1.000,"397","870",0.110,0.233,0.161
180,"02070",320.454820750000010,47.706011730000000,42594.921999999998661,"20212","42577","1300",2.100161551000000,42594.922,0.054,"646",0.099,0.118,0.141,0.040,0.015,0.006,0.161,0.139,0.045,0.022,0.006,0.037,4.000,0.002,0.073,0.028,0.005,0.000,0.025,0.028,0.002,0.003,1.000,"646","1300",0.089,0.254,0.138
180,"02070",320.454820750000010,47.706011730000000,42594.921999999998661,"20212","42577","1300",2.100161551000000,42594.922,0.054,"646",0.099,0.118,0.141,0.040,0.015,0.006,0.161,0.139,0.045,0.022,0.006,0.037,4.000,0.002,0.073,0.028,0.005,0.000,0.025,0.028,0.002,0.003,1.000,"646","1300",0.089,0.254,0.138
181,"02071",304.409901199999979,46.924734979999997,46516.555999999996857,"21763","47222","1391",2.149922720000000,28018.423,0.036,"669",0.123,0.133,0.130,0.033,0.012,0.004,0.161,0.120,0.046,0.027,0.004,0.030,9.000,0.006,0.060,0.033,0.003,0.001,0.027,0.031,0.000,0.001,0.602,"403","837",0.094,0.241,0.128
181,"02071",304.409901199999979,46.924734979999997,46516.555999999996857,"21763","47222","1391",2.149922720000000,39490.411,0.050,"669",0.123,0.133,0.130,0.033,0.012,0.004,0.161,0.120,0.046,0.027,0.004,0.030,9.000,0.006,0.060,0.033,0.003,0.001,0.027,0.031,0.000,0.001,0.849,"568","1181",0.094,0.241,0.128
181,"02071",304.409901199999979,46.924734979999997,46516.555999999996857,"21763","47222","1391",2.149922720000000,45711.790,0.058,"669",0.123,0.133,0.130,0.033,0.012,0.004,0.161,0.120,0.046,0.027,0.004,0.030,9.000,0.006,0.060,0.033,0.003,0.001,0.027,0.031,0.000,0.001,0.983,"658","1367",0.094,0.241,0.128
182,"02072",232.859743100000003,45.721090470000000,71725.180999999996857,"20910","43626","1652",2.075376884000000,12526.915,0.016,"826",0.159,0.171,0.099,0.029,0.015,0.004,0.163,0.109,0.044,0.022,0.004,0.041,5.000,0.000,0.054,0.028,0.004,0.000,0.029,0.019,0.000,0.001,0.175,"145","289",0.084,0.204,0.141
182,"02072",232.859743100000003,45.721090470000000,71725.180999999996857,"20910","43626","1652",2.075376884000000,71725.181,0.091,"826",0.159,0.171,0.099,0.029,0.015,0.004,0.163,0.109,0.044,0.022,0.004,0.041,5.000,0.000,0.054,0.028,0.004,0.000,0.029,0.019,0.000,0.001,1.000,"826","1652",0.084,0.204,0.141
182,"02072",232.859743100000003,45.721090470000000,71725.180999999996857,"20910","43626","1652",2.075376884000000,49969.793,0.064,"826",0.159,0.171,0.099,0.029,0.015,0.004,0.163,0.109,0.044,0.022,0.004,0.041,5.000,0.000,0.054,0.028,0.004,0.000,0.029,0.019,0.000,0.001,0.697,"576","1151",0.084,0.204,0.141
182,"02072",232.859743100000003,45.721090470000000,71725.180999999996857,"20910","43626","1652",2.075376884000000,21750.269,0.028,"826",0.159,0.171,0.099,0.029,0.015,0.004,0.163,0.109,0.044,0.022,0.004,0.041,5.000,0.000,0.054,0.028,0.004,0.000,0.029,0.019,0.000,0.001,0.303,"250","501",0.084,0.204,0.141
183,"02073",332.433330889999979,46.326547689999998,53974.144000000000233,"21689","45346","1772",2.092089728000000,17313.944,0.022,"876",0.156,0.160,0.083,0.033,0.011,0.001,0.170,0.119,0.054,0.018,0.009,0.030,9.000,0.002,0.065,0.019,0.001,0.002,0.031,0.023,0.001,0.000,0.321,"281","569",0.088,0.211,0.133
183,"02073",332.433330889999979,46.326547689999998,53974.144000000000233,"21689","45346","1772",2.092089728000000,49671.797,0.063,"876",0.156,0.160,0.083,0.033,0.011,0.001,0.170,0.119,0.054,0.018,0.009,0.030,9.000,0.002,0.065,0.019,0.001,0.002,0.031,0.023,0.001,0.000,0.920,"806","1630",0.088,0.211,0.133
183,"02073",332.433330889999979,46.326547689999998,53974.144000000000233,"21689","45346","1772",2.092089728000000,44966.947,0.057,"876",0.156,0.160,0.083,0.033,0.011,0.001,0.170,0.119,0.054,0.018,0.009,0.030,9.000,0.002,0.065,0.019,0.001,0.002,0.031,0.023,0.001,0.000,0.833,"730","1476",0.088,0.211,0.133
183,"02073",332.433330889999979,46.326547689999998,53974.144000000000233,"21689","45346","1772",2.092089728000000,26406.414,0.034,"876",0.156,0.160,0.083,0.033,0.011,0.001,0.170,0.119,0.054,0.018,0.009,0.030,9.000,0.002,0.065,0.019,0.001,0.002,0.031,0.023,0.001,0.000,0.489,"428","867",0.088,0.211,0.133
184,"02074",419.817467739999984,46.512089809999999,41404.692000000002736,"19605","40813","1706",2.060386473000000,41404.692,0.053,"840",0.127,0.126,0.129,0.042,0.017,0.001,0.183,0.118,0.045,0.018,0.004,0.037,5.000,0.002,0.051,0.026,0.002,0.001,0.032,0.032,0.000,0.000,1.000,"840","1706",0.081,0.227,0.164
184,"02074",419.817467739999984,46.512089809999999,41404.692000000002736,"19605","40813","1706",2.060386473000000,41404.692,0.053,"840",0.127,0.126,0.129,0.042,0.017,0.001,0.183,0.118,0.045,0.018,0.004,0.037,5.000,0.002,0.051,0.026,0.002,0.001,0.032,0.032,0.000,0.000,1.000,"840","1706",0.081,0.227,0.164
185,"02075",623.655093019999981,44.072680409999997,31129.192999999999302,"18600","42579","1901",2.279376499000000,31129.193,0.040,"858",0.143,0.141,0.083,0.028,0.014,0.002,0.174,0.114,0.031,0.033,0.003,0.033,14.000,0.002,0.062,0.035,0.006,0.003,0.027,0.049,0.000,0.000,1.000,"858","1901",0.102,0.177,0.198
185,"02075",623.655093019999981,44.072680409999997,31129.192999999999302,"18600","42579","1901",2.279376499000000,31129.193,0.040,"858",0.143,0.141,0.083,0.028,0.014,0.002,0.174,0.114,0.031,0.033,0.003,0.033,14.000,0.002,0.062,0.035,0.006,0.003,0.027,0.049,0.000,0.000,1.000,"858","1901",0.102,0.177,0.198
185,"02075",623.655093019999981,44.072680409999997,31129.192999999999302,"18600","42579","1901",2.279376499000000,22481.789,0.029,"858",0.143,0.141,0.083,0.028,0.014,0.002,0.174,0.114,0.031,0.033,0.003,0.033,14.000,0.002,0.062,0.035,0.006,0.003,0.027,0.049,0.000,0.000,0.722,"619","1373",0.102,0.177,0.198
186,"02077",771.886733459999959,46.499143840000002,15142.583000000000538,"18840","39785","1131",2.106145251000000,10313.795,0.013,"554",0.135,0.134,0.108,0.027,0.011,0.000,0.170,0.134,0.054,0.016,0.004,0.032,4.000,0.000,0.081,0.018,0.005,0.002,0.025,0.036,0.000,0.000,0.681,"377","770",0.076,0.209,0.201
186,"02077",771.886733459999959,46.499143840000002,15142.583000000000538,"18840","39785","1131",2.106145251000000,15142.583,0.019,"554",0.135,0.134,0.108,0.027,0.011,0.000,0.170,0.134,0.054,0.016,0.004,0.032,4.000,0.000,0.081,0.018,0.005,0.002,0.025,0.036,0.000,0.000,1.000,"554","1131",0.076,0.209,0.201
186,"02077",771.886733459999959,46.499143840000002,15142.583000000000538,"18840","39785","1131",2.106145251000000,15142.583,0.019,"554",0.135,0.134,0.108,0.027,0.011,0.000,0.170,0.134,0.054,0.016,0.004,0.032,4.000,0.000,0.081,0.018,0.005,0.002,0.025,0.036,0.000,0.000,1.000,"554","1131",0.076,0.209,0.201
187,"02078",572.094735819999983,46.660092810000002,15078.211999999999534,"18683","40360","857",2.131840796000000,14067.060,0.018,"423",0.128,0.194,0.109,0.040,0.014,0.002,0.142,0.111,0.033,0.019,0.007,0.024,4.000,0.005,0.059,0.024,0.002,0.000,0.045,0.033,0.000,0.000,0.933,"395","800",0.079,0.227,0.225
187,"02078",572.094735819999983,46.660092810000002,15078.211999999999534,"18683","40360","857",2.131840796000000,15078.212,0.019,"423",0.128,0.194,0.109,0.040,0.014,0.002,0.142,0.111,0.033,0.019,0.007,0.024,4.000,0.005,0.059,0.024,0.002,0.000,0.045,0.033,0.000,0.000,1.000,"423","857",0.079,0.227,0.225
187,"02078",572.094735819999983,46.660092810000002,15078.211999999999534,"18683","40360","857",2.131840796000000,8251.806,0.011,"423",0.128,0.194,0.109,0.040,0.014,0.002,0.142,0.111,0.033,0.019,0.007,0.024,4.000,0.005,0.059,0.024,0.002,0.000,0.045,0.033,0.000,0.000,0.547,"231","469",0.079,0.227,0.225
187,"02078",572.094735819999983,46.660092810000002,15078.211999999999534,"18683","40360","857",2.131840796000000,15078.212,0.019,"423",0.128,0.194,0.109,0.040,0.014,0.002,0.142,0.111,0.033,0.019,0.007,0.024,4.000,0.005,0.059,0.024,0.002,0.000,0.045,0.033,0.000,0.000,1.000,"423","857",0.079,0.227,0.225
188,"02079",504.691500270000006,47.846872460000000,24408.574000000000524,"19452","41938","1205",2.175090253000000,22217.863,0.028,"570",0.137,0.095,0.147,0.044,0.011,0.002,0.146,0.128,0.028,0.018,0.005,0.030,6.000,0.000,0.088,0.021,0.004,0.000,0.042,0.044,0.000,0.002,0.910,"519","1097",0.071,0.262,0.162
188,"02079",504.691500270000006,47.846872460000000,24408.574000000000524,"19452","41938","1205",2.175090253000000,24408.574,0.031,"570",0.137,0.095,0.147,0.044,0.011,0.002,0.146,0.128,0.028,0.018,0.005,0.030,6.000,0.000,0.088,0.021,0.004,0.000,0.042,0.044,0.000,0.002,1.000,"570","1205",0.071,0.262,0.162
188,"02079",504.691500270000006,47.846872460000000,24408.574000000000524,"19452","41938","1205",2.175090253000000,8142.970,0.010,"570",0.137,0.095,0.147,0.044,0.011,0.002,0.146,0.128,0.028,0.018,0.005,0.030,6.000,0.000,0.088,0.021,0.004,0.000,0.042,0.044,0.000,0.002,0.334,"190","402",0.071,0.262,0.162
189,"02080",217.740735919999992,49.372081219999998,45269.610000000000582,"20281","46371","913",2.335038363000000,45269.610,0.058,"419",0.069,0.095,0.126,0.043,0.012,0.002,0.136,0.179,0.045,0.031,0.012,0.038,4.000,0.000,0.105,0.017,0.000,0.000,0.026,0.050,0.002,0.000,1.000,"419","913",0.094,0.311,0.156
189,"02080",217.740735919999992,49.372081219999998,45269.610000000000582,"20281","46371","913",2.335038363000000,10872.214,0.014,"419",0.069,0.095,0.126,0.043,0.012,0.002,0.136,0.179,0.045,0.031,0.012,0.038,4.000,0.000,0.105,0.017,0.000,0.000,0.026,0.050,0.002,0.000,0.240,"101","219",0.094,0.311,0.156
189,"02080",217.740735919999992,49.372081219999998,45269.610000000000582,"20281","46371","913",2.335038363000000,25010.776,0.032,"419",0.069,0.095,0.126,0.043,0.012,0.002,0.136,0.179,0.045,0.031,0.012,0.038,4.000,0.000,0.105,0.017,0.000,0.000,0.026,0.050,0.002,0.000,0.552,"231","504",0.094,0.311,0.156
189,"02080",217.740735919999992,49.372081219999998,45269.610000000000582,"20281","46371","913",2.335038363000000,33048.296,0.042,"419",0.069,0.095,0.126,0.043,0.012,0.002,0.136,0.179,0.045,0.031,0.012,0.038,4.000,0.000,0.105,0.017,0.000,0.000,0.026,0.050,0.002,0.000,0.730,"306","666",0.094,0.311,0.156
189,"02080",217.740735919999992,49.372081219999998,45269.610000000000582,"20281","46371","913",2.335038363000000,8958.344,0.011,"419",0.069,0.095,0.126,0.043,0.012,0.002,0.136,0.179,0.045,0.031,0.012,0.038,4.000,0.000,0.105,0.017,0.000,0.000,0.026,0.050,0.002,0.000,0.198,"83","181",0.094,0.311,0.156
190,"02081",603.952057100000047,46.972102999999997,19303.403999999998632,"20387","43578","1121",2.115094340000000,19303.404,0.025,"546",0.137,0.137,0.139,0.037,0.022,0.000,0.150,0.114,0.022,0.027,0.002,0.031,8.000,0.000,0.073,0.015,0.002,0.000,0.026,0.051,0.000,0.000,1.000,"546","1121",0.077,0.231,0.233
190,"02081",603.952057100000047,46.972102999999997,19303.403999999998632,"20387","43578","1121",2.115094340000000,19303.404,0.025,"546",0.137,0.137,0.139,0.037,0.022,0.000,0.150,0.114,0.022,0.027,0.002,0.031,8.000,0.000,0.073,0.015,0.002,0.000,0.026,0.051,0.000,0.000,1.000,"546","1121",0.077,0.231,0.233
190,"02081",603.952057100000047,46.972102999999997,19303.403999999998632,"20387","43578","1121",2.115094340000000,17856.867,0.023,"546",0.137,0.137,0.139,0.037,0.022,0.000,0.150,0.114,0.022,0.027,0.002,0.031,8.000,0.000,0.073,0.015,0.002,0.000,0.026,0.051,0.000,0.000,0.925,"505","1037",0.077,0.231,0.233
191,"02082",439.736263839999992,43.611111110000003,28059.593000000000757,"17871","37373","1186",2.077057793000000,28031.413,0.036,"603",0.144,0.197,0.101,0.033,0.015,0.002,0.174,0.076,0.032,0.017,0.000,0.036,4.000,0.003,0.060,0.018,0.005,0.003,0.035,0.038,0.000,0.003,0.999,"602","1185",0.085,0.168,0.242
