fid,COD_SEC,Densidad,Edad_Prome,Proporcion,Proporci_1,Proporci_2,Indice_env,Indice_juv,Indice_dep,Indice_est,Indice_ree,Razon_prog,Proporci_3,Prop_inmig,Proporci_4,area_m2,renta_med_persona,renta_med_hog,pob_sec_tot,per_hog_med,mapa_hogares_composici,mapa_hogares_una_mujer_,mapa_hogares_un_hombre_,mapa_hogares_una_mujer1,mapa_hogares_un_hombre1,mapa_hogares_una_muje_1,mapa_hogares_un_hombr_1,mapa_hogares_dos_adulto,mapa_hogares_dos_adul_1,mapa_hogares_dos_adul_2,mapa_hogares_dos_adul_3,mapa_hogares_dos_adul_4,mapa_hogares_dos_adul_5,mapa_hogares_dos_adul_6,mapa_hogares_dos_adul_7,mapa_hogares_tres_adult,mapa_hogares_dos_adul_8,mapa_hogares_dos_adul_9,mapa_hogares_dos_adu_10,mapa_hogares_cuatro_adu,mapa_hogares_cinco_o_m,mapa_hogares_hogar_15_o,mapa_hogares_hogar_con_,Código_es,nombre_est,Latitud,Longitud,area_trocito,porcentaje
"1","01001",18.2497857,47.32622951,7.21311475,23.03278689,28.46975089,319.31818182,31.31672598,43.36075206,89.53229399,38.27160494,115,25.57377049,9.09836066,32.78688525,668975.221,"26032","55934","1165",2.110507246,"589","81","107","57","26","3","3","91","70","17","15","1","22","8","1","37","5","1","1","16","25","0","2","211",Noviciado,40.424851830000001,-3.707429184000000,9320.577,0.012
"1","01001",18.2497857,47.32622951,7.21311475,23.03278689,28.46975089,319.31818182,31.31672598,43.36075206,89.53229399,38.27160494,115,25.57377049,9.09836066,32.78688525,668975.221,"26032","55934","1165",2.110507246,"589","81","107","57","26","3","3","91","70","17","15","1","22","8","1","37","5","1","1","16","25","0","2","308",Plaza de España,40.423880990000001,-3.711223119000000,78752.092,0.100
"1","01001",18.2497857,47.32622951,7.21311475,23.03278689,28.46975089,319.31818182,31.31672598,43.36075206,89.53229399,38.27160494,115,25.57377049,9.09836066,32.78688525,668975.221,"26032","55934","1165",2.110507246,"589","81","107","57","26","3","3","91","70","17","15","1","22","8","1","37","5","1","1","16","25","0","2","210",Santo Domingo,40.421463320000001,-3.707895489000000,79206.390,0.101
"1","01001",18.2497857,47.32622951,7.21311475,23.03278689,28.46975089,319.31818182,31.31672598,43.36075206,89.53229399,38.27160494,115,25.57377049,9.09836066,32.78688525,668975.221,"26032","55934","1165",2.110507246,"589","81","107","57","26","3","3","91","70","17","15","1","22","8","1","37","5","1","1","16","25","0","2","626",Puerta del Ángel,40.414090969999997,-3.727219548000000,28959.473,0.037
"1","01001",18.2497857,47.32622951,7.21311475,23.03278689,28.46975089,319.31818182,31.31672598,43.36075206,89.53229399,38.27160494,115,25.57377049,9.09836066,32.78688525,668975.221,"26032","55934","1165",2.110507246,"589","81","107","57","26","3","3","91","70","17","15","1","22","8","1","37","5","1","1","16","25","0","2","625",Príncipe Pío,40.421239430000000,-3.719568935000000,219019.194,0.279
"1","01001",18.2497857,47.32622951,7.21311475,23.03278689,28.46975089,319.31818182,31.31672598,43.36075206,89.53229399,38.27160494,115,25.57377049,9.09836066,32.78688525,668975.221,"26032","55934","1165",2.110507246,"589","81","107","57","26","3","3","91","70","17","15","1","22","8","1","37","5","1","1","16","25","0","2","209",Ópera,40.418159860000003,-3.709342789000000,196625.316,0.250
"1","01001",18.2497857,47.32622951,7.21311475,23.03278689,28.46975089,319.31818182,31.31672598,43.36075206,89.53229399,38.27160494,115,25.57377049,9.09836066,32.78688525,668975.221,"26032","55934","1165",2.110507246,"589","81","107","57","26","3","3","91","70","17","15","1","22","8","1","37","5","1","1","16","25","0","2","309",Ventura Rodríguez,40.423880990000001,-3.711223119000000,78752.092,0.100
"2","01002",353.38352561,42.34188912,5.74948665,13.86036961,27.40740741,241.07142857,41.48148148,24.39335888,131.65680473,43.33333333,71.42857143,32.75154004,16.83778234,44.45585216,27581.716,"18878","38385","983",1.931237721,"514","111","116","36","16","4","0","100","28","10","4","0","11","2","0","34","10","2","1","16","12","1","0","211",Noviciado,40.424851830000001,-3.707429184000000,23942.937,0.030
"2","01002",353.38352561,42.34188912,5.74948665,13.86036961,27.40740741,241.07142857,41.48148148,24.39335888,131.65680473,43.33333333,71.42857143,32.75154004,16.83778234,44.45585216,27581.716,"18878","38385","983",1.931237721,"514","111","116","36","16","4","0","100","28","10","4","0","11","2","0","34","10","2","1","16","12","1","0","308",Plaza de España,40.423880990000001,-3.711223119000000,27581.716,0.035
"2","01002",353.38352561,42.34188912,5.74948665,13.86036961,27.40740741,241.07142857,41.48148148,24.39335888,131.65680473,43.33333333,71.42857143,32.75154004,16.83778234,44.45585216,27581.716,"18878","38385","983",1.931237721,"514","111","116","36","16","4","0","100","28","10","4","0","11","2","0","34","10","2","1","16","12","1","0","210",Santo Domingo,40.421463320000001,-3.707895489000000,27581.716,0.035
"2","01002",353.38352561,42.34188912,5.74948665,13.86036961,27.40740741,241.07142857,41.48148148,24.39335888,131.65680473,43.33333333,71.42857143,32.75154004,16.83778234,44.45585216,27581.716,"18878","38385","983",1.931237721,"514","111","116","36","16","4","0","100","28","10","4","0","11","2","0","34","10","2","1","16","12","1","0","307",Callao,40.420253410000001,-3.705737368000000,19479.584,0.025
"2","01002",353.38352561,42.34188912,5.74948665,13.86036961,27.40740741,241.07142857,41.48148148,24.39335888,131.65680473,43.33333333,71.42857143,32.75154004,16.83778234,44.45585216,27581.716,"18878","38385","983",1.931237721,"514","111","116","36","16","4","0","100","28","10","4","0","11","2","0","34","10","2","1","16","12","1","0","209",Ópera,40.418159860000003,-3.709342789000000,22722.247,0.029
"2","01002",353.38352561,42.34188912,5.74948665,13.86036961,27.40740741,241.07142857,41.48148148,24.39335888,131.65680473,43.33333333,71.42857143,32.75154004,16.83778234,44.45585216,27581.716,"18878","38385","983",1.931237721,"514","111","116","36","16","4","0","100","28","10","4","0","11","2","0","34","10","2","1","16","12","1","0","309",Ventura Rodríguez,40.423880990000001,-3.711223119000000,27581.716,0.035
"3","01003",270.05420238,43.79570991,5.82226762,16.64964249,27.91411043,285.96491228,34.96932515,28.98550725,123.5640648,45.73643411,89.47368421,35.90398366,19.50970378,46.42492339,72555.54,"19309","40644","1870",2.034820457,"964","164","201","83","45","4","4","160","78","19","13","4","29","1","2","52","23","1","0","31","49","1","0","211",Noviciado,40.424851830000001,-3.707429184000000,45455.890,0.058
"3","01003",270.05420238,43.79570991,5.82226762,16.64964249,27.91411043,285.96491228,34.96932515,28.98550725,123.5640648,45.73643411,89.47368421,35.90398366,19.50970378,46.42492339,72555.54,"19309","40644","1870",2.034820457,"964","164","201","83","45","4","4","160","78","19","13","4","29","1","2","52","23","1","0","31","49","1","0","308",Plaza de España,40.423880990000001,-3.711223119000000,53288.479,0.068
"3","01003",270.05420238,43.79570991,5.82226762,16.64964249,27.91411043,285.96491228,34.96932515,28.98550725,123.5640648,45.73643411,89.47368421,35.90398366,19.50970378,46.42492339,72555.54,"19309","40644","1870",2.034820457,"964","164","201","83","45","4","4","160","78","19","13","4","29","1","2","52","23","1","0","31","49","1","0","210",Santo Domingo,40.421463320000001,-3.707895489000000,72555.540,0.092
"3","01003",270.05420238,43.79570991,5.82226762,16.64964249,27.91411043,285.96491228,34.96932515,28.98550725,123.5640648,45.73643411,89.47368421,35.90398366,19.50970378,46.42492339,72555.54,"19309","40644","1870",2.034820457,"964","164","201","83","45","4","4","160","78","19","13","4","29","1","2","52","23","1","0","31","49","1","0","307",Callao,40.420253410000001,-3.705737368000000,72555.540,0.092
"3","01003",270.05420238,43.79570991,5.82226762,16.64964249,27.91411043,285.96491228,34.96932515,28.98550725,123.5640648,45.73643411,89.47368421,35.90398366,19.50970378,46.42492339,72555.54,"19309","40644","1870",2.034820457,"964","164","201","83","45","4","4","160","78","19","13","4","29","1","2","52","23","1","0","31","49","1","0","209",Ópera,40.418159860000003,-3.709342789000000,71217.001,0.091
"3","01003",270.05420238,43.79570991,5.82226762,16.64964249,27.91411043,285.96491228,34.96932515,28.98550725,123.5640648,45.73643411,89.47368421,35.90398366,19.50970378,46.42492339,72555.54,"19309","40644","1870",2.034820457,"964","164","201","83","45","4","4","160","78","19","13","4","29","1","2","52","23","1","0","31","49","1","0","309",Ventura Rodríguez,40.423880990000001,-3.711223119000000,53288.479,0.068
"4","01004",261.73395648,46.88888889,7.21500722,22.72727273,22.53968254,315,31.74603175,42.73944387,90.01956947,32.43243243,67.5,23.59307359,9.52380952,33.47763348,52992.184,"32105","65863","1297",2.071884984,"663","111","102","65","37","7","1","111","68","19","6","7","23","3","0","45","17","2","0","16","19","3","1","308",Plaza de España,40.423880990000001,-3.711223119000000,22240.447,0.028
"4","01004",261.73395648,46.88888889,7.21500722,22.72727273,22.53968254,315,31.74603175,42.73944387,90.01956947,32.43243243,67.5,23.59307359,9.52380952,33.47763348,52992.184,"32105","65863","1297",2.071884984,"663","111","102","65","37","7","1","111","68","19","6","7","23","3","0","45","17","2","0","16","19","3","1","210",Santo Domingo,40.421463320000001,-3.707895489000000,52992.184,0.067
"4","01004",261.73395648,46.88888889,7.21500722,22.72727273,22.53968254,315,31.74603175,42.73944387,90.01956947,32.43243243,67.5,23.59307359,9.52380952,33.47763348,52992.184,"32105","65863","1297",2.071884984,"663","111","102","65","37","7","1","111","68","19","6","7","23","3","0","45","17","2","0","16","19","3","1","307",Callao,40.420253410000001,-3.705737368000000,49584.432,0.063
"4","01004",261.73395648,46.88888889,7.21500722,22.72727273,22.53968254,315,31.74603175,42.73944387,90.01956947,32.43243243,67.5,23.59307359,9.52380952,33.47763348,52992.184,"32105","65863","1297",2.071884984,"663","111","102","65","37","7","1","111","68","19","6","7","23","3","0","45","17","2","0","16","19","3","1","209",Ópera,40.418159860000003,-3.709342789000000,52992.184,0.067
"4","01004",261.73395648,46.88888889,7.21500722,22.72727273,22.53968254,315,31.74603175,42.73944387,90.01956947,32.43243243,67.5,23.59307359,9.52380952,33.47763348,52992.184,"32105","65863","1297",2.071884984,"663","111","102","65","37","7","1","111","68","19","6","7","23","3","0","45","17","2","0","16","19","3","1","309",Ventura Rodríguez,40.423880990000001,-3.711223119000000,22240.447,0.028
"5","01006",359.09654238,47.02518393,5.99886814,20.54329372,27.27272727,342.45283019,29.20110193,36.13251156,78.0521262,33.82352941,143.47826087,23.03338993,7.41369553,33.50311262,49241.812,"26540","51400","1718",1.917410714,"938","147","190","88","54","9","0","168","85","19","20","2","24","6","0","53","25","0","1","23","24","0","0","210",Santo Domingo,40.421463320000001,-3.707895489000000,21510.293,0.027
"5","01006",359.09654238,47.02518393,5.99886814,20.54329372,27.27272727,342.45283019,29.20110193,36.13251156,78.0521262,33.82352941,143.47826087,23.03338993,7.41369553,33.50311262,49241.812,"26540","51400","1718",1.917410714,"938","147","190","88","54","9","0","168","85","19","20","2","24","6","0","53","25","0","1","23","24","0","0","112",Sol,40.416887799999998,-3.703447009000000,14850.975,0.019
"5","01006",359.09654238,47.02518393,5.99886814,20.54329372,27.27272727,342.45283019,29.20110193,36.13251156,78.0521262,33.82352941,143.47826087,23.03338993,7.41369553,33.50311262,49241.812,"26540","51400","1718",1.917410714,"938","147","190","88","54","9","0","168","85","19","20","2","24","6","0","53","25","0","1","23","24","0","0","307",Callao,40.420253410000001,-3.705737368000000,23698.547,0.030
"5","01006",359.09654238,47.02518393,5.99886814,20.54329372,27.27272727,342.45283019,29.20110193,36.13251156,78.0521262,33.82352941,143.47826087,23.03338993,7.41369553,33.50311262,49241.812,"26540","51400","1718",1.917410714,"938","147","190","88","54","9","0","168","85","19","20","2","24","6","0","53","25","0","1","23","24","0","0","209",Ópera,40.418159860000003,-3.709342789000000,49241.812,0.063
"6","01007",396.27384517,46.48851894,7.347876,21.01033295,27.32240437,285.9375,34.9726776,39.58333333,85.71428571,30.50847458,50,21.35476464,5.510907,29.73593571,21995.376,"22671","44200","832",1.908256881,"467","67","91","53","21","7","1","87","43","14","4","3","11","3","2","33","6","1","0","12","8","0","0","209",Ópera,40.418159860000003,-3.709342789000000,21995.376,0.028
"7","01008",292.19084453,48.0225335,6.69914738,23.14250914,24.21052632,345.45454545,28.94736842,42.53472222,80.56426332,17.74193548,93.75,24.11693057,8.76979294,34.83556638,28118.06,"23970","48841","800",1.995012469,"438","71","90","38","23","5","2","70","47","14","7","1","13","2","0","29","5","1","0","11","9","0","0","517",La Latina,40.411233269999997,-3.708454091000000,26323.896,0.034
"7","01008",292.19084453,48.0225335,6.69914738,23.14250914,24.21052632,345.45454545,28.94736842,42.53472222,80.56426332,17.74193548,93.75,24.11693057,8.76979294,34.83556638,28118.06,"23970","48841","800",1.995012469,"438","71","90","38","23","5","2","70","47","14","7","1","13","2","0","29","5","1","0","11","9","0","0","113",Tirso de Molina,40.412372329999997,-3.704292531000000,15691.041,0.020
"7","01008",292.19084453,48.0225335,6.69914738,23.14250914,24.21052632,345.45454545,28.94736842,42.53472222,80.56426332,17.74193548,93.75,24.11693057,8.76979294,34.83556638,28118.06,"23970","48841","800",1.995012469,"438","71","90","38","23","5","2","70","47","14","7","1","13","2","0","29","5","1","0","11","9","0","0","209",Ópera,40.418159860000003,-3.709342789000000,28114.785,0.036
"8","01009",205.24495827,45.66300496,9.00070872,19.91495393,30.96085409,221.25984252,45.19572954,40.6779661,89.60302457,24.7311828,95.45454545,21.68674699,6.378455,30.04961021,68795.987,"23012","44414","1367",1.895977809,"741","122","142","56","31","15","3","132","70","30","18","3","24","2","1","53","9","2","0","19","9","0","0","517",La Latina,40.411233269999997,-3.708454091000000,53024.179,0.068
"8","01009",205.24495827,45.66300496,9.00070872,19.91495393,30.96085409,221.25984252,45.19572954,40.6779661,89.60302457,24.7311828,95.45454545,21.68674699,6.378455,30.04961021,68795.987,"23012","44414","1367",1.895977809,"741","122","142","56","31","15","3","132","70","30","18","3","24","2","1","53","9","2","0","19","9","0","0","113",Tirso de Molina,40.412372329999997,-3.704292531000000,14466.831,0.018
"8","01009",205.24495827,45.66300496,9.00070872,19.91495393,30.96085409,221.25984252,45.19572954,40.6779661,89.60302457,24.7311828,95.45454545,21.68674699,6.378455,30.04961021,68795.987,"23012","44414","1367",1.895977809,"741","122","142","56","31","15","3","132","70","30","18","3","24","2","1","53","9","2","0","19","9","0","0","209",Ópera,40.418159860000003,-3.709342789000000,44429.799,0.057
"9","01011",242.33883564,45.50526778,6.76031607,18.26163301,29.32692308,270.12987013,37.01923077,33.37236534,92.34234234,32.96703297,147.05882353,23.35381914,7.81387182,33.97717296,47033.722,"21367","41591","1104",1.92,"599","106","108","46","31","11","1","121","45","17","8","1","22","3","3","35","5","3","0","13","19","0","1","517",La Latina,40.411233269999997,-3.708454091000000,47033.722,0.060
"9","01011",242.33883564,45.50526778,6.76031607,18.26163301,29.32692308,270.12987013,37.01923077,33.37236534,92.34234234,32.96703297,147.05882353,23.35381914,7.81387182,33.97717296,47033.722,"21367","41591","1104",1.92,"599","106","108","46","31","11","1","121","45","17","8","1","22","3","3","35","5","3","0","13","19","0","1","113",Tirso de Molina,40.412372329999997,-3.704292531000000,16495.460,0.021
"10","01012",319.55059977,43.69287469,5.65110565,16.21621622,36.36363636,286.95652174,34.84848485,27.98742138,128.77697842,29.78723404,237.5,28.99262899,10.56511057,40.78624079,25491.395,"18611","38913","761",2.084931507,"390","71","80","24","11","6","1","74","27","10","4","1","8","1","0","28","4","1","0","14","24","0","1","517",La Latina,40.411233269999997,-3.708454091000000,25491.395,0.032
"10","01012",319.55059977,43.69287469,5.65110565,16.21621622,36.36363636,286.95652174,34.84848485,27.98742138,128.77697842,29.78723404,237.5,28.99262899,10.56511057,40.78624079,25491.395,"18611","38913","761",2.084931507,"390","71","80","24","11","6","1","74","27","10","4","1","8","1","0","28","4","1","0","14","24","0","1","113",Tirso de Molina,40.412372329999997,-3.704292531000000,24582.869,0.031
"11","01013",390.4494025,42.69664269,7.11430855,13.50919265,32.5443787,189.88764045,52.66272189,25.98187311,117.76315789,23.1884058,70.96774194,27.97761791,9.83213429,37.49000799,32062.785,"16796","32052","1215",1.869230769,"691","149","168","54","18","4","1","133","35","19","13","2","16","2","0","33","5","1","0","20","18","0","0","517",La Latina,40.411233269999997,-3.708454091000000,32062.785,0.041
"11","01013",390.4494025,42.69664269,7.11430855,13.50919265,32.5443787,189.88764045,52.66272189,25.98187311,117.76315789,23.1884058,70.96774194,27.97761791,9.83213429,37.49000799,32062.785,"16796","32052","1215",1.869230769,"691","149","168","54","18","4","1","133","35","19","13","2","16","2","0","33","5","1","0","20","18","0","0","518",Puerta de Toledo,40.406992899999999,-3.711119930000000,30832.993,0.039
"11","01013",390.4494025,42.69664269,7.11430855,13.50919265,32.5443787,189.88764045,52.66272189,25.98187311,117.76315789,23.1884058,70.96774194,27.97761791,9.83213429,37.49000799,32062.785,"16796","32052","1215",1.869230769,"691","149","168","54","18","4","1","133","35","19","13","2","16","2","0","33","5","1","0","20","18","0","0","113",Tirso de Molina,40.412372329999997,-3.704292531000000,10248.692,0.013
"12","01014",511.1533039,44.50910364,8.54341737,17.22689076,32.11382114,201.63934426,49.59349593,34.71698113,95.93345656,34.56790123,100,19.3977591,6.93277311,29.48179272,27956.678,"19964","40316","1393",1.981507824,"750","136","146","52","27","17","4","137","62","20","17","3","26","8","1","52","13","0","0","18","10","0","1","517",La Latina,40.411233269999997,-3.708454091000000,27956.678,0.036
"12","01014",511.1533039,44.50910364,8.54341737,17.22689076,32.11382114,201.63934426,49.59349593,34.71698113,95.93345656,34.56790123,100,19.3977591,6.93277311,29.48179272,27956.678,"19964","40316","1393",1.981507824,"750","136","146","52","27","17","4","137","62","20","17","3","26","8","1","52","13","0","0","18","10","0","1","518",Puerta de Toledo,40.406992899999999,-3.711119930000000,27931.242,0.036
"13","01015",453.33685743,46.98461954,5.72045332,18.02482461,28.14371257,315.09433962,31.73652695,31.13941967,72.52747253,19.44444444,91.17647059,28.17053427,11.98057205,36.69724771,40903.716,"21853","42673","1721",2.347885402,"778","132","132","68","31","9","2","168","70","23","18","1","24","4","2","43","13","0","1","21","14","1","1","517",La Latina,40.411233269999997,-3.708454091000000,40903.716,0.052
"13","01015",453.33685743,46.98461954,5.72045332,18.02482461,28.14371257,315.09433962,31.73652695,31.13941967,72.52747253,19.44444444,91.17647059,28.17053427,11.98057205,36.69724771,40903.716,"21853","42673","1721",2.347885402,"778","132","132","68","31","9","2","168","70","23","18","1","24","4","2","43","13","0","1","21","14","1","1","518",Puerta de Toledo,40.406992899999999,-3.711119930000000,14094.354,0.018
"14","01016",447.93254321,44.87740806,6.83012259,16.28721541,32.79569892,238.46153846,41.93548387,30.06833713,97.74774775,44,160,22.67950963,7.18038529,32.83712785,25513.022,"21643","43084","1104",1.967914439,"591","93","119","41","16","4","3","129","54","26","9","1","15","7","0","29","20","1","1","11","11","0","1","517",La Latina,40.411233269999997,-3.708454091000000,24227.761,0.031
"15","01018",119.4584358,48.24364766,7.28402033,23.48955392,37.25961538,322.48062016,31.00961538,44.45350734,74.89300999,20.90909091,157.69230769,15.92320723,4.743083,23.77188029,148357.605,"22143","42049","1759",1.891397849,"985","154","191","121","54","15","5","164","90","36","19","3","36","4","1","46","11","1","0","17","17","0","0","517",La Latina,40.411233269999997,-3.708454091000000,10864.800,0.014
"15","01018",119.4584358,48.24364766,7.28402033,23.48955392,37.25961538,322.48062016,31.00961538,44.45350734,74.89300999,20.90909091,157.69230769,15.92320723,4.743083,23.77188029,148357.605,"22143","42049","1759",1.891397849,"985","154","191","121","54","15","5","164","90","36","19","3","36","4","1","46","11","1","0","17","17","0","0","518",Puerta de Toledo,40.406992899999999,-3.711119930000000,21872.592,0.028
"16","01019",315.85815699,46.7063253,6.1746988,19.95481928,30.18867925,323.17073171,30.94339623,35.37206932,91.22807018,20.19230769,147.61904762,16.56626506,6.77710843,24.9246988,42074.021,"22143","42110","1298",1.900439239,"726","150","108","67","19","14","3","162","69","23","7","1","19","2","3","40","13","1","1","15","9","0","0","518",Puerta de Toledo,40.406992899999999,-3.711119930000000,19658.446,0.025
"17","01020",336.4792865,45.52675059,7.94649882,19.1974823,33.19672131,241.58415842,41.39344262,37.25701944,90.92783505,32.14285714,133.33333333,19.59087333,7.78914241,27.69472856,37800.325,"18677","36183","1242",1.925581395,"677","111","152","52","28","10","4","106","59","22","11","2","25","4","2","44","10","1","1","17","14","0","2","517",La Latina,40.411233269999997,-3.708454091000000,21974.421,0.028
"17","01020",336.4792865,45.52675059,7.94649882,19.1974823,33.19672131,241.58415842,41.39344262,37.25701944,90.92783505,32.14285714,133.33333333,19.59087333,7.78914241,27.69472856,37800.325,"18677","36183","1242",1.925581395,"677","111","152","52","28","10","4","106","59","22","11","2","25","4","2","44","10","1","1","17","14","0","2","518",Puerta de Toledo,40.406992899999999,-3.711119930000000,37800.325,0.048
"18","01021",360.43988963,47.03243383,6.6424494,20.49818371,28.35443038,308.59375,32.40506329,37.25071225,82.33766234,40.28776978,150,18.73378308,9.75609756,25.79138557,53500.436,"21218","43603","1872",2.169177289,"914","154","165","82","39","11","3","166","80","20","9","1","42","6","3","52","26","3","1","21","28","1","1","517",La Latina,40.411233269999997,-3.708454091000000,33159.364,0.042
"18","01021",360.43988963,47.03243383,6.6424494,20.49818371,28.35443038,308.59375,32.40506329,37.25071225,82.33766234,40.28776978,150,18.73378308,9.75609756,25.79138557,53500.436,"21218","43603","1872",2.169177289,"914","154","165","82","39","11","3","166","80","20","9","1","42","6","3","52","26","3","1","21","28","1","1","518",Puerta de Toledo,40.406992899999999,-3.711119930000000,53500.436,0.068
"19","01022",280.98799718,44.48908807,8.18394388,16.99142634,27.98165138,207.61904762,48.16513761,33.64583333,100,43.20987654,90.90909091,24.16212003,9.2751364,32.03429462,45692.779,"18645","36992","1276",1.972179289,"676","141","132","54","22","13","2","114","55","16","14","4","20","4","2","34","17","1","1","13","17","0","0","517",La Latina,40.411233269999997,-3.708454091000000,33067.605,0.042
"19","01022",280.98799718,44.48908807,8.18394388,16.99142634,27.98165138,207.61904762,48.16513761,33.64583333,100,43.20987654,90.90909091,24.16212003,9.2751364,32.03429462,45692.779,"18645","36992","1276",1.972179289,"676","141","132","54","22","13","2","114","55","16","14","4","20","4","2","34","17","1","1","13","17","0","0","519",Acacias,40.403893390000000,-3.706639531000000,25383.795,0.032
"19","01022",280.98799718,44.48908807,8.18394388,16.99142634,27.98165138,207.61904762,48.16513761,33.64583333,100,43.20987654,90.90909091,24.16212003,9.2751364,32.03429462,45692.779,"18645","36992","1276",1.972179289,"676","141","132","54","22","13","2","114","55","16","14","4","20","4","2","34","17","1","1","13","17","0","0","518",Puerta de Toledo,40.406992899999999,-3.711119930000000,45692.779,0.058
"20","01023",674.98039565,42.37803279,7.93442623,12.91803279,37.56345178,162.80991736,61.4213198,26.34631317,114.0070922,38.63636364,113.51351351,32.32786885,15.80327869,43.08196721,22609.318,"16937","33875","1433",1.971114168,"796","168","173","43","22","12","2","172","49","20","13","4","14","2","0","45","8","2","1","24","21","1","0","517",La Latina,40.411233269999997,-3.708454091000000,22609.318,0.029
"20","01023",674.98039565,42.37803279,7.93442623,12.91803279,37.56345178,162.80991736,61.4213198,26.34631317,114.0070922,38.63636364,113.51351351,32.32786885,15.80327869,43.08196721,22609.318,"16937","33875","1433",1.971114168,"796","168","173","43","22","12","2","172","49","20","13","4","14","2","0","45","8","2","1","24","21","1","0","518",Puerta de Toledo,40.406992899999999,-3.711119930000000,22609.318,0.029
"21","01024",630.66258631,42.76751592,5.57324841,12.89808917,29.01234568,231.42857143,43.20987654,22.65625,119.74248927,24.13793103,61.53846154,28.98089172,10.90764331,38.53503185,19929.732,"19666","36018","1229",1.812684366,"708","156","167","37","25","6","1","153","37","15","13","0","20","6","1","35","7","1","0","15","13","0","0","517",La Latina,40.411233269999997,-3.708454091000000,19929.732,0.025
"21","01024",630.66258631,42.76751592,5.57324841,12.89808917,29.01234568,231.42857143,43.20987654,22.65625,119.74248927,24.13793103,61.53846154,28.98089172,10.90764331,38.53503185,19929.732,"19666","36018","1229",1.812684366,"708","156","167","37","25","6","1","153","37","15","13","0","20","6","1","35","7","1","0","15","13","0","0","518",Puerta de Toledo,40.406992899999999,-3.711119930000000,17900.392,0.023
"21","01024",630.66258631,42.76751592,5.57324841,12.89808917,29.01234568,231.42857143,43.20987654,22.65625,119.74248927,24.13793103,61.53846154,28.98089172,10.90764331,38.53503185,19929.732,"19666","36018","1229",1.812684366,"708","156","167","37","25","6","1","153","37","15","13","0","20","6","1","35","7","1","0","15","13","0","0","113",Tirso de Molina,40.412372329999997,-3.704292531000000,19929.732,0.025
"22","01025",270.28981022,42.98490393,8.05123513,13.81518756,32.45033113,171.59090909,58.2781457,27.98594848,105.28846154,30.1369863,91.66666667,29.46020128,11.80237877,40.53064959,40466.864,"21902","49280","1067",2.236897275,"507","86","86","30","21","7","1","102","36","17","13","1","10","5","2","38","5","2","0","19","26","0","0","517",La Latina,40.411233269999997,-3.708454091000000,40466.864,0.052
"22","01025",270.28981022,42.98490393,8.05123513,13.81518756,32.45033113,171.59090909,58.2781457,27.98594848,105.28846154,30.1369863,91.66666667,29.46020128,11.80237877,40.53064959,40466.864,"21902","49280","1067",2.236897275,"507","86","86","30","21","7","1","102","36","17","13","1","10","5","2","38","5","2","0","19","26","0","0","113",Tirso de Molina,40.412372329999997,-3.704292531000000,40466.864,0.052
"23","01026",310.93573862,43.15966921,7.31552163,15.58524173,23.67346939,213.04347826,46.93877551,29.7029703,107.89022298,40.22988506,94.28571429,33.90585242,13.1043257,43.82951654,50593.083,"21030","42594","1462",1.98102981,"802","140","177","46","21","10","4","157","70","20","10","1","23","6","0","59","8","1","1","22","26","0","0","517",La Latina,40.411233269999997,-3.708454091000000,45881.265,0.058
"23","01026",310.93573862,43.15966921,7.31552163,15.58524173,23.67346939,213.04347826,46.93877551,29.7029703,107.89022298,40.22988506,94.28571429,33.90585242,13.1043257,43.82951654,50593.083,"21030","42594","1462",1.98102981,"802","140","177","46","21","10","4","157","70","20","10","1","23","6","0","59","8","1","1","22","26","0","0","113",Tirso de Molina,40.412372329999997,-3.704292531000000,50593.083,0.064
"23","01026",310.93573862,43.15966921,7.31552163,15.58524173,23.67346939,213.04347826,46.93877551,29.7029703,107.89022298,40.22988506,94.28571429,33.90585242,13.1043257,43.82951654,50593.083,"21030","42594","1462",1.98102981,"802","140","177","46","21","10","4","157","70","20","10","1","23","6","0","59","8","1","1","22","26","0","0","112",Sol,40.416887799999998,-3.703447009000000,49642.361,0.063
"23","01026",310.93573862,43.15966921,7.31552163,15.58524173,23.67346939,213.04347826,46.93877551,29.7029703,107.89022298,40.22988506,94.28571429,33.90585242,13.1043257,43.82951654,50593.083,"21030","42594","1462",1.98102981,"802","140","177","46","21","10","4","157","70","20","10","1","23","6","0","59","8","1","1","22","26","0","0","114",Antón Martín,40.412449449999997,-3.699477459000000,31939.169,0.041
"24","01027",361.6773354,43.71961102,6.40194489,13.93841167,27.3255814,217.72151899,45.93023256,25.53407935,95.81673307,35.82089552,104.54545455,29.4165316,11.66936791,38.33063209,34143.14,"22776","43544","1166",1.936877076,"662","134","154","39","19","6","1","138","34","25","11","0","18","5","0","30","12","3","0","17","15","1","0","113",Tirso de Molina,40.412372329999997,-3.704292531000000,34143.140,0.043
"24","01027",361.6773354,43.71961102,6.40194489,13.93841167,27.3255814,217.72151899,45.93023256,25.53407935,95.81673307,35.82089552,104.54545455,29.4165316,11.66936791,38.33063209,34143.14,"22776","43544","1166",1.936877076,"662","134","154","39","19","6","1","138","34","25","11","0","18","5","0","30","12","3","0","17","15","1","0","112",Sol,40.416887799999998,-3.703447009000000,23652.876,0.030
