cod_sec;Renta neta media por persona;Renta neta media por hogar;pob_tot;prom_pers_hog
20093;20702;56360;1357;2,724899598
20095;21129;50694;1316;2,487712665
20096;25548;64081;1067;2,510588235
20097;21042;52480;1077;2,546099291
20098;19946;44980;1003;2,259009009
20099;30604;86982;1715;2,830033003
20100;13927;36219;1643;2,612082671
20101;19083;50484;1431;2,654916512
20102;17831;44460;1903;2,510554090
20103;18215;50498;2293;2,813496933
20104;20901;60726;2432;2,916067146
20105;22709;59866;1930;2,640218878
20106;18312;47740;1477;2,628113879
20107;19025;53785;2110;2,859078591
20108;27280;70085;1719;2,573353293
20109;14670;40366;1847;2,756716418
20110;20497;56645;2036;2,777626194
20111;15668;45792;1897;2,905053599
20112;17836;48022;1643;2,684640523
20113;20628;59614;2223;2,902088773
20114;19508;58308;1894;2,982677165
20115;18053;50072;2037;2,869014085
20116;17907;49212;1993;2,752762431
20117;21266;58246;1645;2,891036907
20118;22531;65497;1927;2,924127466
20119;20807;49852;1794;2,392000000
20120;18863;47584;2915;2,523809524
20121;17445;39676;3331;2,244609164
20122;25488;70901;1747;2,790734824
20123;19388;51760;1164;2,682027650
20124;24781;61769;1375;2,509124088
20125;21651;40638;1487;1,921188630
20126;18748;53059;1502;2,802238806
20127;24302;74142;1800;3,056027165
20128;19323;55666;1262;3,048309179
21001;27731;79794;1609;2,930783242
21002;25366;68384;1446;2,677777778
21003;21571;53881;1171;2,480932203
21004;23798;61171;1142;2,643518519
21005;27576;81817;2346;2,992346939
21006;22411;63282;1265;2,817371938
21007;20715;54665;1947;2,627530364
21008;18676;44305;652;2,353790614
21009;19052;43022;626;2,268115942
21010;21043;53327;1296;2,531250000
21011;21261;55166;1705;2,615030675
21012;20170;53048;917;2,612535613
21013;20736;51337;1235;2,474949900
21014;22220;55984;2328;2,519480519
21015;11509;30541;1902;2,709401709
21017;14454;32902;1426;2,274322169
21018;14904;34522;1483;2,295665635
21019;15104;33937;1453;2,245749614
21020;16437;37547;1744;2,264935065
21021;14858;38350;1278;2,571428571
21022;15477;39976;1666;2,599063963
21023;14146;34405;1089;2,447191011
21025;23883;72427;1534;3,080321285
21026;19436;46781;1555;2,418351477
21027;26208;72023;2577;2,750266809
21028;22313;70678;1890;3,181818182
21029;32685;98221;1661;3,151802657
21030;18029;48352;1555;2,704347826
21031;21786;54984;1562;2,519354839
21032;26453;69852;1854;2,690856313
21033;14174;34040;1319;2,521988528
21034;16796;49019;1413;2,949895616
