cod_sec;Renta neta media por persona;Renta neta media por hogar;pob_tot;prom_pers_hog
13092;12163;32209;2211;2,696341463
13094;11875;29961;2066;2,544334975
13103;11391;31432;889;2,760869565
13104;12644;31200;1695;2,492647059
13108;12535;34924;1865;2,791916168
13109;14505;36833;2121;2,558504222
13110;10324;25825;891;2,481894150
13111;10387;29322;815;2,820069204
13112;10940;28624;1311;2,596039604
13115;10992;27212;2359;2,477941176
13116;11700;30010;799;2,585760518
13117;10062;27789;1724;2,753993610
13118;10746;28944;773;2,693379791
13119;11016;29516;1325;2,660642570
13120;11252;30213;1272;2,683544304
13121;11239;30202;989;3,169871795
13122;11112;28397;855;2,552238806
13123;13238;36583;1223;2,736017897
13124;10721;28802;1531;2,709734513
13125;9381;24754;1160;2,624434389
13127;18925;50057;2590;2,640163099
13128;14093;34759;1323;2,505681818
13129;11428;29262;805;2,555555556
13131;11756;32039;744;2,715328467
13132;10944;29491;1161;2,662844037
13133;11443;31664;1015;2,750677507
13134;11441;30377;1075;2,654320988
13135;12537;31988;818;2,540372671
13136;11490;30381;1135;2,621247113
13137;15392;39355;1643;2,551242236
13138;10274;27359;955;2,667597765
13139;10395;26210;1116;2,502242152
13140;13506;34714;1509;2,557627119
13142;10958;27588;1519;2,506600660
13143;13107;30948;767;2,352760736
13144;10464;26585;1473;2,509369676
13145;9544;23519;982;2,473551637
13146;10698;30020;1175;2,817745803
13147;11373;29733;1317;2,721074380
13148;9610;25839;1387;2,677606178
13150;10254;27641;1477;2,700182815
13153;9640;26465;1540;2,800000000
13154;11181;28826;1209;2,550632911
13155;10681;28769;2248;2,708433735
13156;12133;29282;865;2,416201117
13157;10827;28686;1316;2,653225806
13158;12286;31109;2099;2,507765830
13160;12572;32499;1765;2,610946746
13161;13760;33973;1043;2,921568627
13162;11569;30405;732;2,633093525
13163;12347;29568;909;2,398416887
13164;12839;31574;847;2,455072464
13166;11697;32610;1919;2,826215022
13168;10660;29306;2536;2,715203426
13169;11375;27550;1487;2,406148867
13170;10937;29164;1085;2,699004975
13171;11004;29666;1084;2,689826303
13172;9910;26898;1256;2,695278970
13173;9161;25914;1152;2,830466830
13174;10653;27922;1562;2,625210084
13175;10563;28001;1460;2,625899281
13176;9598;26419;1132;2,740920097
13177;9176;26194;1247;2,906759907
13178;11304;28447;1155;2,510869565
13179;11699;29729;651;2,523255814
13180;10459;28964;1047;2,777188329
13181;11144;28432;1259;2,606625259
13182;15448;39831;1119;2,578341014
13183;16892;42402;1254;2,528225806
13184;12806;33122;1821;2,582978723
13185;10593;27761;1590;2,619439868
13186;10759;28621;2294;2,667441860
13187;9988;27048;1864;2,670487106
13189;9562;27372;1202;2,861904762
13190;10717;27027;2093;2,521686747
13191;14163;34135;2033;2,417360285
13192;10760;27697;1423;2,554757630
13193;11588;28756;1406;2,471001757
13194;10925;26043;1624;2,395280236
13195;12488;30999;1140;2,462203024
13196;11479;30835;1370;2,644787645
13197;10569;27874;1691;2,617647059
13198;12514;32864;1306;2,622489960
13199;16392;43505;1566;2,695352840
13200;11204;29319;1445;2,627272727
13201;11110;29692;1062;2,655000000
13202;15452;36453;1498;2,439739414
13203;18302;46651;1389;2,596261682
13204;16577;43039;1422;2,683018868
13205;15629;41060;1227;2,690789474
13206;11633;29632;2830;2,605893186
13207;17322;45490;2086;2,681233933
13208;16598;45064;1703;2,800986842
13209;15314;40289;1456;2,671559633
13210;11073;30154;2384;2,778554779
13211;13156;38911;1054;2,977401130
13212;16991;41894;867;2,463068182
13213;13829;36255;1326;2,673387097
13214;8585;26176;1320;3,062645012
13215;9915;25470;1141;2,569819820
13216;16856;40604;2499;2,419167473
13217;10670;26120;1337;2,444241316
14002;12408;30163;1338;2,428312160
14003;12743;31971;1313;2,539651838
14004;15537;38773;1185;2,581699346
14005;15569;37211;718;2,393333333
14006;14555;36535;620;2,480000000
14010;22455;59338;1169;2,638826185
14012;15417;34434;1431;2,235937500
14013;19879;47370;978;2,379562044
14014;20638;46455;634;2,264285714
14015;19647;43709;825;2,241847826
14016;19163;42097;688;2,198083067
14017;18910;44162;766;2,328267477
14018;17864;40502;1090;2,256728778
14020;18494;42166;1434;2,276190476
14021;18253;41547;919;2,257985258
14022;19321;44011;838;2,271002710
14024;19400;42419;1376;2,184126984
14025;15624;34588;1158;2,189035917
14026;13232;29825;868;2,237113402
14027;15492;32667;1042;2,113590264
14028;12989;27395;980;2,112068966
14029;15626;32149;873;2,049295775
14030;20403;48985;1666;2,397122302
14031;18053;42857;899;2,384615385
14032;18997;41291;949;2,156818182
14033;14710;34690;723;2,355048860
14034;19255;44530;857;2,316216216
14035;12814;29271;700;2,243589744
14036;13172;33566;1109;2,526195900
14037;14360;29817;932;2,071111111
14038;12972;28249;832;2,183727034
14039;15144;35422;1099;2,328389831
14040;19157;47755;1746;2,497854077
14041;26610;59099;798;2,229050279
14042;24292;59777;1081;2,462414579
14043;19643;45213;781;2,283625731
14044;17152;41992;954;2,446153846
14045;15387;36286;969;2,369193154
14046;13089;32679;1134;2,492307692
14047;12282;30057;1170;2,452830189
14048;13868;34034;1100;2,449888641
14049;12154;30728;1171;2,512875536
14050;12045;31012;1138;2,568848758
14051;12258;30567;988;2,470000000
14052;13452;33256;941;2,450520833
14053;11526;31833;876;2,746081505
14054;12011;30957;1110;2,569444444
14055;13791;33530;917;2,445333333
14056;12429;31771;796;2,535031847
14057;12788;31249;1002;2,432038835
14058;13053;34544;920;2,636103152
14059;12740;32066;1366;2,524953789
14060;16396;38814;725;2,369281046
14061;17883;43770;1227;2,449101796
14062;13789;35600;1014;2,586734694
14063;16494;38346;925;2,318295739
14064;15109;34837;1812;2,302414231
14065;15596;34507;893;2,188725490
14067;11605;28611;1842;2,469168901
14069;13650;31303;1389;2,288303130
14070;13141;29426;889;2,239294710
14071;15310;31355;994;2,049484536
14072;16080;36263;879;2,259640103
14073;15618;36938;1025;2,367205543
14075;14842;34013;898;2,302564103
14076;15876;37658;880;2,352941176
14077;15030;35548;1493;2,369841270
14079;19724;48974;1293;3,349740933
14080;23737;67122;1166;2,830097087
14081;17286;51364;835;2,960992908
14082;8194;27521;1273;3,350000000
14083;12133;33448;1635;2,780612245
14084;21016;49409;1024;2,354022989
14085;25603;66442;1378;2,595103578
14086;13553;40741;2036;3,043348281
14087;23416;64964;1287;2,761802575
14088;21517;52991;995;2,450738916
14089;16589;48199;1514;2,911538462
14090;14483;42831;1544;3,009746589
14091;21566;60203;1867;2,863496933
14092;13969;43833;1352;3,151515152
14093;19341;52954;1414;2,745631068
14094;24926;65293;1600;2,644628099
14095;25939;72301;749;2,784386617
15001;18061;45131;1077;2,498839907
15002;15639;38219;986;2,434567901
15003;16830;33829;1003;2,006000000
15005;15177;37079;820;2,440476190
15006;13761;34782;1381;2,520072993
15008;15059;33966;1974;2,250855188
15009;11330;30184;1385;2,638095238
15010;12401;29070;961;2,332524272
15011;10536;28965;1503;2,737704918
15012;13476;35047;936;2,689655172
15013;12833;32787;1007;2,555837563
15014;12655;31686;1309;2,507662835
15015;12098;28761;769;2,373456790
15016;11851;28595;1276;2,472868217
15017;12985;31314;839;2,397142857
15018;13693;34876;873;2,545189504
15019;12561;30010;897;2,398395722
15020;12207;30816;1148;2,517543860
15021;12452;29400;773;2,356707317
15022;12787;33323;1237;2,609704641
15023;14332;35259;1592;2,464396285
15024;15669;36408;1159;2,379876797
15025;16097;38007;1281;2,354779412
15026;13037;32811;977;2,448621554
15027;14509;37724;949;2,585831063
15028;17005;39956;916;2,354755784
15029;15711;32798;1142;2,087751371
15030;18504;42212;1242;2,287292818
15031;17709;41127;1143;2,318458418
15032;18221;42913;1240;2,357414449
15033;16137;36166;1536;2,232558140
15034;13913;34117;936;2,431168831
15035;17163;38825;1256;2,283636364
15036;15033;35261;974;2,324582339
15037;14107;33988;1334;2,425454545
15038;14856;34683;1835;2,325728771
15039;14283;33226;1777;2,304798962
15040;14078;32504;1750;2,293577982
15041;13271;34509;1858;2,594972067
15042;14903;37513;1771;2,540889527
15043;14262;35997;1396;2,492857143
15044;15377;37058;1417;2,409863946
15045;14717;36731;1227;2,509202454
15046;14352;38305;1540;2,641509434
15047;14357;35763;976;2,502564103
15048;13153;35400;1352;2,671936759
15049;11853;30212;1461;2,540869565
15050;13130;33509;1416;2,551351351
15051;13528;34375;1781;2,540656205
15052;12636;32369;799;2,512578616
15053;11055;30343;1645;2,750836120
15054;12263;30301;1688;2,460641399
15056;12703;32991;1586;2,574675325
15057;12759;34072;1472;2,666666667
15058;11734;32850;1315;2,791932059
15059;11736;30864;941;2,621169916
15060;11499;28771;1196;2,502092050
15061;13186;34294;1413;2,592660550
15062;15293;38094;2485;2,487487487
15065;18130;48287;1445;2,805825243
15066;16567;38338;687;2,305369128
15067;16666;37321;1043;2,620603015
15068;19369;43940;1163;2,307539683
15069;19604;53805;1918;2,759712230
15070;17654;47553;2433;2,682469680
15071;11107;27422;1406;2,484098940
15073;10888;31790;1286;2,922727273
15074;12582;31760;1958;2,523195876
15075;12825;32976;1551;2,589315526
15076;12316;29824;951;2,407594937
15077;14582;36095;1057;2,469626168
15078;11188;26653;927;2,407792208
15079;12381;29133;762;2,351851852
15080;10729;25823;872;2,422222222
15081;10039;28958;1805;2,847003155
15082;15647;38008;1267;2,436538462
15083;11753;32031;1529;2,710992908
15084;12354;33112;1126;2,668246445
15085;12307;33861;1477;2,745353160
15086;15618;39752;1095;2,552447552
15087;11010;27263;1310;2,453183521
15088;10216;27166;1202;2,647577093
15089;11779;32538;1308;2,742138365
15090;18376;42790;1822;2,323979592
15092;23104;53503;1641;2,409691630
15093;15841;38575;1350;2,428057554
15094;16751;37337;1343;2,223509934
15095;13417;31401;896;2,327272727
15096;13775;34311;1365;2,481818182
15097;12521;33414;908;2,631884058
15098;12018;30919;1190;2,570194384
15099;13430;35420;1497;2,635563380
15100;13897;32999;816;2,365217391
15101;13799;34185;1097;2,448660714
15102;15108;36069;1066;2,384787472
15103;14884;34469;1331;2,318815331
15105;15327;33975;1504;2,211764706
15106;13150;36389;1537;2,804744526
15108;15531;36728;996;2,349056604
15109;17286;39958;1462;2,291536050
15110;14650;31885;1709;2,174300254
15111;18277;40320;880;2,211055276
15112;15791;38128;1485;2,391304348
15113;16760;37834;1396;2,255250404
15114;16978;37556;933;2,195294118
15115;18573;41085;1812;2,220588235
15116;16374;38746;1093;2,345493562
15117;14411;32657;1363;2,256622517
15118;15706;32207;1008;2,082644628
15119;15733;31156;1139;1,994746060
15120;14204;31415;918;2,201438849
15121;17276;34552;679;1,997058824
15122;17101;40271;1137;2,339506173
15123;19387;46823;1206;2,412000000
15124;16564;39980;1032;2,394431555
15125;23695;61150;837;2,551829268
15126;14376;35894;1235;2,556935818
15127;20957;46612;1542;2,284444444
15128;24316;55919;2030;2,286036036
15129;18720;42407;998;2,237668161
15130;17226;37532;1000;2,178649237
15131;15731;36469;979;2,319905213
15132;18057;44834;1272;2,549098196
15133;16992;39911;1572;2,342771982
15134;18120;40599;1076;2,227743271
15135;17134;38811;2124;2,276527331
15136;16156;35777;1024;2,221258134
15138;14956;31287;1297;2,091935484
15140;15534;31768;1468;2,053146853
15141;17413;40413;1195;2,302504817
15142;27177;58696;1105;2,170923379
15143;29919;73697;1984;2,489335006
15144;27073;74080;1778;2,726993865
15146;24442;58198;1080;2,358078603
15147;27362;71678;1352;2,595009597
15148;19977;46838;979;2,330952381
15149;22137;56581;1428;2,550000000
15150;34765;90953;1820;2,800000000
15151;28213;72619;1657;2,565015480
15153;27828;67352;674;2,415770609
15154;22191;51598;1159;2,331991952
15155;32072;77135;1553;2,400309119
15156;21141;47271;1416;2,236966825
15157;27183;64129;1014;2,331034483
15158;29428;78514;1427;2,776264591
15159;30030;77955;1622;2,685430464
15160;32788;81072;2031;2,564393939
15161;30985;95142;2351;3,177027027
15162;30746;84684;1920;2,758620690
15163;27063;73319;1218;2,712694878
15164;27277;74397;1043;2,716145833
15165;28502;77675;997;2,739010989
15166;27147;73660;851;2,710191083
15167;34765;98221;1035;2,774798928
15168;27623;75567;1634;2,714285714
15170;29881;79952;2083;2,677377892
15171;14112;36092;1306;2,565815324
15172;25656;68307;1056;2,659949622
15173;25906;72178;1861;2,798496241
15174;30952;81345;1419;2,622920518
15175;22987;51230;1089;2,236139630
15176;24465;56125;1847;2,346886912
15177;17497;43345;1252;2,494023904
15178;26283;62292;1267;2,404174573
15179;17985;43796;1340;2,427536232
15180;25618;62645;2112;2,464410735
15181;22676;56791;1138;2,506607930
15182;25821;68415;681;2,649805447
16001;34765;98221;2096;3,229583975
16002;34765;98221;1891;3,141196013
16003;34765;98221;2034;2,782489740
16004;34765;98221;2555;3,457374831
16005;33887;98221;2009;3,057838661
16006;24096;66162;1911;2,818584071
16007;25535;70054;2222;2,743209877
16008;12558;33096;1111;2,626477541
16009;13183;31511;1048;2,376417234
16011;13542;34495;1342;2,556190476
16012;15712;34050;710;2,158054711
16013;18111;45561;970;2,493573265
16014;17284;39825;818;2,297752809
16015;17289;42425;1198;2,434959350
16016;17576;42924;1018;2,470873786
16017;17000;40476;958;2,353808354
16018;18333;42886;800;2,339181287
16019;18207;43803;915;2,389033943
16020;18586;47391;1158;2,533916849
16021;20946;48965;1085;2,328326180
16022;17569;41660;1281;2,363468635
16024;17552;44931;2181;2,562867215
16025;19756;45539;2102;2,294759825
16026;14678;33996;793;2,353115727
16027;16208;39291;722;2,422818792
16028;18032;39860;913;2,265508685
16029;14605;35112;1173;2,393877551
16030;18788;41709;1831;2,271712159
16031;20498;50255;1245;2,455621302
16032;24265;56643;1516;2,328725038
16033;17637;41688;1624;2,405925926
16034;18701;45182;1996;2,407720145
16035;21540;56655;1637;2,636070853
16036;30169;90688;2586;3,085918854
16037;14111;31593;968;2,225287356
16038;16832;38371;1310;2,282229965
16039;11842;28393;1069;2,391498881
16040;12377;28685;1899;2,304611650
16042;15172;34377;1406;2,275080906
16043;12986;31889;946;2,463541667
16044;18217;46231;1115;2,539863326
16045;21727;57003;1616;2,649180328
16046;19699;45947;1697;2,337465565
16048;19060;46491;2142;2,423076923
16049;19756;48824;1167;2,462025316
16050;16507;40775;1500;2,467105263
16051;13914;35988;1039;2,578163772
16052;13764;33343;1153;2,422268908
16053;12676;31862;935;2,506702413
16054;13577;29105;766;2,133704735
16055;12596;28335;1466;2,248466258
16057;14368;32479;983;2,249427918
16058;14443;35233;1407;2,421686747
16059;16218;40430;1817;2,573654391
16060;9121;22935;1496;2,497495826
16061;18440;44230;1360;2,390158172
16063;18639;43378;1536;2,323751891
16064;18348;45539;1172;2,467368421
16065;15917;31336;1019;1,963391137
16066;15631;31352;1060;2,007575758
16067;13570;30137;1888;2,210772834
16069;15511;37213;1205;2,372047244
16070;18666;47482;1692;2,559757943
16071;11017;29323;1404;2,644067797
16073;11896;31103;1677;2,595975232
16074;11682;28302;1132;2,408510638
16075;14542;32733;1193;2,238273921
16076;12360;27596;1382;2,229032258
16077;11643;30362;1440;2,594594595
16078;12363;31104;894;2,525423729
16079;17136;47264;2343;3,166216216
16080;34387;98221;836;2,833898305
16081;24829;64066;1179;2,574235808
16082;11655;29859;810;2,555205047
16083;14779;37544;2225;2,534168565
16085;16775;42237;1348;2,548204159
16086;14914;38913;2138;2,616891065
16087;15244;36360;842;2,378531073
16088;16223;39610;1431;2,425423729
16089;15789;36474;770;2,305389222
16090;14331;38336;1513;2,659050967
16091;34765;98221;2554;3,905198777
16092;19061;48913;1193;2,560085837
16093;18380;49127;1025;2,655440415
16096;21642;63874;1649;2,987318841
16097;16448;38718;1494;2,356466877
16098;25734;62568;1371;2,422261484
16099;20376;52287;1682;2,556231003
16100;19666;53888;980;2,729805014
16101;21493;54299;1157;2,531728665
16102;34765;98221;2449;2,954161641
16103;34765;98221;1935;3,052050473
16104;20395;56037;2001;2,756198347
16105;30784;90991;1272;2,944444444
16106;25773;54555;2121;2,297941495
16107;21883;73156;2672;3,361006289
16108;26921;82008;2138;3,045584046
16109;13099;37832;2401;2,892771084
16110;17936;51322;2615;2,883131202
16111;20994;64816;1639;3,104166667
16112;17488;54715;1443;3,192477876
16113;34765;98221;2058;2,902679831
16114;24154;64137;3099;2,754666667
16115;25715;67544;1674;2,632075472
16116;20154;51197;1849;2,546831956
16117;19386;57804;2677;2,987723214
16118;18928;57757;2536;3,085158151
16119;24196;63300;2754;2,622857143
16120;18186;47948;1908;2,661087866
16121;28958;76885;1663;2,695299838
16122;25073;74318;1966;2,978787879
16123;34765;98221;2383;3,504411765
16124;26121;74875;2887;2,841535433
16125;23747;71338;2250;3,036437247
16126;22667;71542;1837;3,145547945
16127;19139;54173;1497;2,856870229
16128;23768;70149;2153;2,965564738
16129;22928;65157;2690;2,822665268
16130;21065;57187;2823;2,722275796
16131;26410;82457;2937;3,114528102
16132;23829;69719;2115;2,917241379
16133;25434;69237;1503;2,793680297
16134;34765;98221;2506;3,136420526
17002;10493;30389;1335;2,914847162
17003;10805;30241;1379;2,774647887
17004;8615;24169;2498;2,784838350
17006;9741;27854;1687;2,854483926
17007;9385;27251;1006;2,899135447
17008;9488;27963;1594;2,979439252
17009;9734;30341;1091;3,153179191
17010;10539;29651;1284;2,809628009
17011;9553;28863;1435;3,002092050
17012;9951;29592;1747;2,986324786
17013;10777;28506;950;2,668539326
17014;9369;28106;1253;2,990453461
17015;9682;27782;1490;2,865384615
17016;9615;25575;943;2,626740947
17017;11593;32656;1243;2,883990719
17018;9496;26571;1207;2,800464037
17019;10391;27421;1013;2,715817694
17020;10831;32421;939;3,109271523
17021;8008;25630;1202;3,395480226
17022;8852;24872;1145;2,799511002
17023;12561;33858;1999;2,705006766
17024;10126;28345;1932;2,841176471
17025;9483;28787;951;3,048076923
17026;10048;27994;1371;2,786585366
17027;13186;36186;1952;2,772727273
17028;11128;31662;1279;2,823399558
17029;14620;33152;1679;2,284353741
17031;8301;26582;1160;3,178082192
17032;7851;25453;2152;3,236090226
17033;7313;24600;1602;3,358490566
17035;7318;23746;1303;3,154963680
17036;8154;24980;1032;3,035294118
17037;7059;24036;1330;3,410256410
17038;8182;28104;1574;3,421739130
17039;8310;26477;1906;3,150413223
17041;7276;24717;1289;3,437333333
17042;6901;24467;1742;3,540650407
17043;7875;27029;2180;3,416927900
17045;13850;40539;1965;2,915430267
17046;9627;28675;1848;2,980645161
17047;9328;26937;1681;2,888316151
17048;13117;36226;1847;2,798484848
17049;8435;25799;1176;3,038759690
17050;10717;27112;1388;2,509945750
17051;8910;26685;1175;2,952261307
17052;10550;28125;1142;2,668224299
17053;11048;29989;1023;2,699208443
17054;9664;27900;1310;2,917594655
17055;12188;33082;1690;2,721417069
17057;9863;27900;1607;2,824253076
17058;10355;30149;1480;2,954091816
17059;10758;30804;1502;2,839319471
17060;11375;30757;1019;2,953623188
17061;8081;26047;1424;3,273563218
17062;9314;27490;1609;2,946886447
17063;9191;26254;1109;2,843589744
17064;10144;28976;1565;2,840290381
17065;9840;29238;1267;2,974178404
17066;8288;26368;1321;3,175480769
17068;11316;29614;2019;2,598455598
17069;10030;29811;1622;2,970695971
17070;16297;41020;1259;2,518000000
17071;12542;34078;1942;2,750708215
17072;8413;25038;1284;2,951724138
17073;11239;26807;945;2,392405063
17074;12699;34980;914;2,761329305
17075;13578;36507;1529;2,687170475
17076;13869;34388;1208;2,470347648
17078;13868;32290;1270;2,321755027
17079;12333;26517;826;2,145454545
17080;15489;39994;2514;2,578461538
17082;11912;30177;1565;2,532362460
17083;10184;27182;1461;2,695571956
17084;10488;26822;1079;2,538823529
17085;14374;36531;774;2,554455446
17086;14977;36543;776;2,455696203
17087;12746;32717;1605;2,559808612
17089;11390;28873;1162;2,531590414
17090;11459;30857;1133;2,691211401
17091;11505;30688;1135;2,658079625
17092;16193;42771;836;2,637223975
17093;15094;38671;701;2,567765568
17094;12112;32470;834;2,681672026
17095;12852;31218;862;2,428169014
17096;16212;43567;1223;2,760722348
17097;16987;44395;1483;2,634103020
17098;7143;23635;1190;3,278236915
17099;15739;47156;780;3,046875000
17100;9356;27506;1158;2,939086294
17101;11500;29758;2010;2,613784135
17102;18796;46968;1111;2,502252252
17103;14974;39936;2144;2,669987547
17104;13887;38516;1936;2,769670959
17105;14872;42680;1551;2,872222222
17106;10889;31439;3197;2,893212670
17107;13882;39946;2585;2,917607223
17108;16622;44107;1551;2,660377358
17109;11918;31569;1200;2,654867257
17110;15426;43859;2183;2,846153846
17111;10023;31218;2625;3,151260504
17112;17130;49544;2044;2,895184136
17113;18412;47069;2688;2,574712644
17114;14868;41824;1709;2,834162521
17115;17006;46362;2230;2,739557740
17116;14409;39180;1222;2,746067416
17117;12742;33859;2480;2,707423581
17118;14956;39527;2461;2,646236559
18002;12174;33652;1407;2,753424658
18003;11649;29731;883;2,552023121
18004;11640;31313;1199;2,706546275
18005;10402;28539;1222;2,752252252
18006;11071;32261;1298;2,890868597
18007;12117;30755;974;2,556430446
18008;11657;30297;1203;2,649779736
18009;11477;30184;1543;2,651202749
18010;9277;26528;1061;2,836898396
18011;11477;30439;1245;2,660256410
18012;11636;28838;1498;2,492512479
18013;10929;29184;1224;2,672489083
18014;11753;31313;1456;2,652094718
18015;10970;29254;1202;2,882494005
18016;9912;26372;1332;2,658682635
18017;11160;27503;1134;2,470588235
18018;12164;31000;1888;2,558265583
18019;12242;31417;1699;2,566465257
18020;14759;37775;1450;2,557319224
18021;14022;34627;1022;2,468599034
18022;9685;25082;1425;2,567567568
18023;12704;30322;1220;2,396856582
18024;12781;31936;986;2,489898990
18025;16325;43518;1723;2,679626750
18026;10533;30879;1540;2,916666667
18027;12363;36851;1873;3,016103060
18028;17094;42513;1946;2,501285347
18029;17492;43976;1086;2,537383178
18030;16062;38787;786;2,418461538
18031;15851;39927;1077;2,528169014
18032;16615;40591;1357;2,467272727
18033;15701;38737;1280;2,456813820
18034;16638;38969;1242;2,330206379
18035;16434;41041;916;2,489130435
18036;16620;44136;1274;2,654166667
18037;11921;31091;1093;2,602380952
18038;9747;27828;989;2,809659091
18039;18806;50097;1263;2,664556962
18040;20308;56255;2326;2,752662722
18041;16287;42626;1261;2,616182573
18042;11602;30561;1842;2,627674750
18043;12372;33682;2030;2,713903743
18044;18662;50717;1283;2,723991507
18045;4996;15640;3192;3,421221865
18046;9949;26723;2059;2,812841530
18047;13318;32845;1351;2,633528265
18048;19490;53031;1284;2,714587738
18049;18034;53682;1537;2,978682171
18050;14854;39250;2611;2,694530444
18051;20244;43018;1483;2,127690100
18052;11460;31006;2074;2,704041721
18053;15070;38523;2364;2,572361262
18054;16959;42691;3094;2,565505804
18055;15413;39972;1910;2,623626374
18056;13905;34579;2017;2,471813725
18057;17015;36062;2811;2,111945905
18058;15870;47512;3412;3,032888889
18059;12285;33236;2590;2,720588235
18060;17204;44271;1803;2,590517241
18061;18863;44436;1587;2,386466165
18062;15673;32826;1930;2,104689204
18063;16052;41768;1527;2,601362862
18064;13813;36159;2493;2,605015674
18065;10829;29533;3137;2,910018553
18066;18160;47768;2212;2,649101796
18067;16192;43585;1771;2,720430108
18068;18023;39314;1331;2,207296849
18069;18524;49339;1742;2,659541985
18070;17052;44553;1474;2,608849558
18071;18531;39388;1886;2,135900340
18072;18488;38915;1435;2,094890511
18073;14080;37184;1626;2,669950739
19001;6948;23014;2771;3,689747004
19002;16121;44661;2884;2,765100671
19003;12155;32449;921;2,661849711
19004;11021;29015;937;2,632022472
19005;12150;31116;1666;2,574961360
19006;13557;34034;1237;2,529652352
19007;12802;33050;1212;2,623376623
19008;10507;28012;1390;2,678227360
19009;11530;29476;1451;2,581850534
19011;11688;28969;1281;2,477756286
19012;12886;31691;1051;2,467136150
19014;10698;28585;1526;2,672504378
19015;11908;27880;984;2,315294118
19016;10579;27804;948;2,626038781
19018;11511;27682;1183;2,380281690
19019;11750;27880;969;2,357664234
19020;11889;28639;1049;2,400457666
19021;12357;28964;1270;2,343173432
19022;10614;25795;1077;2,425675676
19023;10951;27973;1132;2,578587699
19024;10477;25827;829;2,452662722
19025;11275;27582;1057;2,469626168
19026;11097;27193;927;2,433070866
19027;10159;27390;1031;2,677922078
19028;10002;27382;1494;2,751381215
19029;9933;26237;943;2,604972376
19032;13109;36285;2299;2,779927449
19033;18581;50943;2129;2,846256684
19034;17080;46585;1706;2,805921053
19035;17756;46316;1588;2,723842196
19036;18037;46864;2069;2,632315522
19037;18791;49945;2073;2,851444292
19038;11328;33800;1868;3,017770598
19039;12349;36303;1660;3,085501859
19040;19088;52445;2249;2,752753978
19041;16761;44089;1512;2,638743455
19042;16754;46135;2404;2,753722795
19043;17864;47277;1316;2,680244399
19044;12894;39883;1915;3,139344262
19045;17333;49209;1680;2,842639594
19046;15557;47607;1882;3,075163399
19047;16058;44779;2497;2,802469136
19048;17324;50939;1585;2,951582868
19049;17107;45173;2017;2,636601307
19050;20544;54483;1147;2,686182670
19051;16649;48199;1934;2,890881913
19052;17913;41816;2960;2,339920949
19053;16340;47829;2947;2,932338308
19054;20713;53976;2609;2,606393606
19055;19987;45928;2077;2,302660754
19056;18117;44776;2461;2,470883534
20001;14586;35134;2048;2,412249706
20002;22815;61686;1641;2,786078098
20003;12504;30545;1073;2,449771689
20006;12062;33152;954;2,741379310
20007;10958;29350;1683;2,671428571
20008;11536;31415;1332;2,718367347
20009;14033;34327;799;2,443425076
20010;13358;33220;1058;3,904059041
20011;13642;33856;679;2,469090909
20012;9509;24780;1476;2,621669627
20013;9907;24296;935;2,428571429
20015;9897;23507;1765;2,369127517
20016;10094;22991;789;2,273775216
20017;10729;27532;1108;2,582750583
20018;10098;24738;1069;2,463133641
20020;9571;23701;1758;2,451882845
20021;9839;26161;942;2,676136364
20022;9994;27060;1205;2,677777778
20023;9748;25816;1731;2,638719512
20025;9926;26624;1158;2,705607477
20026;13522;34211;1351;2,525233645
20027;14274;35157;1039;2,473809524
20028;13548;31537;699;2,330000000
20029;12062;31150;1430;2,576576577
20031;9819;27518;1334;2,773388773
20032;9192;24409;1131;2,745145631
20033;9211;23516;1109;2,561200924
20034;9367;24919;1120;2,641509434
20035;9103;24568;1158;2,705607477
20036;8987;23993;1144;2,660465116
20037;14083;34305;766;2,431746032
20038;13624;35479;643;2,603238866
20039;13832;33374;721;2,395348837
20040;14765;35615;889;2,422343324
20041;13847;34342;870;2,478632479
20042;10858;29125;689;2,670542636
20043;12969;32502;814;2,512345679
20044;10768;30369;1175;2,872860636
20046;9975;25247;968;2,501291990
20047;10265;26298;1512;2,549747049
20048;9546;24684;1003;2,585051546
20049;11080;29153;980;2,599469496
20050;10488;26769;982;2,544041451
20051;10417;26279;1009;2,522500000
20053;9841;26934;2184;2,740276035
20055;19391;59199;2047;3,469491525
20056;12818;33300;1277;2,606122449
20058;11452;29961;1026;2,617346939
20059;11759;30955;742;2,612676056
20062;16965;41799;1401;2,457894737
20063;17139;43146;1162;2,509719222
20064;17179;42238;975;2,500000000
20065;14708;39695;1850;2,700729927
20066;17101;44170;1789;2,585260116
20067;19263;54667;2262;2,870558376
20068;19703;48549;2656;2,434463795
20069;13897;36064;1080;2,589928058
20070;14937;35086;1010;2,332563510
20071;16325;41443;1748;2,537010160
20072;17914;45295;1702;2,521481481
20073;10230;27200;1030;2,627551020
20074;11739;32522;982;2,789772727
20075;10980;29880;1058;2,719794344
20076;11881;31094;1381;2,615530303
20077;15463;43953;2320;2,874845105
20078;13125;34103;1521;2,654450262
20079;10987;29610;1142;2,674473068
20080;12382;31945;1249;2,575257732
20082;13136;35974;1952;2,749295775
20083;14141;36248;896;2,589595376
20085;15768;39848;1882;2,553595658
20086;14137;34787;1585;2,457364341
20087;12314;31902;1125;2,586206897
20088;13987;34162;2090;2,467532468
20090;18300;44726;1225;2,435387674
20091;12383;29455;1409;2,364093960
20092;14244;34953;1730;2,574404762
