fid;COD_SEC;hog_troc;pob_troc;%una_mujer_pon;%un_hombre_pon;%una_muj_1_pon;%un_homb_1_pon;%una_muje__pon;%un_hombr__pon;%dos_adult_pon;%dos_adul__pon;%dos_adu_1_pon;%dos_adu_2_pon;%dos_adu_3_pon;%dos_adu_4_pon;%dos_adu_5_pon;%dos_adu_6_pon;%tres_adul_pon;%dos_adu_7_pon;%dos_adu_8_pon;%dos_adu_9_pon;%cuatro_ad_pon;%cinco_o_m_pon;%hogar_15__pon;%hogar_con_pon;%pob_15_pon;%pob_65_pon;%pob_ext_pon;Densidad_pon;Edad_Prome_pon;per_hog_sec_pon;renta_per_sec_pon;renta_hog_sec_pon
567;6031;262;601;0,0502;0,0566;0,0785;0,0166;0,0107;0,0000;0,0459;0,0796;0,0240;0,0283;0,0096;0,0166;0,0022;0,0011;0,0545;0,0176;0,0000;0,0000;0,0230;0,0208;0,0000;0,0000;0,0694;0,1565;0,0577;181,55509782;25,576356;1,27661146;13678,410;32816,970
567;6031;141;324;0,0271;0,0305;0,0423;0,0089;0,0058;0,0000;0,0248;0,0429;0,0130;0,0153;0,0052;0,0089;0,0012;0,0006;0,0294;0,0095;0,0000;0,0000;0,0124;0,0112;0,0000;0,0000;0,0374;0,0844;0,0311;97,91735613;13,793989;0,68850955;7377,120;17699,040
568;6032;531;1050;0,1600;0,1450;0,0920;0,0360;0,0170;0,0020;0,1900;0,0900;0,0380;0,0280;0,0020;0,0410;0,0094;0,0040;0,0640;0,0190;0,0000;0,0020;0,0300;0,0300;0,0000;0,0000;0,1010;0,1700;0,2460;668,49143140;43,046655;2,11267606;18089,000;38085,000
568;6032;531;1050;0,1600;0,1450;0,0920;0,0360;0,0170;0,0020;0,1900;0,0900;0,0380;0,0280;0,0020;0,0410;0,0094;0,0040;0,0640;0,0190;0,0000;0,0020;0,0300;0,0300;0,0000;0,0000;0,1010;0,1700;0,2460;668,49143140;43,046655;2,11267606;18089,000;38085,000
569;6033;646;1551;0,1240;0,1360;0,0930;0,0280;0,0090;0,0020;0,1700;0,1040;0,0310;0,0220;0,0090;0,0420;0,0108;0,0080;0,0730;0,0190;0,0000;0,0000;0,0500;0,0700;0,0020;0,0000;0,0970;0,1780;0,3300;355,45189590;43,266709;2,50565428;15912,000;40702,000
569;6033;646;1551;0,1240;0,1360;0,0930;0,0280;0,0090;0,0020;0,1700;0,1040;0,0310;0,0220;0,0090;0,0420;0,0108;0,0080;0,0730;0,0190;0,0000;0,0000;0,0500;0,0700;0,0020;0,0000;0,0970;0,1780;0,3300;355,45189590;43,266709;2,50565428;15912,000;40702,000
570;6034;443;901;0,1850;0,1810;0,0860;0,0230;0,0110;0,0050;0,1530;0,1040;0,0380;0,0250;0,0050;0,0320;0,0068;0,0000;0,0250;0,0250;0,0020;0,0020;0,0450;0,0430;0,0000;0,0050;0,0870;0,1800;0,2670;561,43904281;43,979648;2,11502347;18113,000;39191,000
570;6034;443;901;0,1850;0,1810;0,0860;0,0230;0,0110;0,0050;0,1530;0,1040;0,0380;0,0250;0,0050;0,0320;0,0068;0,0000;0,0250;0,0250;0,0020;0,0020;0,0450;0,0430;0,0000;0,0050;0,0870;0,1800;0,2670;561,43904281;43,979648;2,11502347;18113,000;39191,000
571;6035;690;1617;0,1190;0,1160;0,1140;0,0280;0,0190;0,0010;0,1390;0,1140;0,0350;0,0300;0,0040;0,0420;0,0072;0,0030;0,0750;0,0410;0,0030;0,0040;0,0430;0,0610;0,0000;0,0000;0,1030;0,1990;0,3380;768,85549392;43,913030;2,43157895;14800,000;36258,000
571;6035;688;1612;0,1186;0,1157;0,1137;0,0279;0,0189;0,0010;0,1386;0,1137;0,0349;0,0299;0,0040;0,0419;0,0072;0,0030;0,0748;0,0409;0,0030;0,0040;0,0429;0,0608;0,0000;0,0000;0,1027;0,1984;0,3370;766,54892744;43,781291;2,42428421;14755,600;36149,226
572;6036;477;984;0,1398;0,1303;0,1160;0,0209;0,0228;0,0057;0,1265;0,1084;0,0342;0,0342;0,0038;0,0399;0,0095;0,0038;0,0533;0,0190;0,0019;0,0019;0,0323;0,0476;0,0000;0,0000;0,1075;0,1845;0,2358;293,70005317;41,619032;2,04633056;16620,627;36004,860
572;6036;502;1035;0,1470;0,1370;0,1220;0,0220;0,0240;0,0060;0,1330;0,1140;0,0360;0,0360;0,0040;0,0420;0,0100;0,0040;0,0560;0,0200;0,0020;0,0020;0,0340;0,0500;0,0000;0,0000;0,1130;0,1940;0,2480;308,83286348;43,763441;2,15176715;17477,000;37860,000
572;6036;289;595;0,0845;0,0788;0,0702;0,0127;0,0138;0,0035;0,0765;0,0656;0,0207;0,0207;0,0023;0,0242;0,0057;0,0023;0,0322;0,0115;0,0012;0,0012;0,0196;0,0288;0,0000;0,0000;0,0650;0,1116;0,1426;177,57889650;25,163978;1,23726611;10049,275;21769,500
573;6037;574;1127;0,1600;0,1520;0,1250;0,0380;0,0170;0,0020;0,1590;0,0960;0,0380;0,0190;0,0030;0,0330;0,0209;0,0090;0,0450;0,0240;0,0030;0,0030;0,0160;0,0330;0,0020;0,0000;0,1060;0,1850;0,2620;570,42139374;43,238655;2,12241055;18359,000;39397,000
575;6039;311;840;0,0729;0,0813;0,1149;0,0280;0,0084;0,0000;0,0616;0,1205;0,0224;0,0588;0,0224;0,0336;0,0168;0,0028;0,1205;0,0504;0,0084;0,0000;0,0588;0,0504;0,0000;0,0000;0,1233;0,2354;0,0859;367,91407192;43,999660;2,56778593;25465,510;70692,592
577;6041;787;1592;0,1269;0,1341;0,1161;0,0351;0,0117;0,0054;0,1125;0,1080;0,0360;0,0207;0,0054;0,0306;0,0093;0,0009;0,0702;0,0207;0,0009;0,0009;0,0270;0,0279;0,0009;0,0000;0,0837;0,2241;0,1692;467,54083123;41,783773;1,93922046;20561,400;44631,000
577;6041;857;1734;0,1382;0,1460;0,1264;0,0382;0,0127;0,0059;0,1225;0,1176;0,0392;0,0225;0,0059;0,0333;0,0101;0,0010;0,0764;0,0225;0,0010;0,0010;0,0294;0,0304;0,0010;0,0000;0,0911;0,2440;0,1842;509,10001623;45,497886;2,11159561;22389,080;48598,200
578;6042;929;2041;0,1560;0,1190;0,1280;0,0270;0,0140;0,0000;0,1280;0,1050;0,0400;0,0250;0,0020;0,0450;0,0118;0,0050;0,0760;0,0280;0,0010;0,0000;0,0340;0,0530;0,0000;0,0000;0,0980;0,2020;0,2610;511,31452807;45,116809;2,28299776;17937,000;41291,000
578;6042;929;2041;0,1560;0,1190;0,1280;0,0270;0,0140;0,0000;0,1280;0,1050;0,0400;0,0250;0,0020;0,0450;0,0118;0,0050;0,0760;0,0280;0,0010;0,0000;0,0340;0,0530;0,0000;0,0000;0,0980;0,2020;0,2610;511,31452807;45,116809;2,28299776;17937,000;41291,000
579;6043;802;1524;0,1910;0,2060;0,0810;0,0290;0,0200;0,0010;0,1670;0,0700;0,0340;0,0220;0,0050;0,0370;0,0062;0,0040;0,0550;0,0160;0,0060;0,0010;0,0250;0,0240;0,0000;0,0000;0,0920;0,1550;0,2490;360,24363533;42,980436;1,99215686;19620,000;39647,000
579;6043;697;1324;0,1660;0,1790;0,0704;0,0252;0,0174;0,0009;0,1451;0,0608;0,0295;0,0191;0,0043;0,0322;0,0054;0,0035;0,0478;0,0139;0,0052;0,0009;0,0217;0,0209;0,0000;0,0000;0,0799;0,1347;0,2164;313,05171910;37,349999;1,73118431;17049,780;34453,243
580;6044;396;1024;0,0739;0,0622;0,1118;0,0282;0,0146;0,0097;0,1293;0,1477;0,0428;0,0360;0,0049;0,0554;0,0167;0,0097;0,0982;0,0457;0,0068;0,0000;0,0408;0,0379;0,0000;0,0000;0,1244;0,2362;0,0826;319,12351628;45,220671;2,52336946;25385,724;66142,656
581;6045;299;722;0,0431;0,0625;0,0708;0,0180;0,0039;0,0039;0,0844;0,0940;0,0335;0,0335;0,0109;0,0303;0,0097;0,0058;0,0612;0,0206;0,0058;0,0013;0,0290;0,0219;0,0000;0,0000;0,0844;0,1526;0,0438;204,85178331;29,421447;1,59717699;15484,980;38573,668
582;6046;282;582;0,0625;0,0536;0,0323;0,0117;0,0021;0,0014;0,0483;0,0437;0,0117;0,0092;0,0028;0,0138;0,0009;0,0011;0,0309;0,0092;0,0004;0,0000;0,0089;0,0107;0,0000;0,0000;0,0330;0,0817;0,0447;43,12239068;16,342105;0,75610390;11698,315;25238,370
582;6046;795;1640;0,1760;0,1510;0,0910;0,0330;0,0060;0,0040;0,1360;0,1230;0,0330;0,0260;0,0080;0,0390;0,0025;0,0030;0,0870;0,0260;0,0010;0,0000;0,0250;0,0300;0,0000;0,0000;0,0930;0,2300;0,1260;121,47152303;46,034098;2,12987013;32953,000;71094,000
583;6048;401;901;0,0578;0,0825;0,1526;0,0265;0,0085;0,0019;0,1119;0,1678;0,0446;0,0446;0,0133;0,0360;0,0157;0,0066;0,0939;0,0265;0,0019;0,0000;0,0199;0,0313;0,0000;0,0000;0,1204;0,2721;0,0939;332,99488439;45,561805;2,24588529;30320,832;72174,084
583;6048;345;774;0,0497;0,0709;0,1312;0,0228;0,0073;0,0016;0,0962;0,1443;0,0383;0,0383;0,0114;0,0310;0,0135;0,0057;0,0807;0,0228;0,0016;0,0000;0,0171;0,0269;0,0000;0,0000;0,1035;0,2339;0,0807;286,27724765;39,169695;1,93079801;26066,960;62048,395
585;6050;178;411;0,0692;0,0499;0,0645;0,0299;0,0073;0,0027;0,1064;0,0891;0,0200;0,0499;0,0027;0,0246;0,0025;0,0047;0,0599;0,0246;0,0027;0,0000;0,0299;0,0246;0,0000;0,0000;0,0818;0,1416;0,0705;307,92878372;29,915707;1,59290698;15173,305;36368,850
586;6051;206;501;0,0282;0,0231;0,0561;0,0167;0,0043;0,0009;0,0603;0,0638;0,0188;0,0214;0,0081;0,0248;0,0071;0,0017;0,0428;0,0141;0,0034;0,0000;0,0167;0,0150;0,0000;0,0000;0,0509;0,1087;0,0330;123,98871768;20,215649;1,06409342;10867,348;27262,744
587;6052;458;973;0,1290;0,1050;0,1270;0,0350;0,0090;0,0000;0,1590;0,1240;0,0440;0,0260;0,0000;0,0520;0,0066;0,0070;0,0720;0,0330;0,0000;0,0000;0,0410;0,0260;0,0000;0,0040;0,0770;0,2460;0,1080;414,64535351;48,068251;2,17673378;20923,000;45974,000
588;6053;557;1304;0,1080;0,0970;0,1010;0,0450;0,0090;0,0020;0,1650;0,1260;0,0470;0,0340;0,0040;0,0410;0,0126;0,0050;0,0810;0,0200;0,0020;0,0000;0,0320;0,0700;0,0000;0,0000;0,1050;0,2160;0,2130;272,39287962;45,140474;2,47908745;18892,000;47285,000
589;6054;661;1435;0,1380;0,1390;0,1090;0,0210;0,0140;0,0110;0,1380;0,1210;0,0420;0,0410;0,0080;0,0360;0,0061;0,0080;0,0670;0,0270;0,0030;0,0000;0,0390;0,0320;0,0020;0,0000;0,1340;0,1960;0,2170;322,89926171;43,723785;2,38372093;21880,000;50982,000
590;6056;1049;2387;0,1339;0,1518;0,0899;0,0260;0,0100;0,0020;0,1638;0,0889;0,0480;0,0240;0,0070;0,0340;0,0114;0,0070;0,0689;0,0280;0,0070;0,0010;0,0390;0,0579;0,0010;0,0000;0,1059;0,1598;0,3227;499,86891072;42,481486;2,41315571;16445,538;40037,922
590;6056;617;1405;0,0788;0,0894;0,0529;0,0153;0,0059;0,0012;0,0964;0,0523;0,0282;0,0141;0,0041;0,0200;0,0067;0,0041;0,0406;0,0165;0,0041;0,0006;0,0229;0,0341;0,0006;0,0000;0,0623;0,0941;0,1899;294,21713664;25,004118;1,42035591;9679,656;23565,864
591;6057;677;1411;0,1310;0,1390;0,1170;0,0350;0,0160;0,0040;0,1520;0,1290;0,0370;0,0300;0,0090;0,0320;0,0015;0,0000;0,0660;0,0130;0,0030;0,0010;0,0410;0,0400;0,0000;0,0010;0,1080;0,2370;0,1970;450,03959350;46,143199;2,18759690;20717,000;45433,000
592;6058;260;446;0,0762;0,0705;0,0517;0,0142;0,0023;0,0004;0,0552;0,0417;0,0111;0,0038;0,0011;0,0080;0,0023;0,0011;0,0230;0,0069;0,0000;0,0000;0,0057;0,0080;0,0000;0,0000;0,0245;0,0984;0,0605;138,49145741;18,432665;0,70600475;9451,291;17676,599
592;6058;680;1165;0,1990;0,1840;0,1350;0,0370;0,0060;0,0010;0,1440;0,1090;0,0290;0,0100;0,0030;0,0210;0,0059;0,0030;0,0600;0,0180;0,0000;0,0000;0,0150;0,0210;0,0000;0,0000;0,0640;0,2570;0,1580;361,59649455;48,127063;1,84335443;24677,000;46153,000
593;6059;620;1142;0,1970;0,1530;0,0940;0,0420;0,0110;0,0020;0,1420;0,1420;0,0370;0,0260;0,0110;0,0190;0,0097;0,0030;0,0500;0,0180;0,0020;0,0000;0,0160;0,0240;0,0000;0,0020;0,1050;0,2550;0,1560;307,21493402;46,539834;1,95883362;30859,000;62002,000
593;6059;348;642;0,1107;0,0860;0,0528;0,0236;0,0062;0,0011;0,0798;0,0798;0,0208;0,0146;0,0062;0,0107;0,0054;0,0017;0,0281;0,0101;0,0011;0,0000;0,0090;0,0135;0,0000;0,0011;0,0590;0,1433;0,0877;172,65479292;26,155387;1,10086449;17342,758;34845,124
594;6060;274;563;0,0876;0,0620;0,0651;0,0188;0,0134;0,0000;0,1070;0,0772;0,0298;0,0243;0,0000;0,0286;0,0041;0,0012;0,0377;0,0188;0,0024;0,0000;0,0201;0,0097;0,0000;0,0000;0,0608;0,1325;0,0626;203,63393109;28,082160;1,31237296;12768,000;27718,720
595;6061;246;546;0,0413;0,0837;0,0726;0,0203;0,0041;0,0012;0,0906;0,0866;0,0232;0,0203;0,0029;0,0244;0,0055;0,0012;0,0505;0,0163;0,0000;0,0000;0,0221;0,0139;0,0000;0,0000;0,0500;0,1470;0,0558;358,90801266;28,050451;1,30655502;13222,398;29790,194
595;6061;307;680;0,0513;0,1041;0,0904;0,0253;0,0051;0,0014;0,1128;0,1077;0,0289;0,0253;0,0036;0,0304;0,0068;0,0014;0,0629;0,0202;0,0000;0,0000;0,0275;0,0174;0,0000;0,0000;0,0622;0,1829;0,0694;446,62735482;34,906155;1,62588517;16454,034;37071,102
596;6062;205;428;0,0284;0,0263;0,0240;0,0082;0,0029;0,0008;0,0245;0,0297;0,0077;0,0069;0,0023;0,0090;0,0021;0,0004;0,0171;0,0046;0,0013;0,0000;0,0067;0,0063;0,0000;0,0000;0,0219;0,0566;0,0274;68,80555154;9,973890;0,46096986;6987,706;15591,609
596;6062;981;2049;0,1360;0,1260;0,1150;0,0390;0,0140;0,0040;0,1170;0,1420;0,0370;0,0330;0,0110;0,0430;0,0102;0,0020;0,0820;0,0220;0,0060;0,0000;0,0320;0,0300;0,0000;0,0000;0,1050;0,2710;0,1310;329,21316526;47,721960;2,20559742;33434,000;74601,000
597;6063;482;1263;0,0440;0,0790;0,1140;0,0520;0,0100;0,0000;0,0910;0,1780;0,0370;0,0410;0,0080;0,0620;0,0083;0,0100;0,1200;0,0370;0,0000;0,0020;0,0440;0,0600;0,0000;0,0000;0,1100;0,2870;0,1070;227,94569204;48,361985;2,59876543;34765,000;98221,000
597;6063;82;216;0,0075;0,0135;0,0195;0,0089;0,0017;0,0000;0,0156;0,0304;0,0063;0,0070;0,0014;0,0106;0,0014;0,0017;0,0205;0,0063;0,0000;0,0003;0,0075;0,0103;0,0000;0,0000;0,0188;0,0491;0,0183;38,97871334;8,269900;0,44438889;5944,815;16795,791
598;6064;49;132;0,0086;0,0051;0,0224;0,0071;0,0028;0,0000;0,0058;0,0461;0,0071;0,0094;0,0021;0,0130;0,0007;0,0015;0,0244;0,0130;0,0000;0,0000;0,0028;0,0158;0,0000;0,0000;0,0229;0,0635;0,0111;21,79443712;9,482055;0,52313043;6535,820;18465,548
598;6064;109;294;0,0192;0,0113;0,0497;0,0159;0,0063;0,0000;0,0130;0,1024;0,0159;0,0209;0,0046;0,0288;0,0016;0,0033;0,0543;0,0288;0,0000;0,0000;0,0063;0,0351;0,0000;0,0000;0,0510;0,1413;0,0247;48,45784423;21,082442;1,16313043;14531,770;41056,378
598;6064;261;704;0,0460;0,0270;0,1190;0,0380;0,0150;0,0000;0,0310;0,2450;0,0380;0,0500;0,0110;0,0690;0,0038;0,0080;0,1300;0,0690;0,0000;0,0000;0,0150;0,0840;0,0000;0,0000;0,1220;0,3380;0,0590;115,92785701;50,436464;2,78260870;34765,000;98221,000
599;6065;304;652;0,0882;0,0897;0,0897;0,0392;0,0090;0,0000;0,0822;0,1123;0,0279;0,0151;0,0053;0,0354;0,0075;0,0075;0,0490;0,0204;0,0015;0,0000;0,0377;0,0339;0,0000;0,0015;0,0656;0,2209;0,1010;120,96735670;36,879371;1,70289817;26212,810;67681,302
599;6065;171;367;0,0496;0,0505;0,0505;0,0220;0,0051;0,0000;0,0462;0,0632;0,0157;0,0085;0,0030;0,0199;0,0042;0,0042;0,0276;0,0114;0,0008;0,0000;0,0212;0,0191;0,0000;0,0008;0,0369;0,1242;0,0568;68,02408387;20,738532;0,95759791;14740,360;38059,512
599;6065;381;818;0,1107;0,1126;0,1126;0,0492;0,0114;0,0000;0,1031;0,1410;0,0350;0,0189;0,0066;0,0445;0,0094;0,0095;0,0615;0,0255;0,0019;0,0000;0,0473;0,0426;0,0000;0,0019;0,0823;0,2772;0,1268;151,77071544;46,270405;2,13652742;32887,690;84915,798
599;6065;54;117;0,0158;0,0161;0,0161;0,0070;0,0016;0,0000;0,0147;0,0201;0,0050;0,0027;0,0009;0,0063;0,0013;0,0014;0,0088;0,0036;0,0003;0,0000;0,0068;0,0061;0,0000;0,0003;0,0117;0,0396;0,0181;21,65861161;6,603070;0,30489556;4693,275;12118,005
600;6066;533;1016;0,1239;0,1163;0,0903;0,0298;0,0084;0,0046;0,1178;0,0864;0,0306;0,0184;0,0077;0,0252;0,0055;0,0008;0,0589;0,0107;0,0008;0,0000;0,0122;0,0145;0,0000;0,0008;0,0734;0,1821;0,1186;356,69483018;35,738316;1,51178571;18247,545;36522,630
600;6066;697;1328;0,1620;0,1520;0,1180;0,0390;0,0110;0,0060;0,1540;0,1130;0,0400;0,0240;0,0100;0,0330;0,0072;0,0010;0,0770;0,0140;0,0010;0,0000;0,0160;0,0190;0,0000;0,0010;0,0960;0,2380;0,1550;466,26775187;46,716752;1,97619048;23853,000;47742,000
600;6066;335;637;0,0778;0,0730;0,0566;0,0187;0,0053;0,0029;0,0739;0,0542;0,0192;0,0115;0,0048;0,0158;0,0034;0,0005;0,0370;0,0067;0,0005;0,0000;0,0077;0,0091;0,0000;0,0005;0,0461;0,1142;0,0744;223,80852090;22,424041;0,94857143;11449,440;22916,160
601;6067;571;1195;0,1420;0,1170;0,1230;0,0330;0,0120;0,0040;0,1790;0,1140;0,0370;0,0260;0,0000;0,0320;0,0105;0,0040;0,0720;0,0120;0,0000;0,0020;0,0260;0,0560;0,0000;0,0000;0,0870;0,2100;0,2630;427,02929890;45,276793;2,19669118;19200,000;42153,000
601;6067;571;1195;0,1420;0,1170;0,1230;0,0330;0,0120;0,0040;0,1790;0,1140;0,0370;0,0260;0,0000;0,0320;0,0105;0,0040;0,0720;0,0120;0,0000;0,0020;0,0260;0,0560;0,0000;0,0000;0,0870;0,2100;0,2630;427,02929890;45,276793;2,19669118;19200,000;42153,000
602;6068;595;1243;0,1760;0,1360;0,0810;0,0440;0,0200;0,0050;0,1760;0,1080;0,0290;0,0180;0,0070;0,0320;0,0084;0,0030;0,0770;0,0220;0,0050;0,0000;0,0150;0,0370;0,0000;0,0000;0,1040;0,1830;0,2150;304,38757802;44,159490;2,17688266;17375,000;37620,000
602;6068;595;1243;0,1760;0,1360;0,0810;0,0440;0,0200;0,0050;0,1760;0,1080;0,0290;0,0180;0,0070;0,0320;0,0084;0,0030;0,0770;0,0220;0,0050;0,0000;0,0150;0,0370;0,0000;0,0000;0,1040;0,1830;0,2150;304,38757802;44,159490;2,17688266;17375,000;37620,000
603;6069;785;1546;0,1670;0,1640;0,0960;0,0370;0,0100;0,0010;0,1670;0,0980;0,0330;0,0220;0,0030;0,0320;0,0051;0,0010;0,0570;0,0200;0,0030;0,0030;0,0250;0,0550;0,0000;0,0010;0,0820;0,1900;0,2890;378,59261187;44,633134;2,15020862;16959,000;36635,000
603;6069;601;1184;0,1279;0,1256;0,0735;0,0283;0,0077;0,0008;0,1279;0,0751;0,0253;0,0169;0,0023;0,0245;0,0039;0,0008;0,0437;0,0153;0,0023;0,0023;0,0192;0,0421;0,0000;0,0008;0,0628;0,1455;0,2214;290,00194069;34,188981;1,64705981;12990,594;28062,410
603;6069;400;788;0,0852;0,0836;0,0490;0,0189;0,0051;0,0005;0,0852;0,0500;0,0168;0,0112;0,0015;0,0163;0,0026;0,0005;0,0291;0,0102;0,0015;0,0015;0,0128;0,0281;0,0000;0,0005;0,0418;0,0969;0,1474;193,08223205;22,762899;1,09660640;8649,090;18683,850
604;6070;860;1391;0,2260;0,1710;0,1150;0,0490;0,0090;0,0050;0,1990;0,0800;0,0260;0,0170;0,0060;0,0200;0,0035;0,0010;0,0340;0,0070;0,0010;0,0000;0,0170;0,0130;0,0000;0,0010;0,0710;0,2170;0,1780;258,63206006;44,994521;1,71094711;25279,000;43968,000
604;6070;280;452;0,0735;0,0556;0,0374;0,0159;0,0029;0,0016;0,0647;0,0260;0,0085;0,0055;0,0020;0,0065;0,0011;0,0003;0,0111;0,0023;0,0003;0,0000;0,0055;0,0042;0,0000;0,0003;0,0231;0,0705;0,0579;84,05541952;14,623219;0,55605781;8215,675;14289,600
604;6070;739;1195;0,1941;0,1469;0,0988;0,0421;0,0077;0,0043;0,1709;0,0687;0,0223;0,0146;0,0052;0,0172;0,0030;0,0009;0,0292;0,0060;0,0009;0,0000;0,0146;0,0112;0,0000;0,0009;0,0610;0,1864;0,1529;222,16493959;38,650293;1,46970357;21714,661;37768,512
605;6071;463;995;0,1208;0,1208;0,1355;0,0609;0,0079;0,0059;0,1149;0,1247;0,0295;0,0314;0,0020;0,0334;0,0063;0,0108;0,0648;0,0314;0,0020;0,0000;0,0295;0,0481;0,0020;0,0000;0,0884;0,2465;0,1571;148,38388206;45,639552;2,16724619;28504,514;61823,774
605;6071;88;189;0,0230;0,0230;0,0258;0,0116;0,0015;0,0011;0,0219;0,0237;0,0056;0,0060;0,0004;0,0064;0,0012;0,0021;0,0123;0,0060;0,0004;0,0000;0,0056;0,0092;0,0004;0,0000;0,0168;0,0469;0,0299;28,25640117;8,691035;0,41270370;5428,049;11772,959
605;6071;471;1013;0,1230;0,1230;0,1380;0,0620;0,0080;0,0060;0,1170;0,1270;0,0300;0,0320;0,0020;0,0340;0,0064;0,0110;0,0660;0,0320;0,0020;0,0000;0,0300;0,0490;0,0020;0,0000;0,0900;0,2510;0,1600;151,10374955;46,476122;2,20697168;29027,000;62957,000
606;6072;1079;2120;0,1667;0,1846;0,0928;0,0509;0,0100;0,0020;0,1198;0,1048;0,0299;0,0259;0,0030;0,0319;0,0074;0,0030;0,0599;0,0190;0,0010;0,0020;0,0359;0,0459;0,0000;0,0010;0,0868;0,2196;0,2206;276,87201786;45,587566;2,04609266;20472,972;41648,536
606;6072;649;1274;0,1002;0,1110;0,0558;0,0306;0,0060;0,0012;0,0720;0,0630;0,0180;0,0156;0,0018;0,0192;0,0044;0,0018;0,0360;0,0114;0,0006;0,0012;0,0216;0,0276;0,0000;0,0006;0,0522;0,1320;0,1326;166,45612296;27,407354;1,23011583;12308,400;25039,200
606;6072;1075;2111;0,1660;0,1839;0,0924;0,0507;0,0099;0,0020;0,1193;0,1044;0,0298;0,0258;0,0030;0,0318;0,0074;0,0030;0,0596;0,0189;0,0010;0,0020;0,0358;0,0457;0,0000;0,0010;0,0865;0,2187;0,2197;275,76231037;45,404850;2,03789189;20390,916;41481,608
607;6073;743;1733;0,1060;0,1270;0,1020;0,0360;0,0350;0,0000;0,1830;0,0900;0,0320;0,0270;0,0080;0,0390;0,0162;0,0070;0,0700;0,0240;0,0080;0,0010;0,0280;0,0580;0,0010;0,0000;0,1220;0,1500;0,1950;340,39016093;42,566027;2,38376891;13184,000;31560,000
608;6074;425;880;0,1360;0,1180;0,1250;0,0420;0,0160;0,0020;0,1720;0,1200;0,0310;0,0260;0,0070;0,0380;0,0071;0,0090;0,0680;0,0140;0,0000;0,0000;0,0400;0,0280;0,0000;0,0000;0,0950;0,2280;0,0950;241,08333954;48,282413;2,09026128;13677,000;28568,000
608;6074;425;880;0,1360;0,1180;0,1250;0,0420;0,0160;0,0020;0,1720;0,1200;0,0310;0,0260;0,0070;0,0380;0,0071;0,0090;0,0680;0,0140;0,0000;0,0000;0,0400;0,0280;0,0000;0,0000;0,0950;0,2280;0,0950;241,08333954;48,282413;2,09026128;13677,000;28568,000
608;6074;245;508;0,0785;0,0681;0,0721;0,0242;0,0092;0,0012;0,0992;0,0692;0,0179;0,0150;0,0040;0,0219;0,0041;0,0052;0,0392;0,0081;0,0000;0,0000;0,0231;0,0162;0,0000;0,0000;0,0548;0,1316;0,0548;139,10508691;27,858952;1,20608076;7891,629;16483,736
609;6075;452;1066;0,1060;0,1310;0,0950;0,0330;0,0130;0,0000;0,1420;0,1130;0,0310;0,0310;0,0040;0,0580;0,0177;0,0020;0,0770;0,0240;0,0020;0,0020;0,0440;0,0730;0,0000;0,0000;0,0980;0,1960;0,2730;383,38357162;44,535230;2,46759259;13977,000;34678,000
609;6075;304;717;0,0713;0,0882;0,0639;0,0222;0,0087;0,0000;0,0956;0,0760;0,0209;0,0209;0,0027;0,0390;0,0119;0,0013;0,0518;0,0162;0,0013;0,0013;0,0296;0,0491;0,0000;0,0000;0,0660;0,1319;0,1837;258,01714370;29,972210;1,66068982;9406,521;23338,294
610;6076;123;244;0,0451;0,0486;0,0192;0,0099;0,0024;0,0005;0,0417;0,0296;0,0080;0,0088;0,0019;0,0064;0,0023;0,0000;0,0198;0,0040;0,0019;0,0000;0,0080;0,0093;0,0000;0,0000;0,0238;0,0542;0,0665;30,45644949;11,858566;0,55147856;5217,981;11050,062
610;6076;244;485;0,0896;0,0965;0,0382;0,0196;0,0048;0,0011;0,0827;0,0588;0,0159;0,0175;0,0037;0,0127;0,0046;0,0000;0,0392;0,0080;0,0037;0,0000;0,0159;0,0186;0,0000;0,0000;0,0472;0,1076;0,1320;60,45662258;23,539475;1,09469526;10357,790;21934,580
610;6076;461;915;0,1690;0,1820;0,0720;0,0370;0,0090;0,0020;0,1560;0,1110;0,0300;0,0330;0,0070;0,0240;0,0087;0,0000;0,0740;0,0150;0,0070;0,0000;0,0300;0,0350;0,0000;0,0000;0,0890;0,2030;0,2490;114,06909920;44,414104;2,06546275;19543,000;41386,000
611;6077;116;246;0,0292;0,0260;0,0265;0,0109;0,0024;0,0013;0,0461;0,0363;0,0072;0,0061;0,0005;0,0114;0,0006;0,0013;0,0254;0,0066;0,0019;0,0000;0,0098;0,0151;0,0005;0,0000;0,0186;0,0657;0,0580;69,17211156;12,320950;0,61088089;5059,380;11723,600
611;6077;320;679;0,0804;0,0716;0,0731;0,0300;0,0066;0,0037;0,1272;0,1001;0,0197;0,0168;0,0015;0,0314;0,0017;0,0037;0,0702;0,0183;0,0051;0,0000;0,0270;0,0417;0,0015;0,0000;0,0512;0,1813;0,1601;190,81061717;33,987225;1,68510918;13956,252;32339,440
612;6078;121;295;0,0366;0,0420;0,0139;0,0114;0,0060;0,0014;0,0420;0,0258;0,0119;0,0179;0,0060;0,0074;0,0020;0,0020;0,0233;0,0054;0,0026;0,0006;0,0085;0,0173;0,0000;0,0000;0,0440;0,0429;0,0329;82,13340040;11,698076;0,70761631;4658,736;11629,516
