fid;COD_SEC;hog_troc;pob_troc;%una_mujer_pon;%un_hombre_pon;%una_muj_1_pon;%un_homb_1_pon;%una_muje__pon;%un_hombr__pon;%dos_adult_pon;%dos_adul__pon;%dos_adu_1_pon;%dos_adu_2_pon;%dos_adu_3_pon;%dos_adu_4_pon;%dos_adu_5_pon;%dos_adu_6_pon;%tres_adul_pon;%dos_adu_7_pon;%dos_adu_8_pon;%dos_adu_9_pon;%cuatro_ad_pon;%cinco_o_m_pon;%hogar_15__pon;%hogar_con_pon;%pob_15_pon;%pob_65_pon;%pob_ext_pon;Densidad_pon;Edad_Prome_pon;per_hog_sec_pon;renta_per_sec_pon;renta_hog_sec_pon
1;1001;193;381;0,0451;0,0595;0,0317;0,0144;0,0016;0,0016;0,0504;0,0389;0,0095;0,0082;0,0007;0,0121;0,0044;0,0007;0,0206;0,0026;0,0007;0,0007;0,0088;0,0137;0,0000;0,0010;0,0235;0,0752;0,0837;5,96767992;15,475677;0,69013587;8512,464;18290,418
1;1001;25;50;0,0059;0,0078;0,0042;0,0019;0,0002;0,0002;0,0066;0,0051;0,0012;0,0011;0,0001;0,0016;0,0006;0,0001;0,0027;0,0003;0,0001;0,0001;0,0012;0,0018;0,0000;0,0001;0,0031;0,0099;0,0110;0,78474079;2,035028;0,09075181;1119,376;2405,162
1;1001;173;343;0,0406;0,0535;0,0285;0,0129;0,0015;0,0015;0,0453;0,0350;0,0085;0,0074;0,0006;0,0109;0,0040;0,0006;0,0185;0,0024;0,0006;0,0006;0,0079;0,0123;0,0000;0,0009;0,0212;0,0676;0,0753;5,36543700;13,913911;0,62048913;7653,408;16444,596
1;1001;70;137;0,0163;0,0215;0,0114;0,0052;0,0006;0,0006;0,0182;0,0140;0,0034;0,0030;0,0002;0,0044;0,0016;0,0002;0,0074;0,0009;0,0002;0,0002;0,0032;0,0050;0,0000;0,0004;0,0085;0,0271;0,0302;2,15347471;5,584495;0,24903986;3071,776;6600,212
1;1001;70;137;0,0163;0,0215;0,0114;0,0052;0,0006;0,0006;0,0182;0,0140;0,0034;0,0030;0,0002;0,0044;0,0016;0,0002;0,0074;0,0009;0,0002;0,0002;0,0032;0,0050;0,0000;0,0004;0,0085;0,0271;0,0302;2,15347471;5,584495;0,24903986;3071,776;6600,212
1;1001;70;137;0,0163;0,0215;0,0114;0,0052;0,0006;0,0006;0,0182;0,0140;0,0034;0,0030;0,0002;0,0044;0,0016;0,0002;0,0074;0,0009;0,0002;0,0002;0,0032;0,0050;0,0000;0,0004;0,0085;0,0271;0,0302;2,15347471;5,584495;0,24903986;3071,776;6600,212
1;1001;8;16;0,0019;0,0025;0,0014;0,0006;0,0001;0,0001;0,0022;0,0017;0,0004;0,0004;0,0000;0,0005;0,0002;0,0000;0,0009;0,0001;0,0000;0,0000;0,0004;0,0006;0,0000;0,0000;0,0010;0,0032;0,0036;0,25549700;0,662567;0,02954710;364,448;783,076
2;1002;363;694;0,1525;0,1596;0,0494;0,0219;0,0056;0,0000;0,1377;0,0381;0,0134;0,0056;0,0000;0,0148;0,0027;0,0000;0,0466;0,0134;0,0028;0,0014;0,0219;0,0162;0,0014;0,0000;0,0402;0,0981;0,2316;249,48876908;29,893374;1,36345383;13327,868;27099,810
2;1002;424;810;0,1780;0,1862;0,0577;0,0255;0,0066;0,0000;0,1607;0,0445;0,0157;0,0066;0,0000;0,0173;0,0032;0,0000;0,0544;0,0157;0,0033;0,0016;0,0255;0,0190;0,0016;0,0000;0,0470;0,1145;0,2703;291,18802510;34,889717;1,59133988;15555,472;31629,240
2;1002;514;983;0,2160;0,2260;0,0700;0,0310;0,0080;0,0000;0,1950;0,0540;0,0190;0,0080;0,0000;0,0210;0,0039;0,0000;0,0660;0,0190;0,0040;0,0020;0,0310;0,0230;0,0020;0,0000;0,0570;0,1390;0,3280;353,38352561;42,341889;1,93123772;18878,000;38385,000
2;1002;514;983;0,2160;0,2260;0,0700;0,0310;0,0080;0,0000;0,1950;0,0540;0,0190;0,0080;0,0000;0,0210;0,0039;0,0000;0,0660;0,0190;0,0040;0,0020;0,0310;0,0230;0,0020;0,0000;0,0570;0,1390;0,3280;353,38352561;42,341889;1,93123772;18878,000;38385,000
2;1002;514;983;0,2160;0,2260;0,0700;0,0310;0,0080;0,0000;0,1950;0,0540;0,0190;0,0080;0,0000;0,0210;0,0039;0,0000;0,0660;0,0190;0,0040;0,0020;0,0310;0,0230;0,0020;0,0000;0,0570;0,1390;0,3280;353,38352561;42,341889;1,93123772;18878,000;38385,000
2;1002;446;853;0,1875;0,1962;0,0608;0,0269;0,0069;0,0000;0,1693;0,0469;0,0165;0,0069;0,0000;0,0182;0,0034;0,0000;0,0573;0,0165;0,0035;0,0017;0,0269;0,0200;0,0017;0,0000;0,0495;0,1207;0,2847;306,73690023;36,752760;1,67631434;16386,104;33318,180
3;1003;964;1870;0,1700;0,2090;0,0860;0,0470;0,0040;0,0040;0,1660;0,0810;0,0200;0,0130;0,0040;0,0300;0,0010;0,0020;0,0540;0,0240;0,0010;0,0000;0,0320;0,0510;0,0010;0,0000;0,0580;0,1660;0,3590;270,05420238;43,795710;2,03482046;19309,000;40644,000
3;1003;947;1836;0,1669;0,2052;0,0845;0,0462;0,0039;0,0039;0,1630;0,0795;0,0196;0,0128;0,0039;0,0295;0,0010;0,0020;0,0530;0,0236;0,0010;0,0000;0,0314;0,0501;0,0010;0,0000;0,0570;0,1630;0,3525;265,19322674;43,007387;1,99819369;18961,438;39912,408
3;1003;708;1373;0,1248;0,1534;0,0631;0,0345;0,0029;0,0029;0,1218;0,0595;0,0147;0,0095;0,0029;0,0220;0,0008;0,0015;0,0396;0,0176;0,0007;0,0000;0,0235;0,0374;0,0007;0,0000;0,0426;0,1218;0,2635;198,21978455;32,146051;1,49355822;14172,806;29832,696
3;1003;964;1870;0,1700;0,2090;0,0860;0,0470;0,0040;0,0040;0,1660;0,0810;0,0200;0,0130;0,0040;0,0300;0,0010;0,0020;0,0540;0,0240;0,0010;0,0000;0,0320;0,0510;0,0010;0,0000;0,0580;0,1660;0,3590;270,05420238;43,795710;2,03482046;19309,000;40644,000
3;1003;708;1373;0,1248;0,1534;0,0631;0,0345;0,0029;0,0029;0,1218;0,0595;0,0147;0,0095;0,0029;0,0220;0,0008;0,0015;0,0396;0,0176;0,0007;0,0000;0,0235;0,0374;0,0007;0,0000;0,0426;0,1218;0,2635;198,21978455;32,146051;1,49355822;14172,806;29832,696
3;1003;603;1171;0,1064;0,1308;0,0538;0,0294;0,0025;0,0025;0,1039;0,0507;0,0125;0,0081;0,0025;0,0188;0,0006;0,0013;0,0338;0,0150;0,0006;0,0000;0,0200;0,0319;0,0006;0,0000;0,0363;0,1039;0,2247;169,05393069;27,416114;1,27379761;12087,434;25443,144
4;1004;621;1214;0,1563;0,1441;0,0917;0,0524;0,0103;0,0019;0,1563;0,0964;0,0271;0,0084;0,0103;0,0328;0,0042;0,0000;0,0636;0,0243;0,0028;0,0000;0,0225;0,0271;0,0047;0,0019;0,0674;0,2125;0,2209;244,98298327;43,888000;1,93928435;30050,280;61647,768
4;1004;663;1297;0,1670;0,1540;0,0980;0,0560;0,0110;0,0020;0,1670;0,1030;0,0290;0,0090;0,0110;0,0350;0,0045;0,0000;0,0680;0,0260;0,0030;0,0000;0,0240;0,0290;0,0050;0,0020;0,0720;0,2270;0,2360;261,73395648;46,888889;2,07188498;32105,000;65863,000
4;1004;278;545;0,0701;0,0647;0,0412;0,0235;0,0046;0,0008;0,0701;0,0433;0,0122;0,0038;0,0046;0,0147;0,0019;0,0000;0,0286;0,0109;0,0013;0,0000;0,0101;0,0122;0,0021;0,0008;0,0302;0,0953;0,0991;109,92826172;19,693333;0,87019169;13484,100;27662,460
4;1004;663;1297;0,1670;0,1540;0,0980;0,0560;0,0110;0,0020;0,1670;0,1030;0,0290;0,0090;0,0110;0,0350;0,0045;0,0000;0,0680;0,0260;0,0030;0,0000;0,0240;0,0290;0,0050;0,0020;0,0720;0,2270;0,2360;261,73395648;46,888889;2,07188498;32105,000;65863,000
4;1004;278;545;0,0701;0,0647;0,0412;0,0235;0,0046;0,0008;0,0701;0,0433;0,0122;0,0038;0,0046;0,0147;0,0019;0,0000;0,0286;0,0109;0,0013;0,0000;0,0101;0,0122;0,0021;0,0008;0,0302;0,0953;0,0991;109,92826172;19,693333;0,87019169;13484,100;27662,460
5;1006;451;826;0,0755;0,0976;0,0452;0,0279;0,0048;0,0000;0,0861;0,0438;0,0096;0,0101;0,0010;0,0125;0,0031;0,0000;0,0274;0,0130;0,0000;0,0005;0,0120;0,0125;0,0000;0,0000;0,0289;0,0986;0,1106;172,72543688;22,619113;0,92227455;12765,740;24723,400
5;1006;938;1718;0,1570;0,2030;0,0940;0,0580;0,0100;0,0000;0,1790;0,0910;0,0200;0,0210;0,0020;0,0260;0,0064;0,0000;0,0570;0,0270;0,0000;0,0010;0,0250;0,0260;0,0000;0,0000;0,0600;0,2050;0,2300;359,09654238;47,025184;1,91741071;26540,000;51400,000
5;1006;410;751;0,0686;0,0887;0,0411;0,0253;0,0044;0,0000;0,0782;0,0398;0,0087;0,0092;0,0009;0,0114;0,0028;0,0000;0,0249;0,0118;0,0000;0,0004;0,0109;0,0114;0,0000;0,0000;0,0262;0,0896;0,1005;156,92518902;20,550005;0,83790848;11597,980;22461,800
5;1006;283;519;0,0474;0,0613;0,0284;0,0175;0,0030;0,0000;0,0541;0,0275;0,0060;0,0063;0,0006;0,0079;0,0019;0,0000;0,0172;0,0082;0,0000;0,0003;0,0076;0,0079;0,0000;0,0000;0,0181;0,0619;0,0695;108,44715580;14,201606;0,57905804;8015,080;15522,800
6;1007;467;832;0,1430;0,1950;0,1130;0,0450;0,0150;0,0020;0,1860;0,0920;0,0300;0,0090;0,0060;0,0240;0,0064;0,0040;0,0710;0,0130;0,0020;0,0000;0,0260;0,0170;0,0000;0,0000;0,0730;0,2100;0,2140;396,27384517;46,488519;1,90825688;22671,000;44200,000
7;1008;438;800;0,1620;0,2050;0,0870;0,0530;0,0110;0,0050;0,1600;0,1070;0,0320;0,0160;0,0020;0,0300;0,0046;0,0000;0,0660;0,0110;0,0020;0,0000;0,0250;0,0210;0,0000;0,0000;0,0670;0,2310;0,2410;292,19084453;48,022534;1,99501247;23970,000;48841,000
7;1008;244;446;0,0904;0,1144;0,0485;0,0296;0,0061;0,0028;0,0893;0,0597;0,0179;0,0089;0,0011;0,0167;0,0025;0,0000;0,0368;0,0061;0,0011;0,0000;0,0140;0,0117;0,0000;0,0000;0,0374;0,1289;0,1345;163,04249125;26,796574;1,11321696;13375,260;27253,278
7;1008;410;749;0,1516;0,1919;0,0814;0,0496;0,0103;0,0047;0,1498;0,1002;0,0300;0,0150;0,0019;0,0281;0,0043;0,0000;0,0618;0,0103;0,0019;0,0000;0,0234;0,0197;0,0000;0,0000;0,0627;0,2162;0,2256;273,49063048;44,949091;1,86733167;22435,920;45715,176
8;1009;479;883;0,1066;0,1240;0,0491;0,0271;0,0129;0,0026;0,1150;0,0607;0,0258;0,0155;0,0026;0,0207;0,0017;0,0006;0,0465;0,0078;0,0019;0,0000;0,0168;0,0078;0,0000;0,0000;0,0581;0,1286;0,1402;132,58824304;29,498301;1,22480166;14865,752;28691,444
8;1009;156;287;0,0347;0,0403;0,0160;0,0088;0,0042;0,0008;0,0374;0,0197;0,0084;0,0050;0,0008;0,0067;0,0006;0,0002;0,0151;0,0025;0,0006;0,0000;0,0055;0,0025;0,0000;0,0000;0,0189;0,0418;0,0456;43,10144124;9,589231;0,39815534;4832,520;9326,940
8;1009;571;1054;0,1272;0,1480;0,0586;0,0324;0,0154;0,0031;0,1372;0,0725;0,0308;0,0185;0,0031;0,0247;0,0021;0,0008;0,0555;0,0093;0,0023;0,0000;0,0200;0,0093;0,0000;0,0000;0,0694;0,1534;0,1673;158,24386283;35,206177;1,46179889;17742,252;34243,194
9;1011;210;388;0,0621;0,0632;0,0270;0,0183;0,0063;0,0007;0,0709;0,0263;0,0098;0,0046;0,0007;0,0130;0,0018;0,0018;0,0204;0,0028;0,0018;0,0000;0,0077;0,0112;0,0000;0,0007;0,0239;0,0642;0,0821;85,06093131;15,972349;0,67392000;7499,817;14598,441
9;1011;599;1104;0,1770;0,1800;0,0770;0,0520;0,0180;0,0020;0,2020;0,0750;0,0280;0,0130;0,0020;0,0370;0,0050;0,0050;0,0580;0,0080;0,0050;0,0000;0,0220;0,0320;0,0000;0,0020;0,0680;0,1830;0,2340;242,33883564;45,505268;1,92000000;21367,000;41591,000
10;1012;376;734;0,1754;0,1976;0,0598;0,0270;0,0145;0,0029;0,1832;0,0665;0,0251;0,0096;0,0029;0,0202;0,0025;0,0000;0,0694;0,0096;0,0029;0,0000;0,0347;0,0598;0,0000;0,0029;0,0549;0,1562;0,2796;308,04677818;42,119931;2,00987397;17941,004;37512,132
10;1012;390;761;0,1820;0,2050;0,0620;0,0280;0,0150;0,0030;0,1900;0,0690;0,0260;0,0100;0,0030;0,0210;0,0026;0,0000;0,0720;0,0100;0,0030;0,0000;0,0360;0,0620;0,0000;0,0030;0,0570;0,1620;0,2900;319,55059977;43,692875;2,08493151;18611,000;38913,000
11;1013;221;389;0,0691;0,0778;0,0250;0,0083;0,0019;0,0003;0,0614;0,0163;0,0086;0,0061;0,0010;0,0074;0,0009;0,0000;0,0154;0,0022;0,0003;0,0000;0,0093;0,0083;0,0000;0,0000;0,0227;0,0432;0,0896;124,94380880;13,662926;0,59815385;5374,720;10256,640
11;1013;691;1215;0,2160;0,2430;0,0780;0,0260;0,0060;0,0010;0,1920;0,0510;0,0270;0,0190;0,0030;0,0230;0,0029;0,0000;0,0480;0,0070;0,0010;0,0000;0,0290;0,0260;0,0000;0,0000;0,0710;0,1350;0,2800;390,44940250;42,696643;1,86923077;16796,000;32052,000
11;1013;665;1169;0,2078;0,2338;0,0750;0,0250;0,0058;0,0010;0,1847;0,0491;0,0260;0,0183;0,0029;0,0221;0,0028;0,0000;0,0462;0,0067;0,0010;0,0000;0,0279;0,0250;0,0000;0,0000;0,0683;0,1299;0,2694;375,61232521;41,074170;1,79820000;16157,752;30834,024
12;1014;750;1393;0,1810;0,1950;0,0690;0,0360;0,0230;0,0050;0,1830;0,0830;0,0270;0,0230;0,0040;0,0350;0,0107;0,0010;0,0690;0,0170;0,0000;0,0000;0,0240;0,0130;0,0000;0,0010;0,0850;0,1720;0,1940;511,15330390;44,509104;1,98150782;19964,000;40316,000
12;1014;749;1392;0,1808;0,1948;0,0689;0,0360;0,0230;0,0050;0,1828;0,0829;0,0270;0,0230;0,0040;0,0350;0,0107;0,0010;0,0689;0,0170;0,0000;0,0000;0,0240;0,0130;0,0000;0,0010;0,0849;0,1718;0,1938;510,64215060;44,464595;1,97952632;19944,036;40275,684
13;1015;778;1721;0,1700;0,1700;0,0870;0,0400;0,0120;0,0030;0,2160;0,0900;0,0300;0,0230;0,0010;0,0310;0,0051;0,0030;0,0550;0,0170;0,0000;0,0010;0,0270;0,0180;0,0010;0,0010;0,0570;0,1800;0,2820;453,33685743;46,984620;2,34788540;21853,000;42673,000
13;1015;268;594;0,0587;0,0587;0,0300;0,0138;0,0041;0,0010;0,0745;0,0311;0,0104;0,0079;0,0003;0,0107;0,0018;0,0010;0,0190;0,0059;0,0000;0,0003;0,0093;0,0062;0,0003;0,0003;0,0197;0,0621;0,0973;156,40121581;16,209694;0,81002046;7539,285;14722,185
14;1016;561;1049;0,1492;0,1910;0,0656;0,0257;0,0067;0,0048;0,2071;0,0865;0,0418;0,0143;0,0019;0,0238;0,0113;0,0000;0,0466;0,0323;0,0019;0,0019;0,0181;0,0181;0,0000;0,0019;0,0646;0,1549;0,2157;425,53591605;42,633538;1,86951872;20560,850;40929,800
15;1018;72;128;0,0114;0,0142;0,0090;0,0040;0,0011;0,0004;0,0121;0,0066;0,0027;0,0014;0,0002;0,0027;0,0003;0,0001;0,0034;0,0008;0,0001;0,0000;0,0012;0,0012;0,0000;0,0000;0,0053;0,0172;0,0116;8,72046581;3,521786;0,13807204;1616,439;3069,577
15;1018;145;259;0,0229;0,0285;0,0181;0,0081;0,0022;0,0007;0,0244;0,0134;0,0054;0,0028;0,0004;0,0054;0,0006;0,0001;0,0069;0,0016;0,0001;0,0000;0,0025;0,0025;0,0000;0,0000;0,0107;0,0345;0,0234;17,56039006;7,091816;0,27803548;3255,021;6181,203
16;1019;339;606;0,0967;0,0696;0,0430;0,0121;0,0089;0,0019;0,1041;0,0444;0,0149;0,0047;0,0005;0,0121;0,0013;0,0019;0,0257;0,0084;0,0005;0,0005;0,0098;0,0056;0,0000;0,0000;0,0290;0,0934;0,0775;147,50575931;21,811854;0,88750512;10340,781;19665,370
17;1020;393;722;0,0953;0,1307;0,0447;0,0238;0,0087;0,0035;0,0912;0,0505;0,0186;0,0093;0,0017;0,0215;0,0034;0,0017;0,0378;0,0087;0,0006;0,0006;0,0145;0,0122;0,0000;0,0017;0,0459;0,1116;0,1139;195,49446546;26,451042;1,11876279;10851,337;21022,323
17;1020;677;1242;0,1640;0,2250;0,0770;0,0410;0,0150;0,0060;0,1570;0,0870;0,0320;0,0160;0,0030;0,0370;0,0059;0,0030;0,0650;0,0150;0,0010;0,0010;0,0250;0,0210;0,0000;0,0030;0,0790;0,1920;0,1960;336,47928650;45,526751;1,92558140;18677,000;36183,000
18;1021;567;1161;0,1042;0,1122;0,0558;0,0267;0,0074;0,0019;0,1128;0,0546;0,0136;0,0062;0,0006;0,0285;0,0041;0,0019;0,0353;0,0174;0,0019;0,0006;0,0143;0,0192;0,0006;0,0006;0,0409;0,1271;0,1159;223,47273157;29,160109;1,34488992;13155,160;27033,860
18;1021;914;1872;0,1680;0,1810;0,0900;0,0430;0,0120;0,0030;0,1820;0,0880;0,0220;0,0100;0,0010;0,0460;0,0066;0,0030;0,0570;0,0280;0,0030;0,0010;0,0230;0,0310;0,0010;0,0010;0,0660;0,2050;0,1870;360,43988963;47,032434;2,16917729;21218,000;43603,000
19;1022;489;924;0,1513;0,1412;0,0579;0,0239;0,0138;0,0022;0,1224;0,0586;0,0174;0,0152;0,0043;0,0217;0,0043;0,0022;0,0362;0,0181;0,0007;0,0007;0,0138;0,0181;0,0000;0,0000;0,0594;0,1231;0,1752;203,43530996;32,210100;1,42785781;13498,980;26782,208
19;1022;676;1276;0,2090;0,1950;0,0800;0,0330;0,0190;0,0030;0,1690;0,0810;0,0240;0,0210;0,0060;0,0300;0,0059;0,0030;0,0500;0,0250;0,0010;0,0010;0,0190;0,0250;0,0000;0,0000;0,0820;0,1700;0,2420;280,98799718;44,489088;1,97217929;18645,000;36992,000
19;1022;376;709;0,1162;0,1084;0,0445;0,0183;0,0106;0,0017;0,0940;0,0450;0,0133;0,0117;0,0033;0,0167;0,0033;0,0017;0,0278;0,0139;0,0006;0,0006;0,0106;0,0139;0,0000;0,0000;0,0456;0,0945;0,1346;156,22932643;24,735933;1,09653168;10366,620;20567,552
20;1023;796;1433;0,2110;0,2170;0,0540;0,0280;0,0150;0,0030;0,2160;0,0620;0,0250;0,0160;0,0050;0,0180;0,0025;0,0000;0,0570;0,0100;0,0030;0,0010;0,0300;0,0260;0,0010;0,0000;0,0790;0,1290;0,3230;674,98039565;42,378033;1,97111417;16937,000;33875,000
20;1023;796;1433;0,2110;0,2170;0,0540;0,0280;0,0150;0,0030;0,2160;0,0620;0,0250;0,0160;0,0050;0,0180;0,0025;0,0000;0,0570;0,0100;0,0030;0,0010;0,0300;0,0260;0,0010;0,0000;0,0790;0,1290;0,3230;674,98039565;42,378033;1,97111417;16937,000;33875,000
21;1024;708;1229;0,2200;0,2360;0,0520;0,0350;0,0080;0,0010;0,2160;0,0520;0,0210;0,0180;0,0000;0,0280;0,0085;0,0010;0,0490;0,0100;0,0010;0,0000;0,0210;0,0180;0,0000;0,0000;0,0560;0,1290;0,2900;630,66258631;42,767516;1,81268437;19666,000;36018,000
21;1024;708;1229;0,2200;0,2360;0,0520;0,0350;0,0080;0,0010;0,2160;0,0520;0,0210;0,0180;0,0000;0,0280;0,0085;0,0010;0,0490;0,0100;0,0010;0,0000;0,0210;0,0180;0,0000;0,0000;0,0560;0,1290;0,2900;630,66258631;42,767516;1,81268437;19666,000;36018,000
21;1024;636;1104;0,1976;0,2119;0,0467;0,0314;0,0072;0,0009;0,1940;0,0467;0,0189;0,0162;0,0000;0,0251;0,0076;0,0009;0,0440;0,0090;0,0009;0,0000;0,0189;0,0162;0,0000;0,0000;0,0503;0,1158;0,2604;566,33500251;38,405229;1,62779056;17660,068;32344,164
22;1025;507;1067;0,1700;0,1700;0,0590;0,0410;0,0140;0,0020;0,2010;0,0710;0,0340;0,0260;0,0020;0,0200;0,0099;0,0040;0,0750;0,0100;0,0040;0,0000;0,0370;0,0510;0,0000;0,0000;0,0810;0,1380;0,2950;270,28981022;42,984904;2,23689728;21902,000;49280,000
22;1025;507;1067;0,1700;0,1700;0,0590;0,0410;0,0140;0,0020;0,2010;0,0710;0,0340;0,0260;0,0020;0,0200;0,0099;0,0040;0,0750;0,0100;0,0040;0,0000;0,0370;0,0510;0,0000;0,0000;0,0810;0,1380;0,2950;270,28981022;42,984904;2,23689728;21902,000;49280,000
23;1026;787;1434;0,1717;0,2168;0,0559;0,0255;0,0118;0,0049;0,1923;0,0853;0,0245;0,0118;0,0010;0,0284;0,0073;0,0000;0,0726;0,0098;0,0010;0,0010;0,0265;0,0314;0,0000;0,0000;0,0716;0,1530;0,3326;305,02795959;42,339635;1,94339024;20630,430;41784,714
23;1026;802;1462;0,1750;0,2210;0,0570;0,0260;0,0120;0,0050;0,1960;0,0870;0,0250;0,0120;0,0010;0,0290;0,0075;0,0000;0,0740;0,0100;0,0010;0,0010;0,0270;0,0320;0,0000;0,0000;0,0730;0,1560;0,3390;310,93573862;43,159669;1,98102981;21030,000;42594,000
23;1026;506;923;0,1104;0,1395;0,0360;0,0164;0,0076;0,0032;0,1237;0,0549;0,0158;0,0076;0,0006;0,0183;0,0047;0,0000;0,0467;0,0063;0,0006;0,0006;0,0170;0,0202;0,0000;0,0000;0,0461;0,0984;0,2139;196,20045107;27,233751;1,25002981;13269,930;26876,814
23;1026;727;1326;0,1587;0,2004;0,0517;0,0236;0,0109;0,0045;0,1778;0,0789;0,0227;0,0109;0,0009;0,0263;0,0068;0,0000;0,0671;0,0091;0,0009;0,0009;0,0245;0,0290;0,0000;0,0000;0,0662;0,1415;0,3075;282,01871493;39,145820;1,79679404;19074,210;38632,758
24;1027;311;548;0,0949;0,1095;0,0277;0,0136;0,0042;0,0009;0,0978;0,0240;0,0179;0,0080;0,0000;0,0127;0,0035;0,0000;0,0212;0,0085;0,0024;0,0000;0,0122;0,0108;0,0009;0,0000;0,0301;0,0653;0,1382;169,98834764;20,548217;0,91033223;10704,720;20465,680
24;1027;459;808;0,1400;0,1615;0,0409;0,0201;0,0062;0,0014;0,1441;0,0353;0,0263;0,0118;0,0000;0,0187;0,0052;0,0000;0,0312;0,0125;0,0035;0,0000;0,0180;0,0159;0,0014;0,0000;0,0444;0,0963;0,2037;250,64239343;30,297690;1,34225581;15783,768;30175,992
24;1027;662;1166;0,2020;0,2330;0,0590;0,0290;0,0090;0,0020;0,2080;0,0510;0,0380;0,0170;0,0000;0,0270;0,0076;0,0000;0,0450;0,0180;0,0050;0,0000;0,0260;0,0230;0,0020;0,0000;0,0640;0,1390;0,2940;361,67733540;43,719611;1,93687708;22776,000;43544,000
24;1027;662;1166;0,2020;0,2330;0,0590;0,0290;0,0090;0,0020;0,2080;0,0510;0,0380;0,0170;0,0000;0,0270;0,0076;0,0000;0,0450;0,0180;0,0050;0,0000;0,0260;0,0230;0,0020;0,0000;0,0640;0,1390;0,2940;361,67733540;43,719611;1,93687708;22776,000;43544,000
25;1028;363;826;0,0875;0,1115;0,0261;0,0203;0,0052;0,0016;0,1219;0,0323;0,0141;0,0156;0,0000;0,0141;0,0030;0,0005;0,0240;0,0115;0,0000;0,0000;0,0125;0,0188;0,0005;0,0000;0,0307;0,0563;0,2246;245,48002584;22,055040;1,25499240;9709,877;20110,079
25;1028;697;1585;0,1680;0,2140;0,0500;0,0390;0,0100;0,0030;0,2340;0,0620;0,0270;0,0300;0,0000;0,0270;0,0057;0,0010;0,0460;0,0220;0,0000;0,0000;0,0240;0,0360;0,0010;0,0000;0,0590;0,1080;0,4310;471,17087494;42,332130;2,40881459;18637,000;38599,000
25;1028;441;1002;0,1062;0,1352;0,0316;0,0246;0,0063;0,0019;0,1479;0,0392;0,0171;0,0190;0,0000;0,0171;0,0036;0,0006;0,0291;0,0139;0,0000;0,0000;0,0152;0,0228;0,0006;0,0000;0,0373;0,0683;0,2724;297,77999296;26,753906;1,52237082;11778,584;24394,568
25;1028;697;1585;0,1680;0,2140;0,0500;0,0390;0,0100;0,0030;0,2340;0,0620;0,0270;0,0300;0,0000;0,0270;0,0057;0,0010;0,0460;0,0220;0,0000;0,0000;0,0240;0,0360;0,0010;0,0000;0,0590;0,1080;0,4310;471,17087494;42,332130;2,40881459;18637,000;38599,000
26;1029;367;730;0,0970;0,1045;0,0277;0,0192;0,0064;0,0005;0,1061;0,0416;0,0133;0,0117;0,0005;0,0171;0,0062;0,0005;0,0325;0,0085;0,0005;0,0000;0,0139;0,0235;0,0005;0,0000;0,0426;0,0746;0,1604;340,35915535;22,730739;1,12167435;9611,056;20373,925
26;1029;688;1370;0,1820;0,1960;0,0520;0,0360;0,0120;0,0010;0,1990;0,0780;0,0250;0,0220;0,0010;0,0320;0,0116;0,0010;0,0610;0,0160;0,0010;0,0000;0,0260;0,0440;0,0010;0,0000;0,0800;0,1400;0,3010;638,57252410;42,646789;2,10445469;18032,000;38225,000
26;1029;688;1370;0,1820;0,1960;0,0520;0,0360;0,0120;0,0010;0,1990;0,0780;0,0250;0,0220;0,0010;0,0320;0,0116;0,0010;0,0610;0,0160;0,0010;0,0000;0,0260;0,0440;0,0010;0,0000;0,0800;0,1400;0,3010;638,57252410;42,646789;2,10445469;18032,000;38225,000
27;1030;381;825;0,1371;0,1587;0,0499;0,0231;0,0171;0,0015;0,1326;0,0454;0,0134;0,0119;0,0045;0,0216;0,0029;0,0015;0,0410;0,0104;0,0000;0,0015;0,0231;0,0469;0,0015;0,0000;0,0730;0,0946;0,2391;459,18413436;31,524085;1,64943000;10378,595;22703,875
27;1030;511;1107;0,1840;0,2130;0,0670;0,0310;0,0230;0,0020;0,1780;0,0610;0,0180;0,0160;0,0060;0,0290;0,0039;0,0020;0,0550;0,0140;0,0000;0,0020;0,0310;0,0630;0,0020;0,0000;0,0980;0,1270;0,3210;616,35454277;42,314208;2,21400000;13931,000;30475,000
27;1030;511;1107;0,1840;0,2130;0,0670;0,0310;0,0230;0,0020;0,1780;0,0610;0,0180;0,0160;0,0060;0,0290;0,0039;0,0020;0,0550;0,0140;0,0000;0,0020;0,0310;0,0630;0,0020;0,0000;0,0980;0,1270;0,3210;616,35454277;42,314208;2,21400000;13931,000;30475,000
27;1030;233;504;0,0837;0,0969;0,0305;0,0141;0,0105;0,0009;0,0810;0,0278;0,0082;0,0073;0,0027;0,0132;0,0018;0,0009;0,0250;0,0064;0,0000;0,0009;0,0141;0,0287;0,0009;0,0000;0,0446;0,0578;0,1461;280,44131696;19,252964;1,00737000;6338,605;13866,125
28;1031;492;922;0,1460;0,1668;0,0521;0,0209;0,0168;0,0016;0,1620;0,0585;0,0273;0,0088;0,0016;0,0265;0,0078;0,0024;0,0513;0,0056;0,0000;0,0024;0,0088;0,0337;0,0000;0,0000;0,0690;0,0994;0,2542;343,43257847;34,015739;1,60400000;10704,294;21718,160
