fid	COD_SEC	hog_troc	pob_troc	%una_mujer_pon	%un_hombre_pon	%una_muj_1_pon	%un_homb_1_pon	%una_muje__pon	%un_hombr__pon	%dos_adult_pon	%dos_adul__pon	%dos_adu_1_pon	%dos_adu_2_pon	%dos_adu_3_pon	%dos_adu_4_pon	%dos_adu_5_pon	%dos_adu_6_pon	%tres_adul_pon	%dos_adu_7_pon	%dos_adu_8_pon	%dos_adu_9_pon	%cuatro_ad_pon	%cinco_o_m_pon	%hogar_15__pon	%hogar_con_pon	%pob_15_pon	%pob_65_pon	%pob_ext_pon	Densidad_pon	Edad_Prome_pon	per_hog_sec_pon	renta_per_sec_pon	renta_hog_sec_pon	fid	COD_SEC	Código_es	nombre_est	
1	1001	193	381	0,0451	0,0595	0,0317	0,0144	0,0016	0,0016	0,0504	0,0389	0,0095	0,0082	0,0007	0,0121	0,0044	0,0007	0,0206	0,0026	0,0007	0,0007	0,0088	0,0137	0	0,001	0,0235	0,0752	0,0837	5,96767992	15,475677	0,69013587	8512,464	18290,418	1	1001	211	Noviciado	ok
1	1001	25	50	0,0059	0,0078	0,0042	0,0019	0,0002	0,0002	0,0066	0,0051	0,0012	0,0011	0,0001	0,0016	0,0006	0,0001	0,0027	0,0003	0,0001	0,0001	0,0012	0,0018	0	0,0001	0,0031	0,0099	0,011	0,78474079	2,035028	0,09075181	1119,376	2405,162	1	1001	308	Plaza de España	ok
1	1001	173	343	0,0406	0,0535	0,0285	0,0129	0,0015	0,0015	0,0453	0,035	0,0085	0,0074	0,0006	0,0109	0,004	0,0006	0,0185	0,0024	0,0006	0,0006	0,0079	0,0123	0	0,0009	0,0212	0,0676	0,0753	5,365437	13,913911	0,62048913	7653,408	16444,596	1	1001	210	Santo Domingo	ok
1	1001	70	137	0,0163	0,0215	0,0114	0,0052	0,0006	0,0006	0,0182	0,014	0,0034	0,003	0,0002	0,0044	0,0016	0,0002	0,0074	0,0009	0,0002	0,0002	0,0032	0,005	0	0,0004	0,0085	0,0271	0,0302	2,15347471	5,584495	0,24903986	3071,776	6600,212	1	1001	626	Puerta del Ángel	ok
1	1001	70	137	0,0163	0,0215	0,0114	0,0052	0,0006	0,0006	0,0182	0,014	0,0034	0,003	0,0002	0,0044	0,0016	0,0002	0,0074	0,0009	0,0002	0,0002	0,0032	0,005	0	0,0004	0,0085	0,0271	0,0302	2,15347471	5,584495	0,24903986	3071,776	6600,212	1	1001	625	Príncipe Pío	ok
1	1001	70	137	0,0163	0,0215	0,0114	0,0052	0,0006	0,0006	0,0182	0,014	0,0034	0,003	0,0002	0,0044	0,0016	0,0002	0,0074	0,0009	0,0002	0,0002	0,0032	0,005	0	0,0004	0,0085	0,0271	0,0302	2,15347471	5,584495	0,24903986	3071,776	6600,212	1	1001	209	Ópera	ok
1	1001	8	16	0,0019	0,0025	0,0014	0,0006	0,0001	0,0001	0,0022	0,0017	0,0004	0,0004	0	0,0005	0,0002	0	0,0009	0,0001	0	0	0,0004	0,0006	0	0	0,001	0,0032	0,0036	0,255497	0,662567	0,0295471	364,448	783,076	1	1001	309	Ventura Rodríguez	ok
2	1002	363	694	0,1525	0,1596	0,0494	0,0219	0,0056	0	0,1377	0,0381	0,0134	0,0056	0	0,0148	0,0027	0	0,0466	0,0134	0,0028	0,0014	0,0219	0,0162	0,0014	0	0,0402	0,0981	0,2316	249,4887691	29,893374	1,36345383	13327,868	27099,81	2	1002	211	Noviciado	ok
2	1002	424	810	0,178	0,1862	0,0577	0,0255	0,0066	0	0,1607	0,0445	0,0157	0,0066	0	0,0173	0,0032	0	0,0544	0,0157	0,0033	0,0016	0,0255	0,019	0,0016	0	0,047	0,1145	0,2703	291,1880251	34,889717	1,59133988	15555,472	31629,24	2	1002	308	Plaza de España	ok
2	1002	514	983	0,216	0,226	0,07	0,031	0,008	0	0,195	0,054	0,019	0,008	0	0,021	0,0039	0	0,066	0,019	0,004	0,002	0,031	0,023	0,002	0	0,057	0,139	0,328	353,3835256	42,341889	1,93123772	18878	38385	2	1002	210	Santo Domingo	ok
2	1002	514	983	0,216	0,226	0,07	0,031	0,008	0	0,195	0,054	0,019	0,008	0	0,021	0,0039	0	0,066	0,019	0,004	0,002	0,031	0,023	0,002	0	0,057	0,139	0,328	353,3835256	42,341889	1,93123772	18878	38385	2	1002	307	Callao	ok
2	1002	514	983	0,216	0,226	0,07	0,031	0,008	0	0,195	0,054	0,019	0,008	0	0,021	0,0039	0	0,066	0,019	0,004	0,002	0,031	0,023	0,002	0	0,057	0,139	0,328	353,3835256	42,341889	1,93123772	18878	38385	2	1002	209	Ópera	ok
2	1002	446	853	0,1875	0,1962	0,0608	0,0269	0,0069	0	0,1693	0,0469	0,0165	0,0069	0	0,0182	0,0034	0	0,0573	0,0165	0,0035	0,0017	0,0269	0,02	0,0017	0	0,0495	0,1207	0,2847	306,7369002	36,75276	1,67631434	16386,104	33318,18	2	1002	309	Ventura Rodríguez	ok
3	1003	964	1870	0,17	0,209	0,086	0,047	0,004	0,004	0,166	0,081	0,02	0,013	0,004	0,03	0,001	0,002	0,054	0,024	0,001	0	0,032	0,051	0,001	0	0,058	0,166	0,359	270,0542024	43,79571	2,03482046	19309	40644	3	1003	211	Noviciado	ok
3	1003	947	1836	0,1669	0,2052	0,0845	0,0462	0,0039	0,0039	0,163	0,0795	0,0196	0,0128	0,0039	0,0295	0,001	0,002	0,053	0,0236	0,001	0	0,0314	0,0501	0,001	0	0,057	0,163	0,3525	265,1932267	43,007387	1,99819369	18961,438	39912,408	3	1003	308	Plaza de España	ok
3	1003	708	1373	0,1248	0,1534	0,0631	0,0345	0,0029	0,0029	0,1218	0,0595	0,0147	0,0095	0,0029	0,022	0,0008	0,0015	0,0396	0,0176	0,0007	0	0,0235	0,0374	0,0007	0	0,0426	0,1218	0,2635	198,2197846	32,146051	1,49355822	14172,806	29832,696	3	1003	210	Santo Domingo	ok
3	1003	964	1870	0,17	0,209	0,086	0,047	0,004	0,004	0,166	0,081	0,02	0,013	0,004	0,03	0,001	0,002	0,054	0,024	0,001	0	0,032	0,051	0,001	0	0,058	0,166	0,359	270,0542024	43,79571	2,03482046	19309	40644	3	1003	307	Callao	ok
3	1003	708	1373	0,1248	0,1534	0,0631	0,0345	0,0029	0,0029	0,1218	0,0595	0,0147	0,0095	0,0029	0,022	0,0008	0,0015	0,0396	0,0176	0,0007	0	0,0235	0,0374	0,0007	0	0,0426	0,1218	0,2635	198,2197846	32,146051	1,49355822	14172,806	29832,696	3	1003	209	Ópera	ok
3	1003	603	1171	0,1064	0,1308	0,0538	0,0294	0,0025	0,0025	0,1039	0,0507	0,0125	0,0081	0,0025	0,0188	0,0006	0,0013	0,0338	0,015	0,0006	0	0,02	0,0319	0,0006	0	0,0363	0,1039	0,2247	169,0539307	27,416114	1,27379761	12087,434	25443,144	3	1003	309	Ventura Rodríguez	ok
4	1004	621	1214	0,1563	0,1441	0,0917	0,0524	0,0103	0,0019	0,1563	0,0964	0,0271	0,0084	0,0103	0,0328	0,0042	0	0,0636	0,0243	0,0028	0	0,0225	0,0271	0,0047	0,0019	0,0674	0,2125	0,2209	244,9829833	43,888	1,93928435	30050,28	61647,768	4	1004	308	Plaza de España	ok
4	1004	663	1297	0,167	0,154	0,098	0,056	0,011	0,002	0,167	0,103	0,029	0,009	0,011	0,035	0,0045	0	0,068	0,026	0,003	0	0,024	0,029	0,005	0,002	0,072	0,227	0,236	261,7339565	46,888889	2,07188498	32105	65863	4	1004	210	Santo Domingo	ok
4	1004	278	545	0,0701	0,0647	0,0412	0,0235	0,0046	0,0008	0,0701	0,0433	0,0122	0,0038	0,0046	0,0147	0,0019	0	0,0286	0,0109	0,0013	0	0,0101	0,0122	0,0021	0,0008	0,0302	0,0953	0,0991	109,9282617	19,693333	0,87019169	13484,1	27662,46	4	1004	307	Callao	ok
4	1004	663	1297	0,167	0,154	0,098	0,056	0,011	0,002	0,167	0,103	0,029	0,009	0,011	0,035	0,0045	0	0,068	0,026	0,003	0	0,024	0,029	0,005	0,002	0,072	0,227	0,236	261,7339565	46,888889	2,07188498	32105	65863	4	1004	209	Ópera	ok
4	1004	278	545	0,0701	0,0647	0,0412	0,0235	0,0046	0,0008	0,0701	0,0433	0,0122	0,0038	0,0046	0,0147	0,0019	0	0,0286	0,0109	0,0013	0	0,0101	0,0122	0,0021	0,0008	0,0302	0,0953	0,0991	109,9282617	19,693333	0,87019169	13484,1	27662,46	4	1004	309	Ventura Rodríguez	ok
5	1006	451	826	0,0755	0,0976	0,0452	0,0279	0,0048	0	0,0861	0,0438	0,0096	0,0101	0,001	0,0125	0,0031	0	0,0274	0,013	0	0,0005	0,012	0,0125	0	0	0,0289	0,0986	0,1106	172,7254369	22,619113	0,92227455	12765,74	24723,4	5	1006	210	Santo Domingo	ok
5	1006	938	1718	0,157	0,203	0,094	0,058	0,01	0	0,179	0,091	0,02	0,021	0,002	0,026	0,0064	0	0,057	0,027	0	0,001	0,025	0,026	0	0	0,06	0,205	0,23	359,0965424	47,025184	1,91741071	26540	51400	5	1006	112	Sol	ok
5	1006	410	751	0,0686	0,0887	0,0411	0,0253	0,0044	0	0,0782	0,0398	0,0087	0,0092	0,0009	0,0114	0,0028	0	0,0249	0,0118	0	0,0004	0,0109	0,0114	0	0	0,0262	0,0896	0,1005	156,925189	20,550005	0,83790848	11597,98	22461,8	5	1006	307	Callao	ok
5	1006	283	519	0,0474	0,0613	0,0284	0,0175	0,003	0	0,0541	0,0275	0,006	0,0063	0,0006	0,0079	0,0019	0	0,0172	0,0082	0	0,0003	0,0076	0,0079	0	0	0,0181	0,0619	0,0695	108,4471558	14,201606	0,57905804	8015,08	15522,8	5	1006	209	Ópera	ok
6	1007	467	832	0,143	0,195	0,113	0,045	0,015	0,002	0,186	0,092	0,03	0,009	0,006	0,024	0,0064	0,004	0,071	0,013	0,002	0	0,026	0,017	0	0	0,073	0,21	0,214	396,2738452	46,488519	1,90825688	22671	44200	6	1007	209	Ópera	ok
7	1008	438	800	0,162	0,205	0,087	0,053	0,011	0,005	0,16	0,107	0,032	0,016	0,002	0,03	0,0046	0	0,066	0,011	0,002	0	0,025	0,021	0	0	0,067	0,231	0,241	292,1908445	48,022534	1,99501247	23970	48841	7	1008	517	La Latina	ok
7	1008	244	446	0,0904	0,1144	0,0485	0,0296	0,0061	0,0028	0,0893	0,0597	0,0179	0,0089	0,0011	0,0167	0,0025	0	0,0368	0,0061	0,0011	0	0,014	0,0117	0	0	0,0374	0,1289	0,1345	163,0424913	26,796574	1,11321696	13375,26	27253,278	7	1008	113	Tirso de Molina	ok
7	1008	410	749	0,1516	0,1919	0,0814	0,0496	0,0103	0,0047	0,1498	0,1002	0,03	0,015	0,0019	0,0281	0,0043	0	0,0618	0,0103	0,0019	0	0,0234	0,0197	0	0	0,0627	0,2162	0,2256	273,4906305	44,949091	1,86733167	22435,92	45715,176	7	1008	209	Ópera	ok
8	1009	479	883	0,1066	0,124	0,0491	0,0271	0,0129	0,0026	0,115	0,0607	0,0258	0,0155	0,0026	0,0207	0,0017	0,0006	0,0465	0,0078	0,0019	0	0,0168	0,0078	0	0	0,0581	0,1286	0,1402	132,588243	29,498301	1,22480166	14865,752	28691,444	8	1009	517	La Latina	ok
8	1009	156	287	0,0347	0,0403	0,016	0,0088	0,0042	0,0008	0,0374	0,0197	0,0084	0,005	0,0008	0,0067	0,0006	0,0002	0,0151	0,0025	0,0006	0	0,0055	0,0025	0	0	0,0189	0,0418	0,0456	43,10144124	9,589231	0,39815534	4832,52	9326,94	8	1009	113	Tirso de Molina	ok
8	1009	571	1054	0,1272	0,148	0,0586	0,0324	0,0154	0,0031	0,1372	0,0725	0,0308	0,0185	0,0031	0,0247	0,0021	0,0008	0,0555	0,0093	0,0023	0	0,02	0,0093	0	0	0,0694	0,1534	0,1673	158,2438628	35,206177	1,46179889	17742,252	34243,194	8	1009	209	Ópera	ok
9	1011	210	388	0,0621	0,0632	0,027	0,0183	0,0063	0,0007	0,0709	0,0263	0,0098	0,0046	0,0007	0,013	0,0018	0,0018	0,0204	0,0028	0,0018	0	0,0077	0,0112	0	0,0007	0,0239	0,0642	0,0821	85,06093131	15,972349	0,67392	7499,817	14598,441	9	1011	517	La Latina	ok
9	1011	599	1104	0,177	0,18	0,077	0,052	0,018	0,002	0,202	0,075	0,028	0,013	0,002	0,037	0,005	0,005	0,058	0,008	0,005	0	0,022	0,032	0	0,002	0,068	0,183	0,234	242,3388356	45,505268	1,92	21367	41591	9	1011	113	Tirso de Molina	ok
10	1012	376	734	0,1754	0,1976	0,0598	0,027	0,0145	0,0029	0,1832	0,0665	0,0251	0,0096	0,0029	0,0202	0,0025	0	0,0694	0,0096	0,0029	0	0,0347	0,0598	0	0,0029	0,0549	0,1562	0,2796	308,0467782	42,119931	2,00987397	17941,004	37512,132	10	1012	517	La Latina	ok
10	1012	390	761	0,182	0,205	0,062	0,028	0,015	0,003	0,19	0,069	0,026	0,01	0,003	0,021	0,0026	0	0,072	0,01	0,003	0	0,036	0,062	0	0,003	0,057	0,162	0,29	319,5505998	43,692875	2,08493151	18611	38913	10	1012	113	Tirso de Molina	ok
11	1013	221	389	0,0691	0,0778	0,025	0,0083	0,0019	0,0003	0,0614	0,0163	0,0086	0,0061	0,001	0,0074	0,0009	0	0,0154	0,0022	0,0003	0	0,0093	0,0083	0	0	0,0227	0,0432	0,0896	124,9438088	13,662926	0,59815385	5374,72	10256,64	11	1013	517	La Latina	ok
11	1013	691	1215	0,216	0,243	0,078	0,026	0,006	0,001	0,192	0,051	0,027	0,019	0,003	0,023	0,0029	0	0,048	0,007	0,001	0	0,029	0,026	0	0	0,071	0,135	0,28	390,4494025	42,696643	1,86923077	16796	32052	11	1013	518	Puerta de Toledo	ok
11	1013	665	1169	0,2078	0,2338	0,075	0,025	0,0058	0,001	0,1847	0,0491	0,026	0,0183	0,0029	0,0221	0,0028	0	0,0462	0,0067	0,001	0	0,0279	0,025	0	0	0,0683	0,1299	0,2694	375,6123252	41,07417	1,7982	16157,752	30834,024	11	1013	113	Tirso de Molina	ok
12	1014	750	1393	0,181	0,195	0,069	0,036	0,023	0,005	0,183	0,083	0,027	0,023	0,004	0,035	0,0107	0,001	0,069	0,017	0	0	0,024	0,013	0	0,001	0,085	0,172	0,194	511,1533039	44,509104	1,98150782	19964	40316	12	1014	517	La Latina	ok
12	1014	749	1392	0,1808	0,1948	0,0689	0,036	0,023	0,005	0,1828	0,0829	0,027	0,023	0,004	0,035	0,0107	0,001	0,0689	0,017	0	0	0,024	0,013	0	0,001	0,0849	0,1718	0,1938	510,6421506	44,464595	1,97952632	19944,036	40275,684	12	1014	518	Puerta de Toledo	ok
13	1015	778	1721	0,17	0,17	0,087	0,04	0,012	0,003	0,216	0,09	0,03	0,023	0,001	0,031	0,0051	0,003	0,055	0,017	0	0,001	0,027	0,018	0,001	0,001	0,057	0,18	0,282	453,3368574	46,98462	2,3478854	21853	42673	13	1015	517	La Latina	ok
13	1015	268	594	0,0587	0,0587	0,03	0,0138	0,0041	0,001	0,0745	0,0311	0,0104	0,0079	0,0003	0,0107	0,0018	0,001	0,019	0,0059	0	0,0003	0,0093	0,0062	0,0003	0,0003	0,0197	0,0621	0,0973	156,4012158	16,209694	0,81002046	7539,285	14722,185	13	1015	518	Puerta de Toledo	ok
14	1016	561	1049	0,1492	0,191	0,0656	0,0257	0,0067	0,0048	0,2071	0,0865	0,0418	0,0143	0,0019	0,0238	0,0113	0	0,0466	0,0323	0,0019	0,0019	0,0181	0,0181	0	0,0019	0,0646	0,1549	0,2157	425,5359161	42,633538	1,86951872	20560,85	40929,8	14	1016	517	La Latina	ok
15	1018	72	128	0,0114	0,0142	0,009	0,004	0,0011	0,0004	0,0121	0,0066	0,0027	0,0014	0,0002	0,0027	0,0003	0,0001	0,0034	0,0008	0,0001	0	0,0012	0,0012	0	0	0,0053	0,0172	0,0116	8,72046581	3,521786	0,13807204	1616,439	3069,577	15	1018	517	La Latina	ok
15	1018	145	259	0,0229	0,0285	0,0181	0,0081	0,0022	0,0007	0,0244	0,0134	0,0054	0,0028	0,0004	0,0054	0,0006	0,0001	0,0069	0,0016	0,0001	0	0,0025	0,0025	0	0	0,0107	0,0345	0,0234	17,56039006	7,091816	0,27803548	3255,021	6181,203	15	1018	518	Puerta de Toledo	ok
16	1019	339	606	0,0967	0,0696	0,043	0,0121	0,0089	0,0019	0,1041	0,0444	0,0149	0,0047	0,0005	0,0121	0,0013	0,0019	0,0257	0,0084	0,0005	0,0005	0,0098	0,0056	0	0	0,029	0,0934	0,0775	147,5057593	21,811854	0,88750512	10340,781	19665,37	16	1019	518	Puerta de Toledo	ok
17	1020	393	722	0,0953	0,1307	0,0447	0,0238	0,0087	0,0035	0,0912	0,0505	0,0186	0,0093	0,0017	0,0215	0,0034	0,0017	0,0378	0,0087	0,0006	0,0006	0,0145	0,0122	0	0,0017	0,0459	0,1116	0,1139	195,4944655	26,451042	1,11876279	10851,337	21022,323	17	1020	517	La Latina	ok
17	1020	677	1242	0,164	0,225	0,077	0,041	0,015	0,006	0,157	0,087	0,032	0,016	0,003	0,037	0,0059	0,003	0,065	0,015	0,001	0,001	0,025	0,021	0	0,003	0,079	0,192	0,196	336,4792865	45,526751	1,9255814	18677	36183	17	1020	518	Puerta de Toledo	ok
18	1021	567	1161	0,1042	0,1122	0,0558	0,0267	0,0074	0,0019	0,1128	0,0546	0,0136	0,0062	0,0006	0,0285	0,0041	0,0019	0,0353	0,0174	0,0019	0,0006	0,0143	0,0192	0,0006	0,0006	0,0409	0,1271	0,1159	223,4727316	29,160109	1,34488992	13155,16	27033,86	18	1021	517	La Latina	ok
18	1021	914	1872	0,168	0,181	0,09	0,043	0,012	0,003	0,182	0,088	0,022	0,01	0,001	0,046	0,0066	0,003	0,057	0,028	0,003	0,001	0,023	0,031	0,001	0,001	0,066	0,205	0,187	360,4398896	47,032434	2,16917729	21218	43603	18	1021	518	Puerta de Toledo	ok
19	1022	489	924	0,1513	0,1412	0,0579	0,0239	0,0138	0,0022	0,1224	0,0586	0,0174	0,0152	0,0043	0,0217	0,0043	0,0022	0,0362	0,0181	0,0007	0,0007	0,0138	0,0181	0	0	0,0594	0,1231	0,1752	203,43531	32,2101	1,42785781	13498,98	26782,208	19	1022	517	La Latina	ok
19	1022	676	1276	0,209	0,195	0,08	0,033	0,019	0,003	0,169	0,081	0,024	0,021	0,006	0,03	0,0059	0,003	0,05	0,025	0,001	0,001	0,019	0,025	0	0	0,082	0,17	0,242	280,9879972	44,489088	1,97217929	18645	36992	19	1022	519	Acacias	ok
19	1022	376	709	0,1162	0,1084	0,0445	0,0183	0,0106	0,0017	0,094	0,045	0,0133	0,0117	0,0033	0,0167	0,0033	0,0017	0,0278	0,0139	0,0006	0,0006	0,0106	0,0139	0	0	0,0456	0,0945	0,1346	156,2293264	24,735933	1,09653168	10366,62	20567,552	19	1022	518	Puerta de Toledo	ok
20	1023	796	1433	0,211	0,217	0,054	0,028	0,015	0,003	0,216	0,062	0,025	0,016	0,005	0,018	0,0025	0	0,057	0,01	0,003	0,001	0,03	0,026	0,001	0	0,079	0,129	0,323	674,9803957	42,378033	1,97111417	16937	33875	20	1023	517	La Latina	ok
20	1023	796	1433	0,211	0,217	0,054	0,028	0,015	0,003	0,216	0,062	0,025	0,016	0,005	0,018	0,0025	0	0,057	0,01	0,003	0,001	0,03	0,026	0,001	0	0,079	0,129	0,323	674,9803957	42,378033	1,97111417	16937	33875	20	1023	518	Puerta de Toledo	ok
21	1024	708	1229	0,22	0,236	0,052	0,035	0,008	0,001	0,216	0,052	0,021	0,018	0	0,028	0,0085	0,001	0,049	0,01	0,001	0	0,021	0,018	0	0	0,056	0,129	0,29	630,6625863	42,767516	1,81268437	19666	36018	21	1024	517	La Latina	ok
21	1024	708	1229	0,22	0,236	0,052	0,035	0,008	0,001	0,216	0,052	0,021	0,018	0	0,028	0,0085	0,001	0,049	0,01	0,001	0	0,021	0,018	0	0	0,056	0,129	0,29	630,6625863	42,767516	1,81268437	19666	36018	21	1024	518	Puerta de Toledo	ok
21	1024	636	1104	0,1976	0,2119	0,0467	0,0314	0,0072	0,0009	0,194	0,0467	0,0189	0,0162	0	0,0251	0,0076	0,0009	0,044	0,009	0,0009	0	0,0189	0,0162	0	0	0,0503	0,1158	0,2604	566,3350025	38,405229	1,62779056	17660,068	32344,164	21	1024	113	Tirso de Molina	ok
22	1025	507	1067	0,17	0,17	0,059	0,041	0,014	0,002	0,201	0,071	0,034	0,026	0,002	0,02	0,0099	0,004	0,075	0,01	0,004	0	0,037	0,051	0	0	0,081	0,138	0,295	270,2898102	42,984904	2,23689728	21902	49280	22	1025	517	La Latina	ok
22	1025	507	1067	0,17	0,17	0,059	0,041	0,014	0,002	0,201	0,071	0,034	0,026	0,002	0,02	0,0099	0,004	0,075	0,01	0,004	0	0,037	0,051	0	0	0,081	0,138	0,295	270,2898102	42,984904	2,23689728	21902	49280	22	1025	113	Tirso de Molina	ok
23	1026	787	1434	0,1717	0,2168	0,0559	0,0255	0,0118	0,0049	0,1923	0,0853	0,0245	0,0118	0,001	0,0284	0,0073	0	0,0726	0,0098	0,001	0,001	0,0265	0,0314	0	0	0,0716	0,153	0,3326	305,0279596	42,339635	1,94339024	20630,43	41784,714	23	1026	517	La Latina	ok
23	1026	802	1462	0,175	0,221	0,057	0,026	0,012	0,005	0,196	0,087	0,025	0,012	0,001	0,029	0,0075	0	0,074	0,01	0,001	0,001	0,027	0,032	0	0	0,073	0,156	0,339	310,9357386	43,159669	1,98102981	21030	42594	23	1026	113	Tirso de Molina	ok
23	1026	506	923	0,1104	0,1395	0,036	0,0164	0,0076	0,0032	0,1237	0,0549	0,0158	0,0076	0,0006	0,0183	0,0047	0	0,0467	0,0063	0,0006	0,0006	0,017	0,0202	0	0	0,0461	0,0984	0,2139	196,2004511	27,233751	1,25002981	13269,93	26876,814	23	1026	112	Sol	ok
23	1026	727	1326	0,1587	0,2004	0,0517	0,0236	0,0109	0,0045	0,1778	0,0789	0,0227	0,0109	0,0009	0,0263	0,0068	0	0,0671	0,0091	0,0009	0,0009	0,0245	0,029	0	0	0,0662	0,1415	0,3075	282,0187149	39,14582	1,79679404	19074,21	38632,758	23	1026	114	Antón Martín	ok
24	1027	311	548	0,0949	0,1095	0,0277	0,0136	0,0042	0,0009	0,0978	0,024	0,0179	0,008	0	0,0127	0,0035	0	0,0212	0,0085	0,0024	0	0,0122	0,0108	0,0009	0	0,0301	0,0653	0,1382	169,9883476	20,548217	0,91033223	10704,72	20465,68	24	1027	113	Tirso de Molina	ok
24	1027	459	808	0,14	0,1615	0,0409	0,0201	0,0062	0,0014	0,1441	0,0353	0,0263	0,0118	0	0,0187	0,0052	0	0,0312	0,0125	0,0035	0	0,018	0,0159	0,0014	0	0,0444	0,0963	0,2037	250,6423934	30,29769	1,34225581	15783,768	30175,992	24	1027	112	Sol	ok
24	1027	662	1166	0,202	0,233	0,059	0,029	0,009	0,002	0,208	0,051	0,038	0,017	0	0,027	0,0076	0	0,045	0,018	0,005	0	0,026	0,023	0,002	0	0,064	0,139	0,294	361,6773354	43,719611	1,93687708	22776	43544	24	1027	114	Antón Martín	ok
24	1027	662	1166	0,202	0,233	0,059	0,029	0,009	0,002	0,208	0,051	0,038	0,017	0	0,027	0,0076	0	0,045	0,018	0,005	0	0,026	0,023	0,002	0	0,064	0,139	0,294	361,6773354	43,719611	1,93687708	22776	43544	24	1027	305	Lavapiés	ok
25	1028	363	826	0,0875	0,1115	0,0261	0,0203	0,0052	0,0016	0,1219	0,0323	0,0141	0,0156	0	0,0141	0,003	0,0005	0,024	0,0115	0	0	0,0125	0,0188	0,0005	0	0,0307	0,0563	0,2246	245,4800258	22,05504	1,2549924	9709,877	20110,079	25	1028	517	La Latina	ok
25	1028	697	1585	0,168	0,214	0,05	0,039	0,01	0,003	0,234	0,062	0,027	0,03	0	0,027	0,0057	0,001	0,046	0,022	0	0	0,024	0,036	0,001	0	0,059	0,108	0,431	471,1708749	42,33213	2,40881459	18637	38599	25	1028	113	Tirso de Molina	ok
25	1028	441	1002	0,1062	0,1352	0,0316	0,0246	0,0063	0,0019	0,1479	0,0392	0,0171	0,019	0	0,0171	0,0036	0,0006	0,0291	0,0139	0	0	0,0152	0,0228	0,0006	0	0,0373	0,0683	0,2724	297,779993	26,753906	1,52237082	11778,584	24394,568	25	1028	114	Antón Martín	ok
25	1028	697	1585	0,168	0,214	0,05	0,039	0,01	0,003	0,234	0,062	0,027	0,03	0	0,027	0,0057	0,001	0,046	0,022	0	0	0,024	0,036	0,001	0	0,059	0,108	0,431	471,1708749	42,33213	2,40881459	18637	38599	25	1028	305	Lavapiés	ok
26	1029	367	730	0,097	0,1045	0,0277	0,0192	0,0064	0,0005	0,1061	0,0416	0,0133	0,0117	0,0005	0,0171	0,0062	0,0005	0,0325	0,0085	0,0005	0	0,0139	0,0235	0,0005	0	0,0426	0,0746	0,1604	340,3591554	22,730739	1,12167435	9611,056	20373,925	26	1029	517	La Latina	ok
26	1029	688	1370	0,182	0,196	0,052	0,036	0,012	0,001	0,199	0,078	0,025	0,022	0,001	0,032	0,0116	0,001	0,061	0,016	0,001	0	0,026	0,044	0,001	0	0,08	0,14	0,301	638,5725241	42,646789	2,10445469	18032	38225	26	1029	113	Tirso de Molina	ok
26	1029	688	1370	0,182	0,196	0,052	0,036	0,012	0,001	0,199	0,078	0,025	0,022	0,001	0,032	0,0116	0,001	0,061	0,016	0,001	0	0,026	0,044	0,001	0	0,08	0,14	0,301	638,5725241	42,646789	2,10445469	18032	38225	26	1029	305	Lavapiés	ok
27	1030	381	825	0,1371	0,1587	0,0499	0,0231	0,0171	0,0015	0,1326	0,0454	0,0134	0,0119	0,0045	0,0216	0,0029	0,0015	0,041	0,0104	0	0,0015	0,0231	0,0469	0,0015	0	0,073	0,0946	0,2391	459,1841344	31,524085	1,64943	10378,595	22703,875	27	1030	517	La Latina	ok
27	1030	511	1107	0,184	0,213	0,067	0,031	0,023	0,002	0,178	0,061	0,018	0,016	0,006	0,029	0,0039	0,002	0,055	0,014	0	0,002	0,031	0,063	0,002	0	0,098	0,127	0,321	616,3545428	42,314208	2,214	13931	30475	27	1030	518	Puerta de Toledo	ok
27	1030	511	1107	0,184	0,213	0,067	0,031	0,023	0,002	0,178	0,061	0,018	0,016	0,006	0,029	0,0039	0,002	0,055	0,014	0	0,002	0,031	0,063	0,002	0	0,098	0,127	0,321	616,3545428	42,314208	2,214	13931	30475	27	1030	113	Tirso de Molina	ok
27	1030	233	504	0,0837	0,0969	0,0305	0,0141	0,0105	0,0009	0,081	0,0278	0,0082	0,0073	0,0027	0,0132	0,0018	0,0009	0,025	0,0064	0	0,0009	0,0141	0,0287	0,0009	0	0,0446	0,0578	0,1461	280,441317	19,252964	1,00737	6338,605	13866,125	27	1030	305	Lavapiés	ok
28	1031	492	922	0,146	0,1668	0,0521	0,0209	0,0168	0,0016	0,162	0,0585	0,0273	0,0088	0,0016	0,0265	0,0078	0,0024	0,0513	0,0056	0	0,0024	0,0088	0,0337	0	0	0,069	0,0994	0,2542	343,4325785	34,015739	1,604	10704,294	21718,16	28	1031	517	La Latina	ok
28	1031	614	1150	0,182	0,208	0,065	0,026	0,021	0,002	0,202	0,073	0,034	0,011	0,002	0,033	0,0098	0,003	0,064	0,007	0	0,003	0,011	0,042	0	0	0,086	0,124	0,317	428,2201727	42,41364	2	13347	27080	28	1031	518	Puerta de Toledo	ok
