fid	COD_SEC	hog_troc	pob_troc	%una_mujer_pon	%un_hombre_pon	%una_muj_1_pon	%un_homb_1_pon	%una_muje__pon	%un_hombr__pon	%dos_adult_pon	%dos_adul__pon	%dos_adu_1_pon	%dos_adu_2_pon	%dos_adu_3_pon	%dos_adu_4_pon	%dos_adu_5_pon	%dos_adu_6_pon	%tres_adul_pon	%dos_adu_7_pon	%dos_adu_8_pon	%dos_adu_9_pon	%cuatro_ad_pon	%cinco_o_m_pon	%hogar_15__pon	%hogar_con_pon	%pob_15_pon	%pob_65_pon	%pob_ext_pon	Densidad_pon	Edad_Prome_pon	per_hog_sec_pon	renta_per_sec_pon	renta_hog_sec_pon	fid	COD_SEC	Código_es	nombre_est	
1641	13171	231	590	0,0446	0,0539	0,0539	0,0152	0,0218	0	0,0767	0,0588	0,0218	0,018	0,0087	0,0267	0,0064	0,0027	0,0462	0,0207	0,0011	0,0027	0,0228	0,0397	0	0,0011	0,0762	0,0892	0,1627	281,6577289	22,896057	1,46326551	5986,176	16138,304	1641	13171	120	Nueva Numancia	ok
1642	13172	351	904	0,0562	0,059	0,077	0,0194	0,0166	0	0,0929	0,0814	0,0252	0,0194	0,0086	0,0338	0,0207	0,0029	0,0648	0,0223	0,0058	0	0,0382	0,0698	0,0014	0,0043	0,0893	0,1224	0,2678	322,7087833	30,774706	1,94060086	7135,2	19366,56	1642	13172	121	Portazgo	ok
1642	13172	487	1256	0,078	0,082	0,107	0,027	0,023	0	0,129	0,113	0,035	0,027	0,012	0,047	0,0287	0,004	0,09	0,031	0,008	0	0,053	0,097	0,002	0,006	0,124	0,17	0,372	448,2066434	42,742647	2,69527897	9910	26898	1642	13172	120	Nueva Numancia	ok
1643	13173	298	818	0,0476	0,0724	0,0781	0,0149	0,0149	0,0014	0,088	0,076	0,027	0,0135	0,0036	0,0369	0,0152	0,0149	0,0589	0,0149	0,0099	0,0014	0,049	0,0696	0	0	0,0916	0,0951	0,245	563,1260226	29,098664	2,00963145	6504,31	18398,94	1643	13173	121	Portazgo	ok
1643	13173	410	1124	0,0654	0,0996	0,1074	0,0205	0,0205	0,002	0,121	0,1044	0,0371	0,0185	0,0049	0,0508	0,0209	0,0205	0,081	0,0205	0,0137	0,002	0,0673	0,0956	0	0	0,1259	0,1308	0,3367	774,0999973	40,000417	2,76253563	8941,136	25292,064	1643	13173	120	Nueva Numancia	ok
1644	13174	628	1562	0,105	0,129	0,075	0,029	0,024	0,003	0,142	0,099	0,048	0,016	0,005	0,053	0,0159	0,005	0,084	0,024	0,003	0,002	0,041	0,097	0	0,002	0,125	0,144	0,337	560,7164384	41,652593	2,62521008	10653	27922	1644	13174	120	Nueva Numancia	ok
1645	13175	578	1460	0,087	0,109	0,087	0,029	0,019	0,002	0,157	0,09	0,054	0,019	0,009	0,052	0,0311	0,002	0,078	0,026	0,007	0,002	0,045	0,097	0	0	0,134	0,148	0,324	651,0477781	41,488651	2,62589928	10563	28001	1645	13175	120	Nueva Numancia	ok
1646	13176	267	706	0,048	0,0624	0,0624	0,0206	0,0175	0	0,0643	0,0774	0,025	0,0218	0,0056	0,0449	0,0117	0,0044	0,0437	0,0131	0,0044	0,0087	0,0318	0,0524	0,0012	0,0012	0,0874	0,0955	0,209	425,4426829	25,83787	1,71033414	5989,152	16485,456	1646	13176	120	Nueva Numancia	ok
1656	13186	157	397	0,0182	0,0168	0,0145	0,0059	0,0035	0,0007	0,0263	0,0206	0,0078	0,0042	0,0014	0,0093	0,0021	0,0007	0,0142	0,0043	0,001	0,0005	0,0085	0,0116	0,0005	0	0,0221	0,0285	0,0503	30,07777995	7,377422	0,46146744	1861,307	4951,433	1656	13186	611	Conde de Casal	ok
1659	13190	199	481	0,0265	0,0292	0,0166	0,0067	0,0046	0,0005	0,0446	0,0131	0,0108	0,0062	0,0021	0,0108	0,0042	0,0014	0,0156	0,0071	0,0018	0,0005	0,0124	0,0143	0,0005	0,0002	0,0313	0,0242	0,0886	115,5890196	9,195775	0,57998795	2464,91	6216,21	1659	13190	119	Puente de Vallecas	ok
1660	13191	131	313	0,0148	0,0142	0,0176	0,0039	0,0022	0	0,0156	0,0262	0,0072	0,0062	0,0008	0,01	0,0018	0,0009	0,0123	0,0057	0,0009	0,0006	0,0059	0,0077	0	0	0,0165	0,0374	0,0322	61,11359339	7,08694	0,37227348	2181,102	5256,79	1660	13191	120	Nueva Numancia	ok
1661	13192	586	1423	0,108	0,123	0,089	0,027	0,031	0,002	0,13	0,08	0,049	0,041	0,007	0,049	0,0154	0,002	0,096	0,029	0,009	0,003	0,043	0,068	0	0	0,129	0,148	0,359	540,8572677	42,134525	2,55475763	10760	27697	1661	13192	120	Nueva Numancia	ok
1662	13193	528	1260	0,1111	0,1335	0,0726	0,0242	0,0197	0,0027	0,1326	0,0699	0,0439	0,0215	0,0108	0,0457	0,0137	0,0072	0,0484	0,0224	0,0063	0,0027	0,0439	0,0582	0,0018	0,0018	0,1219	0,1165	0,2849	445,3371451	37,197176	2,21401757	10382,848	25765,376	1662	13193	120	Nueva Numancia	ok
1662	13193	424	1012	0,0893	0,1073	0,0583	0,0194	0,0158	0,0022	0,1066	0,0562	0,0353	0,0173	0,0086	0,0367	0,011	0,0058	0,0389	0,018	0,005	0,0022	0,0353	0,0468	0,0014	0,0014	0,0979	0,0936	0,229	357,8602058	29,890588	1,77912127	8343,36	20704,32	1662	13193	119	Puente de Vallecas	ok
1663	13194	749	1624	0,14	0,15	0,072	0,028	0,029	0,005	0,172	0,083	0,041	0,019	0,009	0,041	0,0147	0,005	0,063	0,016	0,003	0,004	0,037	0,061	0,001	0,004	0,121	0,121	0,404	477,0702865	40,356821	2,39528024	10925	26043	1663	13194	120	Nueva Numancia	ok
1663	13194	742	1608	0,1386	0,1485	0,0713	0,0277	0,0287	0,005	0,1703	0,0822	0,0406	0,0188	0,0089	0,0406	0,0145	0,005	0,0624	0,0158	0,003	0,004	0,0366	0,0604	0,001	0,004	0,1198	0,1198	0,4	472,2995836	39,953253	2,37132743	10815,75	25782,57	1663	13194	119	Puente de Vallecas	ok
1664	13195	477	1140	0,128	0,14	0,073	0,019	0,013	0,006	0,164	0,071	0,057	0,019	0,006	0,061	0,0252	0,013	0,05	0,038	0	0,006	0,036	0,073	0,002	0	0,12	0,117	0,277	480,6934699	41,151354	2,46220302	12488	30999	1664	13195	120	Nueva Numancia	ok
1664	13195	477	1140	0,128	0,14	0,073	0,019	0,013	0,006	0,164	0,071	0,057	0,019	0,006	0,061	0,0252	0,013	0,05	0,038	0	0,006	0,036	0,073	0,002	0	0,12	0,117	0,277	480,6934699	41,151354	2,46220302	12488	30999	1664	13195	119	Puente de Vallecas	ok
1665	13196	332	836	0,0738	0,0641	0,0561	0,0201	0,0037	0,0012	0,0817	0,0592	0,0323	0,0189	0,0037	0,0348	0,0168	0,0037	0,0415	0,0171	0,0067	0,0012	0,0226	0,0512	0	0,0012	0,0756	0,0897	0,2361	277,5233255	25,430292	1,61332046	7002,19	18809,35	1665	13196	120	Nueva Numancia	ok
1665	13196	545	1370	0,121	0,105	0,092	0,033	0,006	0,002	0,134	0,097	0,053	0,031	0,006	0,057	0,0275	0,006	0,068	0,028	0,011	0,002	0,037	0,084	0	0,002	0,124	0,147	0,387	454,9562714	41,689003	2,64478765	11479	30835	1665	13196	119	Puente de Vallecas	ok
1666	13197	696	1691	0,103	0,128	0,072	0,04	0,022	0,001	0,172	0,07	0,047	0,024	0,003	0,049	0,0115	0,011	0,076	0,022	0,011	0,003	0,049	0,083	0	0	0,118	0,133	0,396	348,0658172	40,740535	2,61764706	10569	27874	1666	13197	120	Nueva Numancia	ok
1666	13197	670	1628	0,0992	0,1233	0,0693	0,0385	0,0212	0,001	0,1656	0,0674	0,0453	0,0231	0,0029	0,0472	0,0111	0,0106	0,0732	0,0212	0,0106	0,0029	0,0472	0,0799	0	0	0,1136	0,1281	0,3813	335,187382	39,233135	2,52079412	10177,947	26842,662	1666	13197	119	Puente de Vallecas	ok
1667	13198	120	311	0,0159	0,0193	0,0259	0,0081	0,0033	0,001	0,0312	0,0364	0,0086	0,0052	0,0019	0,0183	0,0028	0,001	0,025	0,0067	0,001	0	0,0114	0,015	0	0	0,0271	0,0571	0,0321	39,21709218	11,147601	0,62415261	2978,332	7821,632	1667	13198	121	Portazgo	ok
1667	13198	471	1220	0,0626	0,0757	0,1018	0,0318	0,0131	0,0037	0,1224	0,1429	0,0336	0,0205	0,0075	0,0719	0,0111	0,0037	0,0981	0,0262	0,0037	0	0,0448	0,0588	0	0	0,1065	0,2242	0,1261	153,9023701	43,747309	2,44940562	11688,076	30694,976	1667	13198	123	Alto del Arenal	ok
1667	13198	178	461	0,0237	0,0286	0,0385	0,012	0,0049	0,0014	0,0462	0,054	0,0127	0,0078	0,0028	0,0272	0,0042	0,0014	0,0371	0,0099	0,0014	0	0,0169	0,0222	0	0	0,0402	0,0847	0,0477	58,16652747	16,534047	0,92573896	4417,442	11600,992	1667	13198	122	Buenos Aires	ok
1668	13199	584	1566	0,05	0,046	0,072	0,027	0,012	0,002	0,104	0,214	0,027	0,022	0,002	0,127	0,0103	0,003	0,111	0,086	0,007	0,003	0,046	0,027	0	0	0,074	0,278	0,076	286,1733204	50,151495	2,69535284	16392	43505	1668	13199	124	Miguel Hernández	ok
1684	13215	471	1141	0,091	0,106	0,074	0,042	0,017	0,002	0,155	0,096	0,072	0,036	0,011	0,047	0,0191	0,011	0,072	0,025	0,013	0,006	0,042	0,062	0	0	0,149	0,147	0,298	315,6271564	41,570319	2,56981982	9915	25470	1684	13215	124	Miguel Hernández	ok
1685	13216	70	155	0,0073	0,012	0,0008	0,0006	0,0017	0,0004	0,0133	0,0017	0,0061	0,0055	0,0003	0,0031	0,0016	0,0002	0,002	0,0025	0,0003	0	0,001	0,0013	0	0,0001	0,0106	0,0026	0,0079	2,04991498	2,2476	0,14998838	1045,072	2517,448	1685	13216	124	Miguel Hernández	ok
1686	13217	416	980	0,1114	0,0814	0,052	0,0183	0,0308	0,0029	0,1151	0,0506	0,0352	0,0205	0,0088	0,0271	0,0142	0,0081	0,0572	0,022	0,0037	0,0015	0,0257	0,0476	0	0	0,1056	0,0843	0,2155	196,5257648	29,219065	1,79162888	7821,11	19145,96	1686	13217	119	Puente de Vallecas	ok
1687	14002	92	219	0,0108	0,0154	0,0166	0,0056	0,0034	0,0008	0,0233	0,023	0,009	0,0046	0,0007	0,0079	0,0044	0,0007	0,0149	0,0072	0,0003	0,0003	0,0072	0,0079	0	0	0,0177	0,033	0,0326	15,6671768	7,387625	0,39824319	2034,912	4946,732	1687	14002	918	Pavones	ok
1688	14003	444	1074	0,0515	0,0646	0,0998	0,027	0,0123	0,0033	0,1088	0,1448	0,036	0,0196	0,0106	0,0409	0,0151	0,0049	0,0736	0,0229	0,0106	0,0016	0,0319	0,0393	0,0016	0	0,0998	0,2012	0,1669	55,64858966	38,731259	2,0774352	10423,774	26152,278	1688	14003	918	Pavones	ok
1689	14004	464	1185	0,045	0,065	0,147	0,028	0,011	0,004	0,114	0,198	0,039	0,041	0	0,041	0,0237	0,002	0,091	0,043	0,004	0,002	0,039	0,058	0,004	0	0,096	0,277	0,124	248,895465	50,16859	2,58169935	15537	38773	1689	14004	918	Pavones	ok
1690	14005	306	718	0,059	0,059	0,16	0,033	0,007	0,003	0,101	0,229	0,049	0,046	0	0,036	0,0065	0,003	0,085	0,029	0,003	0,003	0,036	0,049	0	0,003	0,104	0,331	0,126	156,0455468	50,982143	2,39333333	15569	37211	1690	14005	918	Pavones	ok
1691	14006	255	620	0,063	0,051	0,141	0,039	0,016	0,004	0,118	0,196	0,039	0,035	0,004	0,051	0,0157	0,008	0,118	0,035	0,004	0	0,031	0,031	0	0	0,101	0,309	0,079	268,3305337	51,645455	2,48	14555	36535	1691	14006	918	Pavones	ok
1693	14012	252	552	0,029	0,0243	0,0648	0,0189	0,0058	0,0019	0,0332	0,0803	0,0158	0,012	0,0042	0,0181	0,0077	0,0012	0,0386	0,0081	0,0012	0,0008	0,012	0,0081	0	0	0,0455	0,1316	0,0625	117,268718	19,963783	0,86307188	5950,962	13291,524	1693	14012	917	Artilleros	ok
1694	14013	407	946	0,0319	0,0464	0,1634	0,0251	0,0068	0,0019	0,0532	0,3007	0,0319	0,0367	0,0019	0,0551	0,0092	0,0097	0,0899	0,0484	0	0,0019	0,03	0,0232	0	0	0,087	0,3907	0,0754	157,7332471	52,555962	2,3010365	19222,993	45806,79	1694	14013	917	Artilleros	ok
1695	14014	173	392	0,0266	0,0377	0,1125	0,0179	0,0043	0	0,0377	0,1786	0,0266	0,0198	0,0111	0,0266	0,0066	0,0025	0,055	0,0309	0,0025	0	0,0111	0,0111	0	0	0,0618	0,2287	0,0346	293,1584085	32,909971	1,39932857	12754,284	28709,19	1695	14014	917	Artilleros	ok
1696	14015	66	144	0,0082	0,006	0,0305	0,0096	0,0037	0,0005	0,0158	0,0443	0,0082	0,0056	0	0,0088	0,0028	0	0,0166	0,006	0,0005	0	0,0051	0,0028	0	0	0,0151	0,0702	0,0131	18,35828905	9,509659	0,39232337	3438,225	7649,075	1696	14015	917	Artilleros	ok
1699	14018	222	495	0,0268	0,0186	0,0817	0,0168	0,0045	0	0,0345	0,1357	0,0159	0,0195	0,0027	0,015	0,0084	0,0009	0,0295	0,015	0,0018	0	0,0114	0,015	0	0,0009	0,0454	0,1725	0,0481	191,9204927	24,253634	1,02455487	8110,256	18387,908	1699	14018	916	Vinateros	ok
1700	14020	599	1359	0,036	0,0559	0,1773	0,036	0,0057	0,0028	0,0588	0,2711	0,0389	0,0284	0,0047	0,0465	0,0135	0,0047	0,0749	0,0332	0,0047	0,0028	0,0284	0,0237	0	0	0,0901	0,3811	0,0626	332,6111997	51,638215	2,15782857	17532,312	39973,368	1700	14020	916	Vinateros	ok
1701	14021	406	919	0,052	0,047	0,187	0,047	0,025	0	0,099	0,241	0,054	0,027	0,002	0,032	0,0148	0,002	0,074	0,034	0,005	0	0,027	0,03	0	0	0,092	0,369	0,106	506,0944366	54,008909	2,25798526	18253	41547	1701	14021	916	Vinateros	ok
1702	14022	122	282	0,0121	0,0094	0,0712	0,0158	0,0074	0,002	0,0111	0,0907	0,0168	0,0131	0,0027	0,0168	0,0028	0,001	0,0306	0,0148	0,002	0	0,0084	0,0084	0	0	0,036	0,1384	0,0235	119,4939353	18,366508	0,76305691	6491,856	14787,696	1702	14022	916	Vinateros	ok
1703	14024	449	973	0,0382	0,041	0,1244	0,0311	0,0064	0,0014	0,0523	0,2057	0,0134	0,029	0,0057	0,0332	0,0078	0	0,0509	0,029	0,0014	0,0014	0,0233	0,0113	0	0	0,0587	0,2892	0,0431	316,5258443	38,837423	1,54417778	13715,8	29990,233	1703	14024	916	Vinateros	ok
1704	14025	540	1158	0,111	0,083	0,157	0,026	0,017	0,004	0,13	0,174	0,046	0,043	0,004	0,054	0,0111	0	0,063	0,024	0,004	0,002	0,017	0,028	0,004	0	0,112	0,292	0,162	242,0452238	49,395397	2,18903592	15624	34588	1704	14025	916	Vinateros	ok
1705	14026	403	868	0,069	0,094	0,132	0,04	0,022	0	0,159	0,159	0,055	0,022	0,002	0,065	0,0025	0,005	0,055	0,027	0,002	0,005	0,037	0,047	0	0	0,093	0,229	0,208	429,050354	47,803359	2,2371134	13232	29825	1705	14026	916	Vinateros	ok
1706	14027	505	1042	0,127	0,087	0,15	0,05	0,022	0,004	0,131	0,145	0,038	0,018	0,002	0,04	0,0079	0,002	0,059	0,042	0,008	0	0,032	0,038	0	0	0,089	0,255	0,177	265,929605	48,909132	2,11359026	15492	32667	1706	14027	916	Vinateros	ok
1707	14028	488	980	0,135	0,123	0,123	0,053	0,012	0,004	0,125	0,131	0,07	0,025	0,006	0,041	0,0143	0	0,057	0,01	0,006	0	0,029	0,035	0	0	0,106	0,213	0,214	373,7258462	46,410156	2,11206897	12989	27395	1707	14028	916	Vinateros	ok
1708	14029	442	873	0,122	0,111	0,154	0,043	0,02	0	0,138	0,138	0,041	0,036	0	0,054	0,0136	0	0,054	0,02	0	0	0,034	0,018	0	0,002	0,104	0,25	0,19	253,7346742	47,146409	2,04929578	15626	32149	1708	14029	916	Vinateros	ok
1709	14030	714	1666	0,055	0,042	0,146	0,052	0,02	0,004	0,074	0,239	0,034	0,034	0,011	0,06	0,0154	0,001	0,094	0,043	0,001	0,004	0,029	0,041	0	0	0,102	0,354	0,09	227,0881736	50,991841	2,3971223	20403	48985	1709	14030	916	Vinateros	ok
1710	14031	379	899	0,053	0,047	0,148	0,066	0,005	0	0,095	0,232	0,042	0,034	0,011	0,061	0,0079	0,003	0,1	0,05	0	0,003	0,021	0,021	0	0	0,098	0,358	0,096	302,3946355	53,294489	2,38461539	18053	42857	1710	14031	916	Vinateros	ok
1711	14032	443	949	0,041	0,072	0,192	0,061	0,02	0	0,056	0,242	0,047	0,016	0,007	0,056	0,0158	0,002	0,084	0,043	0	0	0,029	0,016	0	0	0,08	0,412	0,071	376,7069513	55,616965	2,15681818	18997	41291	1711	14032	916	Vinateros	ok
1712	14033	317	723	0,091	0,044	0,18	0,032	0,019	0	0,107	0,164	0,038	0,032	0	0,06	0,0189	0	0,069	0,028	0,003	0,003	0,057	0,054	0	0	0,102	0,284	0,18	257,7022701	49,55284	2,35504886	14710	34690	1712	14033	916	Vinateros	ok
1713	14034	245	559	0,0176	0,0385	0,1148	0,0209	0,0137	0	0,0587	0,1767	0,0293	0,028	0,0052	0,0209	0,0052	0,002	0,0587	0,0124	0,0052	0	0,0241	0,0209	0	0	0,0704	0,238	0,058	259,2436892	34,246621	1,51017297	12554,26	29033,56	1713	14034	916	Vinateros	ok
1714	14035	327	700	0,116	0,076	0,171	0,031	0,034	0,006	0,131	0,138	0,046	0,028	0	0,043	0,0061	0	0,067	0,018	0,006	0	0,028	0,055	0	0	0,121	0,236	0,207	357,126302	46,44702	2,24358974	12814	29271	1714	14035	916	Vinateros	ok
1715	14036	311	751	0,0779	0,0562	0,0812	0,0223	0,0115	0,0027	0,0812	0,0779	0,0311	0,019	0,0061	0,0237	0,0162	0,0014	0,0474	0,0237	0,0014	0,0061	0,0454	0,0454	0	0	0,0833	0,1307	0,1456	171,9539079	29,913135	1,71023462	8917,444	22724,182	1715	14036	916	Vinateros	ok
1716	14037	449	878	0,1262	0,1262	0,1422	0,0292	0,0198	0,0057	0,1281	0,1008	0,032	0,0339	0,0038	0,0414	0,0158	0,0019	0,0556	0,0292	0,0019	0	0,0198	0,0254	0,0019	0	0,1046	0,2054	0,1922	247,3783857	43,344149	1,95098667	13527,12	28087,614	1716	14037	915	Estrella	ok
1717	14038	385	832	0,125	0,109	0,13	0,026	0,026	0,003	0,151	0,122	0,057	0,026	0	0,034	0,0182	0	0,057	0,023	0,008	0,005	0,023	0,057	0	0	0,108	0,189	0,265	303,3676206	44,806805	2,18372703	12972	28249	1717	14038	915	Estrella	ok
1718	14039	478	1090	0,1071	0,0923	0,13	0,0288	0,0119	0,004	0,1548	0,126	0,0367	0,0188	0,002	0,0615	0,0165	0,002	0,0744	0,0288	0,004	0	0,0436	0,0496	0	0	0,0873	0,2163	0,2034	301,5822834	47,043897	2,30976271	15022,848	35138,624	1718	14039	916	Vinateros	ok
1718	14039	471	1075	0,1056	0,091	0,1281	0,0284	0,0117	0,0039	0,1526	0,1242	0,0362	0,0186	0,002	0,0606	0,0162	0,002	0,0734	0,0284	0,0039	0	0,043	0,0489	0	0	0,0861	0,2132	0,2005	297,3260819	46,379971	2,27716525	14810,832	34642,716	1718	14039	915	Estrella	ok
1719	14040	686	1685	0,0772	0,0434	0,1004	0,0338	0,0125	0,0039	0,0926	0,1978	0,027	0,0309	0,0058	0,0811	0,0136	0,0068	0,1071	0,0492	0,0077	0,0039	0,0299	0,0376	0	0,001	0,0946	0,2818	0,0907	116,3039159	46,730517	2,41042918	18486,505	46083,575	1719	14040	916	Vinateros	ok
1719	14040	128	314	0,0144	0,0081	0,0187	0,0063	0,0023	0,0007	0,0173	0,0369	0,005	0,0058	0,0011	0,0151	0,0025	0,0013	0,02	0,0092	0,0014	0,0007	0,0056	0,007	0	0,0002	0,0176	0,0526	0,0169	21,69399468	8,716573	0,44961373	3448,26	8595,9	1719	14040	915	Estrella	ok
1720	14041	369	798	0,043	0,019	0,173	0,054	0,024	0,003	0,043	0,339	0,027	0,016	0,003	0,06	0,0108	0	0,095	0,035	0,005	0	0,022	0,024	0	0,003	0,068	0,504	0,049	253,2219292	58,013547	2,22905028	26610	59099	1720	14041	915	Estrella	ok
1721	14042	437	1081	0,032	0,046	0,176	0,03	0,014	0,005	0,041	0,272	0,027	0,046	0,016	0,037	0,0069	0	0,101	0,048	0,009	0,005	0,048	0,041	0	0	0,112	0,415	0,062	182,5994369	52,329535	2,46241458	24292	59777	1721	14042	915	Estrella	ok
1722	14043	12	27	0,0021	0,002	0,0057	0,0013	0,0005	0,0001	0,0033	0,008	0,0014	0,0015	0,0002	0,0017	0,0008	0	0,0027	0,0013	0,0004	0,0001	0,0007	0,001	0	0	0,0038	0,0112	0,0036	1,26611486	1,819978	0,0799269	687,505	1582,455	1722	14043	611	Conde de Casal	ok
1722	14043	76	171	0,0134	0,0127	0,0355	0,0083	0,0031	0,0007	0,0204	0,0502	0,009	0,0094	0,0013	0,0107	0,0051	0	0,0171	0,0083	0,0026	0,0007	0,0044	0,0064	0	0	0,0239	0,0699	0,0223	7,92226157	11,387863	0,50011404	4301,817	9901,647	1722	14043	915	Estrella	ok
1727	14048	421	985	0,0725	0,0779	0,1405	0,0358	0,0206	0,0018	0,1029	0,1065	0,0286	0,0188	0,0036	0,0644	0,0209	0	0,0609	0,034	0	0,0036	0,0304	0,0689	0	0	0,0913	0,2059	0,2005	353,6057504	41,938234	2,19265033	12411,86	30460,43	1727	14048	917	Artilleros	ok
1728	14049	407	1001	0,0573	0,0787	0,106	0,0291	0,0197	0,0034	0,0881	0,1471	0,0428	0,0274	0,0034	0,041	0,0126	0,0051	0,0539	0,0274	0,0051	0,0034	0,0522	0,0504	0	0	0,1	0,2026	0,1633	291,1514888	40,220265	2,14850858	10391,67	26272,44	1728	14049	917	Artilleros	ok
1729	14050	427	1054	0,0667	0,0741	0,1343	0,0398	0,0222	0,0019	0,0861	0,1102	0,0426	0,0204	0,0037	0,0602	0,0141	0,0083	0,0907	0,0241	0,0065	0,0065	0,0398	0,0741	0	0	0,1111	0,1982	0,2176	291,3705857	41,724654	2,37875395	11153,67	28717,112	1729	14050	917	Artilleros	ok
1734	14055	66	158	0,0086	0,0136	0,0253	0,0089	0,0031	0,0005	0,0153	0,0337	0,0095	0,0067	0,0009	0,0072	0,0018	0,0009	0,0153	0,0041	0,0017	0	0,0053	0,0095	0	0	0,0201	0,0476	0,0316	15,16894832	8,387891	0,42059733	2372,052	5767,16	1734	14055	918	Pavones	ok
1736	14057	249	588	0,0329	0,0481	0,0816	0,0247	0,0141	0	0,0704	0,0857	0,0329	0,0194	0,0094	0,0387	0,0124	0,0012	0,0458	0,0182	0,0053	0	0,0205	0,0247	0	0	0,0828	0,1327	0,0992	155,2468629	26,741359	1,4276068	7506,556	18343,163	1736	14057	918	Pavones	ok
1737	14058	332	839	0,0648	0,0529	0,1176	0,0347	0,0301	0,0046	0,0876	0,1304	0,0374	0,0447	0,0046	0,0447	0,0276	0,0027	0,1104	0,0301	0,0046	0	0,0328	0,0447	0,0027	0	0,1204	0,2079	0,1642	225,4607199	41,584196	2,40412607	11904,336	31504,128	1737	14058	918	Pavones	ok
1737	14058	299	755	0,0583	0,0476	0,1059	0,0312	0,0271	0,0041	0,0788	0,1174	0,0337	0,0402	0,0041	0,0402	0,0248	0,0025	0,0993	0,0271	0,0041	0	0,0296	0,0402	0,0025	0	0,1084	0,1872	0,1478	202,9640911	37,434895	2,16424069	10716,513	28360,624	1737	14058	917	Artilleros	ok
1738	14059	554	1366	0,074	0,067	0,123	0,032	0,014	0	0,139	0,148	0,049	0,023	0,013	0,058	0,0108	0,005	0,101	0,034	0,002	0,004	0,043	0,06	0	0	0,114	0,219	0,231	222,6156465	45,874474	2,52495379	12740	32066	1738	14059	918	Pavones	ok
1739	14060	312	725	0,048	0,058	0,17	0,035	0,019	0	0,077	0,202	0,051	0,048	0,003	0,054	0,0224	0,003	0,093	0,038	0,006	0	0,042	0,029	0	0	0,108	0,306	0,126	119,9200925	50,910256	2,36928105	16396	38814	1739	14060	918	Pavones	ok
1739	14060	82	191	0,0126	0,0153	0,0447	0,0092	0,005	0	0,0203	0,0531	0,0134	0,0126	0,0008	0,0142	0,0059	0,0008	0,0245	0,01	0,0016	0	0,011	0,0076	0	0	0,0284	0,0805	0,0331	31,53898432	13,389397	0,62312092	4312,148	10208,082	1739	14060	917	Artilleros	ok
1740	14061	197	472	0,0189	0,0212	0,0535	0,0112	0,0069	0,0015	0,037	0,0909	0,0112	0,0112	0,0023	0,0219	0,0053	0,0015	0,0404	0,0158	0,0031	0	0,0181	0,0135	0	0	0,0358	0,1336	0,0339	91,04301967	19,959757	0,94290419	6884,955	16851,45	1740	14061	918	Pavones	ok
1740	14061	512	1227	0,049	0,055	0,139	0,029	0,018	0,004	0,096	0,236	0,029	0,029	0,006	0,057	0,0137	0,004	0,105	0,041	0,008	0	0,047	0,035	0	0	0,093	0,347	0,088	236,4753758	51,843524	2,4491018	17883	43770	1740	14061	917	Artilleros	ok
1741	14062	236	599	0,0266	0,0384	0,0857	0,0225	0,0148	0	0,0579	0,0975	0,0313	0,0266	0,003	0,0414	0,0089	0,0047	0,0473	0,0195	0,0047	0,0018	0,0296	0,0296	0	0	0,0739	0,1543	0,0869	148,1138272	28,305866	1,5287602	8149,299	21039,6	1741	14062	918	Pavones	ok
1741	14062	399	1014	0,045	0,065	0,145	0,038	0,025	0	0,098	0,165	0,053	0,045	0,005	0,07	0,015	0,008	0,08	0,033	0,008	0,003	0,05	0,05	0	0	0,125	0,261	0,147	250,6156129	47,894867	2,58673469	13789	35600	1741	14062	917	Artilleros	ok
1742	14063	395	925	0,043	0,051	0,182	0,023	0,01	0,008	0,061	0,271	0,046	0,03	0	0,043	0,0152	0,013	0,127	0,028	0,003	0	0,02	0,028	0	0	0,11	0,385	0,096	175,5568639	52,268478	2,31829574	16494	38346	1742	14063	917	Artilleros	ok
1743	14064	803	1812	0,093	0,075	0,162	0,042	0,012	0,005	0,097	0,177	0,036	0,024	0,002	0,057	0,0237	0,004	0,066	0,034	0,005	0,001	0,044	0,04	0	0	0,095	0,281	0,169	390,0542321	49,83279	2,30241423	15109	34837	1743	14064	917	Artilleros	ok
1744	14065	425	893	0,071	0,094	0,165	0,045	0,014	0	0,134	0,184	0,045	0,038	0,005	0,045	0,0094	0,005	0,054	0,026	0	0	0,031	0,038	0	0	0,098	0,291	0,157	326,7559988	50,544133	2,18872549	15596	34507	1744	14065	917	Artilleros	ok
1745	14067	693	1641	0,0971	0,0757	0,0962	0,0312	0,016	0,0071	0,1328	0,0989	0,0401	0,0294	0,0071	0,0428	0,0172	0,0053	0,0713	0,0232	0,0089	0,0027	0,0276	0,0597	0	0,0027	0,1212	0,155	0,2129	336,2476134	38,649509	2,20002949	10340,055	25492,401	1745	14067	917	Artilleros	ok
1747	14070	302	661	0,0878	0,0677	0,0915	0,0327	0,0149	0,0015	0,1116	0,1079	0,0253	0,0201	0	0,0238	0,0092	0,0074	0,0603	0,0074	0,0074	0	0,0327	0,0327	0	0	0,0826	0,1659	0,151	148,2550835	35,542762	1,66603526	9776,904	21892,944	1747	14070	917	Artilleros	ok
