cod_est,nombre_est,Densidad,Edad_Promedio,POB_TOT,POB_men15,POB_16_64,POB_mas64,POB_esp,POB_ext,POB_ACT
"118",Pacífico,13283.50097832,46.2615225885185,"26866","3188",0,"6121","24493","2373","11049"
"303",Palos de la Frontera,11349.23083232,45.3142634214815,"28903","2864",0,"5928","24488","4415","12657"
"1103",Pan Bendito,5703.60903208,41.7817213194737,"16695","2851",0,"2781","13196","3499","6961"
"420",Parque de Santa María,4062.64005113,46.2944515622222,"16413","1922",0,"4759","14581","1832","6123"
"708",Parque de las Avenidas,7013.27285975,47.5575787316667,"16240","2087",0,"4269","15182","1058","6216"
"918",Pavones,3747.60869635,47.0862020845,"11116","1288",0,"2962","9831","1285","4317"
"719",Peñagrande,18480.6966789,47.2218558094595,"30167","3619",0,"7430","26401","3766","12025"
"153",Pinar de Chamartín,4203.04373161,44.3042401805,"17621","2562",0,"3690","16546","1075","7153"
"803",Pinar del Rey,3282.39428109,46.808189986,"12129","1563",0,"2901","10600","1529","4821"
"520",Pirámides,6801.55611551,46.0624518552381,"19842","2305",0,"4453","18710","1132","8231"
"723",Pitis,129.39728739,34.6399555833333,"1156","354",0,"59","1108","48","467"
"605",Plaza Elíptica,8577.41704854,43.4055953424,"18268","2369",0,"3438","13893","4375","7837"
"101",Plaza de Castilla,6309.01711165,45.0627463976,"15872","1812",0,"3490","13723","2149","6646"
"308",Plaza de España,9130.89383826,44.6408752466667,"20030","1647",0,"3486","15675","4355","9370"
"121",Portazgo,10270.88669825,43.3898028937037,"22689","3003",0,"4059","16585","6104","9832"
"412",Prosperidad,14622.76095395,46.0638446627273,"32380","3485",0,"7679","27984","4396","13349"
"625",Príncipe Pío,2691.7761412,47.1791535309091,"6296","591",0,"1488","5337","959","2652"
"204",Príncipe de Vergara,11860.69098089,46.4584185515625,"22514","2609",0,"5379","18997","3517","9136"
"505",Pueblo Nuevo,15505.96501048,45.6092185016216,"32855","3706",0,"6924","25508","7347","13985"
"119",Puente de Vallecas,9291.94871183,42.3401765392,"27429","3634",0,"4258","21151","6278","12296"
"922",Puerta de Arganda,2208.7437414,39.397649184,"7844","1867",0,"709","7225","619","3315"
"518",Puerta de Toledo,13449.69241394,44.9762180915152,"29580","2944",0,"5416","25544","4036","13352"
"626",Puerta del Ángel,6062.48556237,46.2343644995238,"13680","1440",0,"2947","11144","2536","5842"
"906",Pío XII,3599.21817265,43.9515205166667,"11844","2069",0,"2443","10644","1200","4612"
"213",Quevedo,19982.08609993,45.6532219131818,"34363","3454",0,"7646","29720","4643","14633"
"506",Quintana,15837.9838025,45.5801731789189,"32284","3516",0,"6911","25400","6884","13755"
"617",República Argentina,1724.3222194,43.98176381,"6964","942",0,"1446","5992","972","2879"
"205",Retiro,1678.58907103,46.162238614,"7348","827",0,"1710","6054","1294","3027"
"1054",Ronda de la Comunicación,86.61134778,41.88857623,"2076","754",0,"74","1883","193","785"
"511",Rubén Darío,5334.71682796,45.9416978840909,"13315","1537",0,"3127","11474","1841","5438"
"107",Ríos Rosas,12628.39199811,45.80038115,"24443","2681",0,"5638","21540","2903","10142"
"212",San Bernardo,17954.64871931,44.9758954107143,"31493","2762",0,"6319","26300","5193","14098"
"702",San Blas,6852.95986918,45.49254891875,"17962","2361",0,"3675","15230","2732","7504"
"921",San Cipriano,6675.70408629,43.6232331090909,"20905","3214",0,"4056","17265","3640","8578"
"356",San Cristóbal,4329.00890499,38.5168639953333,"9696","1788",0,"1156","6362","3334","4249"
"353",San Fermín-Orcasur,3204.40251664,41.524650925,"14259","2200",0,"2336","11630","2629","6118"
"1104",San Francisco,4696.73452516,42.8180520694445,"15199","2658",0,"2338","12110","3089","6419"
"419",San Lorenzo,4777.4976153,47.485007321,"15379","1735",0,"4578","13650","1729","5703"
"1006",Santiago Bernabéu,5149.69833608,45.8931042557143,"12734","1675",0,"2916","11588","1146","5122"
"210",Santo Domingo,8560.82278207,43.9387939204,"20511","1496",0,"3190","15303","5208","9957"
"406",Serrano,4052.66037212,45.8464891033333,"12998","1481",0,"2989","10662","2336","5362"
"207",Sevilla,5268.09911759,44.1280451428571,"13753","894",0,"2095","9977","3776","6771"
"125",Sierra de Guadalupe,5217.70608875,41.9721150305556,"11773","1761",0,"2057","9539","2234","5002"
"703",Simancas,10743.44416854,44.442847036875,"21584","2932",0,"4007","17225","4359","9212"
"112",Sol,7469.00870134,44.2467927622222,"15190","976",0,"2437","10958","4232","7407"
"503",Suanzes,716.09750417,43.9328321828571,"4454","574",0,"658","4022","432","2027"
"612",Sáinz de Baranda,9518.05581784,47.7555436176923,"20117","2753",0,"5605","18785","1332","7394"
"103",Tetuán,11147.70132163,44.7559411109677,"27707","2960",0,"5246","21512","6195","12268"
"113",Tirso de Molina,18151.14778188,43.21415082675,"32173","2558",0,"4347","22941","9232","15899"
"502",Torre Arias,2008.1662041,46.5167821377778,"6957","821",0,"1746","5773","1184","2762"
"1051",Tres Olivos,1140.9830448,37.7243398166667,"5886","1170",0,"666","5464","422","2546"
"110",Tribunal,15507.90457284,44.2125396889474,"30218","2353",0,"4767","23454","6764","14535"
"522",Urgel,9227.97543099,43.7383928059259,"22428","2805",0,"3917","16993","5435","9881"
"606",Usera,12485.63220064,42.3376759982759,"29455","4121",0,"4486","18643","10812","13121"
"102",Valdeacederas,8282.21441459,44.3741801481481,"23148","2409",0,"4502","18565","4583","10217"
"919",Valdebernardo,1913.13087098,41.8341492775,"12682","1585",0,"1523","11914","768","6027"
"130",Valdecarros,755.29523127,32.2133117485714,"7785","1823",0,"287","6611","1174","3571"
"717",Valdezarza,5723.29540866,46.0733821961905,"15900","1921",0,"3839","13871","2029","6378"
"407",Velázquez,8693.52363166,46.0717909241379,"19454","2193",0,"4578","16087","3367","7976"
"201",Ventas,9346.31857814,47.1607484496296,"20181","2205",0,"4827","17456","2725","8270"
"903",Ventilla,6929.80623797,43.4322791886364,"22196","2736",0,"3907","18082","4114","9788"
"309",Ventura Rodríguez,9130.89383826,44.6408752466667,"20030","1647",0,"3486","15675","4355","9370"
"621",Vicente Aleixandre,1549.97324668,48.1329040025,"4982","525",0,"1514","4558","424","1850"
"920",Vicálvaro,7486.56226819,44.7176188733333,"17381","2280",0,"4123","13913","3468","6904"
"126",Villa de Vallecas,7434.40849189,42.802408998,"20792","2984",0,"4138","16842","3950","8598"
"357",Villaverde Alto,7124.32027997,42.1608114763158,"15212","2302",0,"2735","11059","4153","6402"
"355",Villaverde Bajo-Cruce,9978.84185079,45.1430067480769,"20390","2849",0,"4545","15085","5305","8175"
"916",Vinateros,8660.39011172,50.2037465792857,"18883","1885",0,"5834","16903","1980","7019"
"524",Vista Alegre,15314.16042093,44.7777412422857,"34845","4544",0,"6835","24642","10203","14767"
"209",Ópera,3824.70864181,44.8636100894118,"13880","1016",0,"2542","10712","3168","6494"
