cod_est,nombre_est,Densidad,Edad_Promedio,POB_TOT,POB_men15,POB_16_64,POB_mas64,POB_esp,POB_ext,POB_ACT
"709",Cartagena,11665.070434,45.8600401785714,"26396","2759","17700","5937","22495","3901","11191"
"530",Casa de Campo,1071.904625,48.0591518571429,"4234","469","2734","1031","3676","558","1728"
"151",Chamartín,2649.146971,45.8927370714286,"7238","944","4640","1654","6460","778","2932"
"513",Chueca,7863.797634,43.724635125,"20695","1434","16272","2989","15044","5651","10288"
"504",Ciudad Lineal,8607.57581,46.0444637407407,"18422","1971","12325","4126","14750","3672","7791"
"622",Ciudad Universitaria,1.689706,44.920446,"132","9","92","31","103","29","58"
"354",Ciudad de los Ángeles,7271.360811,46.0503206666667,"16437","1839","11056","3542","13632","2805","6987"
"802",Colombia,6650.910453,45.6489245416667,"19964","2766","12309","4889","18284","1680","7782"
"1016",Colonia Jardín,3084.878531,45.6140332142857,"12692","1605","8477","2610","9372","3320","5359"
"405",Colón,3331.842657,45.9103327777778,"9412","939","6469","2004","7558","1854","4086"
"908",Concha Espina,5636.444287,46.1272041,"15059","1999","9404","3656","13591","1468","5942"
"611",Conde de Casal,9211.213012,47.5736433333333,"21947","2647","13210","6090","20344","1603","8350"
"127",Congosto,5162.957201,42.0154671578947,"16179","2439","11174","2566","14266","1913","7062"
"909",Cruz del Rayo,9759.74015,46.0741813214286,"20885","2291","13648","4946","17932","2953","8625"
"106",Cuatro Caminos,13980.283713,44.7876253636364,"28506","3085","19567","5854","22732","5774","12370"
"1019",Cuatro Vientos,361.355803,50.0743314,"2727","308","1432","987","2637","90","903"
"1005",Cuzco,5527.311373,46.7007324285714,"15788","1910","9820","4058","14321","1467","6204"
"302",Delicias,16751.866973,45.8574077941177,"32150","3291","22039","6820","27451","4699","13934"
"410",Diego de León,13686.26138,45.8871904324324,"29325","2991","19498","6836","24470","4855","12326"
"905",Duque de Pastrana,1345.843171,43.3398946363636,"7014","1226","4442","1346","6311","703","2806"
"551",El Capricho,1892.68446,45.620438,"7790","1156","4552","2082","7255","535","2877"
"507",El Carmen,12758.51684,47.5154965294118,"24005","2491","15741","5773","19811","4194","9945"
"304",Embajadores,24402.461453,45.3777938222222,"34527","3081","24891","6555","27859","6668","15735"
"528",Empalme,4963.695877,49.1530703333333,"15112","1672","9209","4231","12850","2262","5819"
"416",Esperanza,3387.398711,47.5075482941176,"10462","1344","6160","2958","9160","1302","3891"
"115",Estación del Arte,8938.563645,45.6797946,"13782","1087","9878","2817","10794","2988","6241"
"751",Estadio Metropolitano,509.355829,41.261433,"3259","531","2424","304","3068","191","1533"
"104",Estrecho,17464.253465,44.6154083846154,"33090","3700","23067","6323","25200","7890","14581"
"915",Estrella,6121.183598,48.9134699583333,"15954","1858","9189","4907","14868","1086","5804"
"526",Eugenia de Montijo,5431.851196,49.8268968095238,"12888","1279","7480","4129","11037","1851","4724"
"805",Feria de Madrid,4.207661,36.746282,"329","69","241","19","312","17","152"
"716",Francos Rodríguez,7682.996083,45.4296073913043,"17834","2049","11689","4096","14971","2863","7387"
"1001",Fuencarral,2957.608802,43.564954625,"11511","1569","7779","2163","9589","1922","4916"
"704",García Noblejas,9034.117907,44.8073146666667,"20071","2560","13471","4040","15952","4119","8511"
"203",Goya,17431.51057,46.524434225,"30972","3269","20242","7461","25894","5078","12797"
"111",Gran Vía,7212.311912,43.4632522608696,"19811","1212","15803","2796","13583","6228","9990"
"711",Gregorio Marañón,4576.577328,45.594865,"11772","1450","7637","2685","10109","1663","4826"
"620",Guzmán el Bueno,4907.515059,46.9404033157895,"12822","1461","8001","3360","11697","1125","5057"
"901",Herrera Oria,5134.425874,49.5768839444444,"13315","1694","7054","4567","12745","570","4456"
"421",Hortaleza,5412.76266,46.863535173913,"16839","2017","10932","3890","14483","2356","6909"
"352",Hospital 12 de Octubre,3786.5272,42.7360150909091,"8693","1334","5953","1406","6772","1921","3764"
"913",Ibiza,12238.051369,46.9263518518518,"20915","2463","13258","5194","18055","2860","8377"
"108",Iglesia,14885.463236,45.7888248421053,"29081","3022","19480","6579","24745","4336","12311"
"714",Islas Filipinas,12568.830832,47.390619375,"24908","2651","15674","6583","22380","2528","9906"
"252",La Almudena,5122.22649,45.7917092857143,"11493","1507","7627","2359","9448","2045","4820"
"251",La Elipa,14270.415571,46.3827855714286,"24974","2807","16756","5411","20281","4693","10588"
"128",La Gavia,1575.975234,38.3438001,"8577","2128","5860","589","7791","786","3705"
"517",La Latina,14122.83665,43.6949191875,"30453","2392","23587","4474","22432","8021","14913"
"1106",La Peseta,2514.296756,38.3714938461538,"12969","2909","8987","1073","11729","1240","5681"
"721",Lacoma,6204.803262,46.6691913333333,"15372","1904","9833","3635","14224","1148","6213"
"1013",Lago,447.622636,47.4392176666667,"866","79","593","194","745","121","374"
"601",Laguna,4530.983113,44.5302303888889,"12401","1586","8515","2300","9792","2609","5382"
"701",Las Musas,4839.627498,45.3818206190476,"11912","1494","7705","2713","10435","1477","4871"
"255",Las Rosas,1795.375468,41.3899304,"11845","1742","8933","1170","11356","489","5650"
"129",Las Suertes,1167.124696,33.8636565555556,"10112","2304","7310","498","8682","1430","4623"
"1053",Las Tablas,1231.1797,32.49188875,"8933","2921","5651","361","8152","781","3574"
"305",Lavapiés,20592.431687,43.5492352307692,"36911","3020","28687","5204","25938","10973","18140"
"301",Legazpi,10472.732869,43.1190506153846,"20333","2813","14327","3193","17608","2725","9055"
"409",Lista,18113.026777,46.1814702325581,"31856","3264","21035","7557","26385","5471","13296"
"628",Lucero,10476.209884,45.123495,"23824","2892","16031","4901","18570","5254","10133"
"422",Manoteras,3374.864926,46.1625561666667,"14571","1798","9698","3075","13159","1412","6130"
"202",Manuel Becerra,17361.473768,46.5079659756098,"32319","3392","21296","7631","27410","4909","13458"
"418",Mar de Cristal,5556.863544,48.5629514545455,"15059","1491","9329","4239","13890","1169","5895"
"521",Marqués de Vadillo,8322.448445,46.20067688,"17777","1930","11769","4078","14846","2931","7438"
"117",Menéndez Pelayo,15298.613628,47.569468,"27081","2743","17366","6972","24479","2602","10976"
"124",Miguel Hernández,9735.279461,44.7153697857143,"22036","2725","14831","4480","18431","3605","9374"
"951",Mirasierra,1281.009703,42.7862017777778,"7069","1139","4549","1381","6768","301","2874"
"311",Moncloa,10997.800742,47.0701865,"19558","1890","12647","5021","16936","2622","7993"
"1052",Montecarmelo,1180.816194,35.7578155833333,"8540","2558","5471","511","8068","472","3458"
"609",Méndez Álvaro,1721.928572,40.9561444,"5868","1036","4161","671","5274","594","2630"
"211",Noviciado,12275.663921,44.1294931290322,"28122","1977","21752","4393","20866","7256","13751"
"120",Nueva Numancia,15794.157733,42.0042646216216,"32959","4454","23880","4625","22340","10619","15096"
"618",Nuevos Ministerios,3604.954598,46.0109995714286,"10422","1269","6671","2482","9269","1153","4215"
"510",Núñez de Balboa,7711.257025,45.3487417307692,"19208","2102","12539","4567","15650","3558","7923"
"604",Opañel,10038.291703,44.0574868571429,"22256","2708","14964","4584","17075","5181","9457"
"523",Oporto,11806.463552,44.4998875806452,"26907","3343","18841","4723","19576","7331","11912"
"613",O´Donnell,12134.329466,47.2548604,"21341","2316","13693","5332","18577","2764","8651"
"952",Paco de Lucía,1327.56746,37.53058,"7327","1703","4539","1085","6947","380","2869"
"118",Pacífico,12888.590646,46.765333037037,"26278","2925","17119","6234","23855","2423","10823"
"303",Palos de la Frontera,10909.80799,45.6861482962963,"27827","2665","19264","5898","23556","4271","12181"
"1103",Pan Bendito,5598.649681,42.2425398421053,"16278","2630","10936","2712","12804","3474","6915"
"420",Parque de Santa María,3910.061992,46.7337581111111,"15919","1768","9466","4685","14119","1800","5982"
"708",Parque de las Avenidas,6930.516963,47.7225700833333,"16090","2061","9860","4169","14989","1101","6228"
"918",Pavones,3637.97428,47.934274,"10654","1198","6560","2896","9442","1212","4143"
"719",Peñagrande,17723.676898,47.8236207297297,"29091","3394","18414","7283","25575","3516","11638"
"153",Pinar de Chamartín,4137.449749,44.7782702,"17263","2371","11130","3762","16182","1081","7036"
"803",Pinar del Rey,3233.756408,46.9446174666667,"11904","1485","7567","2852","10319","1585","4781"
"520",Pirámides,6625.422499,46.9589235714286,"19339","2080","12521","4738","18178","1161","7915"
"723",Pitis,147.894352,34.973116,"1420","470","868","82","1365","55","548"
"605",Plaza Elíptica,8381.915938,43.72014212,"17912","2281","12269","3362","13457","4455","7755"
"101",Plaza de Castilla,6131.968633,45.30659204,"15482","1751","10283","3448","13250","2232","6497"
"308",Plaza de España,8979.10235,44.8159806666667,"19726","1538","14702","3486","15070","4656","9291"
"121",Portazgo,10032.210503,43.7395397777778,"22195","2928","15264","4003","16135","6060","9649"
"412",Prosperidad,14189.114588,46.4214716363636,"31560","3367","20587","7606","27245","4315","13013"
"625",Príncipe Pío,2662.135968,47.1509576363636,"6156","559","4124","1473","5162","994","2605"
"204",Príncipe de Vergara,11666.617118,46.5531865625,"22100","2478","14303","5319","18383","3717","9037"
"505",Pueblo Nuevo,14845.393017,46.0455837837838,"31600","3495","21375","6730","24537","7063","13513"
"119",Puente de Vallecas,8989.615521,42.8998562,"26685","3443","18918","4324","20696","5989","11962"
"922",Puerta de Arganda,2159.174171,40.2604465,"7669","1652","5291","726","7043","626","3346"
"518",Puerta de Toledo,13067.774549,45.606404969697,"28997","2711","20731","5555","24620","4377","13106"
"626",Puerta del Ángel,5865.142349,46.5323766666667,"13311","1329","9094","2888","10765","2546","5746"
"906",Pío XII,3492.104875,44.3675935333333,"11542","1951","7169","2422","10376","1166","4530"
"213",Quevedo,19412.416126,45.8463009090909,"33373","3265","22551","7557","28571","4802","14254"
"506",Quintana,15317.333561,45.8916332702703,"31221","3318","21204","6699","24578","6643","13403"
"617",República Argentina,1699.464058,44.4542247,"6902","903","4554","1445","5965","937","2877"
"205",Retiro,1671.223776,46.2765226,"7309","826","4768","1715","5926","1383","3013"
"1054",Ronda de la Comunicación,86.649674,43.105531,"2040","695","1257","88","1844","196","794"
"511",Rubén Darío,5255.04619,46.1271340454545,"13151","1534","8487","3130","11203","1948","5362"
"107",Ríos Rosas,12331.565597,46.0300798125,"23587","2511","15491","5585","20681","2906","9791"
"212",San Bernardo,17481.621061,45.2374613809524,"30659","2590","21789","6280","24998","5661","13771"
"702",San Blas,6767.941328,45.3100545,"17709","2280","11965","3464","14647","3062","7564"
"921",San Cipriano,6534.759116,44.2092358181818,"20491","3033","13519","3939","16841","3650","8547"
"356",San Cristóbal,4289.178697,38.8902368666667,"9570","1755","6729","1086","6239","3331","4253"
"353",San Fermín-Orcasur,3176.64697,41.9937587142857,"14132","2037","9813","2282","11382","2750","6204"
"1104",San Francisco,4626.490748,43.2177778333333,"15105","2505","10297","2303","11985","3120","6510"
"419",San Lorenzo,4626.020988,48.04828235,"14883","1635","8705","4543","13259","1624","5500"
"1006",Santiago Bernabéu,5092.485825,45.9855876190476,"12600","1625","8064","2911","11423","1177","5094"
"210",Santo Domingo,8490.644422,44.1538352,"20503","1379","15879","3245","14823","5680","10041"
"406",Serrano,4003.28514,46.0743085714286,"12797","1392","8432","2973","10255","2542","5326"
"207",Sevilla,5326.88241,43.7893099047619,"14216","857","11270","2089","9731","4485","7124"
"125",Sierra de Guadalupe,5073.466484,42.6138950555556,"11473","1640","7821","2012","9286","2187","4940"
"703",Simancas,10563.174627,44.52725640625,"21290","2858","14585","3847","16728","4562","9216"
"112",Sol,7605.049877,43.9919203703704,"15845","970","12439","2436","10763","5082","7860"
"503",Suanzes,706.900132,44.7876815714286,"4432","519","3200","713","3948","484","2021"
"612",Sáinz de Baranda,9306.644413,48.0003138076923,"19712","2653","11516","5543","18368","1344","7277"
"103",Tetuán,10852.534662,45.1051439677419,"27017","2881","18933","5203","20983","6034","11970"
"113",Tirso de Molina,17988.115781,43.191743875,"32299","2468","25566","4265","22086","10213","16158"
"502",Torre Arias,1964.033193,46.8759466666667,"6840","809","4298","1733","5665","1175","2718"
"1051",Tres Olivos,1124.191204,38.8979043333333,"5815","1092","3979","744","5431","384","2513"
"110",Tribunal,15268.771549,44.376656,"29863","2188","22927","4748","22436","7427","14493"
"522",Urgel,9074.367803,43.9893487777778,"22053","2695","15548","3810","16662","5391","9830"
"606",Usera,12070.158052,42.7871364827586,"28480","3865","20285","4330","18151","10329","12825"
"102",Valdeacederas,8090.135367,44.7787494074074,"22634","2328","15800","4506","18085","4549","9989"
"919",Valdebernardo,1859.620442,43.6226924166667,"12351","1306","9343","1702","11513","838","5910"
"130",Valdecarros,789.553393,33.2199348571429,"8249","1891","5998","360","6969","1280","3794"
"717",Valdezarza,5536.685366,46.4188927142857,"15528","1880","9867","3781","13639","1889","6238"
"407",Velázquez,8543.680285,46.2037854482759,"19123","2080","12521","4522","15454","3669","7913"
"201",Ventas,9160.562965,47.2480542592593,"19737","2115","12809","4813","16974","2763","8095"
"903",Ventilla,6837.618897,43.6396209545454,"21820","2614","15392","3814","17658","4162","9734"
"309",Ventura Rodríguez,8979.10235,44.8159806666667,"19726","1538","14702","3486","15070","4656","9291"
"621",Vicente Aleixandre,1519.017484,48.342131125,"4829","516","2854","1459","4455","374","1801"
"920",Vicálvaro,7313.204709,45.1107307916667,"17011","2154","10887","3970","13551","3460","6881"
"126",Villa de Vallecas,7232.626444,43.34791196,"20192","2835","13362","3995","16322","3870","8447"
"357",Villaverde Alto,7004.568816,42.3868421578947,"14996","2272","10147","2577","10818","4178","6415"
"355",Villaverde Bajo-Cruce,9752.675925,45.4893954615385,"20074","2824","12884","4366","14749","5325","8141"
"916",Vinateros,8410.557397,50.5278493571429,"18265","1825","10790","5650","16356","1909","6816"
"524",Vista Alegre,14994.685428,45.0363040857143,"34117","4258","23248","6611","24009","10108","14703"
"209",Ópera,3900.010899,44.6858275882353,"14149","935","10622","2592","10464","3685","6715"
