cod_est,nombre_est,Densidad,Edad_Promedio,POB_TOT,POB_men15,POB_16_64,POB_mas64,POB_esp,POB_ext,POB_ACT
"1102",Abrantes,11142.0905333,43.1493851468,"24056","3346","16423","4287","16739","7317","10383"
"519",Acacias,15287.57037477,46.2306691071875,"29317","2741","20057","6519","25619","3698","12683"
"808",Aeropuerto T-4,0.64116253,42.01997897,"50","7","36","7","39","11","22"
"806",Aeropuerto T1-T2-T3,133.85245636,43.436995555,"72","9","52","11","57","15","32"
"552",Alameda de Osuna,2356.57941399,47.2249866653846,"11476","1649","6472","3355","10671","805","4089"
"413",Alfonso XIII,9526.2781849,46.6282180883333,"21204","2522","13181","5501","19066","2138","8333"
"351",Almendrales,6633.18848373,41.572231652,"19186","2868","13444","2874","14126","5060","8499"
"712",Alonso Cano,14820.84618852,45.9176879694595,"27403","2765","18420","6218","23251","4152","11643"
"404",Alonso Martínez,6911.55190541,45.1244024965217,"17287","1525","12243","3519","13826","3461","7737"
"253",Alsacia,3507.39192516,46.3503553188235,"11963","1488","7970","2505","10789","1174","5038"
"627",Alto de Extremadura,8384.15225434,44.68158673,"17318","1910","12010","3398","13211","4107","7593"
"123",Alto del Arenal,8506.92895828,45.1693009716,"22902","2886","15308","4708","18438","4464","9677"
"527",Aluche,6864.94097445,48.6500167686364,"13277","1388","8417","3472","10565","2712","5318"
"105",Alvarado,17949.55510725,44.274920935641,"35489","3745","25223","6521","26304","9185","15947"
"718",Antonio Machado,6768.31921258,46.6841130669565,"18280","2385","11174","4721","16573","1707","7059"
"114",Antón Martín,16491.18114558,43.3813575286487,"29297","2089","23118","4090","19714","9583","14617"
"608",Arganzuela-Planetario,5728.09413115,41.3906344277778,"15511","2641","10935","1935","14414","1097","6914"
"310",Argüelles,13801.12869562,46.60015909,"27649","2627","18260","6762","23375","4274","11540"
"722",Arroyofresno,1051.84208414,38.7351628257143,"5419","1306","3443","670","5196","223","2175"
"917",Artilleros,8093.18273383,49.0809859307143,"21441","2349","13166","5926","18399","3042","8321"
"415",Arturo Soria,1887.20232101,45.9675148285714,"9897","1472","6044","2381","8636","1261","3820"
"705",Ascao,15855.89048612,45.1453841018919,"33154","3874","22550","6730","25082","8072","14256"
"116",Atocha-Renfe,6129.24899801,46.4512672361111,"10135","922","7097","2116","8236","1899","4485"
"411",Avenida de América,13881.73861922,45.5663604202778,"25454","2561","17172","5721","20995","4459","10852"
"254",Avenida de Guadalajara,4360.19990383,43.6696923852632,"15115","1826","10784","2505","13865","1250","6818"
"414",Avenida de La Paz,2537.37277232,46.357816093125,"10965","1551","6850","2564","9922","1043","4325"
