cod_est;nom_est;edad_media;hog_tot;pob_tot;pers_hog;renta_pers;renta_hog;%pob_ext;%pob_15;%pob_1664;%pob_65;densidad;%hog_1;%hog_2;%hog_3;%hog_4;%hog_5;%hog_6;%hog_7;%hog_8;%hog_9;%hog_10;%hog_11;%hog_12;%hog_13;%hog_14;%hog_15;%hog_16;%hog_17;%hog_18;%hog_19;%hog_20;%hog_21;%hog_22;Eventodromo;conducta;por_pobact;dem_mens_promedio_24_miles;nu_lineas;nu_lin_cerc;nu_businter;in_bus_lr;in_renfe_lr;in_oficinattp;in_eventos;in_parkdisgra;in_parkdispag
621;Vicente Aleixandre;48,17;1977;4831;2,4;30806,41;76969,51;0,2146;0,0782;0,6570;0,2632;63,22;0,0910;0,1045;0,1109;0,0364;0,0121;0,0022;0,0799;0,1940;0,0330;0,0311;0,0043;0,0601;0,0098;0,0054;0,0804;0,0435;0,0078;0,0005;0,0187;0,0575;0,0153;0,0001;;labvol;0,3787;138,09;1;0;0;0;0;0;0;0;0
622;Ciudad Universitaria;43,93;44;134;3,0;27517,00;68791,00;0,2866;0,0590;0,7008;0,2408;1,87;0,0813;0,0975;0,1068;0,0395;0,0093;0,0000;0,0627;0,2229;0,0325;0,0209;0,0000;0,0720;0,0116;0,0070;0,0836;0,0511;0,0093;0,0000;0,0116;0,0604;0,0209;0,0000;CIU;labvol;0,4452;384,32;1;0;0;0;0;0;1;0;1
625;Príncipe Pío;46,88;3375;6643;2,0;23788,22;49111,58;0,1763;0,0725;0,6879;0,2316;87,60;0,1175;0,1344;0,1163;0,0430;0,0162;0,0026;0,1426;0,1399;0,0363;0,0260;0,0028;0,0399;0,0122;0,0010;0,0598;0,0450;0,0017;0,0016;0,0236;0,0267;0,0020;0,0010;;finvol;0,4281;1494,18;3;3;16;1;1;0;0;0;0
626;Puerta del Ángel;45,64;6193;13272;2,1;17657,02;39744,73;0,1683;0,0955;0,6659;0,2221;177,58;0,1098;0,1161;0,1194;0,0353;0,0142;0,0022;0,1472;0,1311;0,0437;0,0303;0,0054;0,0403;0,0118;0,0024;0,0756;0,0296;0,0049;0,0018;0,0248;0,0372;0,0002;0,0004;;finest;0,4431;271,88;1;0;0;0;0;0;0;0;0
627;Alto de Extremadura;44,47;7125;16401;2,3;13371,44;32779,36;0,1972;0,1013;0,6676;0,2048;220,39;0,1055;0,1142;0,1101;0,0365;0,0146;0,0019;0,1432;0,1201;0,0422;0,0280;0,0053;0,0438;0,0135;0,0036;0,0757;0,0281;0,0055;0,0031;0,0297;0,0485;0,0001;0,0004;;labest;0,4448;205,72;1;0;0;0;0;0;1;0;0
628;Lucero;44,47;9568;23722;2,5;13010,99;33592,54;0,2114;0,1079;0,6600;0,2053;315,00;0,0807;0,0947;0,1041;0,0331;0,0154;0,0025;0,1226;0,1395;0,0403;0,0275;0,0066;0,0605;0,0190;0,0050;0,0791;0,0426;0,0060;0,0037;0,0325;0,0564;0,0006;0,0008;;finest;0,4349;318,94;1;0;0;0;0;0;0;0;0
701;Las Musas;46,17;4385;11482;2,6;15868,56;41965,13;0,1144;0,1169;0,6615;0,1874;147,64;0,0534;0,0626;0,0683;0,0265;0,0194;0,0055;0,1046;0,1461;0,0525;0,0503;0,0081;0,0889;0,0271;0,0037;0,0803;0,0962;0,0064;0,0009;0,0267;0,0367;0,0014;0,0000;;labest;0,4087;101,24;1;0;0;0;0;0;0;0;0
702;San Blas;43,62;7117;17899;2,5;11505,43;29916,90;0,2188;0,1280;0,6806;0,1765;240,70;0,0654;0,0859;0,1042;0,0323;0,0182;0,0029;0,1171;0,1245;0,0540;0,0342;0,0083;0,0644;0,0236;0,0076;0,0877;0,0379;0,0075;0,0034;0,0407;0,0637;0,0007;0,0010;;labest;0,4327;127,81;1;0;0;0;0;0;0;0;0
703;Simancas;42,87;8707;21344;2,5;10642,57;27135,80;0,2487;0,1290;0,6782;0,1675;288,03;0,0772;0,0859;0,1010;0,0333;0,0232;0,0022;0,1261;0,1146;0,0504;0,0310;0,0089;0,0607;0,0237;0,0079;0,0769;0,0299;0,0076;0,0029;0,0428;0,0673;0,0005;0,0009;;finest;0,4415;186,75;1;0;0;0;0;0;0;0;0
704;García Noblejas;44,03;8400;20586;2,5;12049,47;30579,71;0,2518;0,1213;0,6830;0,1902;275,21;0,0814;0,0865;0,1103;0,0342;0,0198;0,0041;0,1275;0,1260;0,0486;0,0298;0,0051;0,0586;0,0210;0,0070;0,0743;0,0332;0,0075;0,0041;0,0432;0,0710;0,0006;0,0007;;labest;0,4341;195,37;1;0;0;0;0;0;0;0;0
705;Ascao;44,50;13091;32308;2,5;12630,93;32800,82;0,2533;0,1108;0,6631;0,1989;434,25;0,0828;0,0848;0,1045;0,0330;0,0143;0,0026;0,1277;0,1338;0,0424;0,0260;0,0051;0,0550;0,0164;0,0063;0,0836;0,0303;0,0066;0,0030;0,0436;0,0703;0,0002;0,0003;;labest;0,4350;197,95;1;0;0;0;0;0;0;0;0
707;Barrio de la Concepción;44,97;13526;32314;2,4;13756,40;34667,64;0,2543;0,1031;0,6733;0,2028;434,90;0,0931;0,0925;0,1160;0,0317;0,0127;0,0023;0,1366;0,1230;0,0428;0,0254;0,0043;0,0509;0,0130;0,0051;0,0804;0,0287;0,0047;0,0027;0,0433;0,0692;0,0005;0,0003;;labest;0,4377;196,06;1;0;0;0;0;0;0;0;0
708;Parque de las Avenidas;47,44;6513;16014;2,5;25666,31;65299,83;0,0851;0,1225;0,6069;0,2577;206,95;0,0830;0,0730;0,1232;0,0313;0,0154;0,0037;0,1049;0,1631;0,0418;0,0481;0,0138;0,0460;0,0120;0,0061;0,0867;0,0433;0,0066;0,0010;0,0386;0,0447;0,0003;0,0005;;labest;0,3899;113,28;1;0;0;0;0;0;0;0;0
709;Cartagena;45,41;12848;25973;2,0;22077,84;47168,21;0,1630;0,1037;0,6558;0,2239;341,92;0,1520;0,1238;0,1124;0,0328;0,0149;0,0033;0,1527;0,1131;0,0428;0,0348;0,0076;0,0322;0,0095;0,0036;0,0652;0,0252;0,0033;0,0011;0,0266;0,0256;0,0004;0,0006;;labest;0,4270;124,48;1;0;0;0;0;0;0;0;0
711;Gregorio Marañón;45,28;4968;11368;2,3;32624,68;83886,72;0,1673;0,1163;0,6459;0,2194;149,66;0,1170;0,1133;0,0954;0,0358;0,0132;0,0037;0,1089;0,1249;0,0316;0,0290;0,0176;0,0370;0,0078;0,0083;0,0752;0,0322;0,0049;0,0027;0,0414;0,0789;0,0021;0,0008;;labvol;0,4162;334,71;2;0;0;0;0;0;0;0;0
712;Alonso Cano;45,47;12943;26530;2,0;25957,21;56859,88;0,1650;0,0967;0,6500;0,2166;348,13;0,1565;0,1309;0,1064;0,0331;0,0140;0,0040;0,1374;0,1083;0,0358;0,0295;0,0080;0,0356;0,0088;0,0034;0,0624;0,0256;0,0039;0,0008;0,0265;0,0308;0,0006;0,0007;;labest;0,4278;147,18;1;0;0;0;0;0;0;0;0
714;Islas Filipinas;46,78;11348;24928;2,2;26435,10;61084,95;0,1382;0,1011;0,6300;0,2607;324,32;0,1117;0,0995;0,1231;0,0378;0,0117;0,0031;0,1031;0,1576;0,0330;0,0368;0,0124;0,0442;0,0084;0,0047;0,0829;0,0364;0,0063;0,0007;0,0299;0,0448;0,0030;0,0007;;labvol;0,4029;326,78;1;0;0;0;0;0;0;0;0
716;Francos Rodríguez;45,46;7722;17451;2,3;18070,41;42437,09;0,1587;0,1108;0,6317;0,2400;230,01;0,0978;0,1022;0,1158;0,0372;0,0172;0,0028;0,1225;0,1452;0,0416;0,0399;0,0085;0,0530;0,0122;0,0035;0,0773;0,0329;0,0052;0,0010;0,0267;0,0362;0,0030;0,0008;;labest;0,4182;225,16;1;0;0;0;0;0;0;0;0
717;Valdezarza;46,20;6787;15555;2,3;16975,76;40840,86;0,1352;0,1353;0,6413;0,2131;207,15;0,0837;0,0901;0,1128;0,0300;0,0186;0,0052;0,1292;0,1328;0,0579;0,0572;0,0104;0,0597;0,0157;0,0040;0,0756;0,0401;0,0044;0,0013;0,0278;0,0324;0,0006;0,0002;;labest;0,4074;108,55;1;0;0;0;0;0;0;0;0
718;Antonio Machado;46,68;7303;17208;2,4;19713,77;47702,35;0,1019;0,1312;0,6002;0,2411;223,23;0,0827;0,0801;0,0979;0,0357;0,0202;0,0052;0,1164;0,1556;0,0601;0,0570;0,0084;0,0578;0,0136;0,0050;0,0768;0,0400;0,0042;0,0010;0,0278;0,0263;0,0004;0,0003;;labest;0,3845;112,96;1;0;0;0;0;0;0;0;0
719;Peñagrande;47,02;12833;28799;2,2;16854,28;38908,60;0,1152;0,1180;0,6208;0,2414;375,02;0,0868;0,0805;0,1124;0,0332;0,0197;0,0049;0,1308;0,1540;0,0521;0,0455;0,0083;0,0565;0,0144;0,0037;0,0764;0,0369;0,0042;0,0010;0,0331;0,0257;0,0001;0,0002;;labest;0,4040;192,27;1;0;0;0;0;0;0;0;0
720;Avenida de la Ilustración;48,15;9721;22315;2,3;17537,13;41152,53;0,1128;0,1159;0,5902;0,2562;288,62;0,0747;0,0699;0,1221;0,0321;0,0200;0,0043;0,1123;0,1628;0,0451;0,0426;0,0082;0,0620;0,0170;0,0041;0,0820;0,0372;0,0045;0,0015;0,0322;0,0271;0,0001;0,0004;;labest;0,3823;109,64;1;0;0;0;0;0;0;0;0
721;Lacoma;46,58;5790;14950;2,6;20626,87;54026,14;0,0807;0,1320;0,6138;0,2386;190,72;0,0576;0,0597;0,0922;0,0313;0,0209;0,0061;0,0947;0,1689;0,0435;0,0526;0,0195;0,0841;0,0194;0,0082;0,0813;0,0642;0,0059;0,0019;0,0333;0,0380;0,0002;0,0008;;labest;0,3933;83,47;1;0;0;0;0;0;0;0;0
722;Arroyofresno;37,77;1849;5444;2,9;24050,84;73096,35;0,0425;0,2925;0,6092;0,0988;71,69;0,0463;0,0537;0,0317;0,0124;0,0372;0,0118;0,0810;0,0829;0,0910;0,1657;0,0917;0,0585;0,0229;0,0212;0,0507;0,0641;0,0085;0,0041;0,0252;0,0365;0,0001;0,0035;;labest;0,3939;27,58;1;0;0;0;0;0;0;0;0
723;Pitis;30,05;1043;3157;3,0;22897,72;72556,14;0,0429;0,3528;0,5960;0,0518;42,66;0,0476;0,0541;0,0159;0,0097;0,0401;0,0122;0,0764;0,0417;0,1161;0,2201;0,1103;0,0408;0,0217;0,0298;0,0489;0,0437;0,0112;0,0043;0,0187;0,0313;0,0000;0,0061;;labest;0,3777;42,34;1;3;0;0;0;0;0;0;1
751;Estadio Metropolitano;41,31;1138;3241;2,8;20488,57;57555,62;0,0816;0,1212;0,7480;0,1280;41,46;0,0544;0,0706;0,0405;0,0227;0,0210;0,0071;0,1127;0,1108;0,0552;0,0563;0,0104;0,1171;0,0365;0,0041;0,0776;0,1427;0,0082;0,0000;0,0168;0,0311;0,0014;0,0000;MTRP;evento;0,4757;92,78;1;0;3;0;0;0;1;1;0
802;Colombia;46,14;8674;19679;2,3;27662,06;65712,15;0,0964;0,1409;0,6021;0,2373;255,61;0,1070;0,0907;0,1156;0,0361;0,0172;0,0049;0,1046;0,1404;0,0485;0,0492;0,0175;0,0358;0,0124;0,0070;0,0794;0,0328;0,0051;0,0014;0,0312;0,0428;0,0003;0,0006;;labvol;0,3911;349,68;2;0;0;0;0;0;0;0;0
803;Pinar del Rey;46,47;5141;12097;2,4;17568,28;42331,41;0,1583;0,1238;0,6459;0,2275;157,15;0,0874;0,0868;0,1150;0,0349;0,0212;0,0028;0,1197;0,1496;0,0579;0,0439;0,0052;0,0582;0,0210;0,0044;0,0707;0,0443;0,0040;0,0017;0,0281;0,0386;0,0009;0,0008;;labest;0,4073;138,45;1;0;0;0;0;0;0;0;0
805;Feria de Madrid;38,24;108;326;3,0;32685,00;98221,00;0,0672;0,1804;0,7476;0,0725;4,25;0,0654;0,0636;0,0127;0,0145;0,0236;0,0054;0,1071;0,0708;0,0690;0,1199;0,0218;0,0890;0,0454;0,0127;0,0690;0,1307;0,0200;0,0000;0,0109;0,0490;0,0000;0,0000;FEMA;evento;0,4729;163,25;1;0;1;0;0;0;1;0;0
806;Aeropuerto T1-T2-T3;42,31;19;50;2,6;11509,00;30541,00;0,2561;0,1516;0,6956;0,1511;0,66;0,0681;0,0904;0,0848;0,0375;0,0195;0,0056;0,1251;0,1112;0,0654;0,0445;0,0181;0,0598;0,0250;0,0070;0,0820;0,0334;0,0070;0,0056;0,0487;0,0556;0,0014;0,0028;;finvol;0,4459;221,22;1;0;2;0;0;1;0;0;0
807;Barajas;43,15;3063;7260;2,4;16342,56;40385,67;0,1486;0,1685;0,6825;0,1391;94,53;0,1225;0,1117;0,0559;0,0221;0,0463;0,0075;0,1570;0,0861;0,0792;0,0664;0,0105;0,0469;0,0169;0,0058;0,0615;0,0291;0,0070;0,0015;0,0260;0,0284;0,0011;0,0006;;labest;0,4452;183,80;1;0;6;0;0;0;0;0;0
808;Aeropuerto T-4;42,31;19;50;2,6;11509,00;30541,00;0,2567;0,1520;0,6972;0,1514;0,66;0,0683;0,0906;0,0850;0,0376;0,0195;0,0056;0,1254;0,1115;0,0655;0,0446;0,0181;0,0599;0,0251;0,0070;0,0822;0,0334;0,0070;0,0056;0,0488;0,0557;0,0014;0,0028;;finvol;0,4510;204,33;1;2;2;0;0;1;0;0;0
901;Herrera Oria;50,25;4912;12994;2,6;24858,94;65906,40;0,0672;0,1379;0,5537;0,3008;165,46;0,0374;0,0382;0,1038;0,0327;0,0144;0,0032;0,0588;0,2082;0,0333;0,0628;0,0227;0,0569;0,0137;0,0068;0,1083;0,0592;0,0117;0,0049;0,0424;0,0700;0,0020;0,0010;;labest;0,3306;124,85;1;0;1;0;0;0;0;0;0
902;Barrio del Pilar;50,32;9557;21943;2,3;19358,81;45382,59;0,1083;0,1057;0,5542;0,3374;282,68;0,0692;0,0652;0,1292;0,0392;0,0117;0,0039;0,0997;0,2144;0,0435;0,0377;0,0088;0,0521;0,0129;0,0037;0,1015;0,0316;0,0029;0,0010;0,0392;0,0289;0,0007;0,0003;;finest;0,3580;270,54;1;0;0;0;0;0;0;0;0
903;Ventilla;43,15;9358;21873;2,3;14318,62;34548,80;0,2185;0,1147;0,7021;0,1700;290,21;0,1176;0,1241;0,0823;0,0318;0,0192;0,0034;0,1501;0,1018;0,0419;0,0294;0,0079;0,0497;0,0135;0,0063;0,0785;0,0285;0,0064;0,0030;0,0381;0,0505;0,0022;0,0003;;finest;0,4534;118,99;1;0;0;0;0;0;0;0;0
905;Duque de Pastrana;41,88;2501;6932;2,8;33391,86;89966,83;0,1122;0,1736;0,6206;0,1902;89,91;0,0947;0,0891;0,0782;0,0349;0,0163;0,0081;0,0886;0,1221;0,0386;0,0505;0,0396;0,0411;0,0121;0,0154;0,0819;0,0431;0,0093;0,0017;0,0388;0,0765;0,0029;0,0008;;labest;0,4006;55,84;1;0;0;0;0;0;0;0;0
906;Pío XII;43,09;4174;10943;2,6;30739,21;80833,56;0,1116;0,1745;0,6091;0,1940;143,51;0,0928;0,0856;0,0775;0,0343;0,0183;0,0060;0,0766;0,1216;0,0392;0,0577;0,0344;0,0357;0,0158;0,0159;0,0909;0,0350;0,0071;0,0028;0,0438;0,0850;0,0012;0,0003;;labest;0,3954;116,71;1;0;0;0;0;0;0;0;0
908;Concha Espina;46,22;5898;14303;2,4;27619,44;68477,17;0,1083;0,1361;0,5985;0,2354;184,42;0,0877;0,0760;0,1003;0,0323;0,0156;0,0044;0,0908;0,1518;0,0424;0,0453;0,0189;0,0413;0,0119;0,0089;0,0948;0,0372;0,0068;0,0020;0,0418;0,0577;0,0011;0,0010;;labest;0,3975;115,58;1;0;0;0;0;0;0;0;0
909;Cruz del Rayo;45,76;9983;20951;2,1;24443,78;53961,19;0,1577;0,1227;0,6387;0,2333;274,20;0,1265;0,1132;0,1079;0,0311;0,0142;0,0045;0,1214;0,1329;0,0384;0,0386;0,0150;0,0383;0,0096;0,0059;0,0790;0,0249;0,0053;0,0017;0,0337;0,0506;0,0012;0,0010;;labest;0,4140;98,79;1;0;0;0;0;0;0;0;0
913;Ibiza;46,76;9312;20328;2,2;25953,65;59833,27;0,1591;0,1100;0,6170;0,2554;265,06;0,0958;0,0912;0,1211;0,0388;0,0152;0,0031;0,1173;0,1441;0,0408;0,0386;0,0114;0,0454;0,0100;0,0041;0,0906;0,0300;0,0051;0,0012;0,0392;0,0390;0,0001;0,0003;;finest;0,4042;146,69;1;0;0;0;0;0;0;0;0
915;Estrella;49,12;6290;15710;2,5;22605,51;57405,40;0,0878;0,1137;0,5664;0,3077;203,10;0,0575;0,0510;0,1276;0,0309;0,0138;0,0035;0,0810;0,2136;0,0350;0,0401;0,0118;0,0579;0,0141;0,0053;0,1013;0,0462;0,0067;0,0037;0,0404;0,0455;0,0004;0,0005;;labest;0,3642;153,42;1;0;0;0;0;0;0;0;0
916;Vinateros;50,20;8071;17958;2,2;16916,70;38546,84;0,1204;0,1004;0,5993;0,2817;234,13;0,0745;0,0680;0,1382;0,0357;0,0157;0,0021;0,1040;0,1911;0,0408;0,0312;0,0066;0,0610;0,0129;0,0031;0,0776;0,0444;0,0046;0,0022;0,0324;0,0349;0,0004;0,0002;;labest;0,3767;171,14;1;0;0;0;0;0;0;0;0
917;Artilleros;48,61;9023;20997;2,3;14937,50;35568,69;0,1436;0,1058;0,6000;0,2683;274,47;0,0713;0,0671;0,1380;0,0332;0,0170;0,0033;0,1018;0,1783;0,0416;0,0314;0,0040;0,0551;0,0162;0,0064;0,0853;0,0374;0,0048;0,0022;0,0363;0,0427;0,0003;0,0002;;labest;0,3924;201,93;1;0;0;0;0;0;0;0;0
918;Pavones;48,48;4184;10460;2,5;15142,08;37845,81;0,1759;0,0994;0,6100;0,2755;137,09;0,0513;0,0591;0,1324;0,0334;0,0154;0,0025;0,1024;0,1896;0,0425;0,0325;0,0070;0,0609;0,0163;0,0041;0,0972;0,0436;0,0059;0,0017;0,0391;0,0449;0,0026;0,0002;;labest;0,3939;177,70;1;0;0;0;0;0;0;0;0
919;Valdebernardo;44,96;4487;12353;2,8;16990,27;46126,32;0,0872;0,0978;0,7353;0,1660;158,16;0,0605;0,0574;0,0712;0,0272;0,0149;0,0028;0,1230;0,1210;0,0373;0,0313;0,0091;0,1350;0,0270;0,0051;0,0752;0,1176;0,0060;0,0028;0,0257;0,0474;0,0011;0,0005;;labest;0,4670;158,73;1;0;0;0;0;0;0;0;0
920;Vicálvaro;45,79;6941;16868;2,4;12329,62;31179,32;0,2233;0,1302;0,6579;0,1902;226,17;0,0691;0,0707;0,0970;0,0292;0,0170;0,0032;0,1183;0,1393;0,0530;0,0459;0,0090;0,0628;0,0252;0,0077;0,0804;0,0482;0,0074;0,0034;0,0357;0,0541;0,0007;0,0009;;labest;0,4144;148,67;1;0;1;0;0;0;0;0;0
921;San Cipriano;44,09;8211;20610;2,5;13005,43;33724,34;0,2065;0,1431;0,6715;0,1782;272,60;0,0712;0,0808;0,0807;0,0289;0,0238;0,0034;0,1238;0,1292;0,0610;0,0546;0,0081;0,0731;0,0279;0,0069;0,0806;0,0451;0,0069;0,0039;0,0369;0,0451;0,0002;0,0006;;labest;0,4261;78,98;1;0;1;0;0;0;0;0;0
922;Puerta de Arganda;40,09;2838;7622;2,7;16280,06;44495,20;0,2268;0,2181;0,6961;0,0834;97,96;0,0737;0,1097;0,0356;0,0210;0,0379;0,0037;0,1338;0,0576;0,0796;0,0792;0,0442;0,0633;0,0433;0,0209;0,0532;0,0468;0,0092;0,0150;0,0280;0,0396;0,0006;0,0016;;labest;0,4560;252,18;1;3;1;0;0;0;0;1;0
951;Mirasierra;44,48;2555;7097;2,8;25342,85;67587,41;0,0518;0,1631;0,6215;0,2160;91,09;0,0469;0,0505;0,0850;0,0246;0,0184;0,0042;0,0691;0,1572;0,0415;0,0647;0,0365;0,0684;0,0210;0,0128;0,0923;0,0783;0,0095;0,0049;0,0406;0,0721;0,0014;0,0005;;labest;0,4017;78,67;1;0;0;0;0;0;0;0;0
952;Paco de Lucía;39,36;2349;7318;3,1;29701,78;90062,10;0,0678;0,2451;0,6366;0,1166;94,79;0,0474;0,0526;0,0427;0,0149;0,0375;0,0101;0,0776;0,0957;0,0696;0,0948;0,0672;0,0596;0,0298;0,0289;0,0702;0,0648;0,0210;0,0068;0,0268;0,0786;0,0009;0,0010;;labest;0,3938;90,12;1;3;0;0;0;0;0;0;0
1001;Fuencarral;43,47;4556;11621;2,6;13216,02;34961,51;0,1652;0,1261;0,6555;0,1964;152,53;0,0745;0,0909;0,1096;0,0268;0,0180;0,0043;0,1197;0,1268;0,0394;0,0343;0,0116;0,0531;0,0199;0,0095;0,0903;0,0396;0,0071;0,0026;0,0423;0,0559;0,0007;0,0010;;labest;0,4340;138,19;1;0;0;0;0;0;0;1;0
1002;Begoña;44,80;2315;5240;2,3;19054,59;45340,84;0,1543;0,1137;0,6288;0,2567;70,94;0,0935;0,0927;0,0892;0,0324;0,0129;0,0040;0,1228;0,1753;0,0453;0,0389;0,0156;0,0580;0,0137;0,0040;0,0894;0,0371;0,0040;0,0010;0,0327;0,0360;0,0003;0,0005;;labvol;0,4295;328,66;1;0;18;0;0;0;0;0;0
1005;Cuzco;46,74;6816;15543;2,3;33154,04;82599,28;0,1046;0,1249;0,6081;0,2533;202,24;0,1014;0,1048;0,1091;0,0416;0,0123;0,0037;0,0968;0,1465;0,0364;0,0390;0,0168;0,0424;0,0105;0,0083;0,0854;0,0381;0,0038;0,0012;0,0351;0,0519;0,0006;0,0006;;labvol;0,3949;289,73;1;0;0;0;0;0;0;0;0
1006;Santiago Bernabéu;45,52;4987;12272;2,5;32454,90;81420,21;0,1130;0,1210;0,6341;0,2291;158,81;0,1226;0,1125;0,0996;0,0349;0,0119;0,0043;0,1027;0,1283;0,0343;0,0358;0,0174;0,0398;0,0087;0,0073;0,0858;0,0396;0,0043;0,0018;0,0392;0,0525;0,0006;0,0003;BERN;evento;0,4024;340,67;1;0;0;0;0;0;1;0;0
1013;Lago;46,76;431;908;2,1;16929,06;37428,93;0,1254;0,1021;0,6697;0,2288;11,99;0,1136;0,1195;0,1279;0,0383;0,0155;0,0017;0,1500;0,1283;0,0498;0,0382;0,0050;0,0356;0,0101;0,0018;0,0767;0,0291;0,0051;0,0016;0,0196;0,0330;0,0000;0,0001;MARE;finvol;0,4401;100,68;1;0;0;0;0;0;1;0;0
1014;Batán;46,54;4184;9880;2,4;14990,32;36425,22;0,1502;0,1055;0,6462;0,2347;129,86;0,0983;0,1026;0,1320;0,0378;0,0150;0,0017;0,1303;0,1396;0,0473;0,0376;0,0052;0,0448;0,0132;0,0032;0,0755;0,0325;0,0050;0,0016;0,0244;0,0384;0,0002;0,0002;;finest;0,4105;163,56;1;0;0;0;0;0;0;0;0
1016;Colonia Jardín;43,86;5175;13092;2,5;13033,36;34260,68;0,1888;0,1042;0,5634;0,1870;176,35;0,0653;0,0716;0,0893;0,0355;0,0132;0,0021;0,0976;0,1286;0,0409;0,0333;0,0079;0,0532;0,0169;0,0047;0,0713;0,0286;0,0068;0,0024;0,0316;0,0532;0,0005;0,0003;;labvol;0,4354;513,52;3;0;14;0;0;0;0;1;0
1018;Aviación Española;47,67;3453;8047;2,3;12926,29;30840,78;0,1081;0,1139;0,5913;0,2845;105,40;0,0636;0,0707;0,0952;0,0333;0,0144;0,0040;0,1043;0,1960;0,0411;0,0467;0,0105;0,0708;0,0149;0,0041;0,1098;0,0327;0,0041;0,0013;0,0388;0,0316;0,0015;0,0005;;labest;0,3984;139,21;1;0;0;0;0;0;0;0;1
1019;Cuatro Vientos;52,99;1048;2682;2,6;19861,48;50660,47;0,0762;0,1219;0,6667;0,2119;34,18;0,0949;0,1214;0,0628;0,0292;0,0169;0,0075;0,1007;0,1533;0,0523;0,0676;0,0089;0,0664;0,0182;0,0031;0,0785;0,0586;0,0022;0,0006;0,0291;0,0242;0,0032;0,0010;;labest;0,3205;189,82;1;1;20;0;0;0;0;1;0
1051;Tres Olivos;41,14;2160;5884;2,7;22117,50;61711,91;0,0809;0,1627;0,6773;0,1603;75,87;0,0685;0,0858;0,0767;0,0236;0,0281;0,0080;0,1064;0,1058;0,0557;0,0665;0,0286;0,0727;0,0240;0,0112;0,0803;0,0661;0,0090;0,0029;0,0307;0,0480;0,0007;0,0011;;labest;0,4327;83,57;1;0;0;0;0;0;0;0;0
1052;Montecarmelo;35,01;2993;8588;2,9;25499,85;74772,15;0,0613;0,2601;0,6558;0,0781;111,78;0,0779;0,0908;0,0336;0,0160;0,0472;0,0159;0,1014;0,0585;0,1019;0,1354;0,0516;0,0513;0,0338;0,0118;0,0529;0,0539;0,0102;0,0029;0,0137;0,0315;0,0001;0,0015;;labest;0,4131;85,21;1;0;0;0;0;0;0;0;0
1053;Las Tablas;33,59;3456;9859;2,9;23195,77;69130,43;0,1123;0,2987;0,6563;0,0450;128,51;0,0802;0,0949;0,0210;0,0070;0,0472;0,0181;0,1184;0,0346;0,1161;0,1697;0,0569;0,0342;0,0358;0,0167;0,0460;0,0415;0,0131;0,0050;0,0160;0,0264;0,0000;0,0013;;labest;0,4178;143,02;2;0;0;0;0;0;0;0;0
1054;Ronda de la Comunicación;34,00;435;1230;2,8;26760,54;79643,74;0,1064;0,1984;0,4822;0,0513;15,87;0,0830;0,0910;0,0153;0,0065;0,0278;0,0102;0,1004;0,0244;0,0663;0,1109;0,0335;0,0272;0,0218;0,0099;0,0369;0,0191;0,0079;0,0033;0,0128;0,0200;0,0021;0,0015;;labest;0,4214;37,19;1;0;0;0;0;0;0;0;0
1102;Abrantes;42,40;8802;23853;2,7;10670,24;30192,56;0,2506;0,1477;0,6822;0,1630;322,90;0,0727;0,0768;0,0882;0,0279;0,0241;0,0033;0,1099;0,1166;0,0587;0,0478;0,0115;0,0649;0,0373;0,0111;0,0731;0,0420;0,0083;0,0038;0,0372;0,0750;0,0020;0,0008;;finest;0,4367;81,40;1;0;1;0;0;0;0;0;0
1103;Pan Bendito;42,08;5618;15964;2,8;11010,20;32189,72;0,2078;0,1529;0,6617;0,1741;214,38;0,0689;0,0824;0,0776;0,0245;0,0285;0,0041;0,1062;0,1079;0,0619;0,0572;0,0123;0,0648;0,0339;0,0108;0,0670;0,0482;0,0104;0,0040;0,0389;0,0722;0,0063;0,0007;;finest;0,4345;55,06;1;0;1;0;0;0;0;0;0
1104;San Francisco;40,97;5758;15567;2,7;11304,98;32253,89;0,2139;0,1672;0,6904;0,1384;211,97;0,0754;0,0908;0,0687;0,0250;0,0322;0,0050;0,1168;0,0975;0,0669;0,0638;0,0124;0,0661;0,0292;0,0108;0,0684;0,0483;0,0097;0,0048;0,0377;0,0636;0,0022;0,0004;;finest;0,4397;102,12;1;0;1;0;0;0;0;0;0
1105;Carabanchel Alto;44,09;5154;13420;2,6;11648,37;30900,67;0,2642;0,1254;0,6717;0,1939;179,88;0,0751;0,0900;0,0876;0,0278;0,0197;0,0052;0,1195;0,1304;0,0580;0,0335;0,0064;0,0699;0,0212;0,0057;0,0772;0,0406;0,0071;0,0040;0,0439;0,0648;0,0031;0,0003;;finest;0,4279;107,48;1;0;5;0;0;0;0;0;0
1106;La Peseta;38,81;4759;13341;2,8;14610,11;41829,27;0,1230;0,1898;0,7206;0,0879;172,60;0,0881;0,1007;0,0369;0,0142;0,0290;0,0080;0,1240;0,0679;0,0907;0,0968;0,0127;0,0705;0,0585;0,0082;0,0533;0,0665;0,0075;0,0015;0,0224;0,0390;0,0006;0,0016;;labest;0,4567;89,47;1;0;0;0;0;0;0;0;0
