fecha_cal;NU_DIA_MES;NU_MES;NU_DIA_SEM;LABORABLE;LECTIVO;Navidad;Año_nuevo;Reyes;Primero_Mayo;Fiesta_CAM;San_Isidro;Asuncion;Hispanidad;Todos_santos;Almudena;Constitucion;Inmaculada_Concepcion;Jueves_Santo;Viernes_Santo;Santiago_Apostol;San_Jose;BLACK_FRIDAY;NU_SEMANA;Precio_Gasolina;Precio_diesel;Temperatura Máxima (°C);Temperatura Media (°C);Temperatura Mínima (°C);Precipitaciones (mm);Velocidad Media Viento (km/h);Humedad Relativa Media (%);ev_bernabeu;ev_ifema;ev_ventas;ev_metropolitano;ev_movistararena;ev_vallecas;ev_vistalegre
2/11/24;2;11;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;1,555;1,43;16,9;15;13;0;2;0,78;0;0;0;0;0;0;0
3/11/24;3;11;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;1,556;1,434;18,7;15,2;11,8;0;2;0,79;0;0;0;0,81;0;0;0
4/11/24;4;11;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;1,555;1,434;17,2;14,9;12,6;0,2;2;0,79;0;0;0;0;0;0;0
5/11/24;5;11;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;1,557;1,432;18,8;15,2;11,5;0;1;0,78;0,89;0;0;0;0;0;0
6/11/24;6;11;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;1,556;1,436;19,5;15,4;11,2;0;1;0,75;0;0;0;0;0;0;0
7/11/24;7;11;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;1,56;1,443;18,9;15;11,2;0;1;0,78;0;0;0;0;0;0;0
8/11/24;8;11;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;1,559;1,446;15,7;13,4;11,1;0;1;0,9;0;0;0;0;0;0,88;0
9/11/24;9;11;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;45;1,561;1,447;16,6;13,1;9,6;0;1;0,88;0,85;0;0;0;0;0;0
10/11/24;10;11;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;1,561;1,448;16,3;12,6;8,8;0;1;0,79;0;0;0;0;0;0;0,88
11/11/24;11;11;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;1,56;1,449;17;13,3;9,6;0;2;0,65;0;0;0;0;0;0;0
12/11/24;12;11;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;1,561;1,449;14;10;6,1;0;3;0,56;0;0;0;0;0;0;0
13/11/24;13;11;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;1,559;1,45;10,4;7,7;5;3,9;4;0,81;0;0;0;0;0;0;0
14/11/24;14;11;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;1,559;1,45;16,5;13,3;10,1;0,1;3;0,77;0;0;0;0;0;0;0
15/11/24;15;11;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;1,558;1,45;15,9;14;12;0;2;0,76;0;0;0;0;0;0;0
16/11/24;16;11;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;1,555;1,451;14;12,1;10,2;0;2;0,77;0;0;0;0;0;0;0
17/11/24;17;11;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;1,556;1,451;17,1;12,8;8,6;0,2;1;0,77;0;0;0;0;0;0;0
18/11/24;18;11;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;1,556;1,452;18,4;14,2;10;0;1;0,77;0;0;0;0;0,88;0;0
19/11/24;19;11;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;1,557;1,455;15,7;12;8,2;0;1;0,88;0;0,03;0;0;0,82;0;0
20/11/24;20;11;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;1,559;1,45;16,5;12,6;8,6;0;2;0,65;0;0,04;0;0;0;0;0
21/11/24;21;11;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;1,558;1,457;13,2;10,8;8,5;0;3;0,82;0;0,04;0;0;0;0;0
22/11/24;22;11;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;1,562;1,461;15,3;12,4;9,6;0,4;2;0,72;0;0;0;0;0;0;0
23/11/24;23;11;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;1,562;1,466;14,3;11,2;8;0;1;0,87;0;0;0;0,84;0;0;0
24/11/24;24;11;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;1,565;1,469;15,3;12,2;9,1;0;3;0,76;0;0;0;0;0;0;1
25/11/24;25;11;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;1,566;1,472;16,5;11,9;7,3;5,2;2;0,68;0;0;0;0;0;0;0
26/11/24;26;11;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;1,57;1,475;11,1;8;4,9;0;1;0,8;0;0;0;0;0;0;0
27/11/24;27;11;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;1,572;1,476;13;8,6;4,2;0;1;0,66;0;0;0;0;0;0;0
28/11/24;28;11;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;1,569;1,476;13,7;9,1;4,5;0;1;0,75;0;0;0;0;0;0;0
29/11/24;29;11;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;48;1,568;1,474;15,1;10,6;6,1;0;1;0,75;0;0;0;0;0;0;0
30/11/24;30;11;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;1,566;1,468;15,8;11;6,2;0;1;0,81;0;0;0;0;0;0;0
1/12/24;1;12;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;1,567;1,469;15,9;12,1;8,3;0;1;0,81;0,87;0;0;0;0;0,93;0,84
2/12/24;2;12;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;1,566;1,467;15,1;12,3;9,5;0;1;0,83;0;0;0;0;0,88;0;0
3/12/24;3;12;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;1,565;1,464;15,1;10,6;6,2;0,5;1;0,79;0;0;0;0;0,88;0;0
4/12/24;4;12;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;1,564;1,462;14,3;10,4;6,4;0;2;0,6;0;0;0;0;0;0;0
5/12/24;5;12;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;1,562;1,46;13,5;9,5;5,5;0;1;0,68;0;0;0;0;0;0;0
6/12/24;6;12;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;49;1,559;1,464;15,1;10,6;6,1;0;1;0,77;0;0;0;0;0;0;0
7/12/24;7;12;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;1,561;1,466;16,6;11,2;5,7;0;4;0,6;0;0;0;0;0;0;0
8/12/24;8;12;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;49;1,562;1,465;10,5;6,5;2,5;0;2;0,51;0;0;0;0,86;0;0;0
9/12/24;9;12;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;1,56;1,463;9,5;5,9;2,3;0;2;0,57;0;0;0;0;1;0;0
10/12/24;10;12;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;1,558;1,462;9,8;5,6;1,3;0;2;0,61;0;0;0;0;1;0;0
11/12/24;11;12;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;1,555;1,462;8;6,4;4,8;0;2;0,57;0;0;0;0,84;0;0;0
12/12/24;12;12;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;1,554;1,463;9,3;6,1;2,9;0,1;2;0,68;0;0;0;0;0;0;0
13/12/24;13;12;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;1,554;1,466;8,7;6,3;3,9;0,4;1;0,8;0;0,29;0;0;0,94;0;0
14/12/24;14;12;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;1,556;1,467;7,1;4,4;1,6;0;1;0,89;0;0,29;0;0;0;0,96;0
15/12/24;15;12;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;1,558;1,467;10,3;5,2;0,1;0;1;0,74;0;0,3;0;0,86;0;0;0,32
16/12/24;16;12;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;1,559;1,47;10,4;6,4;2,5;0;2;0,66;0;0;0;0;0;0;0
17/12/24;17;12;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;1,56;1,471;9,6;5,5;1,4;0;1;0,7;0;0;0;0;0,88;0;0
18/12/24;18;12;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;1,56;1,471;11,2;7,2;3,1;0;1;0,72;0;0;0;0;0;0;0
19/12/24;19;12;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;1,558;1,473;14,1;10,1;6,1;0,4;3;0,81;0;0;0;0;0;0;0
20/12/24;20;12;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;1,565;1,476;10,4;6;1,6;0;2;0,63;0;0;0;0;0;0;0
21/12/24;21;12;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;1,566;1,474;10,5;5,3;0,1;0;1;0,67;0;0;0;0;0;0;0,8
22/12/24;22;12;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;1,566;1,475;12,8;7;1,1;0;2;0,68;0,89;0;0;0;0;0;0
23/12/24;23;12;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;1,567;1,476;11,1;7,3;3,5;0;3;0,6;0;0;0;0;0;0;0
24/12/24;24;12;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;1,565;1,476;13,5;8,1;2,7;0;1;0,67;0;0;0;0;0;0;0
25/12/24;25;12;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;1,569;1,478;15,1;10,6;6,1;0;2;0,67;0;0;0;0;0;0;0
26/12/24;26;12;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;1,571;1,48;13,1;8,7;4,3;0;1;0,73;0;0;0;0;1;0;0
27/12/24;27;12;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;1,567;1,48;11,3;8,4;5,4;0;2;0,77;0;0;0;0;0;0;0
28/12/24;28;12;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;1,565;1,48;10,5;6,9;3,3;0;1;0,76;0;0;0;0;0;0;0
29/12/24;29;12;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;1,569;1,483;10,9;6;1,2;0;1;0,75;0;0;0;0;0;0;0
30/12/24;30;12;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1,57;1,484;10,2;6,2;2,1;0;1;0,74;0;0;0;0;0;0;0
31/12/24;31;12;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1,574;1,487;10,6;5,8;0,9;0;1;0,72;0;0;0;0;0;0;0
