fid,COD_SEC,Densidad,Edad_Prome,area_m2,renta_med_persona,renta_med_hog,pob_sec_tot,per_hog_med,Código_es,nombre_est,area_trocito,por_troc_sec,por_tro_buf,hog_sec,por_hog_1,por_hog_2,por_hog_3,por_hog_4,por_hog_5,pog_hog_6,por_hog_7,por_hog_8,por_hog_9,por_hog_10,por_hog_11,por_hog_12,por_hog_13,por_hog_14,por_hog_15,por_hog_16,por_hog_17,por_hog_18,por_hog_19,por_hog_20,por_hog_21,por_hog_22,hog_troc,pob_troc,por_pob15,por_pob65,por_pob16_64,por_pob_ext
"235","01067",298.93297617,43.68813427,42882.987,"19378","39410","1237",1.99194847,"113",Tirso de Molina,41330.0471883612,0.963786575509798,0.0526230506936268,"665",0.196992481203008,0.2,0.0646616541353384,0.0421052631578947,0.0105263157894737,0.00300751879699248,0.189473684210526,0.0887218045112782,0.0195488721804511,0.0165413533834586,0.00150375939849624,0.0165413533834586,0.00601503759398496,0.00150375939849624,0.0616541353383459,0.0180451127819549,0.00300751879699248,0,0.0270676691729323,0.0315789473684211,0.00150375939849624,0,"641","1192",0.0655737705,0.1569086651,0.7775175644,0.355971897
"236","01067",298.93297617,43.68813427,42882.987,"19378","39410","1237",1.99194847,"114",Antón Martín,42882.9874284312,1.0000000099907,0.0546003156264476,"665",0.196992481203008,0.2,0.0646616541353384,0.0421052631578947,0.0105263157894737,0.00300751879699248,0.189473684210526,0.0887218045112782,0.0195488721804511,0.0165413533834586,0.00150375939849624,0.0165413533834586,0.00601503759398496,0.00150375939849624,0.0616541353383459,0.0180451127819549,0.00300751879699248,0,0.0270676691729323,0.0315789473684211,0.00150375939849624,0,"665","1237",0.0655737705,0.1569086651,0.7775175644,0.355971897
"239","01068",267.60634332,45.52476415,31710.957,"22230","47516","829",2.051980198,"112",Sol,19279.5803526435,0.607978508899732,0.0245475242170716,"441",0.206349206349206,0.197278911564626,0.0748299319727891,0.036281179138322,0.0158730158730159,0,0.167800453514739,0.0997732426303855,0.0136054421768707,0.00226757369614512,0,0.0249433106575964,0.00453514739229025,0.00680272108843537,0.0589569160997732,0.0158730158730159,0.00453514739229025,0,0.0317460317460317,0.0385487528344671,0,0,"268","504",0.0613207547,0.1992924528,0.7393867925,0.3125
"240","01068",267.60634332,45.52476415,31710.957,"22230","47516","829",2.051980198,"113",Tirso de Molina,15558.5830499905,0.490637449068171,0.0198098032849866,"441",0.206349206349206,0.197278911564626,0.0748299319727891,0.036281179138322,0.0158730158730159,0,0.167800453514739,0.0997732426303855,0.0136054421768707,0.00226757369614512,0,0.0249433106575964,0.00453514739229025,0.00680272108843537,0.0589569160997732,0.0158730158730159,0.00453514739229025,0,0.0317460317460317,0.0385487528344671,0,0,"216","407",0.0613207547,0.1992924528,0.7393867925,0.3125
"241","01068",267.60634332,45.52476415,31710.957,"22230","47516","829",2.051980198,"114",Antón Martín,31710.9571278617,1.0000000040321,0.0403756447912504,"441",0.206349206349206,0.197278911564626,0.0748299319727891,0.036281179138322,0.0158730158730159,0,0.167800453514739,0.0997732426303855,0.0136054421768707,0.00226757369614512,0,0.0249433106575964,0.00453514739229025,0.00680272108843537,0.0589569160997732,0.0158730158730159,0.00453514739229025,0,0.0317460317460317,0.0385487528344671,0,0,"441","829",0.0613207547,0.1992924528,0.7393867925,0.3125
"243","01068",267.60634332,45.52476415,31710.957,"22230","47516","829",2.051980198,"207",Sevilla,31710.9571278617,1.0000000040321,0.0403756447912504,"441",0.206349206349206,0.197278911564626,0.0748299319727891,0.036281179138322,0.0158730158730159,0,0.167800453514739,0.0997732426303855,0.0136054421768707,0.00226757369614512,0,0.0249433106575964,0.00453514739229025,0.00680272108843537,0.0589569160997732,0.0158730158730159,0.00453514739229025,0,0.0317460317460317,0.0385487528344671,0,0,"441","829",0.0613207547,0.1992924528,0.7393867925,0.3125
"244","01069",247.10744199,40.69116234,42157.473,"20351","36466","976",1.781021898,"111",Gran Vía,17153.9235253297,0.406901132933885,0.0218410538742918,"591",0.250423011844332,0.247038917089679,0.050761421319797,0.0203045685279188,0.0050761421319797,0.00846023688663283,0.197969543147208,0.0473773265651438,0.0203045685279188,0.0101522842639594,0,0.0219966159052453,0.00338409475465313,0,0.065989847715736,0.00169204737732657,0,0,0.0253807106598985,0.0236886632825719,0,0,"240","397",0.055715658,0.1027857829,0.8414985591,0.404418828
"245","01069",247.10744199,40.69116234,42157.473,"20351","36466","976",1.781021898,"112",Sol,42157.4733956526,1.00000000938511,0.0536765624656577,"591",0.250423011844332,0.247038917089679,0.050761421319797,0.0203045685279188,0.0050761421319797,0.00846023688663283,0.197969543147208,0.0473773265651438,0.0203045685279188,0.0101522842639594,0,0.0219966159052453,0.00338409475465313,0,0.065989847715736,0.00169204737732657,0,0,0.0253807106598985,0.0236886632825719,0,0,"591","976",0.055715658,0.1027857829,0.8414985591,0.404418828
"246","01069",247.10744199,40.69116234,42157.473,"20351","36466","976",1.781021898,"113",Tirso de Molina,31276.6291262787,0.741899997807712,0.039822641201857,"591",0.250423011844332,0.247038917089679,0.050761421319797,0.0203045685279188,0.0050761421319797,0.00846023688663283,0.197969543147208,0.0473773265651438,0.0203045685279188,0.0101522842639594,0,0.0219966159052453,0.00338409475465313,0,0.065989847715736,0.00169204737732657,0,0,0.0253807106598985,0.0236886632825719,0,0,"438","724",0.055715658,0.1027857829,0.8414985591,0.404418828
"247","01069",247.10744199,40.69116234,42157.473,"20351","36466","976",1.781021898,"114",Antón Martín,42157.4733956526,1.00000000938511,0.0536765624656577,"591",0.250423011844332,0.247038917089679,0.050761421319797,0.0203045685279188,0.0050761421319797,0.00846023688663283,0.197969543147208,0.0473773265651438,0.0203045685279188,0.0101522842639594,0,0.0219966159052453,0.00338409475465313,0,0.065989847715736,0.00169204737732657,0,0,0.0253807106598985,0.0236886632825719,0,0,"591","976",0.055715658,0.1027857829,0.8414985591,0.404418828
"248","01069",247.10744199,40.69116234,42157.473,"20351","36466","976",1.781021898,"207",Sevilla,41965.2943369555,0.995441409331046,0.0534318724873961,"591",0.250423011844332,0.247038917089679,0.050761421319797,0.0203045685279188,0.0050761421319797,0.00846023688663283,0.197969543147208,0.0473773265651438,0.0203045685279188,0.0101522842639594,0,0.0219966159052453,0.00338409475465313,0,0.065989847715736,0.00169204737732657,0,0,0.0253807106598985,0.0236886632825719,0,0,"588","972",0.055715658,0.1027857829,0.8414985591,0.404418828
"249","01071",146.96771032,46.16832298,54813.083,"26336","53795","798",2.078125,"114",Antón Martín,44077.0232308842,0.804133261960183,0.0561206092345368,"401",0.164588528678304,0.216957605985037,0.0623441396508728,0.0473815461346633,0.00249376558603491,0,0.164588528678304,0.084788029925187,0.0448877805486284,0.0224438902743142,0,0.0349127182044888,0.00498753117206983,0.00249376558603491,0.0648379052369077,0.0199501246882793,0.00997506234413965,0,0.027431421446384,0.0224438902743142,0.00249376558603491,0,"322","642",0.0645962733,0.2099378882,0.7254658385,0.2633540373
"250","01071",146.96771032,46.16832298,54813.083,"26336","53795","798",2.078125,"206",Banco de España,16615.7402957273,0.303134569090508,0.0211558177010846,"401",0.164588528678304,0.216957605985037,0.0623441396508728,0.0473815461346633,0.00249376558603491,0,0.164588528678304,0.084788029925187,0.0448877805486284,0.0224438902743142,0,0.0349127182044888,0.00498753117206983,0.00249376558603491,0.0648379052369077,0.0199501246882793,0.00997506234413965,0,0.027431421446384,0.0224438902743142,0.00249376558603491,0,"122","242",0.0645962733,0.2099378882,0.7254658385,0.2633540373
"251","01071",146.96771032,46.16832298,54813.083,"26336","53795","798",2.078125,"207",Sevilla,24381.3339166082,0.444808658484111,0.0310432786303042,"401",0.164588528678304,0.216957605985037,0.0623441396508728,0.0473815461346633,0.00249376558603491,0,0.164588528678304,0.084788029925187,0.0448877805486284,0.0224438902743142,0,0.0349127182044888,0.00498753117206983,0.00249376558603491,0.0648379052369077,0.0199501246882793,0.00997506234413965,0,0.027431421446384,0.0224438902743142,0.00249376558603491,0,"178","355",0.0645962733,0.2099378882,0.7254658385,0.2633540373
"252","01072",65.73336558,45.83716475,238405.366,"27854","56252","1543",1.965605096,"111",Gran Vía,93034.3300223992,0.390235889331447,0.118454988514869,"840",0.192857142857143,0.217857142857143,0.0666666666666667,0.0392857142857143,0.00595238095238095,0.00238095238095238,0.173809523809524,0.0892857142857143,0.0380952380952381,0.0107142857142857,0.00357142857142857,0.0226190476190476,0.00714285714285714,0.00119047619047619,0.0476190476190476,0.025,0.00119047619047619,0,0.0285714285714286,0.0261904761904762,0,0,"328","602",0.0619412516,0.1877394636,0.7503192848,0.2809706258
"253","01072",65.73336558,45.83716475,238405.366,"27854","56252","1543",1.965605096,"112",Sol,86041.4401546844,0.360903957818988,0.109551364564802,"840",0.192857142857143,0.217857142857143,0.0666666666666667,0.0392857142857143,0.00595238095238095,0.00238095238095238,0.173809523809524,0.0892857142857143,0.0380952380952381,0.0107142857142857,0.00357142857142857,0.0226190476190476,0.00714285714285714,0.00119047619047619,0.0476190476190476,0.025,0.00119047619047619,0,0.0285714285714286,0.0261904761904762,0,0,"303","557",0.0619412516,0.1877394636,0.7503192848,0.2809706258
"255","01072",65.73336558,45.83716475,238405.366,"27854","56252","1543",1.965605096,"114",Antón Martín,58939.6752805379,0.247224616917968,0.0750443256456546,"840",0.192857142857143,0.217857142857143,0.0666666666666667,0.0392857142857143,0.00595238095238095,0.00238095238095238,0.173809523809524,0.0892857142857143,0.0380952380952381,0.0107142857142857,0.00357142857142857,0.0226190476190476,0.00714285714285714,0.00119047619047619,0.0476190476190476,0.025,0.00119047619047619,0,0.0285714285714286,0.0261904761904762,0,0,"208","381",0.0619412516,0.1877394636,0.7503192848,0.2809706258
"256","01072",65.73336558,45.83716475,238405.366,"27854","56252","1543",1.965605096,"206",Banco de España,200333.835201321,0.840307575968408,0.255072962230165,"840",0.192857142857143,0.217857142857143,0.0666666666666667,0.0392857142857143,0.00595238095238095,0.00238095238095238,0.173809523809524,0.0892857142857143,0.0380952380952381,0.0107142857142857,0.00357142857142857,0.0226190476190476,0.00714285714285714,0.00119047619047619,0.0476190476190476,0.025,0.00119047619047619,0,0.0285714285714286,0.0261904761904762,0,0,"706","1297",0.0619412516,0.1877394636,0.7503192848,0.2809706258
"257","01072",65.73336558,45.83716475,238405.366,"27854","56252","1543",1.965605096,"207",Sevilla,227190.76730763,0.952959956898076,0.289268270386106,"840",0.192857142857143,0.217857142857143,0.0666666666666667,0.0392857142857143,0.00595238095238095,0.00238095238095238,0.173809523809524,0.0892857142857143,0.0380952380952381,0.0107142857142857,0.00357142857142857,0.0226190476190476,0.00714285714285714,0.00119047619047619,0.0476190476190476,0.025,0.00119047619047619,0,0.0285714285714286,0.0261904761904762,0,0,"800","1470",0.0619412516,0.1877394636,0.7503192848,0.2809706258
"258","01072",65.73336558,45.83716475,238405.366,"27854","56252","1543",1.965605096,"513",Chueca,41823.0055857925,0.17542812180575,0.0532507048218606,"840",0.192857142857143,0.217857142857143,0.0666666666666667,0.0392857142857143,0.00595238095238095,0.00238095238095238,0.173809523809524,0.0892857142857143,0.0380952380952381,0.0107142857142857,0.00357142857142857,0.0226190476190476,0.00714285714285714,0.00119047619047619,0.0476190476190476,0.025,0.00119047619047619,0,0.0285714285714286,0.0261904761904762,0,0,"147","271",0.0619412516,0.1877394636,0.7503192848,0.2809706258
"259","01073",122.89123695,44.8238512,148855.774,"33647","72671","1797",2.129146919,"206",Banco de España,143537.099249861,0.964269610729785,0.182757111692063,"910",0.192307692307692,0.192307692307692,0.056043956043956,0.0406593406593407,0.0197802197802198,0.0010989010989011,0.173626373626374,0.089010989010989,0.0208791208791209,0.0274725274725275,0.00659340659340659,0.0318681318681319,0.00769230769230769,0.0043956043956044,0.0582417582417582,0.0252747252747253,0.0010989010989011,0,0.0175824175824176,0.0296703296703297,0.0021978021978022,0.0021978021978022,"877","1733",0.0853391685,0.1673960613,0.7472647702,0.2314004376
"260","01073",122.89123695,44.8238512,148855.774,"33647","72671","1797",2.129146919,"207",Sevilla,31276.2085728786,0.210110818898289,0.0398221057366351,"910",0.192307692307692,0.192307692307692,0.056043956043956,0.0406593406593407,0.0197802197802198,0.0010989010989011,0.173626373626374,0.089010989010989,0.0208791208791209,0.0274725274725275,0.00659340659340659,0.0318681318681319,0.00769230769230769,0.0043956043956044,0.0582417582417582,0.0252747252747253,0.0010989010989011,0,0.0175824175824176,0.0296703296703297,0.0021978021978022,0.0021978021978022,"191","378",0.0853391685,0.1673960613,0.7472647702,0.2314004376
"261","01073",122.89123695,44.8238512,148855.774,"33647","72671","1797",2.129146919,"404",Alonso Martínez,10705.947840374,0.0719216161569518,0.0136312362132017,"910",0.192307692307692,0.192307692307692,0.056043956043956,0.0406593406593407,0.0197802197802198,0.0010989010989011,0.173626373626374,0.089010989010989,0.0208791208791209,0.0274725274725275,0.00659340659340659,0.0318681318681319,0.00769230769230769,0.0043956043956044,0.0582417582417582,0.0252747252747253,0.0010989010989011,0,0.0175824175824176,0.0296703296703297,0.0021978021978022,0.0021978021978022,"65","129",0.0853391685,0.1673960613,0.7472647702,0.2314004376
"262","01073",122.89123695,44.8238512,148855.774,"33647","72671","1797",2.129146919,"405",Colón,78762.9030470662,0.529122256601656,0.100284043251472,"910",0.192307692307692,0.192307692307692,0.056043956043956,0.0406593406593407,0.0197802197802198,0.0010989010989011,0.173626373626374,0.089010989010989,0.0208791208791209,0.0274725274725275,0.00659340659340659,0.0318681318681319,0.00769230769230769,0.0043956043956044,0.0582417582417582,0.0252747252747253,0.0010989010989011,0,0.0175824175824176,0.0296703296703297,0.0021978021978022,0.0021978021978022,"482","951",0.0853391685,0.1673960613,0.7472647702,0.2314004376
"264","01073",122.89123695,44.8238512,148855.774,"33647","72671","1797",2.129146919,"513",Chueca,142960.704839358,0.960397443765655,0.182023223532072,"910",0.192307692307692,0.192307692307692,0.056043956043956,0.0406593406593407,0.0197802197802198,0.0010989010989011,0.173626373626374,0.089010989010989,0.0208791208791209,0.0274725274725275,0.00659340659340659,0.0318681318681319,0.00769230769230769,0.0043956043956044,0.0582417582417582,0.0252747252747253,0.0010989010989011,0,0.0175824175824176,0.0296703296703297,0.0021978021978022,0.0021978021978022,"874","1726",0.0853391685,0.1673960613,0.7472647702,0.2314004376
"265","01074",222.70627395,42.82299887,79713.374,"23679","47420","1693",1.926052332,"111",Gran Vía,76373.2120937058,0.958097848093919,0.0972413942167954,"955",0.17696335078534,0.273298429319372,0.0534031413612565,0.0345549738219895,0.00628272251308901,0.00209424083769634,0.201047120418848,0.0586387434554974,0.0219895287958115,0.0136125654450262,0.0031413612565445,0.0335078534031414,0.00523560209424084,0.00104712041884817,0.0408376963350785,0.0115183246073298,0.00104712041884817,0,0.0293193717277487,0.0282722513089005,0.00209424083769634,0.00209424083769634,"915","1622",0.0563697858,0.1296505073,0.8139797069,0.3523111612
"266","01074",222.70627395,42.82299887,79713.374,"23679","47420","1693",1.926052332,"112",Sol,13005.8191344459,0.163157303245574,0.0165595233052823,"955",0.17696335078534,0.273298429319372,0.0534031413612565,0.0345549738219895,0.00628272251308901,0.00209424083769634,0.201047120418848,0.0586387434554974,0.0219895287958115,0.0136125654450262,0.0031413612565445,0.0335078534031414,0.00523560209424084,0.00104712041884817,0.0408376963350785,0.0115183246073298,0.00104712041884817,0,0.0293193717277487,0.0282722513089005,0.00209424083769634,0.00209424083769634,"156","276",0.0563697858,0.1296505073,0.8139797069,0.3523111612
"267","01074",222.70627395,42.82299887,79713.374,"23679","47420","1693",1.926052332,"206",Banco de España,69110.4291907027,0.866986626242953,0.087994131779864,"955",0.17696335078534,0.273298429319372,0.0534031413612565,0.0345549738219895,0.00628272251308901,0.00209424083769634,0.201047120418848,0.0586387434554974,0.0219895287958115,0.0136125654450262,0.0031413612565445,0.0335078534031414,0.00523560209424084,0.00104712041884817,0.0408376963350785,0.0115183246073298,0.00104712041884817,0,0.0293193717277487,0.0282722513089005,0.00209424083769634,0.00209424083769634,"828","1468",0.0563697858,0.1296505073,0.8139797069,0.3523111612
"268","01074",222.70627395,42.82299887,79713.374,"23679","47420","1693",1.926052332,"207",Sevilla,79713.3740065815,1.00000000008256,0.101494220468484,"955",0.17696335078534,0.273298429319372,0.0534031413612565,0.0345549738219895,0.00628272251308901,0.00209424083769634,0.201047120418848,0.0586387434554974,0.0219895287958115,0.0136125654450262,0.0031413612565445,0.0335078534031414,0.00523560209424084,0.00104712041884817,0.0408376963350785,0.0115183246073298,0.00104712041884817,0,0.0293193717277487,0.0282722513089005,0.00209424083769634,0.00209424083769634,"955","1693",0.0563697858,0.1296505073,0.8139797069,0.3523111612
"269","01074",222.70627395,42.82299887,79713.374,"23679","47420","1693",1.926052332,"307",Callao,10181.5750193964,0.127727312350326,0.0129635839984606,"955",0.17696335078534,0.273298429319372,0.0534031413612565,0.0345549738219895,0.00628272251308901,0.00209424083769634,0.201047120418848,0.0586387434554974,0.0219895287958115,0.0136125654450262,0.0031413612565445,0.0335078534031414,0.00523560209424084,0.00104712041884817,0.0408376963350785,0.0115183246073298,0.00104712041884817,0,0.0293193717277487,0.0282722513089005,0.00209424083769634,0.00209424083769634,"122","216",0.0563697858,0.1296505073,0.8139797069,0.3523111612
"270","01074",222.70627395,42.82299887,79713.374,"23679","47420","1693",1.926052332,"513",Chueca,79713.3740065815,1.00000000008256,0.101494220468484,"955",0.17696335078534,0.273298429319372,0.0534031413612565,0.0345549738219895,0.00628272251308901,0.00209424083769634,0.201047120418848,0.0586387434554974,0.0219895287958115,0.0136125654450262,0.0031413612565445,0.0335078534031414,0.00523560209424084,0.00104712041884817,0.0408376963350785,0.0115183246073298,0.00104712041884817,0,0.0293193717277487,0.0282722513089005,0.00209424083769634,0.00209424083769634,"955","1693",0.0563697858,0.1296505073,0.8139797069,0.3523111612
"271","01075",456.62512195,43.36765699,32456.747,"19949","38782","1406",1.85,"110",Tribunal,22136.7694185185,0.682039066284693,0.0281854103382653,"834",0.21462829736211,0.256594724220624,0.0551558752997602,0.0359712230215827,0.00359712230215827,0.00359712230215827,0.195443645083933,0.0611510791366906,0.0179856115107914,0.00479616306954436,0,0.0215827338129496,0.00959232613908873,0.00239808153477218,0.0503597122302158,0.0203836930455636,0,0.00359712230215827,0.0191846522781775,0.0239808153477218,0,0,"569","959",0.0459149223,0.1323430115,0.8217420662,0.3733963538
"272","01075",456.62512195,43.36765699,32456.747,"19949","38782","1406",1.85,"111",Gran Vía,32456.7469670395,0.99999999898448,0.041325213910661,"834",0.21462829736211,0.256594724220624,0.0551558752997602,0.0359712230215827,0.00359712230215827,0.00359712230215827,0.195443645083933,0.0611510791366906,0.0179856115107914,0.00479616306954436,0,0.0215827338129496,0.00959232613908873,0.00239808153477218,0.0503597122302158,0.0203836930455636,0,0.00359712230215827,0.0191846522781775,0.0239808153477218,0,0,"834","1406",0.0459149223,0.1323430115,0.8217420662,0.3733963538
"274","01075",456.62512195,43.36765699,32456.747,"19949","38782","1406",1.85,"207",Sevilla,18617.8129300363,0.573619190180591,0.0237049357615459,"834",0.21462829736211,0.256594724220624,0.0551558752997602,0.0359712230215827,0.00359712230215827,0.00359712230215827,0.195443645083933,0.0611510791366906,0.0179856115107914,0.00479616306954436,0,0.0215827338129496,0.00959232613908873,0.00239808153477218,0.0503597122302158,0.0203836930455636,0,0.00359712230215827,0.0191846522781775,0.0239808153477218,0,0,"478","807",0.0459149223,0.1323430115,0.8217420662,0.3733963538
"275","01075",456.62512195,43.36765699,32456.747,"19949","38782","1406",1.85,"307",Callao,14682.7285162155,0.452378314937583,0.0186946306523248,"834",0.21462829736211,0.256594724220624,0.0551558752997602,0.0359712230215827,0.00359712230215827,0.00359712230215827,0.195443645083933,0.0611510791366906,0.0179856115107914,0.00479616306954436,0,0.0215827338129496,0.00959232613908873,0.00239808153477218,0.0503597122302158,0.0203836930455636,0,0.00359712230215827,0.0191846522781775,0.0239808153477218,0,0,"377","636",0.0459149223,0.1323430115,0.8217420662,0.3733963538
"276","01075",456.62512195,43.36765699,32456.747,"19949","38782","1406",1.85,"513",Chueca,32456.7469670395,0.99999999898448,0.041325213910661,"834",0.21462829736211,0.256594724220624,0.0551558752997602,0.0359712230215827,0.00359712230215827,0.00359712230215827,0.195443645083933,0.0611510791366906,0.0179856115107914,0.00479616306954436,0,0.0215827338129496,0.00959232613908873,0.00239808153477218,0.0503597122302158,0.0203836930455636,0,0.00359712230215827,0.0191846522781775,0.0239808153477218,0,0,"834","1406",0.0459149223,0.1323430115,0.8217420662,0.3733963538
"278","01076",460.70663197,43.50273224,31799.955,"18567","37983","1447",1.984910837,"111",Gran Vía,31799.9548733234,0.999999996016455,0.0404889602406548,"755",0.162913907284768,0.271523178807947,0.0675496688741722,0.0264900662251656,0.00794701986754967,0.00132450331125828,0.181456953642384,0.071523178807947,0.0211920529801325,0.00927152317880795,0.00132450331125828,0.0264900662251656,0.00529801324503311,0.00132450331125828,0.0596026490066225,0.0172185430463576,0.00132450331125828,0,0.0211920529801325,0.0450331125827815,0,0,"755","1447",0.056010929,0.1482240437,0.7957650273,0.3784153005
"279","01076",460.70663197,43.50273224,31799.955,"18567","37983","1447",1.984910837,"206",Banco de España,14001.1332204528,0.440287831239158,0.0178267965645002,"755",0.162913907284768,0.271523178807947,0.0675496688741722,0.0264900662251656,0.00794701986754967,0.00132450331125828,0.181456953642384,0.071523178807947,0.0211920529801325,0.00927152317880795,0.00132450331125828,0.0264900662251656,0.00529801324503311,0.00132450331125828,0.0596026490066225,0.0172185430463576,0.00132450331125828,0,0.0211920529801325,0.0450331125827815,0,0,"332","637",0.056010929,0.1482240437,0.7957650273,0.3784153005
"280","01076",460.70663197,43.50273224,31799.955,"18567","37983","1447",1.984910837,"207",Sevilla,31246.8496779166,0.982606726264758,0.039784724830418,"755",0.162913907284768,0.271523178807947,0.0675496688741722,0.0264900662251656,0.00794701986754967,0.00132450331125828,0.181456953642384,0.071523178807947,0.0211920529801325,0.00927152317880795,0.00132450331125828,0.0264900662251656,0.00529801324503311,0.00132450331125828,0.0596026490066225,0.0172185430463576,0.00132450331125828,0,0.0211920529801325,0.0450331125827815,0,0,"742","1422",0.056010929,0.1482240437,0.7957650273,0.3784153005
"282","01076",460.70663197,43.50273224,31799.955,"18567","37983","1447",1.984910837,"513",Chueca,31799.9548733234,0.999999996016455,0.0404889602406548,"755",0.162913907284768,0.271523178807947,0.0675496688741722,0.0264900662251656,0.00794701986754967,0.00132450331125828,0.181456953642384,0.071523178807947,0.0211920529801325,0.00927152317880795,0.00132450331125828,0.0264900662251656,0.00529801324503311,0.00132450331125828,0.0596026490066225,0.0172185430463576,0.00132450331125828,0,0.0211920529801325,0.0450331125827815,0,0,"755","1447",0.056010929,0.1482240437,0.7957650273,0.3784153005
"284","01077",368.70814029,45.21865672,36369.069,"27584","55764","1300",2.024922118,"111",Gran Vía,25376.75803308,0.697756602817631,0.0323106919846617,"696",0.188218390804598,0.195402298850575,0.0790229885057471,0.0301724137931034,0.0158045977011494,0.00431034482758621,0.175287356321839,0.0747126436781609,0.0359195402298851,0.0244252873563218,0.00431034482758621,0.0416666666666667,0.0114942528735632,0.0028735632183908,0.0517241379310345,0.021551724137931,0,0,0.0244252873563218,0.0158045977011494,0.0014367816091954,0.0014367816091954,"486","907",0.0805970149,0.176119403,0.7432835821,0.2395522388
"285","01077",368.70814029,45.21865672,36369.069,"27584","55764","1300",2.024922118,"206",Banco de España,36369.0694129256,1.00000001135376,0.0463065375820662,"696",0.188218390804598,0.195402298850575,0.0790229885057471,0.0301724137931034,0.0158045977011494,0.00431034482758621,0.175287356321839,0.0747126436781609,0.0359195402298851,0.0244252873563218,0.00431034482758621,0.0416666666666667,0.0114942528735632,0.0028735632183908,0.0517241379310345,0.021551724137931,0,0,0.0244252873563218,0.0158045977011494,0.0014367816091954,0.0014367816091954,"696","1300",0.0805970149,0.176119403,0.7432835821,0.2395522388
"286","01077",368.70814029,45.21865672,36369.069,"27584","55764","1300",2.024922118,"207",Sevilla,24505.9341610417,0.673812523522165,0.0312019245894869,"696",0.188218390804598,0.195402298850575,0.0790229885057471,0.0301724137931034,0.0158045977011494,0.00431034482758621,0.175287356321839,0.0747126436781609,0.0359195402298851,0.0244252873563218,0.00431034482758621,0.0416666666666667,0.0114942528735632,0.0028735632183908,0.0517241379310345,0.021551724137931,0,0,0.0244252873563218,0.0158045977011494,0.0014367816091954,0.0014367816091954,"469","876",0.0805970149,0.176119403,0.7432835821,0.2395522388
"287","01077",368.70814029,45.21865672,36369.069,"27584","55764","1300",2.024922118,"513",Chueca,36369.0694129256,1.00000001135376,0.0463065375820662,"696",0.188218390804598,0.195402298850575,0.0790229885057471,0.0301724137931034,0.0158045977011494,0.00431034482758621,0.175287356321839,0.0747126436781609,0.0359195402298851,0.0244252873563218,0.00431034482758621,0.0416666666666667,0.0114942528735632,0.0028735632183908,0.0517241379310345,0.021551724137931,0,0,0.0244252873563218,0.0158045977011494,0.0014367816091954,0.0014367816091954,"696","1300",0.0805970149,0.176119403,0.7432835821,0.2395522388
"288","01079",404.46556917,42.69348659,38745.417,"26143","50429","1497",1.946684005,"110",Tribunal,23947.1211641114,0.618063322537254,0.0304904217806054,"816",0.193627450980392,0.229166666666667,0.0661764705882353,0.0343137254901961,0.0122549019607843,0.00245098039215686,0.202205882352941,0.0600490196078431,0.0269607843137255,0.0122549019607843,0.00367647058823529,0.0269607843137255,0.00367647058823529,0.00245098039215686,0.0477941176470588,0.0183823529411765,0.00245098039215686,0,0.0281862745098039,0.0257352941176471,0.00122549019607843,0,"504","925",0.0779054917,0.1398467433,0.782247765,0.3154533844
"290","01079",404.46556917,42.69348659,38745.417,"26143","50429","1497",1.946684005,"206",Banco de España,10879.3609385106,0.280790911051767,0.0138520326282794,"816",0.193627450980392,0.229166666666667,0.0661764705882353,0.0343137254901961,0.0122549019607843,0.00245098039215686,0.202205882352941,0.0600490196078431,0.0269607843137255,0.0122549019607843,0.00367647058823529,0.0269607843137255,0.00367647058823529,0.00245098039215686,0.0477941176470588,0.0183823529411765,0.00245098039215686,0,0.0281862745098039,0.0257352941176471,0.00122549019607843,0,"229","420",0.0779054917,0.1398467433,0.782247765,0.3154533844
"291","01079",404.46556917,42.69348659,38745.417,"26143","50429","1497",1.946684005,"404",Alonso Martínez,25490.5940343253,0.657899591952394,0.0324556324836887,"816",0.193627450980392,0.229166666666667,0.0661764705882353,0.0343137254901961,0.0122549019607843,0.00245098039215686,0.202205882352941,0.0600490196078431,0.0269607843137255,0.0122549019607843,0.00367647058823529,0.0269607843137255,0.00367647058823529,0.00245098039215686,0.0477941176470588,0.0183823529411765,0.00245098039215686,0,0.0281862745098039,0.0257352941176471,0.00122549019607843,0,"537","985",0.0779054917,0.1398467433,0.782247765,0.3154533844
"292","01079",404.46556917,42.69348659,38745.417,"26143","50429","1497",1.946684005,"405",Colón,14867.9804185159,0.383735201985718,0.0189305007010914,"816",0.193627450980392,0.229166666666667,0.0661764705882353,0.0343137254901961,0.0122549019607843,0.00245098039215686,0.202205882352941,0.0600490196078431,0.0269607843137255,0.0122549019607843,0.00367647058823529,0.0269607843137255,0.00367647058823529,0.00245098039215686,0.0477941176470588,0.0183823529411765,0.00245098039215686,0,0.0281862745098039,0.0257352941176471,0.00122549019607843,0,"313","574",0.0779054917,0.1398467433,0.782247765,0.3154533844
