fid;COD_SEC;Código_es;nombre_est;por_hog_1_pon;por_hog_2_pon;por_hog_3_pon;por_hog_4_pon;por_hog_5_pon;pog_hog_6_pon;por_hog_7_pon;por_hog_8_pon;por_hog_9_pon;por_hog_10_pon;por_hog_11_pon;por_hog_12_pon;por_hog_13_pon;por_hog_14_pon;por_hog_15_pon;por_hog_16_pon;por_hog_17_pon;por_hog_18_pon;por_hog_19_pon;por_hog_20_pon;por_hog_21_pon;por_hog_22_pon;por_pob15_pon;por_pob65_pon;por_pob16_64_pon;por_pob_ext_pon;hog_troc;pob_troc;Densidad_pon;Edad_Prome_pon;renta_med_persona_pon;renta_med_hog_pon;per_hog_med_pon
1;1001;209;Ópera;0,034429;0,045480;0,024228;0,011051;0,001275;0,001275;0,038679;0,029753;0,007226;0,006376;0,000425;0,009351;0,003400;0,000425;0,015727;0,002125;0,000425;0,000425;0,006801;0,010626;0,000000;0,000850;0,018058;0,057663;0,174630;0,064024;173;342;4,568854461;11,85;6517,14;14003,14;0,53
2;1001;210;Santo Domingo;0,013869;0,018321;0,009760;0,004452;0,000514;0,000514;0,015581;0,011985;0,002911;0,002568;0,000171;0,003767;0,001370;0,000171;0,006335;0,000856;0,000171;0,000171;0,002740;0,004281;0,000000;0,000342;0,007274;0,023228;0,070346;0,025791;70;138;4,568854461;11,85;6517,14;14003,14;0,53
3;1001;211;Noviciado;0,001632;0,002156;0,001148;0,000524;0,000060;0,000060;0,001833;0,001410;0,000343;0,000302;0,000020;0,000443;0,000161;0,000020;0,000745;0,000101;0,000020;0,000020;0,000322;0,000504;0,000000;0,000040;0,000856;0,002733;0,008278;0,003035;8;16;4,568854461;11,85;6517,14;14003,14;0,53
5;1001;308;Plaza de España;0,013789;0,018215;0,009704;0,004426;0,000511;0,000511;0,015492;0,011917;0,002894;0,002554;0,000170;0,003745;0,001362;0,000170;0,006299;0,000851;0,000170;0,000170;0,002724;0,004256;0,000000;0,000340;0,007233;0,023095;0,069943;0,025643;69;137;4,568854461;11,85;6517,14;14003,14;0,53
6;1001;309;Ventura Rodríguez;0,013789;0,018215;0,009704;0,004426;0,000511;0,000511;0,015492;0,011917;0,002894;0,002554;0,000170;0,003745;0,001362;0,000170;0,006299;0,000851;0,000170;0,000170;0,002724;0,004256;0,000000;0,000340;0,007233;0,023095;0,069943;0,025643;69;137;4,568854461;11,85;6517,14;14003,14;0,53
7;1001;625;Príncipe Pío;0,038350;0,050659;0,026987;0,012310;0,001420;0,001420;0,043084;0,033142;0,008049;0,007102;0,000473;0,010416;0,003788;0,000473;0,017518;0,002367;0,000473;0,000473;0,007575;0,011836;0,000000;0,000947;0,020115;0,064230;0,194519;0,071316;193;381;4,568854461;11,85;6517,14;14003,14;0,53
8;1001;626;Puerta del Ángel;0,005071;0,006698;0,003568;0,001628;0,000188;0,000188;0,005697;0,004382;0,001064;0,000939;0,000063;0,001377;0,000501;0,000063;0,002316;0,000313;0,000063;0,000063;0,001002;0,001565;0,000000;0,000125;0,002660;0,008493;0,025720;0,009430;25;50;4,568854461;11,85;6517,14;14003,14;0,53
9;1002;209;Ópera;0,006248;0,006529;0,002026;0,000901;0,000225;0,000000;0,005629;0,001576;0,000563;0,000225;0,000000;0,000619;0,000113;0,000000;0,001914;0,000563;0,000113;0,000056;0,000901;0,000675;0,000056;0,000000;0,001663;0,004010;0,023258;0,009475;423;810;88,46996475;10,60;4726,13;9609,73;0,48
10;1002;210;Santo Domingo;0,007584;0,007925;0,002460;0,001093;0,000273;0,000000;0,006832;0,001913;0,000683;0,000273;0,000000;0,000752;0,000137;0,000000;0,002323;0,000683;0,000137;0,000068;0,001093;0,000820;0,000068;0,000000;0,002019;0,004868;0,028232;0,011502;514;983;88,46996475;10,60;4726,13;9609,73;0,48
11;1002;211;Noviciado;0,006583;0,006880;0,002135;0,000949;0,000237;0,000000;0,005931;0,001661;0,000593;0,000237;0,000000;0,000652;0,000119;0,000000;0,002017;0,000593;0,000119;0,000059;0,000949;0,000712;0,000059;0,000000;0,001753;0,004225;0,024507;0,009984;446;853;88,46996475;10,60;4726,13;9609,73;0,48
12;1002;307;Callao;0,005356;0,005597;0,001737;0,000772;0,000193;0,000000;0,004825;0,001351;0,000483;0,000193;0,000000;0,000531;0,000097;0,000000;0,001641;0,000483;0,000097;0,000048;0,000772;0,000579;0,000048;0,000000;0,001426;0,003438;0,019939;0,008123;363;694;88,46996475;10,60;4726,13;9609,73;0,48
13;1002;308;Plaza de España;0,007584;0,007925;0,002460;0,001093;0,000273;0,000000;0,006832;0,001913;0,000683;0,000273;0,000000;0,000752;0,000137;0,000000;0,002323;0,000683;0,000137;0,000068;0,001093;0,000820;0,000068;0,000000;0,002019;0,004868;0,028232;0,011502;514;983;88,46996475;10,60;4726,13;9609,73;0,48
14;1002;309;Ventura Rodríguez;0,007584;0,007925;0,002460;0,001093;0,000273;0,000000;0,006832;0,001913;0,000683;0,000273;0,000000;0,000752;0,000137;0,000000;0,002323;0,000683;0,000137;0,000068;0,001093;0,000820;0,000068;0,000000;0,002019;0,004868;0,028232;0,011502;514;983;88,46996475;10,60;4726,13;9609,73;0,48
17;1003;209;Ópera;0,015426;0,018907;0,007807;0,004233;0,000376;0,000376;0,015050;0,007337;0,001787;0,001223;0,000376;0,002728;0,000094;0,000188;0,004891;0,002163;0,000094;0,000000;0,002916;0,004609;0,000094;0,000000;0,005279;0,015097;0,070300;0,032556;946;1836;67,60837457;10,96;4834,03;10175,27;0,51
18;1003;210;Santo Domingo;0,015716;0,019262;0,007954;0,004312;0,000383;0,000383;0,015333;0,007475;0,001821;0,001246;0,000383;0,002779;0,000096;0,000192;0,004983;0,002204;0,000096;0,000000;0,002971;0,004696;0,000096;0,000000;0,005379;0,015381;0,071621;0,033168;964;1870;67,60837457;10,96;4834,03;10175,27;0,51
19;1003;211;Noviciado;0,009846;0,012068;0,004983;0,002702;0,000240;0,000240;0,009606;0,004683;0,001141;0,000780;0,000240;0,001741;0,000060;0,000120;0,003122;0,001381;0,000060;0,000000;0,001861;0,002942;0,000060;0,000000;0,003370;0,009636;0,044870;0,020780;604;1172;67,60837457;10,96;4834,03;10175,27;0,51
20;1003;307;Callao;0,015716;0,019262;0,007954;0,004312;0,000383;0,000383;0,015333;0,007475;0,001821;0,001246;0,000383;0,002779;0,000096;0,000192;0,004983;0,002204;0,000096;0,000000;0,002971;0,004696;0,000096;0,000000;0,005379;0,015381;0,071621;0,033168;964;1870;67,60837457;10,96;4834,03;10175,27;0,51
21;1003;308;Plaza de España;0,011543;0,014147;0,005842;0,003167;0,000282;0,000282;0,011261;0,005490;0,001337;0,000915;0,000282;0,002041;0,000070;0,000141;0,003660;0,001619;0,000070;0,000000;0,002182;0,003449;0,000070;0,000000;0,003950;0,011297;0,052602;0,024360;708;1373;67,60837457;10,96;4834,03;10175,27;0,51
22;1003;309;Ventura Rodríguez;0,011543;0,014147;0,005842;0,003167;0,000282;0,000282;0,011261;0,005490;0,001337;0,000915;0,000282;0,002041;0,000070;0,000141;0,003660;0,001619;0,000070;0,000000;0,002182;0,003449;0,000070;0,000000;0,003950;0,011297;0,052602;0,024360;708;1373;67,60837457;10,96;4834,03;10175,27;0,51
24;1004;209;Ópera;0,011296;0,010380;0,006615;0,003765;0,000712;0,000102;0,011296;0,006920;0,001934;0,000611;0,000712;0,002341;0,000305;0,000000;0,004580;0,001730;0,000204;0,000000;0,001628;0,001934;0,000305;0,000102;0,004868;0,015334;0,047269;0,015919;663;1297;65,52539161;11,74;8037,52;16488,88;0,52
25;1004;210;Santo Domingo;0,011296;0,010380;0,006615;0,003765;0,000712;0,000102;0,011296;0,006920;0,001934;0,000611;0,000712;0,002341;0,000305;0,000000;0,004580;0,001730;0,000204;0,000000;0,001628;0,001934;0,000305;0,000102;0,004868;0,015334;0,047269;0,015919;663;1297;65,52539161;11,74;8037,52;16488,88;0,52
26;1004;307;Callao;0,010570;0,009713;0,006189;0,003523;0,000667;0,000095;0,010570;0,006475;0,001809;0,000571;0,000667;0,002190;0,000286;0,000000;0,004285;0,001619;0,000190;0,000000;0,001524;0,001809;0,000286;0,000095;0,004555;0,014348;0,044229;0,014895;620;1214;65,52539161;11,74;8037,52;16488,88;0,52
27;1004;308;Plaza de España;0,004741;0,004357;0,002776;0,001580;0,000299;0,000043;0,004741;0,002904;0,000812;0,000256;0,000299;0,000982;0,000128;0,000000;0,001922;0,000726;0,000085;0,000000;0,000683;0,000812;0,000128;0,000043;0,002043;0,006436;0,019839;0,006681;278;544;65,52539161;11,74;8037,52;16488,88;0,52
28;1004;309;Ventura Rodríguez;0,004741;0,004357;0,002776;0,001580;0,000299;0,000043;0,004741;0,002904;0,000812;0,000256;0,000299;0,000982;0,000128;0,000000;0,001922;0,000726;0,000085;0,000000;0,000683;0,000812;0,000128;0,000043;0,002043;0,006436;0,019839;0,006681;278;544;65,52539161;11,74;8037,52;16488,88;0,52
29;1006;112;Sol;0,002963;0,003830;0,001774;0,001089;0,000181;0,000000;0,003387;0,001713;0,000383;0,000403;0,000040;0,000484;0,000121;0,000000;0,001068;0,000504;0,000000;0,000020;0,000464;0,000484;0,000000;0,000000;0,001134;0,003885;0,013890;0,004355;283;518;89,90022495;11,77;6644,32;12868,05;0,48
30;1006;209;Ópera;0,009826;0,012700;0,005882;0,003609;0,000602;0,000000;0,011229;0,005681;0,001270;0,001337;0,000134;0,001604;0,000401;0,000000;0,003543;0,001671;0,000000;0,000067;0,001537;0,001604;0,000000;0,000000;0,003761;0,012880;0,046056;0,014441;938;1718;89,90022495;11,77;6644,32;12868,05;0,48
31;1006;210;Santo Domingo;0,004292;0,005548;0,002569;0,001577;0,000263;0,000000;0,004905;0,002482;0,000555;0,000584;0,000058;0,000701;0,000175;0,000000;0,001547;0,000730;0,000000;0,000029;0,000672;0,000701;0,000000;0,000000;0,001643;0,005626;0,020118;0,006308;410;750;89,90022495;11,77;6644,32;12868,05;0,48
32;1006;307;Callao;0,004729;0,006112;0,002831;0,001737;0,000290;0,000000;0,005404;0,002734;0,000611;0,000643;0,000064;0,000772;0,000193;0,000000;0,001705;0,000804;0,000000;0,000032;0,000740;0,000772;0,000000;0,000000;0,001810;0,006199;0,022165;0,006950;451;827;89,90022495;11,77;6644,32;12868,05;0,48
34;1007;209;Ópera;0,004018;0,005457;0,003178;0,001259;0,000420;0,000060;0,005217;0,002579;0,000840;0,000240;0,000180;0,000660;0,000180;0,000120;0,001979;0,000360;0,000060;0,000000;0,000720;0,000480;0,000000;0,000000;0,002058;0,005884;0,020064;0,005980;467;832;99,20760469;11,64;5675,71;11065,52;0,48
36;1008;113;Tirso de Molina;0,003239;0,004105;0,001733;0,001049;0,000228;0,000091;0,003193;0,002144;0,000639;0,000319;0,000046;0,000593;0,000091;0,000000;0,001323;0,000228;0,000046;0,000000;0,000502;0,000411;0,000000;0,000000;0,001338;0,004624;0,014017;0,004818;244;446;73,15030793;12,02;6000,92;12227,40;0,50
37;1008;209;Ópera;0,005803;0,007356;0,003106;0,001880;0,000409;0,000163;0,005721;0,003841;0,001144;0,000572;0,000082;0,001062;0,000163;0,000000;0,002370;0,000409;0,000082;0,000000;0,000899;0,000736;0,000000;0,000000;0,002398;0,008284;0,025114;0,008633;438;800;73,15030793;12,02;6000,92;12227,40;0,50
38;1008;517;La Latina;0,005433;0,006887;0,002908;0,001760;0,000383;0,000153;0,005357;0,003597;0,001071;0,000536;0,000077;0,000995;0,000153;0,000000;0,002219;0,000383;0,000077;0,000000;0,000842;0,000689;0,000000;0,000000;0,002245;0,007757;0,023515;0,008083;410;749;73,15030793;12,02;6000,92;12227,40;0,50
39;1009;113;Tirso de Molina;0,003033;0,003530;0,001392;0,000771;0,000373;0,000075;0,003281;0,001740;0,000746;0,000447;0,000075;0,000597;0,000050;0,000025;0,001317;0,000224;0,000050;0,000000;0,000472;0,000224;0,000000;0,000000;0,001658;0,003668;0,013094;0,003995;156;287;51,38330711;11,43;5761,08;11119,10;0,47
40;1009;209;Ópera;0,009314;0,010841;0,004275;0,002367;0,001145;0,000229;0,010077;0,005344;0,002290;0,001374;0,000229;0,001832;0,000153;0,000076;0,004046;0,000687;0,000153;0,000000;0,001451;0,000687;0,000000;0,000000;0,005092;0,011266;0,040212;0,012268;479;883;51,38330711;11,43;5761,08;11119,10;0,47
41;1009;517;La Latina;0,011115;0,012938;0,005102;0,002824;0,001367;0,000273;0,012027;0,006378;0,002733;0,001640;0,000273;0,002187;0,000182;0,000091;0,004829;0,000820;0,000182;0,000000;0,001731;0,000820;0,000000;0,000000;0,006077;0,013445;0,047991;0,014641;571;1054;51,38330711;11,43;5761,08;11119,10;0,47
42;1011;113;Tirso de Molina;0,003717;0,003787;0,001613;0,001087;0,000386;0,000035;0,004243;0,001578;0,000596;0,000281;0,000035;0,000771;0,000105;0,000105;0,001227;0,000175;0,000105;0,000000;0,000456;0,000666;0,000000;0,000035;0,001420;0,003835;0,015747;0,004905;210;387;60,6698012;11,39;5349,25;10412,35;0,48
43;1011;517;La Latina;0,010597;0,010797;0,004599;0,003099;0,001100;0,000100;0,012097;0,004499;0,001700;0,000800;0,000100;0,002199;0,000300;0,000300;0,003499;0,000500;0,000300;0,000000;0,001300;0,001900;0,000000;0,000100;0,004048;0,010936;0,044901;0,013985;599;1104;60,6698012;11,39;5349,25;10412,35;0,48
45;1012;113;Tirso de Molina;0,005698;0,006420;0,001926;0,000883;0,000482;0,000080;0,005939;0,002167;0,000803;0,000321;0,000080;0,000642;0,000080;0,000000;0,002247;0,000321;0,000080;0,000000;0,001124;0,001926;0,000000;0,000080;0,001769;0,005076;0,024455;0,009075;376;734;79,99985356;10,94;4659,28;9741,91;0,52
46;1012;517;La Latina;0,005909;0,006658;0,001997;0,000915;0,000499;0,000083;0,006158;0,002247;0,000832;0,000333;0,000083;0,000666;0,000083;0,000000;0,002330;0,000333;0,000083;0,000000;0,001165;0,001997;0,000000;0,000083;0,001834;0,005263;0,025359;0,009410;390;761;79,99985356;10,94;4659,28;9741,91;0,52
48;1013;113;Tirso de Molina;0,002814;0,003173;0,001020;0,000340;0,000076;0,000019;0,002512;0,000661;0,000359;0,000245;0,000038;0,000302;0,000038;0,000000;0,000623;0,000094;0,000019;0,000000;0,000378;0,000340;0,000000;0,000000;0,000928;0,001763;0,010358;0,003651;221;388;97,74944889;10,69;4204,90;8024,25;0,47
49;1013;517;La Latina;0,008803;0,009925;0,003190;0,001063;0,000236;0,000059;0,007858;0,002068;0,001123;0,000768;0,000118;0,000945;0,000118;0,000000;0,001950;0,000295;0,000059;0,000000;0,001182;0,001063;0,000000;0,000000;0,002904;0,005515;0,032404;0,011421;691;1215;97,74944889;10,69;4204,90;8024,25;0,47
50;1013;518;Puerta de Toledo;0,008465;0,009545;0,003068;0,001023;0,000227;0,000057;0,007556;0,001988;0,001079;0,000739;0,000114;0,000909;0,000114;0,000000;0,001875;0,000284;0,000057;0,000000;0,001136;0,001023;0,000000;0,000000;0,002793;0,005303;0,031161;0,010983;664;1168;97,74944889;10,69;4204,90;8024,25;0,47
51;1014;517;La Latina;0,006455;0,006929;0,002468;0,001281;0,000807;0,000190;0,006502;0,002943;0,000949;0,000807;0,000142;0,001234;0,000380;0,000047;0,002468;0,000617;0,000000;0,000000;0,000854;0,000475;0,000000;0,000047;0,003041;0,006132;0,026422;0,006905;750;1393;127,9678069;11,14;4998,01;10093,16;0,50
52;1014;518;Puerta de Toledo;0,006449;0,006923;0,002466;0,001280;0,000806;0,000190;0,006496;0,002940;0,000948;0,000806;0,000142;0,001233;0,000379;0,000047;0,002466;0,000616;0,000000;0,000000;0,000854;0,000474;0,000000;0,000047;0,003038;0,006126;0,026398;0,006898;749;1392;127,9678069;11,14;4998,01;10093,16;0,50
53;1015;517;La Latina;0,008836;0,008836;0,004552;0,002075;0,000602;0,000134;0,011246;0,004686;0,001540;0,001205;0,000067;0,001607;0,000268;0,000134;0,002878;0,000870;0,000000;0,000067;0,001406;0,000937;0,000067;0,000067;0,002979;0,009387;0,039714;0,014671;778;1721;113,4933943;11,76;5470,92;10683,23;0,59
54;1015;518;Puerta de Toledo;0,003045;0,003045;0,001569;0,000715;0,000208;0,000046;0,003875;0,001615;0,000531;0,000415;0,000023;0,000554;0,000092;0,000046;0,000992;0,000300;0,000000;0,000023;0,000484;0,000323;0,000023;0,000023;0,001027;0,003235;0,013684;0,005055;268;593;113,4933943;11,76;5470,92;10683,23;0,59
55;1016;517;La Latina;0,004854;0,006211;0,002140;0,000835;0,000209;0,000157;0,006733;0,002819;0,001357;0,000470;0,000052;0,000783;0,000365;0,000000;0,001514;0,001044;0,000052;0,000052;0,000574;0,000574;0,000000;0,000052;0,002107;0,005024;0,023717;0,006996;561;1048;112,1404181;11,24;5418,35;10786,13;0,49
56;1018;517;La Latina;0,002163;0,002682;0,001699;0,000758;0,000211;0,000070;0,002303;0,001264;0,000506;0,000267;0,000042;0,000506;0,000056;0,000014;0,000646;0,000154;0,000014;0,000000;0,000239;0,000239;0,000000;0,000000;0,001008;0,003249;0,009576;0,002203;72;129;29,90655432;12,08;5543,53;10527,01;0,47
57;1018;518;Puerta de Toledo;0,004354;0,005400;0,003421;0,001527;0,000424;0,000141;0,004637;0,002545;0,001018;0,000537;0,000085;0,001018;0,000113;0,000028;0,001301;0,000311;0,000028;0,000000;0,000481;0,000481;0,000000;0,000000;0,002029;0,006542;0,019279;0,004434;145;259;29,90655432;12,08;5543,53;10527,01;0,47
58;1019;518;Puerta de Toledo;0,005171;0,003723;0,002310;0,000655;0,000483;0,000103;0,005585;0,002379;0,000793;0,000241;0,000034;0,000655;0,000069;0,000103;0,001379;0,000448;0,000034;0,000034;0,000517;0,000310;0,000000;0,000000;0,001546;0,004995;0,018490;0,004147;339;606;79,07544634;11,69;5543,53;10542,29;0,48
59;1020;517;La Latina;0,004587;0,006282;0,002149;0,001157;0,000413;0,000165;0,004381;0,002438;0,000909;0,000455;0,000083;0,001033;0,000165;0,000083;0,001818;0,000413;0,000041;0,000041;0,000703;0,000579;0,000000;0,000083;0,002223;0,005371;0,020384;0,005481;394;722;84,2379694;11,40;4675,81;9058,45;0,48
60;1020;518;Puerta de Toledo;0,007891;0,010806;0,003697;0,001991;0,000711;0,000284;0,007536;0,004194;0,001564;0,000782;0,000142;0,001777;0,000284;0,000142;0,003128;0,000711;0,000071;0,000071;0,001209;0,000995;0,000000;0,000142;0,003825;0,009240;0,035065;0,009429;677;1242;84,2379694;11,40;4675,81;9058,45;0,48
61;1021;517;La Latina;0,007114;0,007622;0,003788;0,001802;0,000508;0,000139;0,007668;0,003695;0,000924;0,000416;0,000046;0,001940;0,000277;0,000139;0,002402;0,001201;0,000139;0,000046;0,000970;0,001293;0,000046;0,000046;0,002804;0,008654;0,030761;0,007909;566;1160;90,23653345;11,77;5311,95;10916,06;0,54
62;1021;518;Puerta de Toledo;0,011477;0,012297;0,006111;0,002907;0,000820;0,000224;0,012372;0,005962;0,001491;0,000671;0,000075;0,003130;0,000447;0,000224;0,003875;0,001938;0,000224;0,000075;0,001565;0,002087;0,000075;0,000075;0,004525;0,013963;0,049631;0,012761;914;1872;90,23653345;11,77;5311,95;10916,06;0,54
63;1022;517;La Latina;0,008782;0,008221;0,003363;0,001370;0,000810;0,000125;0,007100;0,003426;0,000997;0,000872;0,000249;0,001246;0,000249;0,000125;0,002118;0,001059;0,000062;0,000062;0,000810;0,001059;0,000000;0,000000;0,003446;0,007154;0,031503;0,010173;489;923;70,34566244;11,14;4667,80;9260,99;0,49
64;1022;518;Puerta de Toledo;0,012135;0,011360;0,004647;0,001893;0,001119;0,000172;0,009811;0,004733;0,001377;0,001205;0,000344;0,001721;0,000344;0,000172;0,002926;0,001463;0,000086;0,000086;0,001119;0,001463;0,000000;0,000000;0,004761;0,009885;0,043531;0,014057;676;1276;70,34566244;11,14;4667,80;9260,99;0,49
65;1022;519;Acacias;0,006741;0,006311;0,002582;0,001052;0,000622;0,000096;0,005450;0,002630;0,000765;0,000669;0,000191;0,000956;0,000191;0,000096;0,001626;0,000813;0,000048;0,000048;0,000622;0,000813;0,000000;0,000000;0,002645;0,005492;0,024183;0,007809;376;709;70,34566244;11,14;4667,80;9260,99;0,49
68;1023;517;La Latina;0,006076;0,006256;0,001555;0,000796;0,000434;0,000072;0,006220;0,001772;0,000723;0,000470;0,000145;0,000506;0,000072;0,000000;0,001627;0,000289;0,000072;0,000036;0,000868;0,000759;0,000036;0,000000;0,002284;0,003719;0,022784;0,009306;796;1433;168,9821044;10,61;4240,20;8480,64;0,49
69;1023;518;Puerta de Toledo;0,006076;0,006256;0,001555;0,000796;0,000434;0,000072;0,006220;0,001772;0,000723;0,000470;0,000145;0,000506;0,000072;0,000000;0,001627;0,000289;0,000072;0,000036;0,000868;0,000759;0,000036;0,000000;0,002284;0,003719;0,022784;0,009306;796;1433;168,9821044;10,61;4240,20;8480,64;0,49
70;1024;113;Tirso de Molina;0,005591;0,005985;0,001326;0,000896;0,000215;0,000036;0,005484;0,001326;0,000538;0,000466;0,000000;0,000717;0,000215;0,000036;0,001254;0,000251;0,000036;0,000000;0,000538;0,000466;0,000000;0,000000;0,001414;0,003273;0,020688;0,007354;708;1229;157,8870908;10,71;4923,41;9017,15;0,45
71;1024;517;La Latina;0,005591;0,005985;0,001326;0,000896;0,000215;0,000036;0,005484;0,001326;0,000538;0,000466;0,000000;0,000717;0,000215;0,000036;0,001254;0,000251;0,000036;0,000000;0,000538;0,000466;0,000000;0,000000;0,001414;0,003273;0,020688;0,007354;708;1229;157,8870908;10,71;4923,41;9017,15;0,45
72;1024;518;Puerta de Toledo;0,005022;0,005376;0,001191;0,000805;0,000193;0,000032;0,004925;0,001191;0,000483;0,000418;0,000000;0,000644;0,000193;0,000032;0,001127;0,000225;0,000032;0,000000;0,000483;0,000418;0,000000;0,000000;0,001270;0,002940;0,018582;0,006605;636;1104;157,8870908;10,71;4923,41;9017,15;0,45
74;1025;113;Tirso de Molina;0,008740;0,008740;0,003049;0,002134;0,000711;0,000102;0,010366;0,003659;0,001728;0,001321;0,000102;0,001016;0,000508;0,000203;0,003862;0,000508;0,000203;0,000000;0,001931;0,002642;0,000000;0,000000;0,004148;0,007118;0,040258;0,015179;507;1067;67,66735926;10,76;5483,19;12337,30;0,56
76;1025;517;La Latina;0,008740;0,008740;0,003049;0,002134;0,000711;0,000102;0,010366;0,003659;0,001728;0,001321;0,000102;0,001016;0,000508;0,000203;0,003862;0,000508;0,000203;0,000000;0,001931;0,002642;0,000000;0,000000;0,004148;0,007118;0,040258;0,015179;507;1067;67,66735926;10,76;5483,19;12337,30;0,56
77;1026;112;Sol;0,011034;0,013950;0,003625;0,001655;0,000788;0,000315;0,012373;0,005517;0,001576;0,000788;0,000079;0,001813;0,000473;0,000000;0,004650;0,000630;0,000079;0,000079;0,001734;0,002049;0,000000;0,000000;0,004624;0,009851;0,048732;0,021431;787;1435;77,84311334;10,81;5264,88;10663,46;0,50
78;1026;113;Tirso de Molina;0,011245;0,014217;0,003695;0,001687;0,000803;0,000321;0,012610;0,005622;0,001606;0,000803;0,000080;0,001847;0,000482;0,000000;0,004739;0,000643;0,000080;0,000080;0,001767;0,002088;0,000000;0,000000;0,004712;0,010040;0,049665;0,021841;802;1462;77,84311334;10,81;5264,88;10663,46;0,50
79;1026;114;Antón Martín;0,007099;0,008975;0,002332;0,001065;0,000507;0,000203;0,007961;0,003549;0,001014;0,000507;0,000051;0,001166;0,000304;0,000000;0,002992;0,000406;0,000051;0,000051;0,001116;0,001318;0,000000;0,000000;0,002975;0,006338;0,031353;0,013788;506;923;77,84311334;10,81;5264,88;10663,46;0,50
80;1026;517;La Latina;0,010198;0,012893;0,003351;0,001530;0,000728;0,000291;0,011436;0,005099;0,001457;0,000728;0,000073;0,001675;0,000437;0,000000;0,004298;0,000583;0,000073;0,000073;0,001602;0,001894;0,000000;0,000000;0,004274;0,009105;0,045040;0,019807;727;1326;77,84311334;10,81;5264,88;10663,46;0,50
81;1027;112;Sol;0,006096;0,007006;0,001774;0,000864;0,000273;0,000045;0,006278;0,001547;0,001137;0,000500;0,000000;0,000819;0,000227;0,000000;0,001365;0,000546;0,000136;0,000000;0,000773;0,000682;0,000045;0,000000;0,001928;0,004198;0,023990;0,008859;459;808;90,5463294;10,95;5702,00;10901,29;0,48
82;1027;113;Tirso de Molina;0,008800;0,010113;0,002561;0,001248;0,000394;0,000066;0,009062;0,002233;0,001642;0,000722;0,000000;0,001182;0,000328;0,000000;0,001970;0,000788;0,000197;0,000000;0,001116;0,000985;0,000066;0,000000;0,002783;0,006059;0,034630;0,012788;662;1166;90,5463294;10,95;5702,00;10901,29;0,48
83;1027;114;Antón Martín;0,008800;0,010113;0,002561;0,001248;0,000394;0,000066;0,009062;0,002233;0,001642;0,000722;0,000000;0,001182;0,000328;0,000000;0,001970;0,000788;0,000197;0,000000;0,001116;0,000985;0,000066;0,000000;0,002783;0,006059;0,034630;0,012788;662;1166;90,5463294;10,95;5702,00;10901,29;0,48
84;1027;305;Lavapiés;0,004138;0,004755;0,001204;0,000587;0,000185;0,000031;0,004261;0,001050;0,000772;0,000340;0,000000;0,000556;0,000154;0,000000;0,000926;0,000371;0,000093;0,000000;0,000525;0,000463;0,000031;0,000000;0,001309;0,002849;0,016284;0,006013;311;548;90,5463294;10,95;5702,00;10901,29;0,48
87;1028;113;Tirso de Molina;0,007544;0,009608;0,002257;0,001741;0,000451;0,000129;0,010511;0,002773;0,001225;0,001354;0,000000;0,001225;0,000258;0,000064;0,002063;0,000967;0,000000;0,000000;0,001096;0,001612;0,000064;0,000000;0,002650;0,004868;0,037426;0,019389;697;1585;117,9581607;10,60;4665,79;9663,30;0,60
88;1028;114;Antón Martín;0,004771;0,006076;0,001427;0,001101;0,000285;0,000082;0,006647;0,001754;0,000775;0,000856;0,000000;0,000775;0,000163;0,000041;0,001305;0,000612;0,000000;0,000000;0,000693;0,001020;0,000041;0,000000;0,001676;0,003078;0,023669;0,012262;441;1002;117,9581607;10,60;4665,79;9663,30;0,60
89;1028;305;Lavapiés;0,003927;0,005001;0,001175;0,000906;0,000235;0,000067;0,005471;0,001443;0,000638;0,000705;0,000000;0,000638;0,000134;0,000034;0,001074;0,000503;0,000000;0,000000;0,000571;0,000839;0,000034;0,000000;0,001380;0,002534;0,019483;0,010093;363;825;117,9581607;10,60;4665,79;9663,30;0,60
90;1028;517;La Latina;0,007544;0,009608;0,002257;0,001741;0,000451;0,000129;0,010511;0,002773;0,001225;0,001354;0,000000;0,001225;0,000258;0,000064;0,002063;0,000967;0,000000;0,000000;0,001096;0,001612;0,000064;0,000000;0,002650;0,004868;0,037426;0,019389;697;1585;117,9581607;10,60;4665,79;9663,30;0,60
91;1029;113;Tirso de Molina;0,005137;0,005548;0,001479;0,001027;0,000329;0,000041;0,005630;0,002219;0,000699;0,000616;0,000041;0,000904;0,000329;0,000041;0,001726;0,000452;0,000041;0,000000;0,000740;0,001233;0,000041;0,000000;0,002255;0,003971;0,022048;0,008520;688;1370;159,8673526;10,68;4514,33;9569,67;0,53
93;1029;305;Lavapiés;0,002736;0,002955;0,000788;0,000547;0,000175;0,000022;0,002999;0,001182;0,000372;0,000328;0,000022;0,000482;0,000175;0,000022;0,000919;0,000241;0,000022;0,000000;0,000394;0,000657;0,000022;0,000000;0,001201;0,002115;0,011745;0,004538;366;730;159,8673526;10,68;4514,33;9569,67;0,53
94;1029;517;La Latina;0,005137;0,005548;0,001479;0,001027;0,000329;0,000041;0,005630;0,002219;0,000699;0,000616;0,000041;0,000904;0,000329;0,000041;0,001726;0,000452;0,000041;0,000000;0,000740;0,001233;0,000041;0,000000;0,002255;0,003971;0,022048;0,008520;688;1370;159,8673526;10,68;4514,33;9569,67;0,53
