fid;COD_SEC;Código_es;nombre_est;por_hog_1_pon;por_hog_2_pon;por_hog_3_pon;por_hog_4_pon;por_hog_5_pon;pog_hog_6_pon;por_hog_7_pon;por_hog_8_pon;por_hog_9_pon;por_hog_10_pon;por_hog_11_pon;por_hog_12_pon;por_hog_13_pon;por_hog_14_pon;por_hog_15_pon;por_hog_16_pon;por_hog_17_pon;por_hog_18_pon;por_hog_19_pon;por_hog_20_pon;por_hog_21_pon;por_hog_22_pon;por_pob15_pon;por_pob65_pon;por_pob16_64_pon;por_pob_ext_pon;hog_troc;pob_troc;Densidad_pon;Edad_Prome_pon;renta_med_persona_pon;renta_med_hog_pon;per_hog_med_pon
3652;15101;707;Barrio de la Concepción;0,003506;0,002804;0,003824;0,000892;0,000382;0,000064;0,004525;0,002996;0,001848;0,000446;0,000191;0,001657;0,000319;0,000127;0,002549;0,000637;0,000127;0,000191;0,001147;0,001976;0,000000;0,000064;0,003688;0,005686;0,020900;0,008043;475;1097;124,539968;11,05;3454,60;8558,25;0,61
3653;15102;505;Pueblo Nuevo;0,002299;0,002352;0,003188;0,000575;0,000366;0,000105;0,003345;0,002665;0,000888;0,001045;0,000105;0,001202;0,000209;0,000105;0,001881;0,000993;0,000157;0,000000;0,001254;0,001359;0,000000;0,000000;0,002812;0,004516;0,016764;0,004644;461;1066;149,6920418;11,28;3782,30;9029,91;0,60
3654;15102;506;Quintana;0,001953;0,001997;0,002707;0,000488;0,000311;0,000089;0,002840;0,002263;0,000754;0,000888;0,000089;0,001021;0,000178;0,000089;0,001598;0,000843;0,000133;0,000000;0,001065;0,001154;0,000000;0,000000;0,002388;0,003835;0,014236;0,003943;391;905;149,6920418;11,28;3782,30;9029,91;0,60
3655;15102;707;Barrio de la Concepción;0,002300;0,002352;0,003189;0,000575;0,000366;0,000105;0,003345;0,002666;0,000889;0,001045;0,000105;0,001202;0,000209;0,000105;0,001882;0,000993;0,000157;0,000000;0,001255;0,001359;0,000000;0,000000;0,002812;0,004517;0,016768;0,004645;461;1066;149,6920418;11,28;3782,30;9029,91;0,60
3656;15103;505;Pueblo Nuevo;0,003940;0,003326;0,003735;0,001228;0,000665;0,000102;0,004810;0,002917;0,001586;0,000563;0,000051;0,001637;0,000205;0,000000;0,002047;0,001177;0,000051;0,000102;0,001279;0,001689;0,000000;0,000051;0,002906;0,005700;0,022556;0,007109;609;1331;142,6961422;11,23;3726,23;8629,35;0,58
3657;15103;506;Quintana;0,003940;0,003326;0,003735;0,001228;0,000665;0,000102;0,004810;0,002917;0,001586;0,000563;0,000051;0,001637;0,000205;0,000000;0,002047;0,001177;0,000051;0,000102;0,001279;0,001689;0,000000;0,000051;0,002906;0,005700;0,022556;0,007109;609;1331;142,6961422;11,23;3726,23;8629,35;0,58
3658;15103;707;Barrio de la Concepción;0,003940;0,003326;0,003735;0,001228;0,000665;0,000102;0,004810;0,002917;0,001586;0,000563;0,000051;0,001637;0,000205;0,000000;0,002047;0,001177;0,000051;0,000102;0,001279;0,001689;0,000000;0,000051;0,002906;0,005700;0,022556;0,007109;609;1331;142,6961422;11,23;3726,23;8629,35;0,58
3659;15105;505;Pueblo Nuevo;0,005301;0,004389;0,006270;0,001368;0,000570;0,000000;0,006327;0,004218;0,001482;0,000627;0,000171;0,001824;0,000741;0,000114;0,002850;0,000684;0,000228;0,000000;0,001539;0,001824;0,000000;0,000000;0,003336;0,008974;0,028220;0,008974;711;1504;120,4987831;11,78;3837,13;8505,68;0,55
3660;15105;506;Quintana;0,005301;0,004389;0,006270;0,001368;0,000570;0,000000;0,006327;0,004218;0,001482;0,000627;0,000171;0,001824;0,000741;0,000114;0,002850;0,000684;0,000228;0,000000;0,001539;0,001824;0,000000;0,000000;0,003336;0,008974;0,028220;0,008974;711;1504;120,4987831;11,78;3837,13;8505,68;0,55
3661;15105;707;Barrio de la Concepción;0,005301;0,004389;0,006270;0,001368;0,000570;0,000000;0,006327;0,004218;0,001482;0,000627;0,000171;0,001824;0,000741;0,000114;0,002850;0,000684;0,000228;0,000000;0,001539;0,001824;0,000000;0,000000;0,003336;0,008974;0,028220;0,008974;711;1504;120,4987831;11,78;3837,13;8505,68;0,55
3662;15106;505;Pueblo Nuevo;0,002835;0,002551;0,004196;0,000964;0,000340;0,000000;0,005386;0,003855;0,001758;0,000680;0,000283;0,001814;0,000567;0,000227;0,002948;0,000340;0,000000;0,000113;0,001474;0,003232;0,000000;0,000000;0,003705;0,006441;0,023417;0,010018;592;1537;148,0691406;10,98;3292,12;9110,03;0,70
3663;15106;506;Quintana;0,002835;0,002551;0,004196;0,000964;0,000340;0,000000;0,005386;0,003855;0,001758;0,000680;0,000283;0,001814;0,000567;0,000227;0,002948;0,000340;0,000000;0,000113;0,001474;0,003232;0,000000;0,000000;0,003705;0,006441;0,023417;0,010018;592;1537;148,0691406;10,98;3292,12;9110,03;0,70
3664;15106;707;Barrio de la Concepción;0,002835;0,002551;0,004196;0,000964;0,000340;0,000000;0,005386;0,003855;0,001758;0,000680;0,000283;0,001814;0,000567;0,000227;0,002948;0,000340;0,000000;0,000113;0,001474;0,003232;0,000000;0,000000;0,003705;0,006441;0,023417;0,010018;592;1537;148,0691406;10,98;3292,12;9110,03;0,70
3665;15108;505;Pueblo Nuevo;0,001339;0,001152;0,001660;0,000455;0,000080;0,000107;0,001553;0,001607;0,000321;0,000214;0,000054;0,000482;0,000107;0,000054;0,000937;0,000214;0,000000;0,000000;0,000589;0,000857;0,000000;0,000000;0,001070;0,002789;0,007924;0,002858;161;364;102,5208198;11,67;3888,20;9194,90;0,59
3666;15108;506;Quintana;0,003659;0,003147;0,004538;0,001244;0,000220;0,000293;0,004245;0,004391;0,000878;0,000586;0,000146;0,001317;0,000293;0,000146;0,002562;0,000586;0,000000;0,000000;0,001610;0,002342;0,000000;0,000000;0,002925;0,007623;0,021656;0,007810;440;996;102,5208198;11,67;3888,20;9194,90;0,59
3667;15108;707;Barrio de la Concepción;0,001255;0,001080;0,001557;0,000427;0,000075;0,000100;0,001456;0,001506;0,000301;0,000201;0,000050;0,000452;0,000100;0,000050;0,000879;0,000201;0,000000;0,000000;0,000552;0,000803;0,000000;0,000000;0,001003;0,002615;0,007428;0,002679;151;342;102,5208198;11,67;3888,20;9194,90;0,59
3668;15109;506;Quintana;0,006207;0,004819;0,004819;0,001826;0,000803;0,000000;0,007959;0,006061;0,002921;0,000876;0,000292;0,002483;0,000876;0,000292;0,003578;0,001387;0,000073;0,000146;0,001387;0,001753;0,000000;0,000073;0,004772;0,010162;0,033699;0,008408;666;1462;98,25552043;11,47;4327,57;10003,53;0,57
3670;15110;505;Pueblo Nuevo;0,002894;0,002335;0,002505;0,000778;0,000316;0,000097;0,003259;0,002043;0,001265;0,000584;0,000073;0,000851;0,000365;0,000049;0,001411;0,000268;0,000024;0,000073;0,000511;0,000803;0,000000;0,000000;0,002228;0,003885;0,014388;0,005039;175;356;59,28988565;11,04;3667,64;7982,45;0,54
3671;15110;506;Quintana;0,013818;0,011147;0,011960;0,003716;0,001510;0,000464;0,015560;0,009754;0,006038;0,002787;0,000348;0,004064;0,001742;0,000232;0,006735;0,001277;0,000116;0,000348;0,002439;0,003832;0,000000;0,000000;0,010639;0,018551;0,068698;0,024058;838;1698;59,28988565;11,04;3667,64;7982,45;0,54
3673;15110;707;Barrio de la Concepción;0,002891;0,002332;0,002502;0,000777;0,000316;0,000097;0,003255;0,002041;0,001263;0,000583;0,000073;0,000850;0,000364;0,000049;0,001409;0,000267;0,000024;0,000073;0,000510;0,000802;0,000000;0,000000;0,002226;0,003881;0,014372;0,005033;175;355;59,28988565;11,04;3667,64;7982,45;0,54
3674;15111;506;Quintana;0,001976;0,001462;0,002371;0,000474;0,000356;0,000079;0,002569;0,001976;0,000751;0,000514;0,000040;0,000711;0,000237;0,000000;0,001541;0,000632;0,000040;0,000000;0,000474;0,000435;0,000000;0,000000;0,001742;0,004017;0,010878;0,003040;421;880;179,4592818;11,65;4575,67;10094,16;0,55
3677;15112;507;El Carmen;0,004718;0,004786;0,004381;0,001011;0,000404;0,000067;0,006673;0,005460;0,002561;0,001348;0,000270;0,002292;0,000337;0,000337;0,003438;0,001011;0,000135;0,000067;0,001483;0,002629;0,000000;0,000000;0,004909;0,008081;0,030420;0,010618;640;1475;114,9047443;11,14;3953,29;9545,39;0,60
3678;15113;506;Quintana;0,001360;0,001058;0,001073;0,000363;0,000106;0,000045;0,001738;0,001073;0,000529;0,000257;0,000030;0,000484;0,000091;0,000060;0,000740;0,000348;0,000030;0,000000;0,000287;0,000499;0,000000;0,000000;0,000978;0,001962;0,007230;0,002481;154;319;109,5845761;11,29;4195,88;9471,78;0,56
3679;15113;507;El Carmen;0,005952;0,004629;0,004695;0,001587;0,000463;0,000198;0,007605;0,004695;0,002315;0,001124;0,000132;0,002116;0,000397;0,000265;0,003241;0,001521;0,000132;0,000000;0,001257;0,002182;0,000000;0,000000;0,004279;0,008587;0,031641;0,010858;673;1396;109,5845761;11,29;4195,88;9471,78;0,56
3681;15114;507;El Carmen;0,004720;0,004902;0,005174;0,001634;0,000999;0,000272;0,005900;0,005356;0,001362;0,000817;0,000182;0,002179;0,000091;0,000272;0,002088;0,000908;0,000182;0,000182;0,001089;0,001725;0,000000;0,000091;0,004041;0,009041;0,027040;0,009083;442;933;76,56121548;11,56;4250,46;9402,19;0,55
3682;15115;201;Ventas;0,007462;0,006351;0,008732;0,003255;0,001350;0,000238;0,008812;0,009367;0,003334;0,001588;0,000318;0,003572;0,001350;0,000079;0,005239;0,002302;0,000079;0,000000;0,001746;0,002620;0,000000;0,000079;0,006471;0,016284;0,045119;0,010951;704;1492;73,86120912;11,81;4649,77;10285,68;0,56
3683;15115;507;El Carmen;0,009064;0,007714;0,010607;0,003953;0,001639;0,000289;0,010703;0,011378;0,004050;0,001929;0,000386;0,004339;0,001639;0,000096;0,006364;0,002796;0,000096;0,000000;0,002121;0,003182;0,000000;0,000096;0,007860;0,019780;0,054805;0,013302;855;1812;73,86120912;11,81;4649,77;10285,68;0,56
3685;15116;507;El Carmen;0,002874;0,003118;0,003546;0,001345;0,000428;0,000122;0,004402;0,003913;0,001590;0,000611;0,000122;0,000856;0,000611;0,000183;0,002079;0,001039;0,000061;0,000000;0,001345;0,001773;0,000000;0,000000;0,003066;0,006622;0,020331;0,006236;491;1093;123,7929942;11,62;4099,25;9700,10;0,59
3687;15117;507;El Carmen;0,002325;0,002590;0,003155;0,000631;0,000432;0,000100;0,003089;0,002956;0,000996;0,000432;0,000066;0,000697;0,000232;0,000066;0,001461;0,000432;0,000033;0,000066;0,000731;0,001162;0,000000;0,000000;0,002220;0,004633;0,014800;0,005935;652;1363;215,5257379;11,42;3607,81;8175,72;0,56
3688;15118;507;El Carmen;0,002190;0,002353;0,002451;0,000948;0,000392;0,000000;0,002745;0,001732;0,000784;0,000131;0,000098;0,000752;0,000229;0,000065;0,000784;0,000621;0,000000;0,000033;0,000458;0,000425;0,000033;0,000000;0,001335;0,003924;0,011964;0,003393;466;891;175,3637149;11,73;3932,01;8063,06;0,52
3690;15119;507;El Carmen;0,002994;0,002332;0,003690;0,000731;0,000139;0,000070;0,002924;0,002576;0,000975;0,000696;0,000209;0,000905;0,000244;0,000035;0,000940;0,000418;0,000035;0,000070;0,000383;0,000453;0,000000;0,000000;0,002257;0,004792;0,013769;0,004271;598;1139;183,7182096;11,75;3938,77;7799,94;0,50
3691;15120;507;El Carmen;0,001772;0,000988;0,002179;0,000523;0,000145;0,000000;0,001453;0,001743;0,000552;0,000261;0,000029;0,000552;0,000058;0,000000;0,000959;0,000320;0,000116;0,000029;0,000494;0,000668;0,000000;0,000000;0,001158;0,003031;0,008651;0,003474;442;918;245,1979389;11,79;3555,99;7864,78;0,55
3692;15121;507;El Carmen;0,001258;0,001078;0,002007;0,000389;0,000150;0,000000;0,001857;0,001588;0,000479;0,000210;0,000000;0,000599;0,000120;0,000090;0,000509;0,000150;0,000060;0,000030;0,000210;0,000240;0,000000;0,000000;0,000993;0,002756;0,007275;0,001956;368;679;215,2873067;12,10;4325,07;8650,13;0,50
3693;15122;506;Quintana;0,001509;0,001425;0,001844;0,000587;0,000224;0,000028;0,001956;0,002375;0,000838;0,000391;0,000028;0,001062;0,000112;0,000028;0,001062;0,000559;0,000084;0,000000;0,000363;0,000475;0,000000;0,000000;0,001489;0,003635;0,009825;0,002642;91;193;43,58122341;11,81;4281,25;10081,89;0,59
3694;15122;507;El Carmen;0,002600;0,002455;0,003177;0,001011;0,000385;0,000048;0,003370;0,004092;0,001444;0,000674;0,000048;0,001829;0,000193;0,000048;0,001829;0,000963;0,000144;0,000000;0,000626;0,000818;0,000000;0,000000;0,002565;0,006263;0,016929;0,004553;156;332;43,58122341;11,81;4281,25;10081,89;0,59
3696;15124;505;Pueblo Nuevo;0,001645;0,001828;0,002651;0,000823;0,000274;0,000228;0,002468;0,002970;0,001371;0,000823;0,000091;0,001508;0,000228;0,000137;0,001462;0,001005;0,000137;0,000000;0,000366;0,001051;0,000000;0,000000;0,002474;0,004705;0,013889;0,003842;84;189;31,18754774;11,36;4146,82;10009,04;0,60
3697;15124;506;Quintana;0,003450;0,003833;0,005559;0,001725;0,000575;0,000479;0,005175;0,006229;0,002875;0,001725;0,000192;0,003163;0,000479;0,000288;0,003067;0,002108;0,000288;0,000000;0,000767;0,002204;0,000000;0,000000;0,005188;0,009866;0,029126;0,008058;177;397;31,18754774;11,36;4146,82;10009,04;0,60
3698;15124;707;Barrio de la Concepción;0,001727;0,001918;0,002782;0,000863;0,000288;0,000240;0,002590;0,003117;0,001439;0,000863;0,000096;0,001583;0,000240;0,000144;0,001535;0,001055;0,000144;0,000000;0,000384;0,001103;0,000000;0,000000;0,002596;0,004937;0,014575;0,004032;89;198;31,18754774;11,36;4146,82;10009,04;0,60
3707;15132;708;Parque de las Avenidas;0,006460;0,007469;0,012113;0,004441;0,001009;0,000404;0,011911;0,018169;0,004845;0,003836;0,000404;0,007469;0,001413;0,000404;0,009892;0,003028;0,000404;0,000202;0,005653;0,004038;0,000202;0,000000;0,010838;0,031138;0,061790;0,009139;238;589;18,27292726;12,38;4520,59;11224,24;0,64
3708;15147;708;Parque de las Avenidas;0,001500;0,001320;0,004741;0,001080;0,000420;0,000060;0,001920;0,007442;0,001740;0,002881;0,000660;0,001380;0,000480;0,000240;0,002701;0,001920;0,000240;0,000000;0,001380;0,000720;0,000000;0,000000;0,005378;0,009429;0,018021;0,001700;71;175;17,68474689;11,81;6850,11;17944,67;0,65
3709;15148;414;Avenida de La Paz;0,001870;0,001668;0,003790;0,000960;0,000455;0,000101;0,002072;0,002881;0,001263;0,001415;0,000404;0,000960;0,000202;0,000101;0,001870;0,001213;0,000000;0,000000;0,000657;0,000404;0,000000;0,000000;0,003395;0,005245;0,013647;0,002177;69;152;22,78957699;11,69;5001,26;11725,95;0,58
3712;15150;415;Arturo Soria;0,003070;0,003912;0,004394;0,001324;0,000722;0,000181;0,004093;0,006561;0,001806;0,002528;0,001083;0,001806;0,000782;0,000421;0,003792;0,002046;0,000241;0,000060;0,000903;0,001565;0,000301;0,000000;0,007030;0,009934;0,024628;0,007620;91;241;19,34131942;11,01;8703,46;22770,19;0,70
3713;15151;414;Avenida de La Paz;0,009119;0,009758;0,012318;0,002240;0,003040;0,000480;0,013278;0,016957;0,007359;0,006079;0,002080;0,005759;0,002720;0,000640;0,007839;0,003199;0,000960;0,000000;0,003999;0,004319;0,000000;0,000000;0,017488;0,025913;0,068740;0,019914;406;960;28,94885972;11,30;7063,16;18180,25;0,64
3714;15151;415;Arturo Soria;0,012747;0,013642;0,017220;0,003131;0,004249;0,000671;0,018562;0,023706;0,010287;0,008498;0,002907;0,008051;0,003802;0,000895;0,010958;0,004473;0,001342;0,000000;0,005591;0,006038;0,000000;0,000000;0,024448;0,036226;0,096097;0,027839;568;1342;28,94885972;11,30;7063,16;18180,25;0,64
3715;15153;414;Avenida de La Paz;0,002517;0,003692;0,006209;0,003356;0,000671;0,000168;0,003692;0,011076;0,001175;0,001678;0,000839;0,003524;0,000839;0,000671;0,004195;0,001678;0,000671;0,000000;0,001678;0,001510;0,000000;0,000000;0,005396;0,016542;0,027902;0,003124;297;674;44,92939361;12,69;6966,77;16861,65;0,60
3717;15154;414;Avenida de La Paz;0,006341;0,004756;0,007927;0,002439;0,001707;0,000244;0,008170;0,008414;0,003658;0,003536;0,000366;0,003415;0,001098;0,000488;0,004512;0,001463;0,000244;0,000122;0,001463;0,001707;0,000000;0,000122;0,009057;0,014868;0,038269;0,007696;510;1159;60,93249715;11,32;5555,54;12917,62;0,58
3718;15154;415;Arturo Soria;0,003242;0,002432;0,004053;0,001247;0,000873;0,000125;0,004177;0,004302;0,001870;0,001808;0,000187;0,001746;0,000561;0,000249;0,002307;0,000748;0,000125;0,000062;0,000748;0,000873;0,000000;0,000062;0,004630;0,007601;0,019566;0,003935;261;593;60,93249715;11,32;5555,54;12917,62;0,58
3719;15155;414;Avenida de La Paz;0,010158;0,007557;0,008052;0,002478;0,002478;0,000743;0,009910;0,013131;0,003345;0,004460;0,000619;0,003716;0,001363;0,000619;0,005574;0,004088;0,000743;0,000248;0,002354;0,002354;0,000000;0,000124;0,011580;0,020107;0,052426;0,008948;368;842;32,8619437;11,61;8029,26;19310,83;0,60
3720;15155;415;Arturo Soria;0,018733;0,013935;0,014849;0,004569;0,004569;0,001371;0,018276;0,024216;0,006168;0,008224;0,001142;0,006853;0,002513;0,001142;0,010280;0,007539;0,001371;0,000457;0,004341;0,004341;0,000000;0,000228;0,021355;0,037080;0,096681;0,016502;679;1553;32,8619437;11,61;8029,26;19310,83;0,60
3721;15156;414;Avenida de La Paz;0,002451;0,002118;0,002451;0,000666;0,000424;0,000091;0,002754;0,002875;0,001271;0,000938;0,000151;0,000847;0,000182;0,000061;0,001513;0,000605;0,000000;0,000061;0,000303;0,000545;0,000000;0,000061;0,002598;0,004598;0,013169;0,002903;249;524;84,97015803;11,44;5292,67;11834,35;0,56
3722;15156;415;Arturo Soria;0,006624;0,005724;0,006624;0,001799;0,001145;0,000245;0,007442;0,007769;0,003435;0,002535;0,000409;0,002290;0,000491;0,000164;0,004089;0,001636;0,000000;0,000164;0,000818;0,001472;0,000000;0,000164;0,007020;0,012426;0,035589;0,007846;673;1416;84,97015803;11,44;5292,67;11834,35;0,56
3723;15157;414;Avenida de La Paz;0,011022;0,009395;0,007047;0,002710;0,001807;0,000542;0,012286;0,010660;0,004878;0,003072;0,000723;0,003975;0,001084;0,000181;0,005420;0,003794;0,000361;0,000181;0,001626;0,003252;0,000000;0,000181;0,009577;0,016760;0,057861;0,012769;176;383;15,09114246;11,16;6805,29;16054,77;0,58
3724;15157;415;Arturo Soria;0,004523;0,003856;0,002892;0,001112;0,000742;0,000222;0,005042;0,004375;0,002002;0,001261;0,000297;0,001631;0,000445;0,000074;0,002225;0,001557;0,000148;0,000074;0,000667;0,001335;0,000000;0,000074;0,003930;0,006878;0,023746;0,005241;72;157;15,09114246;11,16;6805,29;16054,77;0,58
3725;15158;415;Arturo Soria;0,007609;0,009353;0,006182;0,002853;0,002853;0,000634;0,007451;0,012048;0,003963;0,006182;0,002219;0,005231;0,001902;0,000951;0,006658;0,003805;0,000476;0,000000;0,002853;0,002853;0,000476;0,000159;0,014538;0,018288;0,053885;0,012808;218;568;22,01249421;11,03;7367,33;19656,07;0,70
3726;15161;152;Bambú;0,011353;0,011083;0,015137;0,006758;0,002973;0,001081;0,017300;0,030544;0,008379;0,010272;0,008109;0,012975;0,003784;0,002703;0,019192;0,014596;0,003514;0,001081;0,008109;0,016218;0,000541;0,000811;0,030837;0,036253;0,139423;0,015113;346;1064;16,5285054;10,57;7757,13;23818,91;0,80
3727;15161;153;Pinar de Chamartín;0,001477;0,001442;0,001970;0,000879;0,000387;0,000141;0,002251;0,003974;0,001090;0,001336;0,001055;0,001688;0,000492;0,000352;0,002497;0,001899;0,000457;0,000141;0,001055;0,002110;0,000070;0,000106;0,004012;0,004717;0,018141;0,001966;45;138;16,5285054;10,57;7757,13;23818,91;0,80
3729;15162;153;Pinar de Chamartín;0,001127;0,001071;0,002592;0,000451;0,000282;0,000085;0,001071;0,004170;0,000535;0,000845;0,000564;0,001240;0,000394;0,000169;0,001944;0,001099;0,000141;0,000056;0,000845;0,001352;0,000000;0,000000;0,002537;0,005902;0,011595;0,001352;93;250;39,67746761;12,01;7697,30;21200,74;0,69
3730;15162;422;Manoteras;0,005996;0,005696;0,013790;0,002398;0,001499;0,000450;0,005696;0,022185;0,002848;0,004497;0,002998;0,006595;0,002099;0,000899;0,010343;0,005846;0,000749;0,000300;0,004497;0,007195;0,000000;0,000000;0,013496;0,031398;0,061681;0,007194;493;1332;39,67746761;12,01;7697,30;21200,74;0,69
3731;15163;153;Pinar de Chamartín;0,003257;0,002637;0,010081;0,002637;0,000775;0,000775;0,006049;0,010236;0,003722;0,003257;0,001396;0,005738;0,001551;0,001396;0,005428;0,005118;0,000775;0,000465;0,002637;0,002947;0,000000;0,000000;0,009910;0,015879;0,045087;0,004057;451;1202;54,30383376;11,38;6775,25;18355,49;0,68
3732;15163;422;Manoteras;0,003296;0,002669;0,010203;0,002669;0,000785;0,000785;0,006122;0,010360;0,003767;0,003296;0,001413;0,005808;0,001570;0,001413;0,005494;0,005180;0,000785;0,000471;0,002669;0,002982;0,000000;0,000000;0,010030;0,016072;0,045635;0,004106;456;1216;54,30383376;11,38;6775,25;18355,49;0,68
3733;15164;153;Pinar de Chamartín;0,003365;0,002243;0,009907;0,002243;0,000374;0,000374;0,005608;0,014955;0,001869;0,002991;0,003365;0,004673;0,000935;0,001309;0,006356;0,004486;0,001309;0,000187;0,002243;0,004113;0,000000;0,000187;0,010048;0,021611;0,041432;0,004198;391;1043;46,34865543;12,09;6828,83;18625,37;0,68
3734;15164;422;Manoteras;0,002119;0,001412;0,006239;0,001412;0,000235;0,000235;0,003531;0,009417;0,001177;0,001883;0,002119;0,002943;0,000589;0,000824;0,004002;0,002825;0,000824;0,000118;0,001412;0,002590;0,000000;0,000118;0,006327;0,013608;0,026089;0,002644;246;657;46,34865543;12,09;6828,83;18625,37;0,68
3735;15165;153;Pinar de Chamartín;0,001956;0,001345;0,006479;0,001100;0,000367;0,000244;0,002445;0,011124;0,001589;0,002934;0,000978;0,002567;0,000856;0,000733;0,004156;0,002934;0,000611;0,000000;0,001222;0,002078;0,000000;0,000000;0,006433;0,013371;0,025914;0,001838;374;997;69,42405098;12,18;7135,51;19446,02;0,69
3736;15166;153;Pinar de Chamartín;0,000734;0,000734;0,004329;0,000514;0,000367;0,000220;0,000660;0,005649;0,000587;0,001467;0,001247;0,001174;0,000367;0,000073;0,001907;0,001174;0,000367;0,000073;0,000734;0,001174;0,000000;0,000000;0,003902;0,007084;0,012564;0,000747;321;851;115,2683781;11,74;6796,28;18440,86;0,68
3737;15167;152;Bambú;0,001832;0,001309;0,006413;0,000785;0,000916;0,000393;0,002094;0,010339;0,001309;0,002225;0,001963;0,002618;0,000524;0,000262;0,005497;0,004843;0,001309;0,000000;0,002225;0,001571;0,000000;0,000000;0,007493;0,013737;0,027196;0,002405;245;684;45,58179335;11,68;8703,46;24589,74;0,69
3738;15167;153;Pinar de Chamartín;0,001120;0,000800;0,003921;0,000480;0,000560;0,000240;0,001280;0,006321;0,000800;0,001360;0,001200;0,001600;0,000320;0,000160;0,003361;0,002961;0,000800;0,000000;0,001360;0,000960;0,000000;0,000000;0,004581;0,008399;0,016627;0,001470;150;418;45,58179335;11,68;8703,46;24589,74;0,69
3739;15168;153;Pinar de Chamartín;0,005792;0,004081;0,010794;0,002896;0,001053;0,000395;0,005529;0,013032;0,003554;0,003686;0,002106;0,004607;0,001580;0,000921;0,006845;0,005397;0,000921;0,000132;0,002896;0,005529;0,000000;0,000263;0,011709;0,019807;0,050493;0,004830;623;1634;65,38536227;11,34;6915,45;18918,28;0,68
3740;15170;153;Pinar de Chamartín;0,009364;0,009023;0,010045;0,005278;0,003916;0,000511;0,014130;0,019749;0,005959;0,007831;0,001873;0,010725;0,002043;0,000170;0,010045;0,010555;0,001021;0,000170;0,004086;0,008002;0,000000;0,000170;0,016170;0,029106;0,089388;0,008214;791;2083;49,31746092;11,22;7480,74;20016,07;0,67
3741;15171;153;Pinar de Chamartín;0,002703;0,002473;0,002760;0,000748;0,000403;0,000058;0,004658;0,003968;0,001380;0,001093;0,000058;0,001783;0,000345;0,000230;0,002703;0,001438;0,000288;0,000115;0,001668;0,001610;0,000000;0,000000;0,003335;0,005958;0,021187;0,004758;291;717;78,79456841;11,04;3532,96;9035,67;0,64
3742;15172;152;Bambú;0,000711;0,000604;0,001565;0,000427;0,000107;0,000071;0,000889;0,003236;0,000711;0,000747;0,000320;0,000925;0,000178;0,000071;0,001565;0,001102;0,000178;0,000000;0,000498;0,000498;0,000000;0,000000;0,001804;0,004442;0,008156;0,000579;138;360;80,85359691;11,95;6423,01;17100,73;0,67
3743;15172;153;Pinar de Chamartín;0,002085;0,001772;0,004586;0,001251;0,000313;0,000208;0,002606;0,009485;0,002085;0,002189;0,000938;0,002710;0,000521;0,000208;0,004586;0,003231;0,000521;0,000000;0,001459;0,001459;0,000000;0,000000;0,005287;0,013019;0,023908;0,001696;405;1056;80,85359691;11,95;6423,01;17100,73;0,67
3745;15173;153;Pinar de Chamartín;0,004198;0,005158;0,007317;0,003119;0,001919;0,000960;0,006358;0,014395;0,003239;0,005518;0,002279;0,005878;0,001799;0,000840;0,007197;0,005998;0,000840;0,000360;0,001679;0,004678;0,000000;0,000000;0,013144;0,018402;0,052183;0,004250;374;997;39,01635111;11,11;6485,60;18069,84;0,70
3746;15174;415;Arturo Soria;0,012280;0,010987;0,011633;0,004739;0,003016;0,000862;0,011633;0,017881;0,003231;0,008186;0,001939;0,006032;0,002370;0,000646;0,008833;0,006247;0,001077;0,000215;0,004524;0,007540;0,000000;0,000000;0,018367;0,027425;0,078081;0,017025;575;1419;38,03471395;11,09;7748,87;20364,81;0,66
3747;15175;414;Avenida de La Paz;0,005856;0,006971;0,010596;0,002649;0,001115;0,000000;0,007250;0,013246;0,003625;0,003067;0,000558;0,003346;0,000697;0,000000;0,006832;0,003486;0,000139;0,000139;0,001813;0,000976;0,000000;0,000000;0,007376;0,022574;0,042413;0,006041;519;1089;50,1652594;12,55;5754,82;12825,49;0,56
3748;15175;415;Arturo Soria;0,005404;0,006434;0,009779;0,002445;0,001029;0,000000;0,006691;0,012224;0,003346;0,002831;0,000515;0,003088;0,000643;0,000000;0,006305;0,003217;0,000129;0,000129;0,001673;0,000901;0,000000;0,000000;0,006807;0,020833;0,039142;0,005575;479;1005;50,1652594;12,55;5754,82;12825,49;0,56
3749;15176;153;Pinar de Chamartín;0,012403;0,009946;0,008893;0,003627;0,002808;0,000585;0,017201;0,009478;0,007489;0,005266;0,001053;0,004915;0,000936;0,000351;0,004915;0,003276;0,000468;0,000468;0,001521;0,002106;0,000117;0,000117;0,013708;0,018803;0,065429;0,008408;834;1841;62,38034899;11,00;6124,84;14050,96;0,59
3750;15176;422;Manoteras;0,008824;0,007075;0,006326;0,002580;0,001998;0,000416;0,012236;0,006743;0,005327;0,003746;0,000749;0,003496;0,000666;0,000250;0,003496;0,002331;0,000333;0,000333;0,001082;0,001498;0,000083;0,000083;0,009751;0,013376;0,046545;0,005981;593;1309;62,38034899;11,00;6124,84;14050,96;0,59
3751;15177;253;Alsacia;0,002299;0,003832;0,006898;0,001971;0,000438;0,000109;0,005146;0,012810;0,002737;0,001423;0,000219;0,003285;0,001204;0,000328;0,005365;0,003722;0,000328;0,000109;0,001642;0,002080;0,000000;0,000000;0,005525;0,017097;0,033324;0,006830;401;982;57,49245914;12,57;4380,39;10851,47;0,62
